rank,candidate_id,risk_score,days_since_last_event,apply_30d,events_30d,reason_codes,suggested_lever,as_of_date,model_version
133,C105249,0.9281,94,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.7),Re-engagement push notification / email,2026-01-10,churn_model_v1
134,C109886,0.928,72,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
135,C102631,0.9278,40,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
136,C109811,0.9277,99,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.7),Re-engagement push notification / email,2026-01-10,churn_model_v1
137,C105591,0.9276,63,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.7),Re-engagement push notification / email,2026-01-10,churn_model_v1
138,C105122,0.9276,80,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
139,C106109,0.9276,64,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
140,C102637,0.9276,89,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
141,C101196,0.9276,62,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
142,C105267,0.9275,139,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
143,C103169,0.9274,79,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
144,C108202,0.9274,65,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.8),Re-engagement push notification / email,2026-01-10,churn_model_v1
145,C105814,0.9274,72,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
146,C111627,0.9274,70,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
147,C108383,0.9274,107,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
148,C108418,0.9274,137,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
149,C109382,0.9274,53,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
150,C108935,0.9274,137,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
151,C107854,0.9274,82,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
152,C104537,0.9274,110,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
153,C100614,0.9274,89,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
154,C104903,0.9274,69,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
155,C105123,0.9274,49,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
156,C101280,0.9274,134,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
157,C102597,0.9274,86,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
158,C103030,0.9274,53,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
159,C108510,0.9274,48,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
160,C104007,0.9274,141,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
161,C108261,0.9274,87,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
162,C108729,0.9274,60,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
163,C104156,0.9274,133,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
164,C101860,0.9274,100,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
165,C101275,0.9274,59,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
166,C101423,0.9274,99,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
167,C102706,0.9274,121,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
168,C101674,0.9274,82,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
169,C109097,0.9274,73,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
170,C111158,0.9274,51,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
171,C111475,0.9274,48,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
172,C106730,0.9274,67,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
173,C103489,0.9274,179,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
174,C104213,0.9274,144,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
175,C108460,0.9274,62,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
176,C105552,0.9274,97,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
177,C109115,0.9274,43,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
178,C111525,0.9271,36,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
179,C105046,0.9271,36,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
180,C105861,0.9271,115,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
181,C109264,0.9271,108,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.1),Re-engagement push notification / email,2026-01-10,churn_model_v1
182,C108338,0.9271,122,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
183,C106496,0.9271,107,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
184,C103767,0.927,80,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
185,C108134,0.927,93,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
186,C102074,0.927,66,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
187,C106423,0.927,159,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
188,C111917,0.927,76,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
189,C105839,0.927,155,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
190,C102562,0.927,68,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
191,C103266,0.927,62,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
192,C103945,0.927,92,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
193,C100759,0.927,129,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
194,C103850,0.927,102,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
195,C100371,0.927,71,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
196,C101965,0.927,81,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
197,C103092,0.927,62,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
198,C105954,0.927,118,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
199,C108357,0.927,66,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
200,C100109,0.927,48,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
201,C108409,0.927,110,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
202,C108444,0.927,104,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
203,C104140,0.927,188,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
204,C104804,0.927,95,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
205,C108411,0.927,71,0,0,account age is higher than typical (z=2.2); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
206,C107052,0.927,70,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
207,C105503,0.927,70,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
208,C103456,0.927,70,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
209,C107792,0.927,55,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
210,C110502,0.927,105,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
211,C101032,0.927,113,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
212,C101040,0.927,50,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
213,C108213,0.927,68,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
214,C110754,0.927,115,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
215,C102792,0.927,67,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
216,C105375,0.927,78,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
217,C110027,0.927,123,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
218,C111192,0.927,68,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
219,C109076,0.927,98,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
220,C100874,0.927,126,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
221,C110555,0.927,50,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
222,C107954,0.927,50,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
223,C103640,0.927,53,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
224,C102980,0.927,54,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
225,C102940,0.927,67,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
226,C111776,0.927,75,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
227,C102984,0.927,61,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
228,C104120,0.927,113,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
229,C111557,0.927,141,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
230,C109296,0.927,79,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
231,C102399,0.927,88,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
232,C109367,0.927,73,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
233,C103730,0.927,121,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
234,C109356,0.927,82,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
235,C107121,0.927,77,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
236,C111980,0.927,52,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
237,C100966,0.9269,104,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
238,C100415,0.9267,38,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
239,C102467,0.9267,38,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
240,C108862,0.9266,82,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
241,C102500,0.9266,45,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
242,C109842,0.9266,46,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
243,C106227,0.9266,40,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
244,C104857,0.9265,79,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
245,C109329,0.9265,91,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.7),Re-engagement push notification / email,2026-01-10,churn_model_v1
246,C109732,0.9265,110,0,0,activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
247,C107862,0.9264,150,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
248,C111939,0.9264,60,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
249,C101577,0.9264,78,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
250,C111315,0.9264,83,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
251,C111428,0.9263,65,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
252,C100467,0.9262,41,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
253,C111374,0.9261,74,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
254,C108000,0.9261,89,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
255,C111169,0.9261,45,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
256,C109169,0.9261,45,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
257,C106546,0.9261,42,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
258,C111004,0.9261,62,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
259,C105593,0.9261,86,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.1),Re-engagement push notification / email,2026-01-10,churn_model_v1
260,C111155,0.9261,39,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
261,C103295,0.926,125,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
262,C106338,0.926,56,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
263,C109896,0.926,54,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
264,C102831,0.926,189,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
265,C100638,0.926,84,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
