candidate_id,job_id,rating,timestamp_unix,timestamp,age,gender,occupation,zip,Action,Comedy,Drama,SciFi,Romance,click,shortlist,application,relevance_grade,protected_group,age_norm
345,1047,4,884991457,1998-01-16 22:57:37,28,F,librarian,94143,0,1,0,0,0,1,1,0,2,1,0.28
57,298,3,883697293,1998-01-01 23:28:13,16,M,none,84010,1,0,0,1,0,1,0,0,1,0,0.16
393,21,3,887744765,1998-02-17 19:46:05,19,M,student,83686,1,1,0,0,0,1,0,0,1,0,0.19
457,704,4,882397240,1997-12-17 22:20:40,33,F,salesman,30011,0,0,1,0,1,1,1,0,2,1,0.33
305,183,4,886324028,1998-02-01 09:07:08,23,M,programmer,94086,1,0,0,1,0,1,1,0,2,0,0.23
37,265,4,880930072,1997-11-30 22:47:52,23,M,student,55105,1,0,0,0,0,1,1,0,2,0,0.23
210,210,5,887730532,1998-02-17 15:48:52,39,M,engineer,03060,1,0,0,0,0,1,1,1,3,0,0.39
455,293,4,879109110,1997-11-09 20:58:30,48,M,administrator,83709,0,0,1,0,0,1,1,0,2,0,0.48
49,179,5,888066446,1998-02-21 13:07:26,23,F,student,76111,0,0,0,1,0,1,1,1,3,1,0.23
85,208,5,879828941,1997-11-18 04:55:41,51,M,educator,20003,0,1,0,0,0,1,1,1,3,0,0.51
193,722,3,889126402,1998-03-05 19:33:22,29,M,student,49931,0,1,0,0,0,1,0,0,1,0,0.29
221,109,2,875244369,1997-09-26 03:26:09,19,M,student,20685,0,1,0,1,0,0,0,0,0,0,0.19
59,566,4,888206485,1998-02-23 04:01:25,49,M,educator,08403,1,0,0,0,0,1,1,0,2,0,0.49
7,553,3,892134010,1998-04-09 15:00:10,57,M,administrator,91344,0,0,1,0,1,1,0,0,1,0,0.57
435,696,3,884132342,1998-01-07 00:19:02,24,M,engineer,60007,0,0,1,0,0,1,0,0,1,0,0.24
184,497,4,889909409,1998-03-14 21:03:29,37,M,librarian,76013,0,1,0,0,0,1,1,0,2,0,0.37
215,179,4,891435107,1998-04-01 12:51:47,35,M,programmer,63033,0,0,0,1,0,1,1,0,2,0,0.35
154,414,4,879138910,1997-11-10 05:15:10,25,M,student,53703,0,1,0,0,0,1,1,0,2,0,0.25
426,430,3,879445005,1997-11-13 18:16:45,55,M,educator,01602,0,1,0,0,0,1,0,0,1,0,0.55
364,269,4,875931309,1997-10-04 02:15:09,63,M,engineer,01810,0,1,0,0,0,1,1,0,2,0,0.63
250,117,3,878089628,1997-10-29 01:47:08,29,M,executive,95110,1,0,0,0,0,1,0,0,1,0,0.29
457,636,4,882548466,1997-12-19 16:21:06,33,F,salesman,30011,1,0,0,1,0,1,1,0,2,1,0.33
393,70,3,889555251,1998-03-10 18:40:51,19,M,student,83686,0,1,0,0,1,1,0,0,1,0,0.19
243,1281,5,879989217,1997-11-20 01:26:57,33,M,educator,60201,0,0,1,0,0,1,1,1,3,0,0.33
345,272,5,884900426,1998-01-15 21:40:26,28,F,librarian,94143,0,0,1,0,0,1,1,1,3,1,0.28
429,26,3,882386333,1997-12-17 19:18:53,27,M,student,29205,0,1,0,0,0,1,0,0,1,0,0.27
222,111,3,877563820,1997-10-22 23:43:40,29,M,programmer,27502,0,1,0,0,1,1,0,0,1,0,0.29
44,176,5,883613372,1998-01-01 00:09:32,26,M,technician,46260,1,0,0,1,0,1,1,1,3,0,0.26
224,403,4,888104522,1998-02-21 23:42:02,31,F,educator,43512,1,0,1,0,0,1,1,0,2,1,0.31
344,301,4,889813946,1998-03-13 18:32:26,30,F,librarian,94117,0,1,0,0,0,1,1,0,2,1,0.3
450,97,4,882396351,1997-12-17 22:05:51,35,F,educator,11758,0,0,1,0,0,1,1,0,2,1,0.35
401,661,3,891033158,1998-03-27 21:12:38,46,F,healthcare,84107,0,0,0,0,0,1,0,0,1,1,0.46
301,719,4,882079542,1997-12-14 06:05:42,24,M,student,55439,0,1,0,0,0,1,1,0,2,0,0.24
442,38,3,883390674,1997-12-29 10:17:54,22,M,student,85282,0,0,0,1,0,1,0,0,1,0,0.22
394,979,5,881060177,1997-12-02 10:56:17,25,M,administrator,96819,0,0,1,0,0,1,1,1,3,0,0.25
13,842,2,882399156,1997-12-17 22:52:36,47,M,educator,29206,0,1,1,0,0,0,0,0,0,0,0.47
42,276,1,881105405,1997-12-02 23:30:05,30,M,administrator,17870,0,0,1,0,1,0,0,0,0,0,0.3
454,487,4,888266565,1998-02-23 20:42:45,57,M,other,97330,0,1,0,0,1,1,1,0,2,0,0.57
422,477,4,875130027,1997-09-24 19:40:27,26,M,entertainment,94533,0,1,0,0,0,1,1,0,2,0,0.26
450,762,3,882469627,1997-12-18 18:27:07,35,F,educator,11758,0,0,1,0,0,1,0,0,1,1,0.35
379,52,4,880741002,1997-11-28 18:16:42,44,M,programmer,98117,0,0,1,0,0,1,1,0,2,0,0.44
454,484,3,881960445,1997-12-12 21:00:45,57,M,other,97330,0,0,0,0,0,1,0,0,1,0,0.57
379,177,4,886835699,1998-02-07 07:14:59,44,M,programmer,98117,1,0,0,0,0,1,1,0,2,0,0.44
18,921,5,880132437,1997-11-21 17:13:57,35,F,other,37212,0,0,1,0,1,1,1,1,3,1,0.35
347,151,3,881652480,1997-12-09 07:28:00,18,M,student,90210,0,1,0,0,0,1,0,0,1,0,0.18
312,609,3,891698634,1998-04-04 14:03:54,48,M,other,02110,0,1,0,0,0,1,0,0,1,0,0.48
407,949,3,875045685,1997-09-23 20:14:45,29,M,engineer,03261,0,0,1,0,1,1,0,0,1,0,0.29
148,204,3,877016912,1997-10-16 15:48:32,33,M,engineer,97006,0,1,0,1,0,1,0,0,1,0,0.33
327,9,5,887819860,1998-02-18 16:37:40,22,M,student,11101,0,0,1,0,0,1,1,1,3,0,0.22
220,319,4,881197771,1997-12-04 01:09:31,30,M,librarian,78205,0,1,0,0,1,1,1,0,2,0,0.3
317,323,2,891446819,1998-04-01 16:06:59,22,M,administrator,13210,1,0,0,0,0,0,0,0,0,0,0.22
405,541,1,885548162,1998-01-23 09:36:02,22,F,healthcare,10019,1,0,0,0,0,0,0,0,0,1,0.22
35,332,4,875459237,1997-09-28 15:07:17,20,F,homemaker,42459,0,0,1,0,0,1,1,0,2,1,0.2
49,219,1,888067405,1998-02-21 13:23:25,23,F,student,76111,0,0,0,0,0,0,0,0,0,1,0.23
101,1047,2,877136424,1997-10-18 01:00:24,15,M,student,05146,0,1,0,0,0,0,0,0,0,0,0.15
159,412,3,880557824,1997-11-26 15:23:44,23,F,student,55346,0,1,0,0,0,1,0,0,1,1,0.23
381,175,5,892696268,1998-04-16 03:11:08,33,M,artist,94608,0,0,0,1,0,1,1,1,3,0,0.33
303,1047,2,879485277,1997-11-14 05:27:57,19,M,student,14853,0,1,0,0,0,0,0,0,0,0,0.19
385,87,3,879441942,1997-11-13 17:25:42,36,M,writer,10003,0,0,1,0,0,1,0,0,1,0,0.36
56,402,5,892677186,1998-04-15 21:53:06,25,M,librarian,46260,0,1,0,0,1,1,1,1,3,0,0.25
334,1137,4,891544764,1998-04-02 19:19:24,32,M,librarian,30002,0,0,1,0,1,1,1,0,2,0,0.32
267,450,2,878974128,1997-11-08 07:28:48,23,M,engineer,83716,1,0,0,1,0,0,0,0,0,0,0.23
228,690,5,889387173,1998-03-08 19:59:33,21,F,student,22003,0,0,1,0,0,1,1,1,3,1,0.21
198,280,3,884206401,1998-01-07 20:53:21,21,F,student,55414,0,0,1,0,1,1,0,0,1,1,0.21
286,1504,4,877534903,1997-10-22 15:41:43,27,M,student,15217,0,1,0,0,0,1,1,0,2,0,0.27
58,32,5,884304812,1998-01-09 00:13:32,27,M,programmer,52246,0,0,0,0,0,1,1,1,3,0,0.27
345,582,5,884992807,1998-01-16 23:20:07,28,F,librarian,94143,0,0,1,0,1,1,1,1,3,1,0.28
208,186,4,883108518,1997-12-26 03:55:18,43,M,engineer,01720,1,1,0,0,0,1,1,0,2,0,0.43
6,480,4,883601089,1997-12-31 20:44:49,42,M,executive,98101,0,1,0,0,0,1,1,0,2,0,0.42
424,9,5,880859623,1997-11-30 03:13:43,36,F,marketing,55422,0,0,1,0,0,1,1,1,3,1,0.36
246,101,2,884922740,1998-01-16 03:52:20,19,M,student,28734,1,0,0,1,0,0,0,0,0,0,0.19
401,225,1,891032474,1998-03-27 21:01:14,46,F,healthcare,84107,0,1,0,0,0,0,0,0,0,1,0.46
299,278,3,877879980,1997-10-26 15:33:00,29,M,doctor,63108,0,0,1,0,1,1,0,0,1,0,0.29
226,250,4,883890491,1998-01-04 05:08:11,28,M,student,92103,1,0,0,1,0,1,1,0,2,0,0.28
1,102,2,889751736,1998-03-13 01:15:36,24,M,technician,85711,0,0,0,0,0,0,0,0,0,0,0.24
347,223,4,881653669,1997-12-09 07:47:49,18,M,student,90210,0,0,1,0,0,1,1,0,2,0,0.18
426,182,2,879442702,1997-11-13 17:38:22,55,M,educator,01602,0,0,1,0,0,0,0,0,0,0,0.55
144,655,5,888105116,1998-02-21 23:51:56,53,M,programmer,20910,0,1,1,0,0,1,1,1,3,0,0.53
370,604,4,879434804,1997-11-13 15:26:44,52,M,writer,08534,0,1,0,0,0,1,1,0,2,0,0.52
396,322,4,884645790,1998-01-12 22:56:30,57,M,engineer,94551,0,0,0,0,0,1,1,0,2,0,0.57
457,443,4,882396989,1997-12-17 22:16:29,33,F,salesman,30011,0,0,0,0,0,1,1,0,2,1,0.33
59,511,5,888204965,1998-02-23 03:36:05,49,M,educator,08403,0,0,0,0,0,1,1,1,3,0,0.49
82,265,4,878770169,1997-11-05 22:49:29,50,M,programmer,22902,1,0,0,0,0,1,1,0,2,0,0.5
198,455,3,884206191,1998-01-07 20:49:51,21,F,student,55414,1,0,0,0,0,1,0,0,1,1,0.21
128,402,1,879969136,1997-11-19 19:52:16,24,F,marketing,20009,0,1,0,0,1,0,0,0,0,1,0.24
399,400,3,882349170,1997-12-17 08:59:30,25,M,other,92374,0,1,0,0,0,1,0,0,1,0,0.25
405,514,1,885547221,1998-01-23 09:20:21,22,F,healthcare,10019,0,1,0,0,1,0,0,0,0,1,0.22
372,286,5,876868994,1997-10-14 22:43:14,25,F,student,66046,0,0,1,0,1,1,1,1,3,1,0.25
450,143,5,882394364,1997-12-17 21:32:44,35,F,educator,11758,0,0,0,0,0,1,1,1,3,1,0.35
330,70,4,876546470,1997-10-11 05:07:50,35,F,educator,33884,0,1,0,0,1,1,1,0,2,1,0.35
336,158,3,877756618,1997-10-25 05:16:58,23,M,salesman,42101,0,1,0,0,0,1,0,0,1,0,0.23
299,393,2,889503503,1998-03-10 04:18:23,29,M,doctor,63108,0,1,0,0,0,0,0,0,0,0,0.29
183,270,3,891462811,1998-04-01 20:33:31,33,M,scientist,27708,0,0,1,1,0,1,0,0,1,0,0.33
447,879,3,878854056,1997-11-06 22:07:36,30,M,administrator,55113,1,0,0,0,0,1,0,0,1,0,0.3
407,62,3,876348318,1997-10-08 22:05:18,29,M,engineer,03261,1,0,0,1,0,1,0,0,1,0,0.29
7,515,3,891350757,1998-03-31 13:25:57,57,M,administrator,91344,1,0,1,0,0,1,0,0,1,0,0.57
83,391,2,880308783,1997-11-23 18:13:03,40,M,other,44133,1,1,0,0,0,0,0,0,0,0,0.4
1,69,3,875072262,1997-09-24 03:37:42,24,M,technician,85711,0,1,0,0,1,1,0,0,1,0,0.24
322,182,5,887314417,1998-02-12 20:13:37,20,M,student,50613,0,0,1,0,0,1,1,1,3,0,0.2
320,50,4,884749227,1998-01-14 03:40:27,19,M,student,24060,1,0,0,1,1,1,1,0,2,0,0.19
385,189,5,881530739,1997-12-07 21:38:59,36,M,writer,10003,0,1,0,0,0,1,1,1,3,0,0.36
444,906,4,891979402,1998-04-07 20:03:22,51,F,lawyer,53202,0,0,1,0,1,1,1,0,2,1,0.51
351,286,5,879481386,1997-11-14 04:23:06,61,M,educator,49938,0,0,1,0,1,1,1,1,3,0,0.61
360,423,4,880355623,1997-11-24 07:13:43,51,M,other,98027,0,0,1,1,0,1,1,0,2,0,0.51
343,546,1,876403348,1997-10-09 13:22:28,43,M,engineer,30093,1,0,0,0,0,0,0,0,0,0,0.43
21,931,2,874951446,1997-09-22 18:04:06,26,M,writer,30068,0,0,0,1,0,0,0,0,0,0,0.26
130,554,4,876252288,1997-10-07 19:24:48,20,M,none,60115,1,0,0,0,0,1,1,0,2,0,0.2
261,304,3,890454941,1998-03-21 04:35:41,28,M,administrator,85202,0,0,0,0,0,1,0,0,1,0,0.28
89,150,5,879441452,1997-11-13 17:17:32,43,F,administrator,68106,0,1,1,0,0,1,1,1,3,1,0.43
94,8,5,885873653,1998-01-27 04:00:53,26,M,student,71457,0,1,1,0,0,1,1,1,3,0,0.26
450,583,4,882473914,1997-12-18 19:38:34,35,F,educator,11758,0,0,0,0,0,1,1,0,2,1,0.35
348,924,4,886523361,1998-02-03 16:29:21,24,F,student,45660,0,0,1,0,0,1,1,0,2,1,0.24
367,200,4,876689962,1997-10-12 20:59:22,17,M,student,37411,0,0,0,0,0,1,1,0,2,0,0.17
381,49,2,892696328,1998-04-16 03:12:08,33,M,artist,94608,0,1,0,0,1,0,0,0,0,0,0.33
405,623,1,885549004,1998-01-23 09:50:04,22,F,healthcare,10019,0,1,0,0,0,0,0,0,0,1,0.22
401,501,2,891033184,1998-03-27 21:13:04,46,F,healthcare,84107,0,0,0,0,0,0,0,0,0,1,0.46
218,100,4,877488692,1997-10-22 02:51:32,37,M,administrator,06513,0,0,1,0,0,1,1,0,2,0,0.37
378,172,4,880045886,1997-11-20 17:11:26,35,M,student,02859,1,0,1,1,1,1,1,0,2,0,0.35
234,288,3,891033738,1998-03-27 21:22:18,60,M,retired,94702,0,0,0,0,0,1,0,0,1,0,0.6
402,48,5,876267173,1997-10-07 23:32:53,30,M,engineer,95129,0,0,0,0,0,1,1,1,3,0,0.3
332,54,4,888360396,1998-02-24 22:46:36,20,M,student,40504,1,0,1,0,0,1,1,0,2,0,0.2
345,126,5,884991105,1998-01-16 22:51:45,28,F,librarian,94143,0,0,1,0,0,1,1,1,3,1,0.28
158,124,4,880134261,1997-11-21 17:44:21,50,M,educator,27606,0,0,1,0,0,1,1,0,2,0,0.5
429,464,3,882386171,1997-12-17 19:16:11,27,M,student,29205,0,0,1,0,0,1,0,0,1,0,0.27
393,1043,3,889728324,1998-03-12 18:45:24,19,M,student,83686,0,1,0,0,0,1,0,0,1,0,0.19
442,636,5,883390416,1997-12-29 10:13:36,22,M,student,85282,1,0,0,1,0,1,1,1,3,0,0.22
387,268,3,886479430,1998-02-03 04:17:10,33,M,entertainment,37412,0,0,1,0,1,1,0,0,1,0,0.33
379,152,5,880740518,1997-11-28 18:08:38,44,M,programmer,98117,0,1,0,1,0,1,1,1,3,0,0.44
416,254,2,878879391,1997-11-07 05:09:51,20,F,student,92626,1,0,0,0,0,0,0,0,0,1,0.2
125,479,4,879454386,1997-11-13 20:53:06,30,M,lawyer,22202,0,0,0,0,0,1,1,0,2,0,0.3
82,174,5,878769478,1997-11-05 22:37:58,50,M,programmer,22902,1,0,0,0,0,1,1,1,3,0,0.5
379,603,5,880526074,1997-11-26 06:34:34,44,M,programmer,98117,0,0,0,0,0,1,1,1,3,0,0.44
286,472,3,876522340,1997-10-10 22:25:40,27,M,student,15217,1,0,0,0,0,1,0,0,1,0,0.27
294,406,2,877819941,1997-10-25 22:52:21,34,M,technician,92110,0,0,0,0,0,0,0,0,0,0,0.34
450,480,4,882372178,1997-12-17 15:22:58,35,F,educator,11758,0,1,0,0,0,1,1,0,2,1,0.35
119,982,4,874775406,1997-09-20 17:10:06,32,M,programmer,67401,1,0,0,0,0,1,1,0,2,0,0.32
405,216,2,885547124,1998-01-23 09:18:44,22,F,healthcare,10019,0,1,0,0,1,0,0,0,0,1,0.22
64,157,4,879365491,1997-11-12 20:11:31,32,M,educator,43202,0,0,1,0,0,1,1,0,2,0,0.32
313,414,3,891016425,1998-03-27 16:33:45,41,M,marketing,60035,0,1,0,0,0,1,0,0,1,0,0.41
359,246,3,886453214,1998-02-02 21:00:14,22,M,student,61801,0,0,1,0,1,1,0,0,1,0,0.22
363,403,3,891496414,1998-04-02 05:53:34,20,M,student,87501,1,0,1,0,0,1,0,0,1,0,0.2
62,47,4,879375537,1997-11-12 22:58:57,27,F,administrator,97214,0,1,1,0,0,1,1,0,2,1,0.27
310,181,4,879436104,1997-11-13 15:48:24,37,M,educator,91711,1,0,0,1,1,1,1,0,2,0,0.37
92,367,3,875654533,1997-09-30 21:22:13,32,M,entertainment,80525,0,1,0,0,0,1,0,0,1,0,0.32
276,628,4,874786538,1997-09-20 20:15:38,21,M,student,95064,0,0,1,0,0,1,1,0,2,0,0.21
406,511,5,879792811,1997-11-17 18:53:31,52,M,educator,93109,0,0,0,0,0,1,1,1,3,0,0.52
90,155,5,891385040,1998-03-31 22:57:20,60,M,educator,78155,0,0,0,0,1,1,1,1,3,0,0.6
270,253,5,876954733,1997-10-15 22:32:13,18,F,student,63119,0,0,1,0,1,1,1,1,3,1,0.18
181,925,2,878963418,1997-11-08 04:30:18,26,M,executive,21218,0,0,0,1,0,0,0,0,0,0,0.26
177,59,4,880130825,1997-11-21 16:47:05,20,M,programmer,19104,0,0,1,0,0,1,1,0,2,0,0.2
121,181,5,891390014,1998-04-01 00:20:14,54,M,librarian,99603,1,0,0,1,1,1,1,1,3,0,0.54
215,354,4,891434619,1998-04-01 12:43:39,35,M,programmer,63033,0,1,0,0,1,1,1,0,2,0,0.35
294,1132,4,889242788,1998-03-07 03:53:08,34,M,technician,92110,0,0,1,0,1,1,1,0,2,0,0.34
426,526,4,879444734,1997-11-13 18:12:14,55,M,educator,01602,1,0,1,0,0,1,1,0,2,0,0.55
176,303,3,886047118,1998-01-29 04:11:58,28,M,scientist,07030,0,0,1,0,0,1,0,0,1,0,0.28
405,87,1,885546112,1998-01-23 09:01:52,22,F,healthcare,10019,0,0,1,0,0,0,0,0,0,1,0.22
393,223,4,887746119,1998-02-17 20:08:39,19,M,student,83686,0,0,1,0,0,1,1,0,2,0,0.19
407,182,4,887833034,1998-02-18 20:17:14,29,M,engineer,03261,0,0,1,0,0,1,1,0,2,0,0.29
328,222,3,885046655,1998-01-17 14:17:35,51,M,administrator,06779,1,0,0,1,0,1,0,0,1,0,0.51
462,682,5,886365231,1998-02-01 20:33:51,19,F,student,02918,0,0,0,0,0,1,1,1,3,1,0.19
269,100,5,891446246,1998-04-01 15:57:26,31,F,librarian,43201,0,0,1,0,0,1,1,1,3,1,0.31
450,846,3,882471524,1997-12-18 18:58:44,35,F,educator,11758,0,0,1,0,1,1,0,0,1,1,0.35
327,1100,4,888251464,1998-02-23 16:31:04,22,M,student,11101,0,1,1,0,1,1,1,0,2,0,0.22
383,197,5,891192888,1998-03-29 17:34:48,42,M,administrator,75204,0,0,1,0,1,1,1,1,3,0,0.42
339,265,3,891034779,1998-03-27 21:39:39,35,M,lawyer,37901,1,0,0,0,0,1,0,0,1,0,0.35
391,300,2,877398619,1997-10-21 01:50:19,23,M,student,84604,1,0,0,0,0,0,0,0,0,0,0.23
90,547,3,891385899,1998-03-31 23:11:39,60,M,educator,78155,0,0,0,0,0,1,0,0,1,0,0.6
213,318,5,878955533,1997-11-08 02:18:53,33,M,executive,55345,0,0,1,0,0,1,1,1,3,0,0.33
320,184,5,884749360,1998-01-14 03:42:40,19,M,student,24060,1,1,0,1,0,1,1,1,3,0,0.19
354,605,3,891218271,1998-03-30 00:37:51,29,F,librarian,48197,0,0,0,0,0,1,0,0,1,1,0.29
152,157,5,882476486,1997-12-18 20:21:26,33,F,educator,68767,0,0,1,0,0,1,1,1,3,1,0.33
442,29,3,883390641,1997-12-29 10:17:21,22,M,student,85282,1,1,0,0,0,1,0,0,1,0,0.22
378,636,3,880055186,1997-11-20 19:46:26,35,M,student,02859,1,0,0,1,0,1,0,0,1,0,0.35
110,790,4,886989399,1998-02-09 01:56:39,19,M,student,77840,0,1,0,0,0,1,1,0,2,0,0.19
407,147,4,887833034,1998-02-18 20:17:14,29,M,engineer,03261,1,0,0,0,0,1,1,0,2,0,0.29
327,195,4,887744277,1998-02-17 19:37:57,22,M,student,11101,1,0,0,1,0,1,1,0,2,0,0.22
363,101,1,891496953,1998-04-02 06:02:33,20,M,student,87501,1,0,0,1,0,0,0,0,0,0,0.2
130,331,3,875801345,1997-10-02 14:09:05,20,M,none,60115,0,0,0,0,0,1,0,0,1,0,0.2
457,775,3,882551021,1997-12-19 17:03:41,33,F,salesman,30011,0,1,1,0,1,1,0,0,1,1,0.33
286,393,4,877534481,1997-10-22 15:34:41,27,M,student,15217,0,1,0,0,0,1,1,0,2,0,0.27
416,607,5,893212622,1998-04-22 02:37:02,20,F,student,92626,0,0,0,0,1,1,1,1,3,1,0.2
29,294,4,882820730,1997-12-22 19:58:50,41,M,programmer,94043,0,1,0,0,0,1,1,0,2,0,0.41
188,864,2,875072148,1997-09-24 03:35:48,42,M,student,29440,0,1,0,0,0,0,0,0,0,0,0.42
387,1199,5,886480970,1998-02-03 04:42:50,33,M,entertainment,37412,0,1,0,0,0,1,1,1,3,0,0.33
271,38,2,885849648,1998-01-26 21:20:48,51,M,engineer,22932,0,0,0,1,0,0,0,0,0,0,0.51
382,717,3,875946347,1997-10-04 06:25:47,45,M,engineer,01824,0,0,1,0,0,1,0,0,1,0,0.45
30,1013,3,875060334,1997-09-24 00:18:54,7,M,student,55436,1,0,0,0,0,1,0,0,1,0,0.07
334,512,4,891547148,1998-04-02 19:59:08,32,M,librarian,30002,0,1,1,0,1,1,1,0,2,0,0.32
222,270,2,878181181,1997-10-30 03:13:01,29,M,programmer,27502,0,0,1,1,0,0,0,0,0,0,0.29
387,24,5,886484522,1998-02-03 05:42:02,33,M,entertainment,37412,1,0,0,0,0,1,1,1,3,0,0.33
459,934,3,879563639,1997-11-15 03:13:59,22,M,student,29201,0,0,1,0,0,1,0,0,1,0,0.22
92,955,4,875658312,1997-09-30 22:25:12,32,M,entertainment,80525,0,0,1,0,1,1,1,0,2,0,0.32
276,262,4,892436298,1998-04-13 02:58:18,21,M,student,95064,0,0,1,0,0,1,1,0,2,0,0.21
96,176,4,884403758,1998-01-10 03:42:38,25,F,artist,75206,1,0,0,1,0,1,1,0,2,1,0.25
7,491,5,891351432,1998-03-31 13:37:12,57,M,administrator,91344,1,0,0,0,0,1,1,1,3,0,0.57
276,652,4,889174849,1998-03-06 09:00:49,21,M,student,95064,0,1,1,0,0,1,1,0,2,0,0.21
14,18,3,879119260,1997-11-09 23:47:40,45,M,scientist,55106,0,0,1,0,0,1,0,0,1,0,0.45
254,136,4,886471695,1998-02-03 02:08:15,44,M,educator,42647,0,0,1,0,0,1,1,0,2,0,0.44
452,191,5,876299004,1997-10-08 08:23:24,35,M,administrator,28018,0,0,1,0,0,1,1,1,3,0,0.35
210,420,4,887737487,1998-02-17 17:44:47,39,M,engineer,03060,0,0,0,0,0,1,1,0,2,0,0.39
407,265,3,876344062,1997-10-08 20:54:22,29,M,engineer,03261,1,0,0,0,0,1,0,0,1,0,0.29
228,98,3,889388607,1998-03-08 20:23:27,21,F,student,22003,0,0,1,0,0,1,0,0,1,1,0.21
82,202,4,878769777,1997-11-05 22:42:57,50,M,programmer,22902,0,1,0,0,1,1,1,0,2,0,0.5
450,561,4,887660762,1998-02-16 20:26:02,35,F,educator,11758,0,0,1,0,0,1,1,0,2,1,0.35
235,494,4,889655112,1998-03-11 22:25:12,37,M,educator,22973,0,1,0,0,0,1,1,0,2,0,0.37
267,216,4,878972586,1997-11-08 07:03:06,23,M,engineer,83716,0,1,0,0,1,1,1,0,2,0,0.23
453,697,4,877561235,1997-10-22 23:00:35,18,M,student,06333,0,0,1,0,0,1,1,0,2,0,0.18
409,133,4,881108455,1997-12-03 00:20:55,48,M,administrator,98225,0,0,1,0,1,1,1,0,2,0,0.48
102,102,3,883748488,1998-01-02 13:41:28,38,M,programmer,30220,0,0,0,0,0,1,0,0,1,0,0.38
259,317,5,874809057,1997-09-21 02:30:57,21,M,student,48823,0,0,1,0,0,1,1,1,3,0,0.21
435,576,3,884133447,1998-01-07 00:37:27,24,M,engineer,60007,1,0,0,0,0,1,0,0,1,0,0.24
63,1009,4,875747731,1997-10-01 23:15:31,31,M,marketing,75240,0,0,1,0,0,1,1,0,2,0,0.31
305,1104,4,886323779,1998-02-01 09:02:59,23,M,programmer,94086,0,1,1,0,0,1,1,0,2,0,0.23
377,313,5,891295989,1998-03-30 22:13:09,22,M,student,18015,1,0,1,0,1,1,1,1,3,0,0.22
299,1214,2,889502528,1998-03-10 04:02:08,29,M,doctor,63108,0,0,1,0,0,0,0,0,0,0,0.29
7,118,2,891353411,1998-03-31 14:10:11,57,M,administrator,91344,1,0,0,0,0,0,0,0,0,0,0.57
423,300,3,891394874,1998-04-01 01:41:14,64,M,other,91606,1,0,0,0,0,1,0,0,1,0,0.64
271,31,4,885849325,1998-01-26 21:15:25,51,M,engineer,22932,0,0,1,0,0,1,1,0,2,0,0.51
173,268,4,877556626,1997-10-22 21:43:46,56,M,other,22306,0,0,1,0,1,1,1,0,2,0,0.56
279,1108,1,892174273,1998-04-10 02:11:13,33,M,programmer,85251,0,0,1,0,0,0,0,0,0,0,0.33
398,176,4,875725256,1997-10-01 17:00:56,40,M,other,60008,1,0,0,1,0,1,1,0,2,0,0.4
63,255,4,875747556,1997-10-01 23:12:36,31,M,marketing,75240,0,1,0,0,1,1,1,0,2,0,0.31
38,526,1,892430636,1998-04-13 01:23:56,28,F,other,54467,1,0,1,0,0,0,0,0,0,1,0.28
59,227,3,888206015,1998-02-23 03:53:35,49,M,educator,08403,1,0,0,1,0,1,0,0,1,0,0.49
317,351,3,891446819,1998-04-01 16:06:59,22,M,administrator,13210,0,0,0,0,0,1,0,0,1,0,0.22
92,73,3,875656474,1997-09-30 21:54:34,32,M,entertainment,80525,1,1,0,0,0,1,0,0,1,0,0.32
392,632,5,891039015,1998-03-27 22:50:15,52,M,writer,59801,0,0,1,0,0,1,1,1,3,0,0.52
425,1314,3,878738813,1997-11-05 14:06:53,19,M,student,58644,1,0,0,0,0,1,0,0,1,0,0.19
388,690,5,886438540,1998-02-02 16:55:40,31,M,other,36106,0,0,1,0,0,1,1,1,3,0,0.31
39,347,4,891400704,1998-04-01 03:18:24,41,M,entertainment,01040,0,1,1,0,0,1,1,0,2,0,0.41
367,567,4,876690077,1997-10-12 21:01:17,17,M,student,37411,0,0,0,0,0,1,1,0,2,0,0.17
417,200,4,879647708,1997-11-16 02:35:08,27,F,other,48103,0,0,0,0,0,1,1,0,2,1,0.27
436,1522,2,887771123,1998-02-18 03:05:23,30,F,administrator,17345,0,0,0,0,0,0,0,0,0,1,0.3
409,604,4,881108364,1997-12-03 00:19:24,48,M,administrator,98225,0,1,0,0,0,1,1,0,2,0,0.48
457,192,5,882395018,1997-12-17 21:43:38,33,F,salesman,30011,0,0,1,0,0,1,1,1,3,1,0.33
7,537,3,891352749,1998-03-31 13:59:09,57,M,administrator,91344,0,0,1,0,0,1,0,0,1,0,0.57
92,476,2,886443602,1998-02-02 18:20:02,32,M,entertainment,80525,0,1,0,0,0,0,0,0,0,0,0.32
43,302,4,887731794,1998-02-17 16:09:54,29,F,librarian,20854,0,0,0,0,0,1,1,0,2,1,0.29
417,131,4,879647254,1997-11-16 02:27:34,27,F,other,48103,0,0,1,0,1,1,1,0,2,1,0.27
94,431,4,891721716,1998-04-04 20:28:36,26,M,student,71457,1,0,0,0,0,1,1,0,2,0,0.26
374,210,4,880395202,1997-11-24 18:13:22,36,M,executive,78746,1,0,0,0,0,1,1,0,2,0,0.36
247,28,5,893097024,1998-04-20 18:30:24,28,M,engineer,20770,1,0,1,0,0,1,1,1,3,0,0.28
