student_id,years_experience,skills_json
S1_00132,3,"{""spark"": 0.9, ""nlp"": 0.618, ""node"": 0.585, ""aws"": 0.755, ""java"": 0.617, ""communication"": 0.721, ""kubernetes"": 0.868, ""data_structures"": 0.738, ""react"": 0.738, ""testing"": 0.751, ""jquery"": 0.466}"
S1_00133,2,"{""python"": 0.507, ""testing"": 0.672, ""git"": 0.726, ""react"": 0.69, ""sql"": 0.474, ""system_design"": 0.893, ""communication"": 1.0, ""node"": 0.912, ""aws"": 0.883, ""jquery"": 0.754, ""docker"": 0.594, ""cloud_security"": 0.731, ""data_structures"": 1.0}"
S1_00134,0,"{""jquery"": 0.883, ""ml_fundamentals"": 0.735, ""docker"": 1.0, ""java"": 0.768, ""node"": 0.705, ""testing"": 0.806, ""nlp"": 0.669}"
S1_00135,2,"{""excel"": 0.722, ""aws"": 0.729, ""jquery"": 0.585, ""testing"": 0.76, ""kubernetes"": 0.759, ""nlp"": 0.695, ""ml_fundamentals"": 1.0, ""react"": 0.699, ""sql"": 0.678}"
S1_00136,4,"{""jquery"": 0.651, ""nlp"": 0.851, ""cloud_security"": 0.75, ""data_structures"": 0.954, ""system_design"": 0.833}"
S1_00137,5,"{""git"": 0.692, ""jquery"": 0.805, ""python"": 0.497, ""java"": 0.744, ""system_design"": 0.651, ""node"": 1.0, ""excel"": 0.743, ""ml_fundamentals"": 0.631, ""kubernetes"": 0.513}"
S1_00138,6,"{""git"": 0.784, ""flask"": 0.884, ""spark"": 0.728, ""excel"": 0.597, ""data_structures"": 0.698, ""nlp"": 0.833, ""ml_fundamentals"": 0.452, ""genai"": 0.453, ""jquery"": 0.858}"
S1_00139,1,"{""python"": 0.701, ""flask"": 0.846, ""ml_fundamentals"": 0.58, ""aws"": 0.51, ""jquery"": 0.674, ""java"": 0.729, ""communication"": 0.534, ""node"": 0.512, ""sql"": 0.747, ""data_structures"": 0.606, ""testing"": 0.502, ""docker"": 0.865}"
S1_00140,0,"{""system_design"": 0.552, ""flask"": 0.755, ""kubernetes"": 0.717, ""data_structures"": 0.832, ""communication"": 0.88, ""spark"": 0.789, ""ml_fundamentals"": 0.849, ""java"": 0.667, ""git"": 1.0}"
S1_00141,3,"{""python"": 0.635, ""git"": 0.806, ""ml_fundamentals"": 0.768, ""communication"": 0.775, ""system_design"": 0.561, ""docker"": 0.711, ""java"": 0.693, ""data_structures"": 0.794, ""excel"": 0.868}"
S1_00142,5,"{""sql"": 0.86, ""java"": 0.693, ""ml_fundamentals"": 0.651, ""flask"": 0.68, ""communication"": 0.803, ""excel"": 0.548}"
S1_00143,0,"{""ml_fundamentals"": 0.748, ""data_structures"": 0.586, ""communication"": 0.964, ""nlp"": 0.665, ""react"": 0.621, ""aws"": 0.657, ""sql"": 0.532, ""system_design"": 0.65, ""python"": 0.685, ""cloud_security"": 0.83, ""testing"": 0.662, ""docker"": 0.53}"
S1_00144,3,"{""aws"": 0.604, ""sql"": 0.718, ""git"": 0.714, ""ml_fundamentals"": 0.523, ""python"": 0.745, ""flask"": 0.725, ""system_design"": 0.803, ""jquery"": 0.542}"
S1_00145,3,"{""react"": 0.763, ""sql"": 0.604, ""data_structures"": 0.463, ""kubernetes"": 0.668, ""cloud_security"": 0.828}"
S1_00146,1,"{""python"": 0.751, ""data_structures"": 0.644, ""ml_fundamentals"": 0.698, ""kubernetes"": 0.601, ""spark"": 0.736, ""jquery"": 0.808, ""sql"": 0.688, ""cloud_security"": 0.419, ""testing"": 0.809, ""node"": 0.738}"
S1_00147,2,"{""java"": 0.636, ""flask"": 0.609, ""testing"": 0.701, ""cloud_security"": 0.647, ""sql"": 0.441, ""genai"": 0.911}"
S1_00148,3,"{""ml_fundamentals"": 0.755, ""testing"": 0.602, ""kubernetes"": 0.706, ""communication"": 0.853, ""git"": 0.471, ""cloud_security"": 0.719, ""jquery"": 0.577, ""data_structures"": 0.562}"
S1_00149,7,"{""git"": 0.765, ""node"": 0.567, ""sql"": 0.794, ""react"": 0.529, ""testing"": 0.916, ""communication"": 0.783, ""aws"": 0.596, ""cloud_security"": 0.841}"
S1_00150,2,"{""sql"": 0.446, ""spark"": 0.626, ""system_design"": 0.572, ""nlp"": 0.738, ""python"": 0.602, ""flask"": 0.648, ""docker"": 0.652, ""testing"": 0.713, ""communication"": 0.641, ""git"": 0.561, ""ml_fundamentals"": 0.733, ""excel"": 0.88, ""react"": 0.739, ""jquery"": 0.629}"
S1_00151,2,"{""excel"": 0.841, ""ml_fundamentals"": 0.742, ""docker"": 0.734, ""node"": 0.8, ""nlp"": 0.631, ""aws"": 0.925, ""sql"": 0.72, ""java"": 0.592, ""git"": 0.686, ""jquery"": 0.905}"
S1_00152,3,"{""git"": 0.709, ""docker"": 0.638, ""excel"": 0.772, ""flask"": 1.0, ""ml_fundamentals"": 0.664, ""react"": 0.8}"
S1_00153,1,"{""flask"": 0.582, ""cloud_security"": 0.917, ""ml_fundamentals"": 0.998, ""testing"": 0.687, ""docker"": 0.77, ""sql"": 0.729, ""git"": 0.98, ""node"": 0.403, ""spark"": 0.777, ""data_structures"": 0.611, ""excel"": 0.367, ""system_design"": 0.666, ""communication"": 0.997}"
S1_00154,3,"{""communication"": 0.74, ""docker"": 1.0, ""nlp"": 0.655, ""excel"": 0.961, ""data_structures"": 0.74, ""sql"": 0.974, ""java"": 0.536}"
S1_00155,4,"{""cloud_security"": 0.666, ""aws"": 0.934, ""java"": 0.722, ""jquery"": 0.817, ""docker"": 0.804, ""spark"": 0.596, ""node"": 0.775, ""git"": 1.0, ""nlp"": 0.758, ""system_design"": 0.855}"
S1_00156,3,"{""nlp"": 0.856, ""data_structures"": 0.744, ""flask"": 0.791, ""spark"": 0.654, ""jquery"": 0.512, ""testing"": 0.542, ""excel"": 0.679, ""communication"": 0.529, ""aws"": 0.766, ""ml_fundamentals"": 0.651, ""cloud_security"": 0.748, ""react"": 0.743}"
S1_00157,1,"{""nlp"": 0.805, ""react"": 0.527, ""node"": 0.673, ""java"": 0.556, ""testing"": 0.832, ""jquery"": 0.509}"
S1_00158,0,"{""kubernetes"": 0.655, ""git"": 0.81, ""java"": 0.898, ""testing"": 0.78, ""react"": 0.989, ""spark"": 0.614, ""data_structures"": 0.444, ""communication"": 0.827, ""sql"": 0.604, ""nlp"": 0.679}"
S1_00159,2,"{""system_design"": 0.811, ""docker"": 0.737, ""java"": 0.705, ""excel"": 0.717, ""python"": 0.751, ""kubernetes"": 0.616}"
S1_00160,2,"{""kubernetes"": 0.786, ""cloud_security"": 0.734, ""nlp"": 0.62, ""aws"": 0.747, ""system_design"": 0.746, ""node"": 0.561, ""data_structures"": 0.77, ""react"": 0.9, ""ml_fundamentals"": 0.686, ""jquery"": 0.59}"
S1_00161,4,"{""communication"": 0.52, ""node"": 0.528, ""git"": 0.607, ""excel"": 0.744, ""testing"": 0.754, ""sql"": 0.529, ""system_design"": 0.589, ""ml_fundamentals"": 0.598, ""docker"": 0.693, ""kubernetes"": 1.0, ""spark"": 0.58, ""java"": 0.573, ""jquery"": 0.55}"
S1_00162,3,"{""data_structures"": 0.62, ""node"": 0.518, ""java"": 0.83, ""system_design"": 0.822, ""sql"": 0.65, ""git"": 0.902}"
S1_00163,0,"{""system_design"": 0.786, ""cloud_security"": 0.558, ""nlp"": 0.837, ""spark"": 0.767, ""docker"": 0.54, ""sql"": 0.686, ""jquery"": 0.86}"
S1_00164,4,"{""ml_fundamentals"": 0.855, ""git"": 0.729, ""communication"": 0.884, ""excel"": 0.807, ""testing"": 0.711, ""spark"": 0.626, ""kubernetes"": 0.647, ""docker"": 0.499, ""data_structures"": 0.68, ""cloud_security"": 0.742, ""jquery"": 0.977}"
S1_00165,3,"{""flask"": 0.48, ""spark"": 0.961, ""ml_fundamentals"": 0.553, ""node"": 0.839, ""communication"": 0.679, ""docker"": 0.703, ""jquery"": 0.684}"
S1_00166,1,"{""testing"": 0.715, ""flask"": 0.782, ""nlp"": 0.85, ""node"": 0.716, ""java"": 0.278, ""spark"": 0.972, ""kubernetes"": 0.675, ""excel"": 0.597, ""communication"": 0.551, ""jquery"": 0.67}"
S1_00167,2,"{""nlp"": 0.621, ""python"": 0.656, ""spark"": 0.848, ""node"": 0.884, ""flask"": 0.73, ""docker"": 0.541, ""cloud_security"": 0.676, ""communication"": 0.504, ""excel"": 0.731, ""jquery"": 0.758}"
S1_00168,4,"{""react"": 0.691, ""flask"": 0.892, ""ml_fundamentals"": 0.9, ""kubernetes"": 0.927, ""java"": 0.789, ""jquery"": 1.0, ""testing"": 0.628, ""sql"": 1.0}"
S1_00169,3,"{""flask"": 0.598, ""cloud_security"": 0.687, ""data_structures"": 1.0, ""nlp"": 0.978, ""react"": 0.504, ""git"": 0.803, ""communication"": 0.84, ""testing"": 0.669, ""jquery"": 0.747}"
S1_00170,4,"{""git"": 0.749, ""ml_fundamentals"": 0.667, ""jquery"": 0.808, ""communication"": 0.603, ""react"": 1.0, ""nlp"": 0.466, ""python"": 0.977, ""cloud_security"": 0.733, ""docker"": 0.803, ""aws"": 0.92}"
S1_00171,3,"{""git"": 0.681, ""communication"": 0.559, ""flask"": 0.832, ""nlp"": 0.687, ""spark"": 0.625, ""docker"": 0.671, ""java"": 0.773, ""ml_fundamentals"": 0.731, ""kubernetes"": 0.615}"
S1_00172,2,"{""testing"": 0.945, ""communication"": 0.744, ""node"": 0.679, ""data_structures"": 0.952, ""cloud_security"": 0.677, ""nlp"": 1.0, ""sql"": 0.643, ""react"": 0.568, ""jquery"": 0.695}"
S1_00173,5,"{""testing"": 0.633, ""system_design"": 0.874, ""jquery"": 0.469, ""communication"": 0.549, ""python"": 0.683}"
S1_00174,1,"{""spark"": 0.597, ""communication"": 0.724, ""python"": 0.705, ""flask"": 0.57, ""react"": 0.528, ""excel"": 0.633, ""jquery"": 0.739}"
S1_00175,3,"{""system_design"": 0.614, ""kubernetes"": 0.687, ""aws"": 1.0, ""jquery"": 0.678, ""java"": 0.591, ""excel"": 0.585, ""ml_fundamentals"": 0.891, ""cloud_security"": 0.87, ""data_structures"": 0.647, ""testing"": 0.439, ""react"": 0.551, ""docker"": 0.978, ""nlp"": 0.823}"
S1_00176,5,"{""aws"": 0.883, ""system_design"": 0.486, ""sql"": 1.0, ""jquery"": 0.61, ""python"": 0.981, ""java"": 0.665, ""excel"": 0.485}"
S1_00177,7,"{""cloud_security"": 0.628, ""nlp"": 0.931, ""excel"": 0.549, ""testing"": 0.828, ""node"": 0.727, ""data_structures"": 0.757, ""aws"": 0.61, ""react"": 0.667, ""java"": 0.719, ""python"": 0.642, ""communication"": 0.77, ""jquery"": 0.789}"
S1_00178,0,"{""system_design"": 0.72, ""python"": 0.821, ""communication"": 0.887, ""node"": 0.854, ""testing"": 0.731, ""ml_fundamentals"": 1.0, ""jquery"": 0.665}"
S1_00179,5,"{""node"": 0.656, ""nlp"": 0.501, ""testing"": 0.488, ""docker"": 1.0, ""kubernetes"": 0.942, ""system_design"": 0.921, ""excel"": 0.619, ""ml_fundamentals"": 0.721, ""spark"": 0.598, ""genai"": 0.523, ""jquery"": 0.632}"
S1_00180,6,"{""cloud_security"": 0.55, ""ml_fundamentals"": 0.486, ""sql"": 0.703, ""jquery"": 0.842, ""spark"": 0.513, ""kubernetes"": 0.761, ""nlp"": 0.838, ""java"": 0.444, ""system_design"": 0.679}"
S1_00181,3,"{""node"": 0.794, ""testing"": 0.746, ""sql"": 0.478, ""react"": 0.869, ""docker"": 0.694, ""python"": 0.744, ""jquery"": 0.835, ""system_design"": 0.769, ""kubernetes"": 0.895, ""spark"": 0.676, ""genai"": 0.875}"
S1_00182,6,"{""cloud_security"": 1.0, ""java"": 0.78, ""spark"": 0.713, ""docker"": 0.495, ""git"": 0.721, ""node"": 1.0, ""ml_fundamentals"": 0.954, ""system_design"": 0.761, ""sql"": 0.548, ""communication"": 0.576, ""python"": 0.592, ""jquery"": 0.912}"
S1_00183,2,"{""sql"": 0.625, ""system_design"": 0.613, ""react"": 0.933, ""aws"": 1.0, ""flask"": 0.737}"
S1_00184,1,"{""docker"": 0.829, ""jquery"": 0.614, ""python"": 0.583, ""sql"": 0.565, ""node"": 0.683, ""spark"": 0.825, ""cloud_security"": 0.632, ""git"": 0.811, ""react"": 0.365, ""data_structures"": 0.662, ""kubernetes"": 0.895, ""nlp"": 0.694, ""excel"": 0.596}"
S1_00185,0,"{""spark"": 0.899, ""git"": 0.813, ""excel"": 0.525, ""ml_fundamentals"": 0.625, ""communication"": 0.716, ""jquery"": 0.541}"
S1_00186,0,"{""excel"": 0.707, ""docker"": 0.688, ""git"": 0.621, ""testing"": 0.267, ""java"": 0.894, ""jquery"": 0.769}"
S1_00187,0,"{""node"": 0.62, ""react"": 0.65, ""flask"": 0.766, ""ml_fundamentals"": 0.489, ""kubernetes"": 0.753, ""python"": 0.607, ""system_design"": 0.848, ""java"": 0.802, ""spark"": 0.782}"
S1_00188,2,"{""testing"": 0.775, ""system_design"": 0.667, ""docker"": 0.584, ""kubernetes"": 0.557, ""aws"": 0.75}"
S1_00189,2,"{""java"": 0.947, ""jquery"": 0.742, ""testing"": 0.892, ""ml_fundamentals"": 0.813, ""cloud_security"": 0.883, ""aws"": 0.629, ""python"": 0.689}"
S1_00190,2,"{""system_design"": 0.521, ""excel"": 0.791, ""flask"": 0.533, ""docker"": 0.656, ""testing"": 0.726, ""python"": 0.61, ""node"": 0.732, ""ml_fundamentals"": 0.73, ""git"": 0.597, ""kubernetes"": 0.805, ""react"": 0.605, ""genai"": 1.0}"
S1_00191,3,"{""data_structures"": 0.682, ""java"": 1.0, ""testing"": 0.99, ""system_design"": 0.913, ""docker"": 0.601, ""excel"": 0.618, ""spark"": 0.596, ""communication"": 0.602, ""git"": 0.944, ""ml_fundamentals"": 0.683, ""sql"": 0.703, ""python"": 0.836, ""cloud_security"": 0.47}"
S1_00192,5,"{""ml_fundamentals"": 1.0, ""spark"": 0.711, ""node"": 0.548, ""excel"": 0.858, ""react"": 0.649, ""testing"": 0.763, ""aws"": 0.629, ""python"": 0.912, ""cloud_security"": 0.631, ""java"": 0.93, ""data_structures"": 0.563, ""system_design"": 0.676}"
S1_00193,4,"{""system_design"": 0.601, ""sql"": 0.842, ""node"": 0.479, ""cloud_security"": 0.81, ""java"": 0.799, ""python"": 1.0, ""data_structures"": 0.877, ""flask"": 0.775, ""jquery"": 0.924}"
S1_00194,4,"{""sql"": 0.85, ""testing"": 0.93, ""java"": 0.488, ""excel"": 0.803, ""data_structures"": 0.914, ""system_design"": 0.873, ""aws"": 0.406, ""jquery"": 0.592, ""docker"": 0.528, ""git"": 0.799, ""kubernetes"": 0.782, ""react"": 0.315, ""flask"": 0.675}"
S1_00195,0,"{""communication"": 0.733, ""python"": 0.884, ""sql"": 0.664, ""git"": 0.503, ""nlp"": 0.792, ""react"": 0.739, ""docker"": 0.795}"
S1_00196,1,"{""aws"": 0.555, ""nlp"": 1.0, ""java"": 0.628, ""data_structures"": 0.978, ""python"": 0.692, ""jquery"": 0.957}"
S1_00197,1,"{""git"": 0.705, ""system_design"": 0.956, ""react"": 0.871, ""ml_fundamentals"": 0.763, ""testing"": 0.606, ""sql"": 0.596, ""communication"": 1.0, ""aws"": 0.569, ""docker"": 0.737, ""java"": 0.774, ""kubernetes"": 0.673, ""nlp"": 0.57, ""python"": 0.602, ""jquery"": 0.638}"
S1_00198,2,"{""docker"": 0.808, ""python"": 0.576, ""testing"": 0.488, ""sql"": 0.584, ""git"": 0.662, ""aws"": 0.668, ""data_structures"": 0.701, ""communication"": 0.875, ""node"": 0.907, ""system_design"": 1.0, ""jquery"": 0.476, ""nlp"": 0.592, ""excel"": 0.825}"
S1_00199,3,"{""ml_fundamentals"": 0.832, ""sql"": 0.668, ""flask"": 0.916, ""data_structures"": 0.625, ""communication"": 0.444, ""react"": 0.871, ""java"": 0.528, ""python"": 0.691}"
S2_00000,1,"{""sql"": 0.768, ""system_design"": 0.754, ""docker"": 0.839, ""communication"": 0.548, ""ml_fundamentals"": 0.691, ""flask"": 0.528, ""git"": 0.683, ""data_structures"": 0.942, ""jquery"": 0.672, ""genai"": 0.515}"
S2_00001,1,"{""python"": 0.644, ""system_design"": 0.823, ""ml_fundamentals"": 0.802, ""kubernetes"": 0.327, ""java"": 0.758, ""cloud_security"": 0.458, ""spark"": 0.669, ""git"": 0.704, ""excel"": 0.667, ""testing"": 0.795, ""jquery"": 0.828}"
S2_00002,1,"{""git"": 1.0, ""node"": 0.639, ""system_design"": 0.648, ""react"": 0.565, ""flask"": 0.721, ""spark"": 0.761}"
S2_00003,0,"{""communication"": 0.651, ""flask"": 0.643, ""react"": 0.756, ""jquery"": 0.843, ""node"": 0.617, ""python"": 0.739, ""ml_fundamentals"": 0.748, ""genai"": 0.774}"
S2_00004,5,"{""system_design"": 0.757, ""python"": 0.813, ""flask"": 0.769, ""nlp"": 0.909, ""aws"": 0.635, ""ml_fundamentals"": 0.629, ""git"": 0.876, ""communication"": 0.745, ""docker"": 0.683, ""kubernetes"": 0.997, ""testing"": 0.807, ""sql"": 0.691, ""node"": 0.617}"
S2_00005,5,"{""spark"": 0.535, ""nlp"": 0.766, ""java"": 0.519, ""ml_fundamentals"": 0.705, ""testing"": 0.634, ""react"": 0.74, ""docker"": 0.771, ""kubernetes"": 0.577, ""jquery"": 0.716}"
S2_00006,2,"{""docker"": 0.668, ""sql"": 0.921, ""communication"": 0.465, ""java"": 0.541, ""jquery"": 0.515, ""data_structures"": 0.93, ""kubernetes"": 0.628}"
S2_00007,4,"{""react"": 1.0, ""docker"": 0.556, ""ml_fundamentals"": 0.835, ""cloud_security"": 0.916, ""jquery"": 0.574, ""node"": 0.634, ""aws"": 0.632, ""kubernetes"": 0.7, ""java"": 0.667, ""system_design"": 0.69, ""excel"": 0.846, ""python"": 0.436, ""nlp"": 0.574}"
S2_00008,3,"{""spark"": 0.787, ""data_structures"": 0.573, ""testing"": 0.529, ""react"": 0.461, ""system_design"": 0.899, ""git"": 0.595, ""java"": 0.77, ""excel"": 0.807, ""python"": 0.744, ""cloud_security"": 0.764, ""kubernetes"": 0.777}"
S2_00009,0,"{""kubernetes"": 0.733, ""system_design"": 0.999, ""excel"": 0.792, ""python"": 1.0, ""ml_fundamentals"": 0.827, ""node"": 0.883, ""jquery"": 0.666, ""sql"": 0.559, ""communication"": 0.653, ""flask"": 0.718, ""aws"": 0.626}"
S2_00010,5,"{""git"": 0.524, ""sql"": 0.634, ""python"": 0.818, ""testing"": 0.853, ""data_structures"": 0.773, ""kubernetes"": 0.9, ""java"": 0.979, ""excel"": 0.648}"
S2_00011,2,"{""data_structures"": 1.0, ""ml_fundamentals"": 0.681, ""flask"": 0.848, ""react"": 0.943, ""communication"": 0.751, ""spark"": 0.716}"
S2_00012,4,"{""git"": 1.0, ""kubernetes"": 0.708, ""communication"": 0.537, ""sql"": 0.84, ""testing"": 0.604, ""nlp"": 0.432, ""python"": 0.798, ""flask"": 0.583, ""node"": 0.768, ""cloud_security"": 0.598}"
S2_00013,5,"{""sql"": 0.666, ""aws"": 0.921, ""system_design"": 0.697, ""jquery"": 0.536, ""nlp"": 0.596, ""git"": 0.865, ""node"": 0.695, ""kubernetes"": 0.687}"
S2_00014,3,"{""excel"": 0.828, ""system_design"": 0.797, ""kubernetes"": 0.459, ""spark"": 0.718, ""aws"": 0.577, ""sql"": 0.912, ""cloud_security"": 0.89, ""python"": 0.577, ""testing"": 0.713, ""react"": 0.757, ""flask"": 0.855, ""java"": 0.469, ""jquery"": 0.389}"
S2_00015,4,"{""nlp"": 0.741, ""spark"": 0.699, ""git"": 0.837, ""docker"": 0.666, ""node"": 0.754, ""sql"": 0.627, ""cloud_security"": 0.579, ""flask"": 0.746, ""react"": 0.585}"
S2_00016,0,"{""sql"": 0.663, ""data_structures"": 0.967, ""flask"": 0.43, ""java"": 0.652, ""system_design"": 0.559, ""excel"": 0.691, ""react"": 0.655, ""testing"": 0.81, ""python"": 0.758}"
S2_00017,5,"{""node"": 0.803, ""sql"": 0.649, ""git"": 0.704, ""python"": 0.94, ""jquery"": 0.531, ""react"": 0.761, ""ml_fundamentals"": 0.839, ""communication"": 0.746, ""testing"": 0.478}"
S2_00018,5,"{""jquery"": 0.819, ""python"": 0.616, ""git"": 0.974, ""system_design"": 0.923, ""kubernetes"": 0.517, ""flask"": 0.607, ""nlp"": 0.7, ""communication"": 0.559, ""sql"": 0.706, ""java"": 0.827, ""cloud_security"": 0.514, ""data_structures"": 0.764}"
S2_00019,0,"{""spark"": 0.633, ""ml_fundamentals"": 0.645, ""excel"": 0.534, ""docker"": 0.786, ""testing"": 0.656, ""jquery"": 0.591, ""kubernetes"": 0.605, ""python"": 0.801}"
S2_00020,2,"{""ml_fundamentals"": 0.894, ""node"": 0.722, ""spark"": 0.829, ""data_structures"": 0.832, ""testing"": 0.742, ""python"": 0.749, ""java"": 0.735, ""aws"": 0.602, ""docker"": 0.617, ""communication"": 0.615, ""git"": 0.48, ""flask"": 0.741}"
S2_00021,4,"{""kubernetes"": 0.803, ""sql"": 0.908, ""communication"": 0.934, ""spark"": 0.856, ""aws"": 0.632, ""testing"": 0.566, ""ml_fundamentals"": 0.8, ""flask"": 0.601, ""docker"": 0.941, ""data_structures"": 0.464}"
S2_00022,2,"{""flask"": 0.699, ""docker"": 0.301, ""java"": 0.612, ""git"": 0.589, ""spark"": 0.622, ""cloud_security"": 0.665, ""data_structures"": 0.621, ""nlp"": 0.598, ""excel"": 0.546, ""python"": 0.843, ""sql"": 0.9}"
S2_00023,4,"{""node"": 0.896, ""sql"": 0.754, ""aws"": 0.612, ""spark"": 0.615, ""system_design"": 0.8, ""testing"": 0.741, ""git"": 0.632, ""jquery"": 0.845, ""flask"": 0.726, ""communication"": 0.846, ""cloud_security"": 0.574}"
S2_00024,4,"{""node"": 0.832, ""excel"": 0.663, ""kubernetes"": 0.441, ""java"": 0.536, ""testing"": 0.781}"
S2_00025,1,"{""java"": 0.748, ""spark"": 0.729, ""sql"": 0.505, ""node"": 0.978, ""cloud_security"": 0.875, ""jquery"": 0.833, ""react"": 0.379, ""data_structures"": 0.726, ""kubernetes"": 0.701, ""git"": 0.822, ""ml_fundamentals"": 0.652, ""communication"": 0.685, ""flask"": 0.813}"
S2_00026,0,"{""system_design"": 0.713, ""react"": 0.803, ""aws"": 0.783, ""communication"": 1.0, ""excel"": 0.735, ""java"": 0.497, ""nlp"": 0.967, ""testing"": 0.537, ""kubernetes"": 0.636, ""sql"": 0.761, ""spark"": 0.783, ""jquery"": 0.503, ""data_structures"": 0.608}"
S2_00027,2,"{""data_structures"": 0.797, ""ml_fundamentals"": 0.573, ""react"": 0.595, ""spark"": 0.776, ""java"": 0.983, ""git"": 1.0, ""testing"": 0.564, ""python"": 0.631, ""communication"": 0.797, ""jquery"": 0.895, ""aws"": 0.395, ""nlp"": 0.733}"
S2_00028,3,"{""node"": 0.792, ""react"": 0.905, ""python"": 0.618, ""git"": 0.62, ""sql"": 0.833, ""nlp"": 0.659, ""flask"": 0.653, ""data_structures"": 0.908, ""spark"": 0.514, ""aws"": 1.0, ""excel"": 0.628, ""docker"": 0.85, ""system_design"": 0.704}"
S2_00029,0,"{""node"": 0.741, ""git"": 0.745, ""system_design"": 1.0, ""ml_fundamentals"": 0.391, ""sql"": 0.752, ""java"": 0.68, ""testing"": 0.688, ""nlp"": 0.742, ""aws"": 0.68, ""kubernetes"": 0.748, ""jquery"": 0.716}"
S2_00030,5,"{""communication"": 0.714, ""system_design"": 0.806, ""testing"": 0.846, ""react"": 0.708, ""node"": 0.635, ""excel"": 0.958, ""cloud_security"": 0.559, ""docker"": 0.579, ""jquery"": 0.521, ""spark"": 0.578}"
S2_00031,0,"{""python"": 0.592, ""testing"": 0.686, ""cloud_security"": 0.616, ""react"": 0.735, ""kubernetes"": 0.766, ""flask"": 0.669}"
S2_00032,5,"{""git"": 0.778, ""node"": 0.885, ""aws"": 0.794, ""jquery"": 0.435, ""ml_fundamentals"": 0.697, ""nlp"": 0.59, ""cloud_security"": 0.755, ""react"": 0.601, ""excel"": 0.811, ""kubernetes"": 0.867}"
S2_00033,2,"{""cloud_security"": 0.43, ""react"": 0.604, ""excel"": 0.703, ""sql"": 0.613, ""data_structures"": 0.632, ""git"": 1.0}"
S2_00034,0,"{""sql"": 0.397, ""flask"": 0.837, ""testing"": 0.793, ""docker"": 0.572, ""java"": 0.762, ""git"": 0.817, ""data_structures"": 0.896, ""excel"": 0.797, ""python"": 0.768, ""communication"": 0.862, ""cloud_security"": 0.674, ""nlp"": 0.782, ""kubernetes"": 0.627, ""jquery"": 0.887}"
S2_00035,3,"{""nlp"": 0.844, ""git"": 0.78, ""docker"": 0.788, ""python"": 0.941, ""testing"": 0.673, ""cloud_security"": 0.811, ""sql"": 0.73, ""java"": 0.707, ""ml_fundamentals"": 0.916, ""kubernetes"": 1.0, ""spark"": 0.655, ""excel"": 0.845}"
S2_00036,5,"{""java"": 0.859, ""excel"": 0.519, ""aws"": 0.599, ""testing"": 0.829, ""node"": 0.624, ""kubernetes"": 0.584, ""data_structures"": 0.631, ""ml_fundamentals"": 0.705, ""jquery"": 0.705, ""react"": 0.689, ""cloud_security"": 0.566, ""nlp"": 0.836}"
S2_00037,2,"{""aws"": 0.979, ""python"": 0.936, ""communication"": 0.719, ""cloud_security"": 1.0, ""node"": 0.923, ""spark"": 0.801, ""react"": 0.57, ""docker"": 0.49, ""nlp"": 0.503, ""flask"": 0.58, ""sql"": 0.927, ""data_structures"": 0.793, ""jquery"": 0.628}"
S2_00038,3,"{""node"": 0.781, ""docker"": 0.542, ""aws"": 0.842, ""system_design"": 1.0, ""excel"": 0.531, ""kubernetes"": 0.773, ""jquery"": 0.602, ""git"": 1.0, ""testing"": 0.906}"
S2_00039,4,"{""ml_fundamentals"": 0.777, ""docker"": 0.654, ""kubernetes"": 0.858, ""cloud_security"": 0.591, ""flask"": 0.814, ""jquery"": 0.752}"
S2_00040,2,"{""communication"": 0.626, ""cloud_security"": 0.599, ""ml_fundamentals"": 0.669, ""testing"": 0.884, ""system_design"": 0.897, ""excel"": 0.61, ""nlp"": 0.789, ""java"": 0.719, ""react"": 0.569, ""node"": 0.675, ""git"": 0.53, ""sql"": 0.894, ""jquery"": 0.953}"
S2_00041,7,"{""react"": 0.615, ""git"": 0.639, ""testing"": 0.705, ""ml_fundamentals"": 0.497, ""java"": 0.412, ""data_structures"": 0.858, ""jquery"": 0.609}"
S2_00042,4,"{""communication"": 0.667, ""java"": 0.666, ""sql"": 0.492, ""system_design"": 0.734, ""cloud_security"": 0.553, ""jquery"": 0.858, ""data_structures"": 0.61, ""react"": 0.676, ""excel"": 1.0, ""node"": 0.674, ""spark"": 0.654}"
S2_00043,0,"{""react"": 0.796, ""aws"": 0.651, ""java"": 0.931, ""jquery"": 0.811, ""communication"": 0.936, ""system_design"": 0.747, ""cloud_security"": 0.713, ""kubernetes"": 0.809, ""nlp"": 0.936, ""excel"": 0.873, ""git"": 0.741, ""testing"": 0.441, ""spark"": 0.842}"
S2_00044,2,"{""excel"": 0.792, ""system_design"": 0.935, ""python"": 0.902, ""sql"": 0.305, ""communication"": 0.592, ""kubernetes"": 0.709, ""docker"": 0.568, ""node"": 0.165, ""spark"": 0.611}"
S2_00045,4,"{""react"": 0.596, ""nlp"": 0.809, ""python"": 0.734, ""docker"": 1.0, ""flask"": 0.779, ""communication"": 0.615, ""testing"": 0.83, ""node"": 0.836, ""java"": 0.66, ""jquery"": 0.545}"
S2_00046,5,"{""testing"": 0.76, ""flask"": 0.809, ""aws"": 0.735, ""sql"": 0.554, ""ml_fundamentals"": 0.584, ""node"": 0.629, ""git"": 0.93}"
