job_id,years_required,required_skills_json
J4_00033,3,"{""excel"": 0.94, ""python"": 0.74, ""flask"": 0.66, ""nlp"": 0.41, ""aws"": 0.75, ""jquery"": 0.5}"
J4_00034,3,"{""spark"": 0.85, ""java"": 0.67, ""sql"": 0.88, ""node"": 0.94, ""git"": 0.65, ""system_design"": 0.98}"
J4_00035,3,"{""java"": 0.79, ""communication"": 0.54, ""testing"": 0.98, ""data_structures"": 0.91, ""sql"": 0.83}"
J4_00036,4,"{""kubernetes"": 0.64, ""ml_fundamentals"": 0.77, ""jquery"": 0.9, ""cloud_security"": 0.95, ""genai"": 0.45}"
J4_00037,7,"{""docker"": 0.55, ""aws"": 0.47, ""communication"": 0.47, ""cloud_security"": 0.8, ""python"": 0.83, ""jquery"": 0.62}"
J4_00038,1,"{""excel"": 0.54, ""python"": 0.48, ""java"": 0.88, ""genai"": 0.62}"
J4_00039,1,"{""java"": 0.88, ""communication"": 0.41, ""nlp"": 0.66, ""react"": 0.48, ""genai"": 0.42, ""jquery"": 0.73}"
J4_00040,2,"{""git"": 0.57, ""ml_fundamentals"": 0.6, ""sql"": 0.7, ""node"": 0.97, ""communication"": 0.88, ""genai"": 0.52}"
J4_00041,1,"{""docker"": 0.73, ""ml_fundamentals"": 0.43, ""communication"": 0.68, ""java"": 0.43, ""kubernetes"": 0.5, ""spark"": 0.69}"
J4_00042,0,"{""java"": 0.41, ""node"": 0.63, ""ml_fundamentals"": 0.95, ""kubernetes"": 0.59, ""python"": 0.62, ""excel"": 0.82, ""genai"": 0.84}"
J5_00000,1,"{""flask"": 0.45, ""docker"": 0.43, ""data_structures"": 0.93, ""node"": 0.99, ""jquery"": 0.76}"
J5_00001,0,"{""python"": 0.74, ""jquery"": 0.82, ""nlp"": 0.94, ""genai"": 0.65}"
J5_00002,0,"{""git"": 0.56, ""testing"": 0.94, ""excel"": 0.83, ""sql"": 0.71, ""genai"": 0.65}"
J5_00003,1,"{""cloud_security"": 0.76, ""nlp"": 0.5, ""ml_fundamentals"": 0.48, ""genai"": 0.63}"
J5_00004,0,"{""flask"": 0.55, ""python"": 0.85, ""cloud_security"": 0.78, ""react"": 0.73, ""kubernetes"": 0.91, ""ml_fundamentals"": 0.76, ""genai"": 0.87}"
J5_00005,0,"{""system_design"": 0.81, ""communication"": 0.94, ""jquery"": 0.42, ""python"": 0.5, ""excel"": 0.55, ""react"": 0.93}"
J5_00006,0,"{""communication"": 0.76, ""jquery"": 0.49, ""docker"": 0.97, ""data_structures"": 0.94}"
J5_00007,0,"{""spark"": 0.79, ""kubernetes"": 0.95, ""ml_fundamentals"": 0.56, ""sql"": 0.72}"
J5_00008,1,"{""testing"": 0.44, ""data_structures"": 0.45, ""excel"": 0.84, ""jquery"": 0.63, ""ml_fundamentals"": 0.68}"
J5_00009,2,"{""nlp"": 0.84, ""communication"": 0.77, ""ml_fundamentals"": 0.88, ""sql"": 0.73, ""node"": 0.92, ""system_design"": 0.57, ""genai"": 0.84}"
J5_00010,6,"{""aws"": 0.99, ""testing"": 0.42, ""excel"": 0.49, ""sql"": 0.54, ""data_structures"": 0.84}"
J5_00011,0,"{""kubernetes"": 0.67, ""data_structures"": 0.62, ""sql"": 0.89, ""git"": 0.79, ""react"": 0.58, ""flask"": 0.71}"
J5_00012,2,"{""python"": 0.6, ""docker"": 0.65, ""java"": 0.89, ""genai"": 0.53}"
J5_00013,1,"{""spark"": 0.94, ""sql"": 0.6, ""node"": 0.83, ""genai"": 0.42}"
J5_00014,6,"{""kubernetes"": 0.57, ""aws"": 0.71, ""git"": 0.63, ""react"": 0.66, ""communication"": 0.4, ""genai"": 0.89}"
J5_00015,1,"{""aws"": 0.72, ""python"": 0.67, ""spark"": 0.48, ""docker"": 0.71, ""nlp"": 0.56, ""genai"": 0.48}"
J5_00016,1,"{""ml_fundamentals"": 0.51, ""system_design"": 0.81, ""git"": 0.89, ""sql"": 0.6, ""node"": 0.68, ""genai"": 0.73}"
J5_00017,2,"{""aws"": 0.75, ""cloud_security"": 0.72, ""flask"": 0.69, ""testing"": 0.88, ""docker"": 0.93}"
J5_00018,2,"{""communication"": 0.85, ""react"": 0.64, ""aws"": 0.97, ""java"": 0.62, ""excel"": 0.82, ""kubernetes"": 0.81, ""genai"": 0.59, ""jquery"": 0.94}"
J5_00019,0,"{""kubernetes"": 0.83, ""testing"": 0.79, ""spark"": 0.94, ""java"": 0.72, ""jquery"": 0.95, ""ml_fundamentals"": 0.65}"
J5_00020,3,"{""testing"": 0.98, ""communication"": 0.96, ""python"": 0.83, ""ml_fundamentals"": 0.57, ""genai"": 0.58, ""jquery"": 0.92}"
J5_00021,3,"{""react"": 0.68, ""sql"": 0.8, ""jquery"": 0.98, ""kubernetes"": 0.61, ""communication"": 0.6, ""java"": 0.78}"
J5_00022,3,"{""testing"": 0.42, ""react"": 0.7, ""nlp"": 0.42, ""node"": 0.8, ""ml_fundamentals"": 0.76}"
J5_00023,3,"{""sql"": 0.86, ""aws"": 0.5, ""java"": 0.7, ""genai"": 0.46}"
J5_00024,4,"{""java"": 0.78, ""git"": 0.75, ""jquery"": 0.57, ""genai"": 0.97}"
J5_00025,3,"{""node"": 0.91, ""docker"": 0.73, ""jquery"": 0.8, ""git"": 0.54, ""data_structures"": 0.41, ""excel"": 0.66, ""genai"": 0.8}"
J5_00026,0,"{""cloud_security"": 0.96, ""testing"": 0.67, ""system_design"": 0.64, ""genai"": 0.99, ""jquery"": 0.66}"
J5_00027,0,"{""react"": 0.82, ""excel"": 0.4, ""ml_fundamentals"": 0.88}"
J5_00028,5,"{""kubernetes"": 0.97, ""python"": 0.46, ""cloud_security"": 0.67, ""git"": 0.68, ""node"": 0.55, ""spark"": 0.7}"
J5_00029,4,"{""react"": 0.53, ""excel"": 0.85, ""git"": 0.42, ""jquery"": 0.53, ""nlp"": 0.65, ""kubernetes"": 0.93}"
J5_00030,1,"{""node"": 0.75, ""aws"": 0.5, ""java"": 0.46, ""spark"": 0.68, ""nlp"": 0.61, ""jquery"": 0.43}"
J5_00031,1,"{""testing"": 0.53, ""node"": 0.75, ""communication"": 0.81, ""git"": 0.69, ""python"": 0.8, ""aws"": 0.4}"
J5_00032,3,"{""jquery"": 0.94, ""system_design"": 0.58, ""communication"": 0.93, ""genai"": 0.93}"
J5_00033,2,"{""java"": 0.51, ""testing"": 0.66, ""communication"": 0.81, ""system_design"": 0.75, ""flask"": 0.93, ""sql"": 0.56, ""genai"": 0.72, ""jquery"": 0.49}"
J5_00034,2,"{""data_structures"": 0.89, ""excel"": 0.41, ""aws"": 0.55, ""communication"": 0.69}"
J5_00035,3,"{""git"": 0.86, ""kubernetes"": 0.59, ""testing"": 0.98, ""aws"": 0.99, ""genai"": 0.74}"
J5_00036,1,"{""java"": 0.98, ""ml_fundamentals"": 0.72, ""aws"": 0.74, ""data_structures"": 0.96, ""genai"": 0.85}"
J5_00037,5,"{""nlp"": 0.87, ""system_design"": 0.42, ""aws"": 0.6, ""python"": 0.7, ""jquery"": 0.45, ""genai"": 0.75}"
J5_00038,4,"{""data_structures"": 0.77, ""jquery"": 0.54, ""ml_fundamentals"": 0.71, ""sql"": 0.9, ""cloud_security"": 0.96, ""genai"": 0.6}"
J5_00039,3,"{""spark"": 0.89, ""jquery"": 0.47, ""excel"": 0.5, ""ml_fundamentals"": 0.44}"
J5_00040,2,"{""docker"": 0.97, ""ml_fundamentals"": 0.5, ""python"": 0.56, ""system_design"": 0.88, ""genai"": 1.0, ""jquery"": 0.77}"
J5_00041,5,"{""testing"": 0.78, ""spark"": 0.71, ""nlp"": 0.57, ""java"": 0.99, ""sql"": 0.55, ""genai"": 0.53}"
J5_00042,0,"{""testing"": 0.8, ""spark"": 0.98, ""kubernetes"": 0.83, ""genai"": 0.86}"
