candidate_id,job_id,skill_overlap,seniority_gap,same_location,recency_days,candidate_activity,clicked,applied,shortlisted,label
266,77,2,1,0,37,0.0757,0,0,0,0
313,41,3,1,0,28,0.5482,1,0,0,1
129,106,0,2,0,38,0.2406,0,0,0,0
157,48,2,0,0,47,0.3509,1,0,0,1
134,102,3,0,0,17,0.0287,1,1,1,3
394,57,3,2,0,38,0.2632,0,0,0,0
274,37,2,1,0,41,0.3345,0,0,0,0
192,40,1,2,1,28,0.2723,1,0,0,1
384,48,2,1,0,21,0.308,1,1,1,3
304,59,2,3,1,58,0.3674,0,0,0,0
108,94,1,1,0,28,0.4229,0,0,0,0
317,87,4,0,0,9,0.3641,1,1,0,2
331,50,1,1,0,30,0.2087,0,0,0,0
351,115,4,1,0,4,0.1387,1,0,0,1
263,42,4,1,0,8,0.1851,1,1,1,3
303,82,0,0,0,42,0.1078,0,0,0,0
264,119,3,0,0,43,0.4323,0,0,0,0
58,116,3,3,0,10,0.4311,0,0,0,0
227,14,2,0,0,45,0.5233,1,0,0,1
315,46,0,0,0,10,0.2751,0,0,0,0
347,97,1,3,0,6,0.2795,0,0,0,0
143,119,4,1,0,37,0.4003,1,1,1,3
345,8,4,3,0,32,0.3068,1,1,1,3
246,90,4,1,1,28,0.668,1,1,0,2
177,101,4,1,0,4,0.1423,1,1,0,2
60,15,4,0,1,12,0.2532,1,1,1,3
130,81,5,2,0,20,0.4899,1,1,1,3
283,8,2,2,0,4,0.557,0,0,0,0
100,53,3,1,0,42,0.2408,1,0,0,1
256,57,4,1,0,34,0.1313,1,1,0,2
152,71,2,1,1,46,0.4116,0,0,0,0
156,97,1,2,0,54,0.0608,0,0,0,0
36,111,3,2,0,9,0.1845,1,0,0,1
240,107,2,0,0,47,0.1784,1,1,1,3
242,106,3,0,0,5,0.2948,1,0,0,1
360,22,1,3,1,28,0.1018,0,0,0,0
113,32,2,1,0,7,0.2026,0,0,0,0
35,66,2,0,0,49,0.453,1,0,0,1
183,85,5,2,0,1,0.3031,1,0,0,1
240,119,4,1,0,40,0.3142,1,1,1,3
4,1,3,1,0,54,0.1725,1,0,0,1
53,112,1,2,0,33,0.3647,0,0,0,0
99,102,1,0,1,30,0.2854,0,0,0,0
22,74,3,0,1,30,0.3386,1,1,1,3
14,9,4,2,0,22,0.3485,1,1,1,3
42,25,3,2,1,9,0.3544,1,0,0,1
338,102,1,2,0,54,0.473,0,0,0,0
239,49,1,2,0,26,0.4046,0,0,0,0
28,4,2,1,0,58,0.1473,0,0,0,0
133,59,2,2,0,10,0.2504,0,0,0,0
270,73,3,0,0,58,0.4536,1,0,0,1
334,30,3,1,0,8,0.1749,1,1,0,2
333,69,3,1,0,46,0.5556,1,1,0,2
355,35,4,2,0,54,0.2635,0,0,0,0
345,102,1,3,0,9,0.6495,1,0,0,1
50,119,3,3,0,2,0.0901,1,0,0,1
235,108,3,1,1,30,0.2176,1,1,0,2
65,57,2,0,0,36,0.0777,1,0,0,1
279,47,1,2,0,2,0.439,0,0,0,0
8,118,2,1,0,31,0.3617,0,0,0,0
332,100,4,1,0,4,0.0357,1,1,1,3
167,15,2,3,1,43,0.2027,0,0,0,0
190,117,2,2,1,2,0.0529,1,1,0,2
234,57,3,1,0,33,0.1549,1,0,0,1
312,105,1,3,0,27,0.1757,0,0,0,0
52,33,5,1,0,31,0.0481,1,1,1,3
134,54,1,2,1,41,0.2469,0,0,0,0
211,40,3,1,0,40,0.3743,1,1,0,2
213,14,0,0,0,50,0.1177,0,0,0,0
206,91,3,1,0,29,0.2089,1,1,1,3
211,111,5,1,1,40,0.1268,1,0,0,1
367,115,2,3,0,44,0.2947,0,0,0,0
125,50,1,2,0,40,0.4868,0,0,0,0
80,61,2,0,0,57,0.1035,0,0,0,0
311,104,3,2,0,56,0.1718,1,0,0,1
304,112,2,2,0,36,0.2097,0,0,0,0
268,43,2,1,0,39,0.0881,0,0,0,0
234,82,2,1,1,46,0.3616,1,0,0,1
310,1,3,0,1,13,0.2759,0,0,0,0
55,57,3,2,0,36,0.4129,0,0,0,0
319,61,3,0,0,26,0.1278,1,1,0,2
66,19,2,0,1,36,0.3613,1,0,0,1
76,48,1,3,1,19,0.5512,0,0,0,0
58,30,2,0,0,43,0.2499,1,0,0,1
362,64,2,0,0,54,0.4099,0,0,0,0
56,81,3,3,1,10,0.1469,1,0,0,1
229,71,2,0,0,23,0.1752,1,0,0,1
158,19,1,1,0,19,0.4385,0,0,0,0
201,84,3,2,0,59,0.199,0,0,0,0
65,21,1,2,0,48,0.0752,0,0,0,0
126,28,2,2,1,42,0.1565,0,0,0,0
312,111,1,2,0,16,0.391,0,0,0,0
147,13,3,2,0,32,0.249,0,0,0,0
170,48,1,0,0,19,0.2596,0,0,0,0
274,58,2,1,0,40,0.2714,1,0,0,1
369,38,2,1,1,24,0.387,1,0,0,1
315,73,2,3,0,20,0.0881,0,0,0,0
213,111,1,2,0,16,0.398,0,0,0,0
285,55,2,2,0,19,0.0237,0,0,0,0
70,59,5,0,0,11,0.3987,1,1,1,3
247,77,2,1,1,14,0.4381,1,0,0,1
35,55,2,3,0,54,0.3353,0,0,0,0
316,63,2,2,0,35,0.2509,0,0,0,0
12,66,0,3,0,50,0.4332,0,0,0,0
185,42,2,0,0,39,0.1347,1,0,0,1
269,92,2,3,0,37,0.3673,0,0,0,0
350,31,4,1,0,54,0.0426,1,1,0,2
90,62,1,0,0,10,0.2119,0,0,0,0
116,69,0,1,0,17,0.2437,0,0,0,0
239,95,2,1,0,41,0.523,0,0,0,0
38,51,2,1,0,30,0.3061,1,0,0,1
340,105,4,2,0,5,0.2593,1,1,1,3
57,118,3,0,0,43,0.1301,0,0,0,0
58,66,3,0,0,56,0.5836,1,1,0,2
301,103,4,1,1,19,0.3141,1,1,1,3
88,95,1,2,0,41,0.1763,0,0,0,0
297,67,1,0,0,36,0.3601,0,0,0,0
193,20,1,1,0,16,0.1988,0,0,0,0
308,88,0,1,0,13,0.229,1,0,0,1
21,11,2,2,0,32,0.2727,1,0,0,1
372,112,1,2,0,11,0.4521,0,0,0,0
395,17,1,0,0,41,0.2011,0,0,0,0
140,42,5,3,1,52,0.2434,1,1,0,2
12,64,1,0,0,47,0.5952,0,0,0,0
291,99,2,1,1,6,0.1271,0,0,0,0
157,53,3,1,0,6,0.2276,1,1,1,3
195,92,4,3,1,46,0.2671,0,0,0,0
144,90,1,3,0,59,0.2204,0,0,0,0
205,102,3,2,0,45,0.1612,1,0,0,1
147,109,4,2,0,42,0.554,1,1,0,2
162,28,2,0,0,51,0.0418,0,0,0,0
100,29,3,0,0,6,0.17,1,1,1,3
84,26,1,2,0,32,0.1042,0,0,0,0
104,16,2,0,0,15,0.3257,1,0,0,1
324,38,3,3,0,19,0.197,0,0,0,0
159,38,3,2,0,32,0.0239,0,0,0,0
185,111,3,1,0,6,0.225,1,0,0,1
198,84,3,1,0,41,0.1851,0,0,0,0
26,27,5,3,0,13,0.2357,1,0,0,1
57,98,4,2,0,32,0.2212,1,1,0,2
31,62,6,2,0,28,0.6432,1,1,1,3
163,45,4,1,0,50,0.1676,1,1,0,2
218,19,3,1,0,24,0.4018,1,0,0,1
195,44,4,2,0,25,0.1384,0,0,0,0
38,111,4,0,0,16,0.2363,1,1,1,3
123,63,3,0,1,16,0.3091,1,1,1,3
331,32,2,3,0,15,0.37,0,0,0,0
150,81,2,1,1,17,0.2289,1,0,0,1
160,72,1,3,0,35,0.1752,0,0,0,0
1,105,2,2,0,42,0.1424,0,0,0,0
345,21,3,1,0,56,0.3137,0,0,0,0
339,72,3,1,1,52,0.2587,1,0,0,1
313,116,4,1,1,30,0.1249,1,1,1,3
274,59,5,3,0,58,0.5231,1,1,1,3
243,79,0,1,0,1,0.348,0,0,0,0
141,86,0,1,0,12,0.5753,0,0,0,0
255,7,3,0,0,33,0.4565,0,0,0,0
17,18,5,0,0,59,0.0968,1,1,1,3
180,58,3,0,0,43,0.1727,1,1,1,3
338,9,4,2,0,59,0.2159,1,1,1,3
125,101,3,3,0,30,0.2214,0,0,0,0
67,60,0,1,0,9,0.3697,0,0,0,0
359,110,2,1,0,35,0.357,0,0,0,0
147,115,3,0,0,52,0.1242,0,0,0,0
37,19,0,1,0,29,0.4897,1,0,0,1
289,88,0,2,0,10,0.2365,0,0,0,0
346,100,2,0,1,36,0.4087,1,1,1,3
203,110,4,1,0,22,0.285,1,1,0,2
47,69,2,1,1,14,0.5665,1,1,1,3
91,71,1,2,0,1,0.2987,0,0,0,0
252,5,4,1,0,55,0.1202,1,1,1,3
224,49,1,2,0,11,0.4423,0,0,0,0
276,67,1,1,1,52,0.1427,0,0,0,0
393,92,3,0,0,24,0.3897,0,0,0,0
309,107,1,1,0,47,0.125,0,0,0,0
336,29,6,1,0,9,0.0616,1,1,1,3
256,3,2,2,0,18,0.3321,1,0,0,1
230,63,2,1,1,31,0.1711,1,1,0,2
45,101,1,0,1,37,0.2805,1,1,0,2
106,77,2,2,0,14,0.0956,0,0,0,0
349,20,3,3,0,28,0.5929,0,0,0,0
154,56,3,0,1,15,0.4959,1,1,1,3
34,72,1,1,0,31,0.0837,0,0,0,0
356,43,2,1,1,45,0.4127,0,0,0,0
159,57,3,2,1,28,0.0298,1,0,0,1
289,2,1,3,0,18,0.2816,0,0,0,0
190,65,4,1,0,55,0.4147,1,1,0,2
123,72,4,0,0,15,0.284,1,1,1,3
119,104,1,1,0,26,0.3891,0,0,0,0
235,94,3,1,1,52,0.1896,1,1,0,2
197,25,3,3,1,35,0.0395,1,0,0,1
60,42,4,0,0,2,0.0223,1,1,1,3
175,81,1,0,1,16,0.6911,0,0,0,0
31,87,7,0,0,39,0.5597,1,1,1,3
376,23,4,3,0,13,0.1427,1,1,1,3
41,83,3,1,0,42,0.2332,1,0,0,1
340,62,6,2,0,28,0.2308,1,1,0,2
150,29,3,1,0,11,0.09,0,0,0,0
4,114,4,1,1,53,0.3729,1,1,1,3
16,85,5,2,0,55,0.3833,1,1,0,2
0,114,3,2,0,29,0.2346,0,0,0,0
149,56,2,1,0,40,0.1239,1,0,0,1
324,88,2,1,0,19,0.713,1,0,0,1
379,7,2,0,0,48,0.5227,1,0,0,1
0,21,3,2,0,48,0.1043,0,0,0,0
178,59,2,3,0,46,0.0874,0,0,0,0
305,53,1,1,0,19,0.401,0,0,0,0
290,13,0,1,0,20,0.1752,0,0,0,0
199,56,2,2,1,30,0.4823,1,0,0,1
103,20,3,0,0,5,0.1995,1,1,0,2
163,77,2,2,0,39,0.2202,0,0,0,0
355,117,2,2,1,57,0.5544,1,1,0,2
290,103,5,2,1,54,0.1047,1,1,1,3
32,114,0,1,1,54,0.4311,0,0,0,0
262,59,5,2,0,45,0.1411,0,0,0,0
179,23,6,1,1,25,0.2588,1,1,1,3
361,117,2,1,0,20,0.1184,1,0,0,1
39,58,3,0,1,30,0.0607,1,1,1,3
17,62,6,0,0,45,0.136,1,1,1,3
11,76,5,1,0,29,0.3676,1,0,0,1
182,99,1,2,0,15,0.3205,0,0,0,0
70,26,2,1,0,58,0.4315,1,0,0,1
204,69,1,0,0,2,0.2851,1,0,0,1
387,23,3,3,1,43,0.1141,0,0,0,0
330,87,3,1,0,56,0.1105,0,0,0,0
154,86,3,1,0,54,0.4574,0,0,0,0
96,55,1,0,0,13,0.1165,0,0,0,0
323,97,0,2,0,14,0.1786,0,0,0,0
291,61,2,1,0,58,0.1645,0,0,0,0
32,9,5,3,1,46,0.3444,1,1,1,3
23,57,5,0,0,25,0.08,1,1,1,3
45,56,1,1,0,54,0.1789,0,0,0,0
352,35,3,0,0,4,0.2358,1,0,0,1
313,76,4,1,1,44,0.5497,1,1,1,3
73,107,1,2,0,25,0.4935,0,0,0,0
92,38,2,2,0,15,0.203,0,0,0,0
118,21,3,1,1,55,0.0486,1,0,0,1
367,97,1,3,0,51,0.2748,0,0,0,0
284,12,4,1,0,28,0.2991,1,1,0,2
394,86,4,1,1,56,0.2377,1,0,0,1
188,98,4,2,1,18,0.2575,1,1,0,2
285,98,5,1,1,39,0.1931,1,1,1,3
160,17,1,0,0,55,0.4465,0,0,0,0
358,94,0,2,0,25,0.536,0,0,0,0
192,73,2,2,0,55,0.0391,1,0,0,1
164,22,2,0,0,4,0.3075,1,1,1,3
33,68,3,0,0,6,0.0742,1,0,0,1
14,28,1,1,0,16,0.2478,0,0,0,0
364,94,2,1,0,50,0.1177,1,0,0,1
14,80,5,1,1,5,0.0825,1,1,0,2
57,87,4,1,0,21,0.1691,1,0,0,1
51,16,4,0,1,57,0.0939,1,1,1,3
70,117,2,3,1,39,0.3153,0,0,0,0
9,74,3,0,0,19,0.1606,1,1,0,2
55,65,3,1,1,24,0.1679,1,0,0,1
308,16,3,1,0,10,0.5034,1,1,1,3
265,19,4,1,0,17,0.1696,1,1,0,2
45,74,2,0,0,16,0.2045,1,0,0,1
228,77,5,0,0,9,0.1634,1,1,1,3
99,100,3,3,0,7,0.2439,1,1,0,2
264,113,2,2,0,58,0.2913,0,0,0,0
295,59,3,1,0,32,0.331,0,0,0,0
161,115,2,3,0,20,0.0561,0,0,0,0
296,76,2,3,1,47,0.2984,1,0,0,1
144,29,1,2,0,17,0.3249,0,0,0,0
131,57,2,2,0,37,0.1707,0,0,0,0
316,79,1,0,0,47,0.3662,0,0,0,0
7,97,3,1,0,45,0.5864,1,0,0,1
108,74,4,1,0,19,0.0966,1,1,1,3
244,14,1,0,1,12,0.1117,0,0,0,0
360,43,1,1,0,42,0.3555,0,0,0,0
294,80,3,3,0,56,0.4291,0,0,0,0
135,60,2,0,0,41,0.2814,1,1,0,2
231,33,2,2,0,50,0.3224,0,0,0,0
110,42,3,0,0,15,0.5889,1,1,0,2
200,33,4,2,0,46,0.2833,0,0,0,0
349,26,1,2,0,34,0.2216,0,0,0,0
67,90,3,1,0,59,0.265,0,0,0,0
308,6,1,1,1,51,0.6598,1,0,0,1
13,50,1,2,0,6,0.4477,0,0,0,0
78,36,1,1,0,50,0.154,0,0,0,0
256,39,4,1,0,51,0.1594,1,1,1,3
52,119,4,2,0,17,0.535,1,0,0,1
386,15,3,0,0,14,0.3772,1,1,0,2
343,105,2,2,0,8,0.3063,1,0,0,1
110,18,4,0,0,58,0.0705,1,1,1,3
281,27,6,3,0,50,0.0171,1,1,1,3
277,92,2,3,0,31,0.1343,0,0,0,0
241,97,2,0,0,32,0.3094,1,0,0,1
349,88,0,2,1,48,0.3831,0,0,0,0
305,17,2,1,0,37,0.0549,0,0,0,0
237,20,1,1,0,46,0.3241,0,0,0,0
305,13,2,1,0,45,0.3166,1,0,0,1
199,117,0,0,0,31,0.2138,0,0,0,0
101,3,4,2,0,2,0.4771,1,1,1,3
189,75,3,1,0,29,0.2027,1,0,0,1
377,100,5,1,0,3,0.4666,1,1,1,3
367,93,3,2,0,12,0.299,0,0,0,0
248,104,1,1,0,56,0.485,0,0,0,0
79,56,4,2,0,14,0.2362,0,0,0,0
32,56,4,1,0,33,0.2372,1,1,1,3
270,110,2,2,0,43,0.0601,0,0,0,0
203,40,1,1,0,42,0.4164,1,0,0,1
313,1,2,2,0,55,0.1447,0,0,0,0
101,100,6,2,0,48,0.227,1,1,1,3
91,101,3,0,0,1,0.1806,1,1,1,3
161,102,2,0,0,48,0.101,1,0,0,1
133,62,4,2,1,55,0.2255,1,1,0,2
321,116,4,3,0,23,0.1491,1,1,0,2
269,51,1,2,0,16,0.4839,0,0,0,0
230,66,3,1,1,52,0.1435,1,1,1,3
79,89,5,3,0,33,0.1664,1,1,0,2
199,85,1,2,0,44,0.2141,0,0,0,0
52,116,3,1,1,13,0.4221,1,1,1,3
31,74,7,2,0,42,0.6004,1,1,1,3
361,13,2,0,0,22,0.2491,1,1,0,2
340,86,3,2,1,31,0.2666,1,1,0,2
116,81,2,0,0,47,0.2159,1,0,0,1
130,32,1,2,0,44,0.2286,0,0,0,0
92,117,0,2,0,29,0.0766,0,0,0,0
182,116,3,3,0,22,0.2975,1,0,0,1
219,3,6,0,0,53,0.2943,1,1,1,3
136,12,2,2,0,28,0.2986,1,0,0,1
317,82,2,1,0,48,0.3829,1,0,0,1
140,29,2,2,0,53,0.1685,0,0,0,0
379,56,1,2,0,42,0.4791,0,0,0,0
291,35,5,1,0,43,0.3218,1,1,1,3
198,115,3,0,0,14,0.3579,0,0,0,0
113,27,4,1,0,40,0.3496,1,1,1,3
245,56,1,0,1,7,0.0893,1,1,0,2
176,23,6,2,0,56,0.1153,1,1,1,3
87,113,2,1,0,48,0.338,0,0,0,0
220,53,1,1,0,59,0.0807,0,0,0,0
283,62,4,1,0,43,0.2409,1,0,0,1
79,79,1,2,0,26,0.2285,0,0,0,0
210,26,0,0,0,52,0.4112,0,0,0,0
65,82,1,0,0,22,0.202,1,0,0,1
94,20,1,2,0,55,0.2262,0,0,0,0
39,29,4,1,1,21,0.1651,1,1,1,3
249,59,4,3,0,43,0.2698,1,1,0,2
134,44,1,1,0,40,0.2063,0,0,0,0
19,98,6,0,0,28,0.3829,1,1,1,3
337,37,4,0,0,3,0.241,1,1,1,3
117,3,4,2,0,18,0.2619,1,1,1,3
161,37,4,1,0,54,0.1769,1,1,1,3
31,40,3,1,1,59,0.3037,1,0,0,1
210,63,0,2,0,26,0.4948,0,0,0,0
15,113,2,0,0,36,0.0808,0,0,0,0
322,57,3,3,1,43,0.3836,1,0,0,1
53,56,3,2,0,17,0.3656,0,0,0,0
282,42,4,1,0,16,0.0609,1,0,0,1
21,76,5,2,0,36,0.2032,1,0,0,1
26,36,2,2,1,11,0.2507,1,0,0,1
124,54,3,1,0,30,0.3038,1,0,0,1
51,3,3,1,0,29,0.2248,1,1,1,3
132,118,3,1,0,14,0.4815,1,1,1,3
339,101,2,2,0,22,0.2244,0,0,0,0
268,7,2,0,1,30,0.1898,1,1,0,2
157,59,5,3,1,45,0.2778,1,1,1,3
44,42,3,0,0,2,0.1105,1,0,0,1
279,23,2,1,0,21,0.0613,1,1,0,2
203,96,4,1,0,55,0.064,1,1,1,3
300,54,3,1,0,43,0.5516,0,0,0,0
59,91,3,1,0,37,0.1741,0,0,0,0
263,36,1,1,1,51,0.2792,0,0,0,0
277,49,3,0,0,8,0.2864,1,1,1,3
253,40,2,3,0,45,0.313,0,0,0,0
109,100,3,0,0,9,0.52,1,1,1,3
246,44,4,1,0,57,0.2822,1,1,1,3
266,97,1,0,0,57,0.0896,0,0,0,0
94,48,1,1,1,28,0.3423,0,0,0,0
9,36,1,2,0,10,0.1727,0,0,0,0
174,108,2,0,0,57,0.1737,1,0,0,1
291,21,2,1,1,4,0.1348,0,0,0,0
69,41,3,0,0,43,0.2153,0,0,0,0
36,32,3,0,0,46,0.4845,0,0,0,0
368,62,1,2,1,1,0.0723,0,0,0,0
275,44,0,0,0,24,0.1544,0,0,0,0
323,30,2,1,0,32,0.4403,1,0,0,1
8,22,2,0,0,16,0.2881,1,0,0,1
345,34,5,1,1,10,0.144,1,1,1,3
160,41,1,2,1,20,0.2439,0,0,0,0
33,64,2,3,0,57,0.2904,0,0,0,0
217,116,5,0,0,10,0.4654,1,1,1,3
201,28,2,1,1,7,0.1845,0,0,0,0
301,46,2,2,0,36,0.0867,0,0,0,0
398,73,4,0,1,31,0.611,1,1,1,3
71,89,1,3,0,18,0.2781,0,0,0,0
289,4,3,3,0,41,0.3218,0,0,0,0
385,69,1,1,0,28,0.328,0,0,0,0
204,71,1,0,0,49,0.4773,1,0,0,1
179,52,2,1,0,3,0.4086,0,0,0,0
214,7,3,1,1,49,0.2737,1,1,0,2
363,50,1,0,0,40,0.229,0,0,0,0
57,73,2,2,0,22,0.2695,1,0,0,1
309,87,4,1,0,37,0.0608,1,1,0,2
155,96,3,1,0,12,0.5,0,0,0,0
1,29,2,1,0,41,0.5807,0,0,0,0
49,28,1,0,0,32,0.343,0,0,0,0
381,39,5,3,0,40,0.0771,1,1,0,2
109,118,2,1,0,41,0.1711,0,0,0,0
381,85,6,1,0,16,0.1537,1,1,1,3
65,32,1,0,1,52,0.3211,1,1,0,2
208,34,4,2,0,13,0.2536,1,1,0,2
335,114,3,2,0,34,0.0542,1,1,0,2
391,38,2,2,0,2,0.1112,0,0,0,0
173,29,4,2,0,46,0.0839,1,0,0,1
214,8,2,1,0,54,0.2504,1,0,0,1
47,64,1,1,0,13,0.2609,0,0,0,0
279,57,1,1,0,15,0.3156,1,1,0,2
275,70,1,0,1,43,0.5328,0,0,0,0
83,16,0,1,1,42,0.0625,0,0,0,0
272,2,2,2,0,37,0.5975,1,0,0,1
334,45,1,0,0,4,0.3431,1,0,0,1
39,88,2,1,1,50,0.3271,1,1,0,2
22,1,2,3,0,37,0.4754,0,0,0,0
100,108,1,1,0,14,0.3839,0,0,0,0
318,24,3,0,0,57,0.0867,1,1,0,2
212,26,0,1,0,7,0.5281,1,0,0,1
356,101,2,1,0,27,0.0629,1,1,0,2
344,45,4,0,0,30,0.3375,1,1,1,3
258,119,3,3,1,40,0.2519,0,0,0,0
80,112,2,2,0,2,0.2316,1,1,1,3
281,69,0,2,0,39,0.1936,0,0,0,0
344,86,4,2,1,44,0.3577,1,1,1,3
248,26,1,1,1,45,0.1232,1,1,0,2
36,76,4,3,0,55,0.2356,0,0,0,0
213,111,1,2,0,58,0.4789,0,0,0,0
235,69,1,1,0,33,0.0622,0,0,0,0
390,35,3,1,0,6,0.2375,0,0,0,0
48,46,2,1,0,21,0.0903,0,0,0,0
331,33,4,0,0,41,0.2961,1,1,1,3
196,119,5,0,0,15,0.2044,1,1,1,3
39,36,3,0,1,19,0.0474,1,1,1,3
26,13,2,2,0,4,0.4098,1,0,0,1
393,103,2,0,0,59,0.1587,1,1,0,2
222,74,4,1,0,49,0.2454,1,1,1,3
223,8,3,3,1,33,0.3541,1,1,0,2
4,23,6,1,1,35,0.0814,1,1,1,3
225,0,3,0,0,12,0.1743,1,1,1,3
139,100,3,2,0,31,0.3285,0,0,0,0
21,15,3,2,0,12,0.3241,1,0,0,1
318,95,1,3,0,47,0.1317,0,0,0,0
65,75,3,1,0,11,0.603,1,1,1,3
176,26,2,0,0,25,0.2254,0,0,0,0
302,106,4,1,1,21,0.2175,1,1,1,3
43,37,1,0,1,0,0.1816,1,0,0,1
38,102,2,2,1,37,0.4752,0,0,0,0
250,61,4,0,0,31,0.3756,1,1,1,3
76,119,3,3,0,38,0.0524,0,0,0,0
143,113,3,1,1,21,0.4154,1,0,0,1
157,61,3,0,1,8,0.3657,1,0,0,1
390,112,0,1,0,55,0.0775,0,0,0,0
121,116,3,0,1,14,0.3886,1,1,1,3
296,74,2,3,1,48,0.4781,0,0,0,0
280,100,5,2,0,24,0.4219,1,1,1,3
178,102,0,0,0,44,0.6219,0,0,0,0
182,12,2,1,1,12,0.323,1,0,0,1
82,91,3,2,0,32,0.4498,1,0,0,1
209,77,3,1,1,8,0.1673,1,0,0,1
326,67,0,1,0,20,0.1579,0,0,0,0
108,17,2,1,0,22,0.1836,1,0,0,1
344,26,1,1,0,13,0.7483,0,0,0,0
248,111,0,1,0,20,0.438,0,0,0,0
57,109,3,1,0,11,0.2737,1,0,0,1
160,116,3,0,0,11,0.0501,1,1,1,3
132,92,3,3,0,56,0.7078,1,0,0,1
256,51,2,0,0,8,0.2745,1,1,0,2
176,8,3,2,0,51,0.2645,0,0,0,0
395,7,3,3,0,34,0.1542,0,0,0,0
389,73,3,2,1,7,0.0407,1,1,0,2
213,31,2,3,0,14,0.0629,0,0,0,0
87,74,4,2,0,35,0.3418,1,1,0,2
388,62,6,0,0,32,0.2821,1,1,1,3
236,71,3,1,0,8,0.1207,0,0,0,0
290,106,2,0,0,48,0.3174,1,0,0,1
159,35,5,2,0,32,0.5564,1,1,1,3
61,9,4,0,0,50,0.4867,1,1,0,2
314,20,2,2,1,49,0.222,0,0,0,0
321,2,2,3,1,15,0.1429,0,0,0,0
352,117,1,0,0,52,0.2115,0,0,0,0
244,37,3,1,0,14,0.8263,0,0,0,0
218,72,2,2,1,18,0.1809,1,0,0,1
302,7,4,1,0,17,0.1811,1,1,1,3
127,95,2,2,1,33,0.6013,0,0,0,0
161,78,2,1,0,50,0.09,0,0,0,0
393,68,3,0,0,39,0.1697,0,0,0,0
179,49,3,2,0,39,0.2776,1,0,0,1
268,9,3,0,0,3,0.2164,1,1,1,3
281,34,4,1,0,9,0.1742,1,1,0,2
131,67,2,2,1,48,0.0618,1,0,0,1
172,2,0,1,0,2,0.4,0,0,0,0
165,24,1,3,0,40,0.1913,0,0,0,0
87,76,4,2,0,11,0.2367,1,1,1,3
212,70,2,0,0,32,0.3434,1,1,1,3
199,117,0,0,0,45,0.2506,0,0,0,0
148,82,2,1,0,8,0.3258,0,0,0,0
260,29,1,2,0,20,0.2272,0,0,0,0
83,54,0,1,0,38,0.3966,0,0,0,0
399,69,1,2,0,57,0.2279,0,0,0,0
221,85,2,1,0,20,0.2955,0,0,0,0
165,69,2,1,0,40,0.6549,1,0,0,1
294,17,1,3,1,15,0.3505,0,0,0,0
305,18,4,1,0,3,0.533,1,1,1,3
339,7,4,1,0,7,0.3503,1,0,0,1
299,18,2,0,0,38,0.1463,1,0,0,1
172,10,1,2,0,8,0.1937,0,0,0,0
159,94,2,1,0,15,0.1151,0,0,0,0
3,1,2,3,0,6,0.1215,0,0,0,0
304,15,1,3,0,24,0.3314,0,0,0,0
164,66,2,3,0,21,0.218,1,0,0,1
119,54,0,1,1,18,0.2678,1,0,0,1
213,69,0,1,0,42,0.4701,0,0,0,0
34,76,3,2,0,6,0.314,1,1,0,2
154,106,1,0,0,53,0.232,0,0,0,0
200,50,1,1,0,37,0.3168,1,0,0,1
368,75,0,0,1,29,0.1823,1,0,0,1
89,86,3,0,0,49,0.1056,1,1,1,3
194,119,4,3,0,43,0.167,1,1,0,2
385,4,3,3,1,4,0.2998,1,0,0,1
36,113,1,2,0,28,0.3621,0,0,0,0
211,36,3,0,0,32,0.6028,1,1,0,2
368,66,1,1,0,5,0.3179,0,0,0,0
2,28,1,1,0,29,0.1812,0,0,0,0
77,57,3,1,0,22,0.2837,0,0,0,0
137,84,2,0,0,30,0.3459,0,0,0,0
354,50,0,2,0,51,0.089,0,0,0,0
194,30,1,3,1,44,0.1521,0,0,0,0
210,34,2,0,1,36,0.2867,1,0,0,1
45,52,2,1,1,32,0.4532,0,0,0,0
186,68,5,3,0,2,0.3392,1,1,0,2
364,30,1,0,1,32,0.3041,0,0,0,0
215,86,3,3,0,39,0.3128,0,0,0,0
383,27,5,2,0,31,0.5987,1,1,1,3
34,39,1,1,0,30,0.1893,0,0,0,0
280,95,3,1,1,38,0.198,1,1,1,3
268,105,3,3,0,7,0.2341,1,0,0,1
162,8,4,1,0,40,0.8278,1,1,1,3
114,8,3,0,0,14,0.0731,1,1,0,2
359,101,1,2,0,34,0.3661,0,0,0,0
209,57,1,1,0,20,0.3267,0,0,0,0
65,22,2,3,0,33,0.1191,0,0,0,0
289,60,1,1,0,51,0.2189,0,0,0,0
156,83,2,0,0,46,0.1381,1,1,0,2
192,43,1,1,0,50,0.4604,0,0,0,0
148,19,2,2,0,58,0.4271,0,0,0,0
375,11,4,2,0,46,0.5533,1,1,1,3
348,18,5,3,0,53,0.1377,1,1,0,2
399,116,3,0,0,2,0.2822,0,0,0,0
16,48,2,0,0,36,0.2991,1,0,0,1
342,64,1,1,0,9,0.4488,0,0,0,0
335,70,3,1,0,12,0.5039,1,1,1,3
150,25,3,1,0,30,0.249,1,0,0,1
398,4,5,3,1,42,0.5097,1,1,0,2
237,21,2,0,1,12,0.2604,1,1,1,3
55,45,2,1,1,13,0.3438,1,0,0,1
389,119,3,2,0,9,0.2276,1,0,0,1
318,40,0,3,0,25,0.2425,0,0,0,0
249,106,3,2,0,47,0.0444,1,1,1,3
288,36,1,2,0,19,0.4551,0,0,0,0
