student_id,college_id,job_id,match_score,skill_overlap_count,skill_gap_count,years_exposure_avg,jd_seniority_level,verified_skill_count,ai_trust_score
fresh_college_B_17,college_B,job_74,0.823,6,2,2.2,3,6,0.854
fresh_college_B_17,college_B,job_97,0.493,3,8,3.4,2,3,0.792
fresh_college_B_17,college_B,job_18,0.542,4,5,4.2,1,6,0.564
fresh_college_B_17,college_B,job_63,0.855,5,3,3.2,1,5,0.699
fresh_college_B_17,college_B,job_69,0.701,6,5,2.3,1,7,0.85
fresh_college_B_17,college_B,job_79,0.808,7,4,1.4,1,8,0.569
fresh_college_B_17,college_B,job_40,0.56,3,6,4.6,2,5,0.86
fresh_college_B_17,college_B,job_8,0.579,3,6,3.9,3,6,0.68
fresh_college_B_17,college_B,job_21,0.387,3,5,3.7,3,6,0.627
fresh_college_B_17,college_B,job_92,0.593,4,4,4.1,1,7,0.46
fresh_college_B_17,college_B,job_16,0.443,4,7,1.6,1,4,0.73
fresh_college_B_18,college_B,job_37,0.592,5,3,3.2,1,5,0.489
fresh_college_B_18,college_B,job_76,0.392,4,7,1.5,5,5,0.538
fresh_college_B_18,college_B,job_80,0.577,3,8,2.3,2,5,0.619
fresh_college_B_18,college_B,job_56,0.777,5,5,4.6,3,5,0.487
fresh_college_B_18,college_B,job_44,0.822,7,2,3.8,2,10,0.592
fresh_college_B_18,college_B,job_74,0.47,3,8,2.2,3,5,0.7
fresh_college_B_18,college_B,job_40,0.647,5,5,4.6,2,5,0.645
fresh_college_B_18,college_B,job_6,0.468,2,8,4.7,3,5,0.891
fresh_college_B_18,college_B,job_49,0.526,5,4,2.8,1,5,0.851
fresh_college_B_18,college_B,job_8,0.642,5,4,3.5,5,8,0.571
fresh_college_B_19,college_B,job_61,0.697,6,2,3.9,4,9,0.462
fresh_college_B_19,college_B,job_88,0.818,7,3,3.5,3,10,0.892
fresh_college_B_19,college_B,job_1,0.72,5,3,4.3,1,7,0.642
fresh_college_B_19,college_B,job_4,0.541,5,3,2.7,3,7,0.872
fresh_college_B_19,college_B,job_90,0.798,7,1,4.2,5,8,0.806
fresh_college_B_19,college_B,job_72,0.394,2,7,3.0,3,4,0.804
fresh_college_B_19,college_B,job_15,0.614,5,6,2.4,2,7,0.498
fresh_college_B_19,college_B,job_57,0.726,5,5,3.9,2,7,0.895
fresh_college_B_19,college_B,job_23,0.51,3,8,3.7,1,3,0.699
fresh_college_B_19,college_B,job_75,0.391,4,6,3.1,1,5,0.64
fresh_college_B_19,college_B,job_50,0.749,5,3,2.7,5,7,0.538
fresh_college_B_19,college_B,job_11,0.869,6,2,3.5,2,6,0.461
fresh_college_B_20,college_B,job_72,0.669,6,3,3.5,5,8,0.817
fresh_college_B_20,college_B,job_58,0.47,2,7,1.1,4,2,0.844
fresh_college_B_20,college_B,job_75,0.667,5,4,1.9,2,8,0.849
fresh_college_B_20,college_B,job_69,0.435,4,4,4.5,3,7,0.865
fresh_college_B_20,college_B,job_7,0.518,5,6,3.3,2,8,0.673
fresh_college_B_20,college_B,job_90,0.616,4,7,4.4,2,5,0.521
fresh_college_B_20,college_B,job_34,0.601,3,5,3.7,3,6,0.525
fresh_college_B_20,college_B,job_25,0.785,5,3,2.0,4,5,0.48
fresh_college_B_20,college_B,job_27,0.842,6,5,2.7,1,7,0.582
fresh_college_B_20,college_B,job_79,0.788,7,3,2.0,1,8,0.774
fresh_college_B_20,college_B,job_59,0.828,5,4,3.5,2,8,0.876
fresh_college_B_20,college_B,job_57,0.439,4,7,1.5,4,6,0.487
fresh_college_B_20,college_B,job_33,0.875,6,4,3.9,1,6,0.579
fresh_college_B_20,college_B,job_30,0.579,4,6,3.2,5,4,0.719
fresh_college_B_20,college_B,job_23,0.651,6,4,3.8,3,6,0.56
fresh_college_B_21,college_B,job_36,0.791,5,3,2.1,4,6,0.891
fresh_college_B_21,college_B,job_34,0.473,3,6,2.9,2,5,0.797
fresh_college_B_21,college_B,job_83,0.549,4,5,3.1,2,4,0.778
fresh_college_B_21,college_B,job_95,0.677,4,5,4.2,1,6,0.694
fresh_college_B_21,college_B,job_85,0.745,5,5,3.5,4,6,0.478
fresh_college_B_21,college_B,job_37,0.785,6,5,1.9,5,6,0.867
fresh_college_B_21,college_B,job_71,0.703,5,4,4.5,4,5,0.582
fresh_college_B_21,college_B,job_2,0.673,4,6,4.7,1,5,0.528
fresh_college_B_21,college_B,job_20,0.748,4,5,3.1,5,4,0.657
fresh_college_B_21,college_B,job_88,0.541,5,4,3.1,1,5,0.813
fresh_college_B_21,college_B,job_67,0.858,5,6,2.1,3,6,0.887
fresh_college_B_22,college_B,job_55,0.429,3,8,1.3,5,6,0.51
fresh_college_B_22,college_B,job_6,0.773,5,6,4.4,2,8,0.547
fresh_college_B_22,college_B,job_11,0.368,2,9,3.5,1,5,0.594
fresh_college_B_22,college_B,job_91,0.526,5,5,4.9,4,5,0.564
fresh_college_B_22,college_B,job_27,0.586,5,6,4.2,3,7,0.577
fresh_college_B_22,college_B,job_87,0.857,5,4,2.7,2,8,0.577
fresh_college_B_22,college_B,job_79,0.693,4,4,4.0,3,7,0.742
fresh_college_B_22,college_B,job_88,0.487,4,6,1.1,2,6,0.717
fresh_college_B_22,college_B,job_17,0.372,2,8,2.5,2,2,0.919
fresh_college_B_22,college_B,job_47,0.816,7,3,3.5,3,8,0.525
fresh_college_B_22,college_B,job_28,0.36,1,10,4.7,1,2,0.916
fresh_college_B_22,college_B,job_95,0.879,7,2,2.3,5,9,0.781
fresh_college_B_22,college_B,job_84,0.751,7,4,3.4,1,7,0.7
fresh_college_B_23,college_B,job_31,0.652,5,4,4.0,5,8,0.814
fresh_college_B_23,college_B,job_95,0.407,2,8,3.6,1,3,0.883
fresh_college_B_23,college_B,job_81,0.854,7,1,3.8,5,10,0.863
fresh_college_B_23,college_B,job_74,0.633,5,6,3.1,2,6,0.461
fresh_college_B_23,college_B,job_28,0.595,3,5,4.1,3,3,0.792
fresh_college_B_23,college_B,job_29,0.369,2,6,3.9,2,2,0.699
fresh_college_B_23,college_B,job_20,0.863,7,1,2.8,3,8,0.484
fresh_college_B_23,college_B,job_17,0.394,2,7,1.3,1,3,0.554
fresh_college_B_23,college_B,job_42,0.56,5,5,1.3,3,8,0.7
fresh_college_B_23,college_B,job_7,0.819,6,5,2.9,3,9,0.816
fresh_college_B_23,college_B,job_63,0.768,7,4,1.1,3,9,0.885
fresh_college_B_23,college_B,job_4,0.528,4,7,4.2,1,4,0.733
fresh_college_B_24,college_B,job_7,0.644,5,3,2.3,4,6,0.866
fresh_college_B_24,college_B,job_6,0.548,5,5,1.1,1,6,0.836
fresh_college_B_24,college_B,job_67,0.579,4,5,1.8,5,5,0.887
fresh_college_B_24,college_B,job_60,0.749,4,5,2.8,3,5,0.471
fresh_college_B_24,college_B,job_77,0.507,3,5,3.2,4,4,0.81
fresh_college_B_24,college_B,job_29,0.371,2,6,3.4,3,3,0.795
fresh_college_B_24,college_B,job_28,0.78,7,1,3.0,2,10,0.559
fresh_college_B_24,college_B,job_51,0.63,5,5,4.5,1,8,0.597
fresh_college_B_24,college_B,job_56,0.429,2,9,2.6,2,3,0.884
fresh_college_B_24,college_B,job_15,0.597,4,6,2.9,5,4,0.767
fresh_college_B_24,college_B,job_4,0.57,4,5,3.5,3,6,0.878
fresh_college_B_24,college_B,job_95,0.495,3,5,4.4,2,4,0.792
fresh_college_B_24,college_B,job_34,0.451,4,7,1.5,1,7,0.708
fresh_college_B_24,college_B,job_69,0.755,5,5,2.9,2,7,0.686
fresh_college_B_25,college_B,job_44,0.371,3,5,1.2,2,3,0.549
fresh_college_B_25,college_B,job_57,0.834,6,4,1.2,1,9,0.493
fresh_college_B_25,college_B,job_37,0.676,5,6,2.4,3,5,0.522
fresh_college_B_25,college_B,job_79,0.407,4,6,1.2,4,6,0.53
fresh_college_B_25,college_B,job_4,0.455,4,5,3.9,1,4,0.872
fresh_college_B_25,college_B,job_54,0.807,5,6,2.4,1,7,0.869
fresh_college_B_25,college_B,job_64,0.664,5,5,2.0,2,7,0.535
fresh_college_B_25,college_B,job_14,0.831,6,5,4.3,1,7,0.85
fresh_college_B_25,college_B,job_62,0.668,6,2,3.6,5,6,0.72
fresh_college_B_25,college_B,job_76,0.71,5,3,2.1,2,5,0.729
fresh_college_B_25,college_B,job_89,0.512,5,4,2.0,4,6,0.496
fresh_college_B_25,college_B,job_41,0.756,5,6,3.6,3,8,0.699
fresh_college_B_25,college_B,job_42,0.526,5,6,3.9,4,6,0.716
fresh_college_B_25,college_B,job_31,0.812,6,4,4.2,2,6,0.833
fresh_college_B_25,college_B,job_23,0.402,2,7,4.9,4,3,0.592
fresh_college_B_25,college_B,job_6,0.637,5,6,2.2,1,7,0.772
fresh_college_B_25,college_B,job_40,0.807,6,3,2.7,1,7,0.562
fresh_college_B_26,college_B,job_42,0.616,5,5,2.4,1,6,0.915
fresh_college_B_26,college_B,job_33,0.601,4,5,3.7,2,4,0.854
fresh_college_B_26,college_B,job_52,0.738,6,3,4.1,3,9,0.687
fresh_college_B_26,college_B,job_16,0.78,6,5,1.1,5,9,0.69
fresh_college_B_26,college_B,job_95,0.703,5,5,3.3,2,8,0.603
fresh_college_B_26,college_B,job_27,0.388,4,4,1.8,5,7,0.461
fresh_college_B_26,college_B,job_58,0.78,6,5,4.9,1,8,0.6
fresh_college_B_26,college_B,job_37,0.498,4,5,4.1,1,6,0.88
fresh_college_B_26,college_B,job_50,0.529,5,3,4.2,1,8,0.901
fresh_college_B_26,college_B,job_51,0.704,4,7,3.9,1,5,0.586
fresh_college_B_26,college_B,job_47,0.444,4,5,2.9,4,7,0.838
fresh_college_B_27,college_B,job_93,0.52,5,3,2.0,3,6,0.723
fresh_college_B_27,college_B,job_46,0.471,3,6,4.6,5,5,0.518
fresh_college_B_27,college_B,job_4,0.802,6,4,2.3,5,8,0.809
fresh_college_B_27,college_B,job_38,0.765,5,3,1.7,2,7,0.485
fresh_college_B_27,college_B,job_82,0.801,5,6,2.3,2,6,0.723
fresh_college_B_27,college_B,job_81,0.641,4,6,2.8,2,4,0.691
fresh_college_B_27,college_B,job_65,0.39,3,7,1.8,5,5,0.499
fresh_college_B_27,college_B,job_44,0.849,7,2,1.5,2,8,0.855
fresh_college_B_27,college_B,job_45,0.409,3,7,1.8,1,4,0.914
fresh_college_B_27,college_B,job_47,0.683,4,4,4.8,4,5,0.533
fresh_college_B_27,college_B,job_6,0.47,3,5,3.0,1,4,0.621
fresh_college_B_27,college_B,job_77,0.479,3,6,4.6,4,3,0.597
fresh_college_B_27,college_B,job_53,0.555,3,7,4.6,4,6,0.696
fresh_college_B_27,college_B,job_35,0.55,3,7,1.2,4,6,0.775
fresh_college_B_28,college_B,job_21,0.784,5,3,4.1,4,8,0.559
fresh_college_B_28,college_B,job_32,0.64,4,4,2.4,5,7,0.827
fresh_college_B_28,college_B,job_84,0.754,6,4,5.0,1,6,0.625
fresh_college_B_28,college_B,job_67,0.534,4,7,1.9,4,5,0.489
fresh_college_B_28,college_B,job_48,0.806,5,6,3.0,3,7,0.465
fresh_college_B_28,college_B,job_27,0.834,7,1,3.4,1,8,0.489
fresh_college_B_28,college_B,job_29,0.4,2,7,2.9,3,5,0.78
fresh_college_B_28,college_B,job_86,0.79,7,1,3.1,1,10,0.68
fresh_college_B_28,college_B,job_1,0.414,2,9,3.5,3,3,0.734
fresh_college_B_28,college_B,job_20,0.697,5,4,1.3,3,6,0.859
fresh_college_B_28,college_B,job_17,0.771,5,4,2.0,3,7,0.74
fresh_college_B_28,college_B,job_0,0.828,5,6,2.4,1,8,0.48
fresh_college_B_28,college_B,job_64,0.47,3,6,4.5,3,4,0.797
fresh_college_B_28,college_B,job_63,0.663,5,6,4.7,1,6,0.744
fresh_college_B_28,college_B,job_83,0.819,6,3,1.0,3,8,0.887
fresh_college_B_28,college_B,job_33,0.585,5,5,2.0,1,7,0.544
fresh_college_B_29,college_B,job_69,0.565,3,7,2.7,3,5,0.592
fresh_college_B_29,college_B,job_58,0.524,4,5,4.9,5,7,0.81
fresh_college_B_29,college_B,job_37,0.476,3,5,4.6,5,6,0.871
fresh_college_B_29,college_B,job_77,0.729,6,2,2.4,1,6,0.914
fresh_college_B_29,college_B,job_22,0.609,3,5,3.9,4,5,0.513
fresh_college_B_29,college_B,job_29,0.463,2,8,2.6,3,4,0.648
fresh_college_B_29,college_B,job_98,0.569,5,5,4.9,2,8,0.826
fresh_college_B_29,college_B,job_92,0.875,7,2,2.0,2,10,0.574
fresh_college_B_29,college_B,job_9,0.831,6,4,3.6,2,6,0.67
fresh_college_B_29,college_B,job_75,0.788,6,2,3.1,2,6,0.552
fresh_college_B_29,college_B,job_85,0.681,6,5,2.6,5,8,0.804
fresh_college_B_29,college_B,job_56,0.565,4,5,3.5,3,5,0.569
fresh_college_B_29,college_B,job_90,0.61,4,6,2.6,5,4,0.907
fresh_college_B_29,college_B,job_34,0.808,7,4,2.4,1,8,0.604
fresh_college_B_29,college_B,job_21,0.432,2,8,2.5,5,4,0.661
fresh_college_B_30,college_B,job_0,0.833,7,3,3.8,3,9,0.558
fresh_college_B_30,college_B,job_63,0.528,5,6,3.8,5,7,0.841
fresh_college_B_30,college_B,job_39,0.522,3,7,4.2,4,4,0.859
fresh_college_B_30,college_B,job_97,0.499,4,4,3.0,2,7,0.664
fresh_college_B_30,college_B,job_61,0.588,3,5,2.3,3,3,0.826
fresh_college_B_30,college_B,job_49,0.528,3,6,3.0,1,6,0.729
fresh_college_B_30,college_B,job_79,0.762,7,3,4.4,2,8,0.58
fresh_college_B_30,college_B,job_16,0.69,6,2,4.7,5,9,0.708
fresh_college_B_30,college_B,job_72,0.699,4,7,3.7,1,4,0.86
fresh_college_B_30,college_B,job_56,0.478,4,5,2.0,3,7,0.905
fresh_college_B_30,college_B,job_47,0.472,3,8,2.3,5,4,0.898
fresh_college_B_31,college_B,job_40,0.852,7,2,2.9,1,8,0.465
fresh_college_B_31,college_B,job_12,0.449,4,5,3.1,2,5,0.639
fresh_college_B_31,college_B,job_25,0.679,6,2,3.5,2,7,0.92
fresh_college_B_31,college_B,job_26,0.581,3,8,3.9,5,3,0.667
fresh_college_B_31,college_B,job_47,0.379,2,7,5.0,4,3,0.722
fresh_college_B_31,college_B,job_46,0.783,5,6,2.4,4,8,0.912
fresh_college_B_31,college_B,job_28,0.395,2,8,4.6,2,2,0.614
fresh_college_B_31,college_B,job_61,0.789,5,4,1.9,5,6,0.58
fresh_college_B_31,college_B,job_51,0.46,3,6,1.4,2,4,0.729
fresh_college_B_31,college_B,job_57,0.389,2,8,3.7,2,2,0.879
fresh_college_B_31,college_B,job_87,0.431,2,8,4.7,4,2,0.765
fresh_college_B_31,college_B,job_37,0.733,6,3,5.0,3,7,0.841
fresh_college_B_31,college_B,job_2,0.86,6,2,4.3,2,9,0.514
fresh_college_B_31,college_B,job_60,0.505,4,4,4.0,4,6,0.876
fresh_college_B_31,college_B,job_66,0.518,4,7,1.5,1,7,0.591
fresh_college_B_31,college_B,job_23,0.575,5,5,4.8,4,6,0.815
fresh_college_B_31,college_B,job_22,0.368,2,7,3.3,1,2,0.912
fresh_college_B_31,college_B,job_21,0.671,4,7,3.2,5,4,0.855
fresh_college_B_32,college_B,job_12,0.512,5,4,3.6,4,8,0.766
fresh_college_B_32,college_B,job_5,0.533,4,6,3.1,2,6,0.906
fresh_college_B_32,college_B,job_74,0.816,6,2,4.4,1,6,0.557
fresh_college_B_32,college_B,job_76,0.435,4,6,1.2,3,4,0.711
fresh_college_B_32,college_B,job_66,0.399,4,6,3.6,3,5,0.657
fresh_college_B_32,college_B,job_50,0.415,3,7,4.6,2,5,0.46
fresh_college_B_32,college_B,job_36,0.54,5,5,2.2,3,7,0.738
fresh_college_B_32,college_B,job_61,0.522,4,7,1.4,3,5,0.528
fresh_college_B_32,college_B,job_77,0.368,3,6,4.7,4,5,0.509
fresh_college_B_32,college_B,job_4,0.843,7,2,2.9,4,9,0.573
fresh_college_B_32,college_B,job_11,0.721,5,5,1.8,2,7,0.726
fresh_college_B_32,college_B,job_71,0.487,4,4,2.4,1,7,0.839
fresh_college_B_32,college_B,job_98,0.523,4,4,4.3,5,6,0.81
fresh_college_B_32,college_B,job_34,0.823,5,5,3.2,2,8,0.887
fresh_college_B_32,college_B,job_0,0.558,4,4,3.1,2,5,0.46
fresh_college_B_33,college_B,job_36,0.477,2,9,2.5,1,4,0.522
fresh_college_B_33,college_B,job_30,0.692,4,7,4.1,1,6,0.876
fresh_college_B_33,college_B,job_98,0.494,2,8,2.6,5,3,0.521
fresh_college_B_33,college_B,job_73,0.736,5,5,1.5,1,8,0.578
fresh_college_B_33,college_B,job_44,0.668,5,6,3.2,4,7,0.798
fresh_college_B_33,college_B,job_20,0.809,5,3,3.7,1,7,0.575
fresh_college_B_33,college_B,job_99,0.59,5,3,2.4,3,5,0.671
fresh_college_B_33,college_B,job_11,0.672,4,6,1.7,2,7,0.468
fresh_college_B_33,college_B,job_91,0.844,5,4,1.2,3,8,0.62
fresh_college_B_33,college_B,job_90,0.773,6,5,2.1,4,7,0.853
fresh_college_B_33,college_B,job_16,0.8,7,2,2.4,1,7,0.465
fresh_college_B_33,college_B,job_59,0.634,4,4,1.5,1,5,0.489
fresh_college_B_33,college_B,job_76,0.826,5,6,3.4,5,5,0.788
fresh_college_B_33,college_B,job_45,0.513,5,3,2.2,4,5,0.68
fresh_college_B_34,college_B,job_44,0.403,3,6,2.8,5,3,0.706
fresh_college_B_34,college_B,job_33,0.473,4,7,4.9,3,7,0.571
fresh_college_B_34,college_B,job_55,0.86,5,3,2.8,1,7,0.698
fresh_college_B_34,college_B,job_70,0.511,5,4,2.0,4,6,0.648
fresh_college_B_34,college_B,job_68,0.582,3,7,2.6,1,4,0.69
fresh_college_B_34,college_B,job_7,0.523,5,5,4.0,2,8,0.755
fresh_college_B_34,college_B,job_29,0.627,4,6,2.2,2,5,0.893
fresh_college_B_34,college_B,job_34,0.537,4,5,2.2,3,6,0.466
fresh_college_B_34,college_B,job_28,0.829,6,5,1.3,2,6,0.563
fresh_college_B_34,college_B,job_52,0.71,6,3,2.9,4,9,0.779
fresh_college_B_34,college_B,job_27,0.423,2,8,1.1,3,4,0.869
fresh_college_B_34,college_B,job_65,0.809,5,3,2.0,4,7,0.907
fresh_college_B_34,college_B,job_56,0.803,7,1,3.3,4,7,0.516
fresh_college_B_35,college_B,job_53,0.483,3,5,1.2,5,5,0.528
fresh_college_B_35,college_B,job_67,0.461,3,5,2.9,1,3,0.618
fresh_college_B_35,college_B,job_90,0.514,5,6,3.7,3,6,0.906
fresh_college_B_35,college_B,job_94,0.395,3,8,3.2,2,3,0.869
fresh_college_B_35,college_B,job_26,0.653,6,4,1.6,3,6,0.92
fresh_college_B_35,college_B,job_11,0.526,3,6,2.1,2,6,0.656
fresh_college_B_35,college_B,job_96,0.762,5,6,4.2,5,5,0.513
fresh_college_B_35,college_B,job_21,0.866,6,2,4.4,4,6,0.72
fresh_college_B_35,college_B,job_61,0.79,5,5,4.2,1,7,0.542
fresh_college_B_35,college_B,job_20,0.787,5,5,3.8,1,7,0.772
fresh_college_B_35,college_B,job_66,0.808,5,5,1.4,1,8,0.74
fresh_college_B_36,college_B,job_30,0.393,2,6,2.8,1,4,0.773
fresh_college_B_36,college_B,job_87,0.443,2,6,4.8,3,3,0.762
fresh_college_B_36,college_B,job_96,0.377,4,7,4.0,3,7,0.733
fresh_college_B_36,college_B,job_81,0.776,7,4,3.3,5,7,0.762
fresh_college_B_36,college_B,job_48,0.549,3,8,4.1,1,6,0.484
fresh_college_B_36,college_B,job_49,0.814,5,3,4.9,1,8,0.567
fresh_college_B_36,college_B,job_68,0.401,2,7,2.5,1,5,0.839
fresh_college_B_36,college_B,job_31,0.864,7,4,4.4,3,10,0.712
fresh_college_B_36,college_B,job_11,0.7,5,3,3.5,1,7,0.827
fresh_college_B_36,college_B,job_23,0.749,4,5,3.9,1,5,0.857
fresh_college_B_36,college_B,job_0,0.609,5,4,1.0,3,5,0.739
fresh_college_B_36,college_B,job_9,0.46,3,7,4.6,4,6,0.453
fresh_college_B_36,college_B,job_78,0.764,5,3,3.0,1,7,0.746
fresh_college_B_36,college_B,job_33,0.467,4,7,3.0,4,5,0.573
fresh_college_B_36,college_B,job_34,0.822,5,4,4.3,4,5,0.719
fresh_college_B_36,college_B,job_39,0.516,3,6,2.2,3,5,0.577
fresh_college_B_37,college_B,job_98,0.412,2,8,4.0,3,2,0.896
fresh_college_B_37,college_B,job_48,0.754,7,4,4.5,2,7,0.614
fresh_college_B_37,college_B,job_87,0.753,5,4,5.0,2,8,0.666
fresh_college_B_37,college_B,job_29,0.672,4,5,3.8,3,6,0.61
fresh_college_B_37,college_B,job_78,0.792,7,3,2.4,3,8,0.914
fresh_college_B_37,college_B,job_89,0.559,5,5,4.4,1,6,0.815
fresh_college_B_37,college_B,job_63,0.632,5,6,3.1,5,6,0.735
fresh_college_B_37,college_B,job_31,0.866,5,6,2.4,5,6,0.509
fresh_college_B_37,college_B,job_17,0.61,3,6,3.0,1,4,0.701
fresh_college_B_37,college_B,job_56,0.637,6,5,4.7,5,6,0.908
fresh_college_B_38,college_B,job_4,0.523,4,7,1.9,2,6,0.834
fresh_college_B_38,college_B,job_3,0.795,6,4,4.5,4,6,0.487
fresh_college_B_38,college_B,job_46,0.466,2,7,1.2,4,4,0.641
fresh_college_B_38,college_B,job_6,0.399,2,8,4.5,1,3,0.681
fresh_college_B_38,college_B,job_71,0.512,4,6,2.7,2,5,0.572
fresh_college_B_38,college_B,job_20,0.836,7,1,4.7,1,8,0.794
fresh_college_B_38,college_B,job_43,0.638,6,5,4.7,2,8,0.868
fresh_college_B_38,college_B,job_74,0.78,5,3,2.1,2,7,0.719
fresh_college_B_38,college_B,job_45,0.869,7,4,3.9,3,10,0.878
fresh_college_B_38,college_B,job_15,0.448,2,8,1.1,1,4,0.695
fresh_college_B_38,college_B,job_61,0.587,4,4,4.5,4,7,0.659
fresh_college_B_38,college_B,job_37,0.679,5,6,3.7,4,8,0.724
fresh_college_B_38,college_B,job_62,0.36,1,9,2.0,5,3,0.735
fresh_college_B_38,college_B,job_63,0.45,3,7,4.1,3,5,0.827
fresh_college_B_38,college_B,job_94,0.444,3,6,2.6,2,5,0.522
fresh_college_B_39,college_B,job_62,0.745,4,4,1.1,3,7,0.904
fresh_college_B_39,college_B,job_78,0.437,2,8,2.9,1,3,0.807
fresh_college_B_39,college_B,job_87,0.792,5,5,3.7,3,8,0.451
fresh_college_B_39,college_B,job_91,0.54,5,3,2.3,5,7,0.651
fresh_college_B_39,college_B,job_23,0.745,5,4,4.2,2,5,0.673
fresh_college_B_39,college_B,job_81,0.873,6,3,1.1,3,6,0.518
fresh_college_B_39,college_B,job_1,0.36,2,8,1.5,4,3,0.547
fresh_college_B_39,college_B,job_90,0.72,6,5,1.8,3,7,0.707
fresh_college_B_39,college_B,job_51,0.768,6,4,3.7,4,7,0.614
fresh_college_B_39,college_B,job_33,0.534,3,5,4.8,3,3,0.858
fresh_college_B_39,college_B,job_18,0.792,5,6,1.5,2,5,0.749
fresh_college_B_39,college_B,job_88,0.737,6,3,1.7,4,9,0.665
fresh_college_B_39,college_B,job_69,0.366,3,5,4.1,2,4,0.713
fresh_college_B_39,college_B,job_4,0.853,6,4,2.5,3,7,0.811
fresh_college_B_39,college_B,job_31,0.386,3,7,1.7,5,5,0.476
fresh_college_B_39,college_B,job_13,0.458,4,5,2.9,4,5,0.65
fresh_college_B_39,college_B,job_97,0.705,5,4,2.9,1,7,0.666
fresh_college_B_40,college_B,job_37,0.73,4,5,3.1,1,4,0.647
fresh_college_B_40,college_B,job_28,0.377,3,6,2.6,5,3,0.818
fresh_college_B_40,college_B,job_31,0.796,7,2,4.0,4,9,0.706
fresh_college_B_40,college_B,job_33,0.598,5,4,2.5,2,7,0.794
fresh_college_B_40,college_B,job_3,0.54,5,6,2.3,2,6,0.475
fresh_college_B_40,college_B,job_40,0.722,6,3,3.1,3,6,0.648
fresh_college_B_40,college_B,job_42,0.559,3,6,4.4,4,6,0.795
fresh_college_B_40,college_B,job_68,0.618,5,6,1.4,5,8,0.727
fresh_college_B_40,college_B,job_59,0.419,4,5,1.5,5,4,0.638
fresh_college_B_40,college_B,job_92,0.416,4,7,1.3,4,4,0.917
fresh_college_B_40,college_B,job_17,0.692,5,6,1.3,2,7,0.651
fresh_college_B_40,college_B,job_50,0.859,7,1,3.9,5,7,0.877
fresh_college_B_40,college_B,job_53,0.561,3,7,4.3,4,6,0.595
fresh_college_B_40,college_B,job_84,0.85,5,4,3.1,2,6,0.746
fresh_college_B_41,college_B,job_17,0.616,4,5,1.4,4,5,0.453
fresh_college_B_41,college_B,job_0,0.377,2,9,4.2,2,5,0.908
fresh_college_B_41,college_B,job_59,0.633,5,4,4.8,5,5,0.83
fresh_college_B_41,college_B,job_12,0.802,5,4,4.6,2,7,0.713
fresh_college_B_41,college_B,job_60,0.425,4,6,4.1,4,4,0.637
fresh_college_B_41,college_B,job_32,0.622,4,7,5.0,4,6,0.593
fresh_college_B_41,college_B,job_73,0.514,3,7,3.7,2,6,0.586
fresh_college_B_41,college_B,job_4,0.615,3,5,3.1,5,3,0.487
fresh_college_B_41,college_B,job_92,0.412,2,6,3.2,4,4,0.605
fresh_college_B_41,college_B,job_18,0.435,3,5,2.7,5,5,0.456
fresh_college_B_41,college_B,job_94,0.413,4,5,3.4,3,5,0.542
fresh_college_B_41,college_B,job_76,0.441,2,8,3.8,4,4,0.749
fresh_college_B_41,college_B,job_98,0.563,4,6,1.3,1,6,0.66
fresh_college_B_41,college_B,job_6,0.4,4,4,4.3,5,6,0.874
fresh_college_B_41,college_B,job_83,0.507,4,6,4.6,2,7,0.614
fresh_college_B_41,college_B,job_7,0.707,4,5,4.9,4,6,0.84
fresh_college_B_41,college_B,job_54,0.567,4,6,2.9,1,5,0.642
fresh_college_B_41,college_B,job_21,0.612,5,6,3.6,3,8,0.812
fresh_college_B_42,college_B,job_96,0.79,5,3,3.6,4,7,0.696
fresh_college_B_42,college_B,job_39,0.726,6,4,1.5,4,6,0.82
fresh_college_B_42,college_B,job_11,0.651,6,5,3.6,1,6,0.662
fresh_college_B_42,college_B,job_31,0.678,5,6,4.5,2,6,0.556
fresh_college_B_42,college_B,job_37,0.463,2,9,1.4,2,3,0.618
fresh_college_B_42,college_B,job_91,0.392,4,6,2.3,4,6,0.484
fresh_college_B_42,college_B,job_93,0.577,4,6,3.3,5,4,0.66
fresh_college_B_42,college_B,job_74,0.542,3,6,4.5,4,3,0.512
fresh_college_B_42,college_B,job_58,0.776,7,4,1.2,3,8,0.565
fresh_college_B_42,college_B,job_84,0.4,3,7,3.7,1,5,0.879
fresh_college_B_42,college_B,job_54,0.539,5,3,2.5,3,6,0.6
fresh_college_B_42,college_B,job_63,0.581,3,7,4.9,5,5,0.769
fresh_college_B_42,college_B,job_17,0.828,7,3,1.5,5,9,0.546
fresh_college_B_42,college_B,job_44,0.775,7,4,3.7,3,10,0.681
fresh_college_B_42,college_B,job_57,0.833,7,1,4.2,2,8,0.744
fresh_college_B_42,college_B,job_68,0.68,4,7,2.3,5,5,0.558
fresh_college_B_43,college_B,job_59,0.536,5,4,4.1,1,8,0.604
fresh_college_B_43,college_B,job_62,0.808,6,2,3.0,3,7,0.592
fresh_college_B_43,college_B,job_42,0.428,3,5,3.6,2,4,0.667
fresh_college_B_43,college_B,job_75,0.509,4,7,4.7,2,7,0.555
fresh_college_B_43,college_B,job_9,0.606,5,4,3.3,5,6,0.543
fresh_college_B_43,college_B,job_72,0.41,3,5,3.8,3,4,0.492
fresh_college_B_43,college_B,job_36,0.592,5,5,1.5,4,8,0.693
