student_id,skills,experience_years,verified_score
598,"Deep Learning,Statistics,Project Management,Python,C++,React",6,51
599,"C++,Java,Docker,Agile",7,96
600,"SQL,AWS,Kubernetes",7,66
601,"Project Management,SQL,Machine Learning,Docker,C++,Agile",6,52
602,"Agile,AWS,Python,Statistics,Project Management,Node.js,Java",7,74
603,"Node.js,Agile,React,Statistics,Data Analysis",2,41
604,"AWS,Python,Docker,SQL",7,73
605,"Git,AWS,Java,Communication",3,82
606,"Docker,Scrum,SQL",3,76
607,"Node.js,Java,Scrum,AWS,Kubernetes",5,91
608,"Node.js,Python,Git,Data Analysis,Kubernetes,Communication,Statistics",7,74
609,"Java,Project Management,SQL,Machine Learning",0,54
610,"AWS,Python,Agile,Project Management,Scrum,Java",9,52
611,"React,Java,Git",0,41
612,"Git,Data Analysis,Communication",8,95
613,"Machine Learning,Node.js,Statistics,Communication",5,59
614,"Data Analysis,Java,Deep Learning,Project Management",10,60
615,"Scrum,Node.js,AWS",10,77
616,"Statistics,Kubernetes,Scrum",2,51
617,"Python,Statistics,SQL,Java,Kubernetes,Project Management,Scrum",9,54
618,"Git,Communication,Project Management,Data Analysis,Java,Node.js,SQL",3,62
619,"Java,Machine Learning,React,NLP",0,56
620,"AWS,Machine Learning,Node.js",4,90
621,"Python,SQL",6,68
622,"Deep Learning,Java,Git,Project Management,NLP,C++,Scrum",8,64
623,"Project Management,AWS",2,68
624,"SQL,Kubernetes",0,60
625,"Communication,Machine Learning,React,Java",6,50
626,"Machine Learning,Scrum,Git,React,Kubernetes,NLP,AWS",0,67
627,"Java,Deep Learning,Git,SQL,Project Management,Agile,Communication",3,66
628,"Scrum,Git,Docker,Kubernetes,Data Analysis,Communication,SQL",0,65
629,"Scrum,Project Management,Data Analysis,SQL,Java,Python",6,45
630,"Project Management,C++,Communication,Python",3,50
631,"Kubernetes,Machine Learning,Project Management,Communication,Data Analysis,Statistics,C++",7,71
632,"Docker,Machine Learning,Statistics,Java,Project Management,C++,NLP",2,68
633,"Docker,NLP",7,56
634,"Docker,SQL,Data Analysis",10,46
635,"Node.js,Scrum",6,88
636,"AWS,Scrum,SQL,Statistics,Deep Learning,Docker",6,74
637,"Project Management,AWS,Git,Kubernetes,SQL,C++,Node.js",0,72
638,"Agile,Data Analysis,Communication,NLP,Machine Learning,Project Management",3,91
639,"Data Analysis,SQL,Deep Learning",1,83
640,"C++,Data Analysis,Docker,React,NLP",1,45
641,"Scrum,Statistics,React,Docker,Project Management",7,98
642,"Git,Agile",6,47
643,"Data Analysis,Git,Communication,Agile,Kubernetes",1,90
644,"Scrum,Node.js,Deep Learning,Docker",6,81
645,"Git,Project Management,SQL,Java,Data Analysis",6,49
646,"Statistics,SQL,Git,React,Node.js,Communication",0,87
647,"Docker,Node.js,Python,React,Deep Learning",4,59
648,"Project Management,Communication,AWS,Data Analysis",4,87
649,"React,Docker,Deep Learning,Machine Learning,Communication",7,53
650,"Project Management,Agile,Node.js,SQL,Docker",2,44
651,"Agile,Statistics,Data Analysis,Python",2,52
652,"SQL,AWS,Git",7,43
653,"C++,Docker,Node.js,NLP",8,65
654,"Communication,Python,AWS,Node.js,Agile,Kubernetes,NLP",2,95
655,"Git,Scrum,Node.js,Agile,Machine Learning",4,87
656,"Machine Learning,Kubernetes,Python,Statistics,Agile,Git,Scrum",3,94
657,"AWS,C++,Docker",10,66
658,"Python,Git,Project Management,Data Analysis,React,Machine Learning",9,91
659,"AWS,Docker",9,91
660,"Docker,Deep Learning,Statistics,Node.js",7,56
661,"NLP,Kubernetes,Agile",9,65
662,"Communication,Python,Agile,Node.js,Docker,React",9,78
663,"Kubernetes,Communication,Project Management,Machine Learning",5,57
664,"React,Docker,Scrum,Kubernetes,Communication,Machine Learning,Agile",3,97
665,"Statistics,React",10,48
666,"Python,Project Management,Kubernetes,Docker,NLP,C++,Deep Learning",6,87
667,"Git,C++",5,86
668,"AWS,Scrum,Project Management,Node.js,Docker,Data Analysis,Machine Learning",10,96
669,"Java,Kubernetes,Communication,Project Management,Machine Learning,Node.js",4,86
670,"Java,React,Machine Learning,AWS,Git,Communication",4,66
671,"Node.js,Docker,Kubernetes,NLP",1,70
672,"Git,Machine Learning",7,96
673,"Agile,Communication,Statistics",8,59
674,"SQL,Data Analysis,Scrum,C++,Java",6,76
675,"Data Analysis,React,Java,Machine Learning,AWS",5,80
676,"React,SQL,Python",7,57
677,"Java,Git,Project Management",1,48
678,"Deep Learning,Git,Statistics,Scrum,AWS,C++",0,42
679,"C++,Node.js,Python,React,Statistics,Deep Learning",8,52
680,"Python,AWS",3,84
681,"Kubernetes,Data Analysis,Communication,Statistics",8,77
682,"Java,Machine Learning,SQL,Kubernetes",4,69
683,"Agile,Git,React,Deep Learning,NLP,Scrum,Machine Learning",5,97
684,"Node.js,C++,Java,Statistics,Python",3,54
685,"Data Analysis,C++,Python,Java,SQL,Project Management,Node.js",10,90
686,"Statistics,Docker",8,79
687,"SQL,Communication",10,93
688,"SQL,Communication",6,68
689,"Communication,Scrum,Docker,Project Management,Node.js",2,53
690,"Python,Kubernetes,Deep Learning,Communication,React,Docker,Data Analysis",9,78
691,"Data Analysis,Deep Learning,Communication,Agile,Git,SQL,Statistics",1,71
692,"C++,Docker,Agile",3,62
693,"Deep Learning,Kubernetes,Java,SQL,Docker,AWS,Communication",7,61
694,"Python,Git,Machine Learning",1,93
695,"Project Management,Data Analysis,Machine Learning,Agile,Node.js,NLP",1,97
696,"AWS,NLP,Kubernetes,Docker",7,43
697,"Java,SQL",4,63
698,"React,Deep Learning,Communication,Agile,Scrum,Statistics,Python",0,94
699,"Java,React,Node.js",7,79
700,"Machine Learning,Node.js,React,Java",1,65
701,"NLP,Docker,Statistics,Project Management,Agile",6,81
702,"Communication,Data Analysis,SQL",2,46
703,"Git,Project Management,NLP,Java,Kubernetes",6,89
704,"Python,Data Analysis,Project Management,Agile",1,96
705,"NLP,SQL,Machine Learning,Docker,React",5,40
706,"Agile,AWS,React,Communication,C++,Git,Node.js",3,70
707,"Statistics,Data Analysis,SQL,Python",10,99
708,"Agile,Project Management,Scrum",2,44
709,"React,AWS,Git,Docker,Python",8,54
710,"Statistics,Git,AWS,Machine Learning,Agile,NLP",9,68
711,"Project Management,NLP",5,47
712,"Python,Communication,Statistics,Deep Learning,Git",8,75
713,"Machine Learning,Kubernetes",8,75
714,"NLP,React,Node.js",0,92
715,"NLP,React,Project Management",10,63
716,"NLP,Communication,Scrum,AWS,Python,Java,Deep Learning",10,91
717,"Scrum,Agile,Node.js,Communication",0,97
718,"Project Management,Data Analysis,Deep Learning",1,56
719,"C++,Git,Communication,Statistics,Agile,AWS",3,85
720,"Communication,Deep Learning,SQL,Git",7,69
721,"Git,Agile,Data Analysis,Project Management,Python,Docker,Node.js",0,75
722,"Git,Project Management,Agile,Java,Node.js",9,51
723,"Data Analysis,Communication,Statistics,React,Docker,C++,Deep Learning",9,98
724,"AWS,Docker,Statistics,React,Data Analysis,Git,Agile",2,48
725,"Agile,Kubernetes,React,C++,Communication",3,79
726,"Kubernetes,Node.js,Data Analysis,Java,Docker,NLP,Scrum",10,60
727,"Communication,Node.js,Project Management,Deep Learning,React,Scrum,Docker",4,96
728,"Python,Agile,Communication,Git,C++",2,43
729,"SQL,C++,Docker,Java,Data Analysis,React,NLP",2,93
730,"Kubernetes,C++",8,42
731,"NLP,Communication,AWS,Statistics",3,72
732,"Kubernetes,SQL,Statistics,Agile,C++,Project Management,React",5,75
733,"Python,Docker",3,79
734,"AWS,Node.js,C++,Agile,Data Analysis",7,51
735,"Machine Learning,Java,Scrum,Communication,C++,Python,NLP",4,75
736,"Data Analysis,Java,Docker,Python",5,69
737,"Data Analysis,SQL,Git,React,Kubernetes,Python,Statistics",10,79
738,"Kubernetes,Project Management,Node.js,Machine Learning,Statistics,Agile,Java",8,54
739,"Agile,Machine Learning,Git",2,66
740,"Scrum,Statistics,Machine Learning,Node.js,Communication,NLP",10,61
741,"Node.js,Kubernetes,C++,Project Management",8,92
742,"Python,Communication,Node.js,NLP,Scrum,React,Kubernetes",9,55
743,"React,Statistics",1,64
744,"Scrum,Kubernetes,Python,Node.js",8,91
745,"NLP,Project Management,SQL,Kubernetes,Git,React",3,60
746,"Machine Learning,Communication,Java,Python,React,SQL",3,82
747,"C++,Deep Learning,Communication,Git,Docker,Scrum,Node.js",6,81
748,"Data Analysis,Python",7,85
749,"SQL,Machine Learning,Scrum,Git",2,90
750,"Scrum,Machine Learning,AWS,Docker",6,64
751,"Statistics,Deep Learning,React,Python,C++",10,47
752,"Python,Machine Learning,SQL,Scrum,Java,Docker",1,58
753,"Kubernetes,Machine Learning,Git,NLP,C++,Project Management,React",0,70
754,"Scrum,AWS,Data Analysis",6,90
755,"Kubernetes,Data Analysis,Git,Node.js,Python,Docker",8,49
756,"SQL,Python",9,78
757,"Scrum,Git,Machine Learning,Kubernetes,Communication",5,53
758,"Agile,Data Analysis,Java,Git,Communication",9,93
759,"C++,Communication,Java,SQL",8,69
760,"Scrum,Machine Learning,Kubernetes,Git,Data Analysis,SQL,Communication",9,71
761,"Node.js,Data Analysis,AWS,Communication",4,79
762,"C++,React",7,68
763,"Kubernetes,Data Analysis,Node.js,React",6,50
764,"React,AWS",3,85
765,"Deep Learning,Docker,Node.js,Data Analysis,React,Agile,Java",7,69
766,"Node.js,Kubernetes,Project Management,Communication,Machine Learning",10,78
767,"Docker,Data Analysis",8,52
768,"Machine Learning,Git,Python,Agile",9,77
769,"Git,C++,SQL,Docker,Project Management",8,70
770,"Data Analysis,Node.js,Statistics,AWS,NLP,Agile,Kubernetes",4,48
771,"Agile,Git,Machine Learning,Statistics,Java",8,40
772,"AWS,Java,Agile,Data Analysis,Git,Machine Learning,Deep Learning",9,100
773,"Data Analysis,Project Management,Node.js,SQL,Communication,Statistics",7,54
774,"Docker,Node.js",3,42
775,"C++,Agile,Node.js,Statistics,AWS,NLP,Python",0,81
776,"Communication,Agile,Docker,Scrum",9,74
777,"Java,Statistics,Scrum,Node.js,Kubernetes,React",1,73
778,"Statistics,AWS,Agile,Git",5,92
779,"Project Management,Git,Python,Data Analysis",7,50
780,"Machine Learning,Agile,Docker",3,49
781,"Java,Node.js,Communication",10,54
782,"React,Communication,Project Management,Agile,AWS",3,77
783,"Deep Learning,Python,AWS",0,48
784,"Git,Java,Data Analysis,SQL,NLP,Kubernetes",2,43
785,"Docker,Java,Agile",6,78
786,"Python,Kubernetes,Machine Learning,C++,AWS,Scrum",7,95
787,"Java,AWS,Deep Learning,Data Analysis,Statistics",9,92
788,"Agile,Docker,Java",10,61
789,"Git,Machine Learning,AWS,Statistics,C++",2,46
790,"C++,Agile",8,83
791,"Data Analysis,Communication,Java,Project Management,NLP",9,78
792,"Scrum,Agile",1,45
793,"Data Analysis,Scrum,Python,Deep Learning,Docker",6,63
794,"Agile,Deep Learning",3,100
795,"Statistics,Node.js,Communication,Deep Learning,Machine Learning",4,70
796,"Machine Learning,Kubernetes,Deep Learning",4,52
797,"Python,Agile",1,73
798,"Statistics,C++",5,66
799,"Communication,Data Analysis,Deep Learning,Docker",4,94
800,"Deep Learning,Node.js,Docker,Statistics,Project Management,Communication",6,75
801,"Project Management,Java,Node.js,Git,Data Analysis,NLP",9,62
802,"Statistics,Data Analysis,Communication,AWS,Project Management,Git,Node.js",2,46
803,"Agile,Statistics,React",8,79
804,"SQL,Java,Statistics,Python,Agile,Git,Machine Learning",7,99
805,"Deep Learning,Machine Learning,Scrum,Docker,Communication,Java",1,78
806,"Statistics,Git",9,81
807,"Kubernetes,SQL,Java,Project Management,AWS,Python",3,94
808,"Agile,Kubernetes,C++,SQL,Statistics,Scrum,Docker",8,84
809,"Java,SQL,Node.js",3,81
810,"Java,Machine Learning",4,89
811,"Node.js,Statistics,Scrum,C++,Docker",0,87
812,"Machine Learning,Git,Kubernetes,Node.js,Java,Deep Learning,Data Analysis",3,78
813,"NLP,Statistics,Python",4,51
814,"Agile,Communication,Machine Learning,Kubernetes,Java",1,91
815,"Docker,Scrum,Git,NLP,C++,Kubernetes",7,89
816,"React,NLP,Scrum",9,95
817,"Project Management,Communication",4,44
818,"AWS,Git,React,Deep Learning,Java",8,74
819,"Docker,AWS",4,45
820,"React,Machine Learning,Java,Project Management,Agile",5,53
821,"Docker,Java,C++,Project Management,Node.js,Communication",3,87
822,"Docker,C++,AWS",3,93
823,"Node.js,Data Analysis,Communication",1,98
824,"Project Management,Python",8,42
825,"Node.js,React,Project Management,Docker,AWS",2,88
826,"Docker,Statistics,AWS,Data Analysis,Python,Git",6,70
827,"SQL,Agile,Node.js,Statistics,Deep Learning,React",2,69
828,"Agile,NLP",5,84
829,"Python,C++",6,77
830,"React,Node.js",9,95
831,"Java,Scrum,Docker,AWS",4,70
832,"React,Node.js,Java,Project Management,C++,Communication",6,84
833,"Node.js,Statistics,Docker,NLP",2,76
834,"Git,AWS,Communication",4,91
835,"Scrum,Deep Learning,Statistics",3,49
836,"Data Analysis,Project Management,Python,Java,C++,AWS,Machine Learning",10,73
837,"React,Project Management,Kubernetes,Docker,Scrum,Deep Learning",9,43
838,"Communication,Java,SQL,C++,Deep Learning",4,70
839,"Communication,NLP,React,Docker,Java,Scrum,Project Management",8,99
840,"Node.js,Python,Deep Learning,Communication",5,95
841,"C++,Scrum,Java,Kubernetes,Agile,NLP,React",8,71
842,"NLP,Machine Learning,Statistics,Kubernetes,AWS,React,Scrum",2,80
843,"Deep Learning,Statistics,Machine Learning,Agile",2,61
844,"React,Git,Kubernetes",4,78
845,"Statistics,Docker,NLP,Node.js,Project Management,Kubernetes,Scrum",7,66
846,"Java,Python,Data Analysis",3,82
847,"Machine Learning,C++,Java,Statistics",1,46
848,"Project Management,Scrum",0,41
849,"Agile,Machine Learning,Communication,Docker,Kubernetes",2,45
850,"Statistics,Kubernetes,AWS,Agile,Node.js,Data Analysis,Project Management",10,48
851,"Agile,Java,Python",0,82
852,"React,Project Management,NLP,Docker",8,68
853,"Scrum,Java,NLP",10,87
854,"Git,Deep Learning,Agile,Kubernetes,NLP,Java,AWS",8,54
855,"NLP,Kubernetes",5,66
856,"Data Analysis,Kubernetes,Python,Agile",8,92
857,"Node.js,Kubernetes,Project Management",8,40
858,"Project Management,Git,Kubernetes,Python,Statistics,C++,NLP",4,78
859,"Python,Scrum,Node.js",3,66
860,"Deep Learning,Statistics,AWS,Java,Node.js,NLP",10,64
861,"AWS,Docker,Machine Learning,Deep Learning,React",3,73
862,"Docker,Kubernetes,Git,Deep Learning,Communication,Project Management",1,51
863,"Kubernetes,Communication,NLP",9,68
864,"Project Management,C++,React,Python",2,43
865,"Python,Java,Communication,Kubernetes,Data Analysis,Machine Learning",7,86
866,"AWS,Machine Learning",2,40
867,"C++,React,Deep Learning,Kubernetes,Statistics",7,63
868,"SQL,React,Machine Learning,Data Analysis,Python",4,89
869,"Machine Learning,Scrum,Project Management,Java,Communication",4,92
870,"Python,Communication,AWS,Statistics,Project Management",7,55
871,"SQL,C++,NLP,Communication,Docker,React,Project Management",7,64
872,"Kubernetes,React,Java,SQL,Node.js,Docker,Deep Learning",1,56
873,"Kubernetes,C++,Node.js,SQL,Deep Learning",10,53
874,"AWS,Deep Learning",5,40
875,"Docker,Communication,Statistics",3,40
876,"Git,Project Management",9,49
877,"Machine Learning,AWS,Java,Project Management",1,83
878,"React,SQL,Scrum,Node.js,Git,Machine Learning",8,90
879,"Data Analysis,Project Management",3,60
880,"Node.js,NLP,C++,Python,Git,Agile",5,86
881,"Docker,SQL,Project Management",7,75
882,"Scrum,Project Management,C++,Java",8,62
883,"NLP,Docker,Java,Machine Learning",8,49
884,"Kubernetes,Docker,Node.js,NLP,Python",10,72
885,"Java,Python,Node.js,AWS,Git",1,82
886,"Statistics,C++,Agile,Project Management,Git,Docker",2,79
887,"React,Deep Learning,Git,Communication",1,73
888,"Machine Learning,SQL,Data Analysis,Java,Deep Learning,Python,Communication",1,71
889,"Communication,SQL,Statistics",10,71
890,"Git,Docker,SQL,Node.js,Communication,Kubernetes",1,40
891,"Project Management,Machine Learning,NLP",10,43
892,"Scrum,Deep Learning,Node.js,SQL",9,57
893,"SQL,Machine Learning,Kubernetes,Scrum,Communication,Docker",1,46
894,"AWS,Scrum,Statistics,C++,Communication,Docker,React",3,76
895,"Java,Scrum,Deep Learning,Communication,Statistics,React,Kubernetes",5,83
896,"Deep Learning,Communication,Java,Agile,Docker",6,72
897,"Java,Scrum,NLP,Node.js",5,75
898,"Node.js,Deep Learning,Scrum,React",9,55
899,"Scrum,C++,Statistics,Docker,Java,AWS",7,65
900,"SQL,Kubernetes",9,41
901,"Data Analysis,Kubernetes,Python,Scrum,Communication,NLP",5,41
902,"Docker,Scrum,Agile,Data Analysis,SQL,Python,AWS",5,49
903,"Docker,Node.js,AWS",3,56
904,"Machine Learning,Statistics,C++,Git",5,90
905,"Java,Project Management,Communication,Kubernetes,Python",9,64
906,"SQL,React",5,96
907,"Deep Learning,Communication,AWS,Python,React",10,64
908,"Kubernetes,Agile",0,60
909,"Git,Data Analysis,React,AWS,Machine Learning,Python",10,86
910,"NLP,Agile,Machine Learning,AWS,C++",4,90
911,"Data Analysis,Git,React,Machine Learning,AWS",9,87
912,"Scrum,Statistics",4,45
913,"Agile,Deep Learning,Data Analysis,Git,AWS",8,52
914,"Statistics,C++,Agile,AWS,Communication",1,57
915,"React,Machine Learning,Communication,Deep Learning,C++",5,62
916,"React,Node.js,Python",4,50
917,"NLP,Data Analysis,Git,SQL",3,52
918,"Node.js,Data Analysis,Machine Learning,Communication,Git,Python,Project Management",9,99
919,"Kubernetes,Python,React",1,59
920,"Project Management,Python,React,C++,Node.js",8,53
921,"Scrum,Agile,Docker",8,70
922,"Data Analysis,Python,Statistics,SQL,Git,Machine Learning",0,58
923,"Docker,SQL,NLP",10,100
924,"Machine Learning,Statistics",10,57
925,"Node.js,Communication,Python,Kubernetes,Deep Learning,React,C++",3,64
926,"Communication,React,Project Management,Machine Learning,Agile,Git",8,69
927,"Python,SQL,AWS,Kubernetes,Java,Agile",6,87
928,"Python,Node.js,Scrum",5,80
929,"AWS,Agile,Docker,SQL",10,56
930,"Python,Scrum,Docker,AWS,Machine Learning",5,97
931,"Data Analysis,Machine Learning,Statistics,AWS,C++",3,76
932,"Deep Learning,Kubernetes,React",7,74
933,"C++,Data Analysis,Git",2,59
934,"Agile,Data Analysis,Deep Learning,Scrum,React,Kubernetes,Machine Learning",5,44
935,"Scrum,Communication,Java,React,Deep Learning,Machine Learning",0,88
936,"Deep Learning,Git,Kubernetes,NLP",10,99
937,"Docker,Data Analysis,C++,Communication,Machine Learning,NLP,Python",9,79
938,"Git,AWS,Scrum,Agile",10,41
939,"Machine Learning,Project Management,Data Analysis,Scrum",10,63
940,"Statistics,Project Management,Scrum",2,50
941,"AWS,SQL,Deep Learning",0,99
942,"Deep Learning,AWS,C++,Agile",1,51
943,"Project Management,React,NLP,AWS,C++",6,89
944,"Statistics,React",6,79
945,"Git,Scrum,Agile,SQL,Docker,Project Management,AWS",7,92
946,"AWS,Agile",8,65
947,"SQL,Scrum,Statistics,Git,Communication,Data Analysis,AWS",6,96
948,"Kubernetes,NLP,Java,Deep Learning",4,79
949,"Agile,Data Analysis",7,93
950,"NLP,Machine Learning,Agile,Communication,Scrum,Statistics,Kubernetes",8,48
951,"Deep Learning,React,NLP,Python,Machine Learning",7,77
952,"C++,NLP,Machine Learning,Docker,Java,Node.js,React",2,85
953,"Communication,Machine Learning,Git,NLP,React,Java,SQL",8,85
954,"Agile,Java,Statistics,Git,Python",2,98
955,"Git,Data Analysis,Java,Scrum",2,89
956,"SQL,Deep Learning,Kubernetes,Agile,Node.js,Statistics,AWS",4,80
957,"Communication,Data Analysis,C++",0,79
958,"Python,NLP,Project Management,Agile",8,91
959,"Project Management,AWS",3,77
960,"Project Management,NLP,Deep Learning,Scrum,SQL,Kubernetes,Agile",0,55
961,"Docker,Scrum,C++,SQL,Machine Learning,NLP",0,81
962,"SQL,Data Analysis,Git,Kubernetes",5,98
963,"SQL,Communication",6,51
964,"Kubernetes,Scrum,Java",7,87
965,"Node.js,SQL,Machine Learning,Kubernetes,Java,NLP",6,92
966,"Deep Learning,Scrum",1,58
967,"Data Analysis,Communication,Docker,React,Agile",6,73
968,"C++,SQL,Communication",9,86
969,"Agile,Machine Learning,Project Management,Kubernetes,C++,Git,Java",4,73
970,"Node.js,Data Analysis,Project Management,Agile,AWS,Statistics",2,96
971,"AWS,Kubernetes,C++,Python,SQL,Project Management",7,80
972,"C++,Deep Learning",6,42
973,"Node.js,Scrum,C++,Python",10,52
974,"Kubernetes,Docker,Machine Learning,Git,Data Analysis,Scrum,Deep Learning",5,89
975,"Communication,React",5,65
976,"Git,Python,Java,C++,Agile,Deep Learning,NLP",10,70
977,"SQL,Data Analysis,Project Management,Scrum,React",7,97
978,"React,NLP,Deep Learning,SQL,Agile,Docker",4,76
979,"React,Scrum,Python,C++,Kubernetes,Git,Java",5,44
980,"Docker,Python,React",6,80
981,"Java,Statistics,Git,Communication,Deep Learning,Scrum",4,85
982,"SQL,Docker,Deep Learning,Machine Learning",7,96
983,"Node.js,NLP,Kubernetes",3,73
984,"Java,Communication,Node.js,SQL",3,98
985,"NLP,Agile",0,91
986,"Agile,Data Analysis,C++,React,NLP",7,86
987,"Kubernetes,React,Data Analysis,Communication,Deep Learning,Docker",10,48
988,"SQL,NLP,Statistics",8,47
989,"Kubernetes,SQL",10,94
990,"Machine Learning,React,NLP,SQL,Project Management,Docker",10,87
991,"Python,Kubernetes,C++,React",3,52
992,"Docker,Scrum,React,NLP",10,47
993,"Data Analysis,Java,Docker,Communication",0,79
994,"Agile,Communication,C++,Node.js,Docker,Java",4,49
995,"Kubernetes,AWS,Java,Machine Learning,Data Analysis,Git,Agile",8,68
996,"Data Analysis,Python",7,97
997,"SQL,Communication,Statistics,Git,Project Management,C++,Deep Learning",2,85
998,"Git,NLP,Node.js,Kubernetes,Java,Deep Learning",3,85
999,"Scrum,Machine Learning,NLP,Data Analysis,SQL,Deep Learning,Statistics",7,46
1000,"Kubernetes,NLP,Project Management,AWS,Communication",2,95
1001,"Docker,Node.js,Statistics,Java,Scrum,React",5,90
1002,"NLP,Project Management,Python,Machine Learning",7,47
1003,"Project Management,NLP,Java,Kubernetes",5,78
1004,"Data Analysis,Agile,Communication,Statistics,Deep Learning,Node.js",1,60
1005,"Machine Learning,Kubernetes,NLP,Statistics,Scrum,C++",3,79
1006,"Scrum,Java,Project Management",6,44
1007,"C++,Deep Learning,Scrum,React",8,84
1008,"Java,Machine Learning,Project Management",1,77
1009,"NLP,React,Communication,Git,Machine Learning,Data Analysis",6,44
1010,"Communication,Statistics,React,Project Management,Agile,NLP",0,45
1011,"Data Analysis,Python,Git",10,49
1012,"Scrum,Kubernetes,Statistics,NLP,Communication",3,83
1013,"Kubernetes,Git,Deep Learning,Node.js",1,77
1014,"Agile,Statistics",2,94
1015,"SQL,Node.js,Git,Python",8,92
1016,"Communication,Kubernetes,Python,AWS",6,84
1017,"Statistics,React,Git,Agile,C++,NLP",8,53
1018,"Java,Project Management,Data Analysis,C++,Docker,Scrum,Git",6,49
1019,"Data Analysis,Git,Python,Machine Learning",10,41
1020,"Project Management,Deep Learning,Data Analysis",1,48
1021,"Deep Learning,NLP,Git,Java,AWS,Docker,C++",8,92
1022,"Statistics,Node.js,AWS,Java,C++",9,40
1023,"Project Management,AWS,Agile,Docker,C++,Git",9,63
1024,"SQL,Project Management",5,47
1025,"Project Management,Machine Learning,Data Analysis,Docker,AWS,Git",1,73
1026,"Machine Learning,AWS,Project Management,Git,React,NLP",8,91
1027,"Kubernetes,SQL,React,Python,AWS,NLP",8,97
1028,"Git,React,Deep Learning,Node.js,Statistics",4,58
1029,"SQL,Kubernetes,Docker",0,80
1030,"Git,Java,SQL,Kubernetes,Statistics",9,41
1031,"Project Management,Machine Learning,Data Analysis,Scrum",4,56
1032,"Docker,Git,Scrum",0,87
1033,"Java,Data Analysis",10,68
1034,"Java,Docker,AWS,Project Management",2,91
1035,"SQL,React,Machine Learning,Data Analysis,Kubernetes,Deep Learning",2,93
1036,"Deep Learning,Statistics,AWS,NLP,Node.js",10,50
1037,"Git,Node.js,SQL",10,56
1038,"SQL,Java",7,65
1039,"Kubernetes,Project Management,AWS,Statistics,React",6,70
1040,"Data Analysis,Agile,Deep Learning,Python",4,99
1041,"Statistics,React,Agile,SQL,Project Management",8,80
1042,"Deep Learning,Docker,React,Scrum",4,91
1043,"Docker,Statistics",7,89
1044,"AWS,C++,Agile,React,Project Management,Node.js,Machine Learning",5,75
1045,"Python,Machine Learning",0,66
1046,"Agile,Communication",10,68
1047,"AWS,Kubernetes,Docker,C++",0,41
1048,"Machine Learning,SQL,C++,Communication,Node.js,Scrum",1,94
1049,"Data Analysis,Statistics,Java,Communication,Node.js,Machine Learning",4,58
1050,"Machine Learning,NLP,Docker,Deep Learning,Node.js",10,89
1051,"Docker,Java,Machine Learning,Git",0,64
1052,"React,SQL,Docker,Agile,Machine Learning",7,44
1053,"C++,Statistics,Java,Project Management,SQL",2,74
1054,"C++,Communication,NLP,Docker,SQL",0,44
1055,"Git,Docker",7,41
1056,"Data Analysis,Python,SQL,Statistics,Git",2,84
1057,"Statistics,Python,Agile,Project Management",7,67
1058,"Machine Learning,Scrum,AWS,Python,C++",7,47
1059,"Scrum,Node.js,React,Kubernetes,C++,Python",10,81
1060,"Node.js,Scrum",5,45
1061,"Kubernetes,C++,Java,SQL,Scrum",10,52
1062,"Statistics,Communication,Node.js,Project Management",1,96
1063,"NLP,C++,Data Analysis,SQL,Communication,Python,Node.js",9,55
1064,"Statistics,Machine Learning,Kubernetes,Project Management,Docker",7,41
1065,"React,SQL",5,90
1066,"SQL,Statistics,Communication,C++,Scrum,React,Deep Learning",8,69
1067,"Scrum,Data Analysis,AWS,Machine Learning,Python,Node.js,Project Management",7,81
1068,"Project Management,SQL",3,84
1069,"Data Analysis,Python,Java,SQL,NLP,Git,Statistics",1,69
1070,"Java,Machine Learning,Communication,Agile,AWS,Kubernetes",9,54
1071,"C++,Deep Learning",5,91
1072,"Statistics,React,Communication,Data Analysis,Java,Deep Learning,Git",3,88
1073,"Git,Java",5,44
1074,"Docker,Data Analysis",6,50
1075,"Node.js,Scrum,Java,NLP,Communication,Kubernetes,Python",2,46
1076,"Statistics,Java,Python,Project Management,SQL,Agile,Deep Learning",2,99
1077,"Git,Kubernetes",6,84
1078,"Data Analysis,C++,Git,Docker,Project Management",7,66
1079,"Java,SQL,Git",7,79
1080,"Kubernetes,Node.js",6,40
1081,"AWS,C++,Communication,Agile,Kubernetes,Java",8,72
1082,"NLP,C++,Docker",0,52
1083,"Data Analysis,Project Management",7,51
1084,"SQL,Git,Node.js",4,53
1085,"Docker,React,NLP,SQL,Project Management",0,99
1086,"Java,Git,Python,Project Management,Docker,SQL",1,97
1087,"NLP,React,Deep Learning",3,87
1088,"React,AWS,Communication,Git,Agile,SQL,NLP",6,95
1089,"Statistics,AWS,Machine Learning",7,77
1090,"SQL,Deep Learning,Data Analysis,C++,NLP",9,69
1091,"Statistics,Node.js,Data Analysis",7,86
1092,"Node.js,Docker,C++",5,48
1093,"Git,SQL",4,48
1094,"NLP,Git",6,50
1095,"AWS,Kubernetes,Java,Agile",9,75
1096,"Machine Learning,Deep Learning,Agile",7,95
1097,"Git,Project Management,NLP",4,40
1098,"Deep Learning,AWS,Scrum,React,C++,Kubernetes,Communication",9,100
1099,"Git,Python,Deep Learning",0,42
1100,"Agile,SQL,Deep Learning,Statistics,AWS",1,68
1101,"AWS,Machine Learning,Python,Deep Learning,Communication",2,62
1102,"AWS,Machine Learning,Python,Project Management",10,59
1103,"NLP,Python,Git",7,89
