student_id,assessment_id,subject,difficulty_level,student_skill_level,time_spent_minutes,study_sessions_count,study_hours_mean,study_hours_variance,days_since_last_study,previous_scores_avg,previous_scores_trend,questions_attempted,questions_correct,assessment_score,passed
1556,194,History,3,4,63.1,6,1.851,0.1123,6.0,54.98,-0.2487,21,8,67.3,1
3808,361,History,2,4,118.1,3,1.683,0.0645,4.2,56.69,-2.932,31,16,50.7,0
6150,924,Science,2,4,92.4,4,1.741,0.0521,0.3,57.89,0.5531,13,8,56.0,0
8561,996,English,2,2,84.0,5,2.094,0.2814,6.2,48.42,-1.2306,50,26,64.0,1
3719,170,Science,4,1,72.0,4,2.291,0.2723,7.8,38.78,-14.4529,24,7,20.0,0
7506,318,History,4,2,102.3,5,,0.2761,20.2,45.28,3.392,29,10,55.1,0
4741,632,English,3,7,84.2,4,2.531,0.7384,2.7,69.77,4.7325,41,19,79.7,1
4998,191,English,2,1,94.8,9,1.522,0.4142,3.5,41.17,-0.211,40,14,66.2,1
3403,226,Computer Science,3,6,95.7,6,1.87,0.1798,10.4,62.7,-4.4956,44,21,72.9,1
9780,179,Computer Science,2,4,79.2,1,1.536,0.0,1.6,57.45,-1.8529,33,13,53.1,0
1294,923,Mathematics,1,2,75.6,5,1.459,0.3304,1.0,47.93,0.1041,37,17,58.2,0
6343,337,Computer Science,5,3,54.2,7,2.022,0.3133,0.7,56.84,-0.8446,29,11,31.2,0
2136,471,English,5,7,110.7,2,1.958,0.0108,19.1,69.93,3.6916,38,19,60.9,1
3064,585,Computer Science,2,6,60.7,4,2.444,0.159,1.6,65.18,3.2478,49,26,82.7,1
8009,793,Mathematics,3,6,34.2,4,,0.1797,7.1,59.55,-0.296,15,9,82.7,1
5543,124,History,4,8,71.2,2,3.036,0.0066,3.0,67.1,-1.0572,35,23,67.9,1
2007,255,Computer Science,2,8,57.1,4,2.766,0.3047,1.4,79.19,1.2657,50,44,100.0,1
6445,616,English,2,6,36.5,6,2.256,0.1714,12.2,72.08,1.9884,25,11,83.6,1
6352,731,History,4,1,,3,1.801,0.0031,3.1,44.88,-0.5516,23,5,28.5,0
2435,888,English,2,10,62.6,4,2.836,0.003,4.2,80.3,-0.5054,38,29,100.0,1
1571,629,History,1,7,64.1,2,2.343,0.1321,1.3,69.27,0.3997,32,26,91.6,1
3382,809,English,4,8,26.0,6,2.271,0.2355,2.0,70.18,-0.728,50,25,75.8,1
6084,156,Computer Science,1,5,51.4,3,1.813,0.0019,6.9,63.99,3.1184,20,13,73.4,1
1277,704,Computer Science,5,4,85.1,4,1.633,0.0997,2.1,56.5,-2.8021,41,14,55.3,0
8059,118,Mathematics,4,7,10.0,4,2.448,0.1017,3.5,68.28,2.0026,44,22,70.0,1
2887,483,History,4,6,53.9,4,1.762,0.0198,0.6,59.07,-0.2543,10,4,59.7,0
2265,964,Mathematics,3,6,60.8,4,2.603,0.1738,9.5,60.47,-0.6129,22,10,56.9,0
8491,292,Science,3,3,76.5,6,1.996,0.0597,6.7,57.94,3.528,16,6,53.5,0
2040,336,Computer Science,4,10,54.8,4,2.334,0.2712,7.2,74.21,-0.7915,49,35,84.7,1
9073,486,History,5,4,50.3,7,2.016,0.2013,1.0,56.22,1.9045,16,4,55.3,0
3752,525,Mathematics,2,5,75.3,4,2.206,0.3151,3.4,59.19,1.1003,23,9,57.1,0
9213,376,Mathematics,3,9,58.7,3,2.617,0.0038,0.1,82.44,-0.9848,35,28,87.9,1
5569,326,Science,5,8,104.2,2,2.343,0.001,1.9,68.44,1.122,26,14,63.4,1
7353,844,Mathematics,5,3,75.5,4,2.112,0.5001,2.1,48.69,0.0888,38,13,55.2,0
3353,651,English,3,6,80.4,3,2.224,0.3545,12.2,71.22,5.561,20,11,47.0,0
8437,422,Computer Science,2,10,61.9,1,2.561,0.0,24.7,85.11,-11.9266,19,17,82.7,1
5799,252,Mathematics,3,1,107.0,4,1.951,0.1897,4.8,44.13,0.0263,16,2,40.5,0
1686,738,Mathematics,5,3,46.0,5,2.206,0.2876,3.6,54.97,1.9657,29,8,35.3,0
9476,336,Science,1,10,31.3,5,2.622,0.1796,2.9,76.86,-4.699,24,20,100.0,1
5811,154,English,3,7,57.7,4,2.315,0.0948,0.1,,0.7884,11,6,72.3,1
9954,535,Mathematics,5,7,53.4,3,1.889,0.2223,8.1,70.79,10.0905,13,7,64.3,1
6346,783,Computer Science,3,2,56.5,3,1.282,0.4518,5.6,54.37,1.8366,36,9,45.6,0
6043,208,Computer Science,5,3,109.4,6,1.691,0.2784,5.2,59.03,2.0944,12,4,39.8,0
3428,965,Mathematics,2,7,40.2,1,1.508,0.0,8.3,67.27,-0.4088,10,6,78.9,1
6126,283,English,5,6,58.5,5,2.248,0.1825,13.2,59.64,-2.1188,16,6,49.5,0
9220,467,Computer Science,4,7,19.2,4,2.543,0.4508,2.5,71.54,-15.6354,49,28,66.6,1
8813,297,Computer Science,1,10,107.3,6,2.304,0.0726,2.8,79.09,-2.8936,36,32,100.0,1
4356,470,English,5,9,10.0,6,2.591,0.0432,18.5,74.91,1.3916,43,28,83.4,1
9707,472,English,3,8,63.6,8,2.431,0.3909,5.5,73.32,-5.0858,12,7,89.2,1
8266,596,Mathematics,3,6,26.5,4,1.96,0.2064,9.5,59.23,-0.65,28,13,66.9,1
7540,698,History,5,4,25.2,1,2.05,0.0,1.3,55.31,5.4237,15,5,54.0,0
1038,300,Science,4,10,37.9,7,3.044,0.0772,1.9,76.82,-2.3035,42,28,99.6,1
4342,948,History,5,9,32.4,9,2.673,0.4369,2.5,78.75,-0.7446,21,12,87.5,1
3844,608,History,2,7,66.7,2,1.965,0.4144,1.9,70.93,3.4953,33,19,80.4,1
2098,421,Computer Science,4,5,28.1,5,1.948,0.1103,10.8,61.46,-2.3559,23,11,50.2,0
8027,374,English,5,2,86.0,6,1.712,0.1125,3.6,43.63,-6.7379,26,4,36.0,0
2823,310,Computer Science,1,9,93.3,2,2.73,0.2608,15.4,83.65,3.7885,45,42,86.1,1
4155,603,Science,4,7,101.4,10,2.21,0.4288,1.9,72.25,-3.5268,29,13,81.7,1
4093,217,Mathematics,5,9,21.7,5,2.057,0.488,0.2,75.43,-0.8259,17,8,70.5,1
6658,802,Science,1,9,40.4,2,2.803,0.0486,0.7,75.6,0.7036,47,37,100.0,1
4778,653,Computer Science,5,10,48.0,5,2.662,0.1462,1.2,77.88,-2.9453,34,24,85.2,1
3896,141,Computer Science,2,5,45.9,7,2.305,0.2,5.1,60.0,3.2441,13,7,76.1,1
1988,414,Computer Science,3,7,80.0,5,2.212,0.0235,1.0,67.93,0.3784,38,18,74.7,1
5116,887,Computer Science,5,5,67.9,5,2.111,0.0605,2.4,62.45,-1.3472,12,5,62.8,1
7446,428,History,4,3,36.8,3,1.46,0.0222,7.9,52.36,-0.3011,40,15,42.9,0
5179,116,Mathematics,5,10,52.9,7,2.791,0.0636,0.7,82.91,-0.1808,46,27,94.8,1
2682,382,History,5,8,59.2,2,1.922,0.1609,0.4,68.82,-1.9742,19,11,66.4,1
6626,357,Computer Science,5,8,55.7,11,2.446,0.1306,3.9,67.16,-1.1285,21,14,87.1,1
8424,674,English,5,9,41.6,6,2.759,0.1914,6.0,75.74,-1.9984,12,6,89.8,1
1933,673,History,4,6,32.3,5,,0.1587,12.1,62.68,0.2864,18,8,54.0,0
4598,711,Computer Science,4,2,78.8,6,1.514,0.2866,5.4,47.28,1.7867,23,6,31.3,0
2980,118,Computer Science,5,3,30.4,4,1.434,0.0321,14.6,48.69,0.7511,23,7,26.6,0
4056,628,Mathematics,3,10,77.7,4,2.711,0.5327,1.4,79.89,-2.222,49,40,100.0,1
9984,936,Science,5,6,65.9,5,2.574,0.5178,2.1,63.7,0.5274,28,15,57.4,0
1791,522,History,4,1,38.6,5,1.635,0.3488,9.1,48.21,1.6836,26,6,38.8,0
6390,565,History,2,2,72.8,1,,0.0,8.3,44.17,3.2354,46,22,51.2,0
7635,472,History,5,8,42.1,7,2.214,0.3691,5.5,70.77,-1.4329,31,22,74.1,1
3255,857,Computer Science,5,8,74.1,9,2.597,0.3724,3.5,70.41,0.3921,30,17,75.7,1
4610,862,Mathematics,5,6,40.3,6,2.062,0.1046,0.1,62.11,0.4872,40,13,73.9,1
2607,180,Computer Science,5,3,62.7,6,1.713,0.3052,1.6,59.71,0.8663,48,11,36.7,0
6179,650,Computer Science,1,2,58.8,3,1.787,0.1077,0.9,47.83,-0.5573,21,10,59.1,0
7573,647,English,5,6,44.5,6,1.732,0.1831,0.3,69.04,-1.3015,43,28,72.4,1
1984,523,Mathematics,4,1,52.1,8,1.46,0.1894,7.5,42.51,-2.1366,49,13,22.5,0
6776,528,History,4,10,43.9,8,2.455,0.1168,0.7,79.01,-15.5271,23,17,100.0,1
4676,487,Science,1,6,89.3,8,2.003,0.1895,2.2,66.1,-5.0009,27,22,94.3,1
4380,808,History,5,9,42.5,6,2.445,0.2152,19.0,75.82,2.6826,19,14,62.4,1
9711,769,Computer Science,3,7,58.2,4,2.049,0.0525,2.6,67.64,-1.3047,41,31,86.6,1
9782,303,Mathematics,5,9,10.0,3,2.459,0.0853,0.8,72.45,4.0965,32,21,74.3,1
2050,295,Mathematics,4,2,42.8,5,1.861,0.06,5.9,49.19,2.2027,47,13,51.0,0
4633,827,Mathematics,2,5,75.9,5,1.948,0.19,8.3,,-2.7781,19,13,73.2,1
7342,384,English,2,9,71.9,3,2.282,0.1203,1.6,74.47,-1.7312,27,23,88.6,1
1959,295,History,3,7,70.9,4,2.184,0.16,8.3,67.0,-1.9843,13,6,67.0,1
7059,406,English,5,9,59.3,6,2.376,0.1235,1.6,,2.6915,12,7,82.3,1
9884,763,Science,1,6,66.3,4,2.427,0.2536,5.9,63.82,0.7101,38,26,78.9,1
6655,113,Computer Science,5,7,96.1,6,2.243,0.3486,0.7,69.77,-0.0651,21,8,67.0,1
5473,936,English,3,10,36.9,3,2.079,0.002,2.8,80.47,-0.8616,15,11,91.6,1
3946,245,English,3,5,90.7,3,2.085,0.3707,3.7,65.93,6.2469,47,24,63.4,1
8725,156,Computer Science,3,6,38.0,4,2.123,0.1121,6.5,61.8,-2.4863,33,18,61.2,1
1526,822,Mathematics,2,1,67.6,5,1.365,0.1609,5.2,47.11,-6.5108,37,16,56.3,0
4224,879,Computer Science,5,1,38.6,3,1.876,0.2856,9.6,45.25,-1.5743,46,5,22.7,0
2875,309,History,5,2,81.2,9,1.39,0.2108,1.0,48.02,0.8454,41,9,47.1,0
2763,628,Computer Science,1,4,27.8,3,1.855,0.1084,5.4,54.81,0.4788,28,14,70.5,1
9712,897,Mathematics,3,9,34.9,4,2.344,0.5742,0.7,81.04,4.2198,50,30,92.6,1
6797,443,Computer Science,3,7,57.2,5,2.317,0.228,3.3,69.19,-2.1067,14,8,76.1,1
8099,814,English,4,6,40.3,1,1.352,0.0,3.7,64.65,0.2264,13,5,60.0,1
6109,710,Science,4,1,42.2,2,1.39,0.1931,0.1,49.64,-8.7025,39,12,30.6,0
7644,378,English,2,5,57.0,5,2.071,0.0754,0.4,63.77,0.7351,36,22,78.7,1
1116,308,Science,5,4,28.7,6,1.857,0.5462,9.1,55.18,-0.0834,43,16,38.4,0
3433,740,Computer Science,1,5,63.2,3,1.965,0.5561,1.7,66.52,1.5613,15,9,74.7,1
6463,434,History,1,9,69.2,5,1.91,0.1876,2.1,75.13,-14.6404,24,19,100.0,1
1583,387,Computer Science,3,3,20.6,5,1.855,0.0431,5.1,51.57,-2.5315,30,9,60.5,1
9586,351,Mathematics,1,4,66.1,6,1.678,0.1147,1.2,53.38,-1.1011,43,27,80.2,1
4788,364,Computer Science,3,8,65.1,1,2.132,0.0,1.1,69.58,-4.7742,39,20,73.8,1
5167,370,Science,5,3,70.9,6,1.517,0.2138,2.7,45.25,-2.617,14,3,36.8,0
9465,799,English,1,3,62.9,5,2.049,0.1776,0.3,50.59,2.6641,23,13,75.1,1
2389,518,History,3,9,68.8,7,2.447,0.2872,12.4,75.48,1.1509,33,22,81.0,1
9357,825,Computer Science,5,5,68.7,2,2.081,0.1263,14.1,57.03,-3.0275,45,22,41.2,0
7154,894,Computer Science,5,10,66.1,2,,0.0963,3.0,75.77,-2.8034,24,18,81.7,1
6420,310,English,3,1,69.3,3,1.495,0.0157,1.2,45.34,0.6011,33,10,37.9,0
9920,464,History,3,7,98.5,2,2.156,0.1236,3.2,70.39,0.3403,37,26,68.5,1
3043,175,Computer Science,2,7,92.7,4,2.005,0.0125,0.5,67.56,3.8638,33,19,73.0,1
5197,759,Computer Science,5,6,57.2,3,2.056,0.0842,2.5,60.68,-1.5143,32,10,65.2,1
4496,420,Science,3,6,44.4,5,1.884,0.1286,0.4,64.63,-2.7244,16,8,81.5,1
1778,824,Science,5,3,91.8,5,1.985,0.2135,6.1,51.73,9.6942,19,8,35.7,0
1213,532,Mathematics,1,3,117.2,5,1.397,0.1998,1.6,52.56,1.1571,42,22,66.2,1
4762,208,English,4,10,59.3,7,2.585,0.3925,3.7,87.24,-1.6919,47,38,100.0,1
7731,740,History,4,9,72.5,4,2.174,0.0154,0.1,75.26,0.2065,18,13,90.1,1
4117,621,Computer Science,3,1,51.9,4,1.708,0.2824,3.7,46.09,-3.2462,48,19,47.8,0
6791,146,Computer Science,3,7,73.3,3,2.283,0.1342,0.0,68.03,0.1608,30,17,84.8,1
9783,478,Mathematics,5,10,10.4,6,2.277,0.2806,13.0,77.79,-0.6658,38,27,75.4,1
3720,926,Computer Science,3,7,46.9,4,2.45,0.2907,3.5,70.27,-2.3101,38,16,76.7,1
9905,195,English,5,8,78.1,5,2.354,0.1281,0.5,73.22,-4.1142,15,8,78.2,1
7047,202,Mathematics,3,6,38.1,5,2.17,0.1786,2.1,69.16,3.8605,13,8,67.3,1
9032,991,English,5,8,73.9,7,2.158,0.2942,0.2,72.04,-2.8422,28,15,82.5,1
1001,953,Mathematics,3,1,73.0,3,1.324,0.22,3.8,43.66,0.0706,20,9,38.4,0
7368,245,Computer Science,2,1,74.5,7,0.934,0.2326,0.7,43.43,1.9804,28,14,52.9,0
2949,979,Mathematics,5,9,47.3,3,2.563,0.2033,3.2,83.82,0.0572,16,10,77.2,1
7732,126,Science,2,4,79.1,6,2.002,0.1899,,57.87,4.3432,29,13,77.5,1
8833,831,History,2,3,106.2,6,1.634,0.4904,7.2,50.91,-1.3512,16,6,57.3,0
1917,629,Computer Science,2,6,47.7,3,2.504,0.2494,3.3,63.77,-2.1527,21,13,79.6,1
4174,778,History,2,10,43.3,5,2.53,0.1831,9.4,88.78,0.8491,24,22,100.0,1
8014,181,Computer Science,1,9,55.7,4,2.477,0.2288,14.2,80.65,-2.0852,25,20,84.3,1
1089,527,History,4,10,66.9,7,2.493,0.0858,17.5,82.1,2.7902,19,11,76.1,1
2709,683,Science,1,4,34.2,6,2.005,0.1218,1.5,59.45,0.7038,25,16,80.4,1
4041,921,History,3,9,48.6,4,2.457,0.0349,7.3,75.36,0.6625,34,30,100.0,1
1105,578,Mathematics,3,5,96.4,3,1.759,0.0335,2.9,64.27,1.4232,18,6,63.8,1
9619,865,History,4,7,88.4,4,1.894,0.1507,2.8,69.35,2.9571,10,5,74.0,1
2895,261,Computer Science,4,3,35.2,3,1.63,0.1495,10.1,50.35,4.6331,22,10,50.4,0
7090,938,English,4,3,106.6,10,1.846,0.211,0.8,48.34,-0.0207,30,11,56.0,0
9508,501,History,2,3,49.3,4,1.483,0.0758,3.2,55.22,-10.2242,35,20,80.1,1
7082,607,History,1,8,68.4,1,2.7,0.0,4.5,73.03,3.2602,25,18,97.8,1
1634,137,History,3,6,61.0,3,1.616,0.332,0.3,65.58,-0.5897,10,5,73.9,1
2925,610,Computer Science,1,9,83.0,4,2.068,0.6579,10.0,,5.0435,43,36,91.6,1
3056,492,History,1,9,31.4,4,2.94,0.1304,1.9,81.11,-2.1889,24,19,94.8,1
7917,812,Computer Science,1,8,46.8,4,1.95,0.0103,5.3,72.25,-6.4181,12,9,95.7,1
4144,593,Computer Science,4,1,37.1,5,1.59,0.0306,13.2,46.21,12.2445,23,5,42.6,0
1552,299,English,4,6,33.6,5,1.972,0.1842,6.4,59.04,-0.2827,44,13,69.7,1
9907,354,Mathematics,3,4,41.4,7,1.911,0.1908,10.9,50.74,-1.1371,29,13,73.3,1
6383,278,Computer Science,3,4,39.1,5,2.307,0.0606,0.4,56.45,2.6186,43,20,46.0,0
4911,646,Science,3,3,76.0,11,1.646,0.1979,3.4,54.71,1.5891,36,16,67.9,1
4389,693,History,1,9,50.3,4,2.626,0.1303,4.2,76.13,-0.8324,45,38,100.0,1
9442,488,Science,4,2,53.7,3,,0.0516,5.8,47.49,-5.4939,41,9,39.7,0
3430,497,History,2,1,14.1,4,1.773,0.0394,0.6,44.36,-1.0454,40,11,56.3,0
1458,831,English,1,10,84.7,1,2.45,0.0,5.3,77.29,0.6512,15,13,100.0,1
1207,257,Computer Science,5,3,17.2,6,2.004,0.2945,0.8,48.78,-0.595,42,9,54.3,0
1899,103,Mathematics,1,4,62.4,7,2.002,0.1313,0.4,52.88,0.1175,47,19,80.9,1
1021,266,Computer Science,4,4,93.2,1,1.131,0.0,3.2,53.26,7.6731,38,18,51.9,0
9601,567,History,5,6,98.4,5,1.834,0.0081,4.6,63.8,0.2315,30,13,59.1,0
1894,508,Mathematics,1,1,25.4,6,1.517,0.2577,15.9,45.01,-1.6999,49,25,51.8,0
1514,511,Computer Science,4,1,55.5,4,1.475,0.1725,6.0,44.18,3.7005,34,9,22.4,0
8294,303,Mathematics,4,2,79.3,3,1.241,0.5282,4.5,49.04,2.4193,24,5,37.9,0
5904,293,History,2,4,49.9,3,2.126,0.2531,1.2,52.33,0.7089,33,14,69.2,1
8867,334,English,1,7,87.0,3,2.205,0.0566,0.8,68.1,-2.3514,17,14,97.2,1
5109,817,English,4,6,10.0,4,2.235,0.1779,4.7,62.32,-3.4497,23,13,61.7,1
8179,249,Computer Science,3,9,63.8,6,2.473,0.0545,1.3,69.78,-2.7869,29,20,97.2,1
2560,258,Science,4,7,71.2,3,1.998,0.2633,6.1,69.54,0.0252,42,20,66.9,1
2266,378,History,2,5,31.4,4,1.871,0.3262,0.6,61.08,1.8053,45,29,78.9,1
4638,915,Computer Science,4,6,80.0,6,2.166,0.1369,2.1,67.74,-4.4486,44,16,63.3,1
9941,503,Computer Science,1,10,34.4,5,2.473,0.2843,7.4,82.6,-0.3293,47,41,84.9,1
4427,992,English,1,9,,7,1.995,0.2764,8.9,80.74,2.7796,16,15,100.0,1
5780,777,Mathematics,5,1,51.9,5,1.299,0.0081,2.1,43.02,0.5621,33,6,28.8,0
2927,410,History,1,9,56.0,1,1.781,0.0,1.2,73.29,2.288,21,17,92.0,1
3356,167,Mathematics,5,6,34.2,8,1.992,0.4746,15.9,60.6,0.6874,25,9,56.9,0
5790,562,History,3,4,51.2,6,2.128,0.355,7.2,55.0,3.5933,26,12,53.2,0
1306,187,Science,2,5,42.3,4,2.046,0.3617,8.2,64.63,2.1238,50,34,81.7,1
8979,316,English,3,1,67.5,10,1.542,0.1636,1.3,51.12,-6.2321,44,14,39.7,0
4665,100,Science,5,7,66.5,3,1.685,0.0293,2.8,70.97,-0.2094,32,17,61.2,1
8057,234,Computer Science,4,8,57.8,5,2.524,0.1305,0.4,74.21,-12.3702,31,21,81.9,1
1661,796,English,4,5,64.2,6,2.018,0.1601,0.6,60.94,-1.1265,24,14,58.1,0
5644,450,Computer Science,3,2,32.7,5,1.367,0.063,1.2,51.59,-0.0326,34,10,37.8,0
9503,239,Science,4,8,34.2,7,2.309,0.1567,1.8,70.19,2.1123,29,20,88.6,1
3920,717,History,5,10,,6,2.442,0.2911,29.4,78.69,7.0053,14,10,95.4,1
9946,232,Computer Science,2,7,41.4,3,2.661,0.027,2.7,68.2,-2.5275,38,21,71.0,1
7236,719,Mathematics,1,10,67.4,8,2.764,0.2619,6.0,84.56,0.7629,13,11,90.4,1
7078,277,History,5,9,10.0,6,2.383,0.2498,11.7,79.87,3.4844,41,26,62.5,1
1352,909,History,5,4,70.6,7,2.113,0.095,1.4,62.1,3.568,34,12,50.0,0
8005,457,Science,1,9,89.1,6,2.983,0.1366,0.8,77.67,-1.4871,46,41,100.0,1
1158,479,Science,1,4,63.0,4,1.95,0.2661,,58.0,1.7205,34,22,76.0,1
1956,970,English,2,3,64.3,6,,0.1001,10.7,52.24,0.6528,17,8,62.1,1
3071,757,English,2,3,99.2,6,1.568,0.1359,5.5,54.4,1.9517,43,18,51.7,0
9595,549,Mathematics,2,10,67.1,4,2.438,0.1128,3.0,80.3,0.1039,31,25,90.8,1
4453,685,History,4,2,42.9,3,1.883,0.2544,8.6,42.99,1.0273,48,10,46.8,0
7675,562,Mathematics,5,10,49.0,6,2.821,0.1503,1.4,77.06,-3.3767,28,15,93.4,1
1955,207,Mathematics,1,3,44.8,2,2.23,0.3885,1.4,56.79,-0.9241,34,20,58.5,0
7295,221,Science,5,8,84.4,7,2.522,0.228,4.2,,1.1345,13,8,81.4,1
2712,116,Mathematics,5,8,92.2,6,2.497,0.0903,7.8,75.13,2.4457,41,19,71.2,1
5703,295,Mathematics,2,2,86.7,2,1.777,0.0344,1.5,49.89,-1.1077,45,21,61.3,1
7563,426,Computer Science,2,2,41.8,6,1.892,0.2314,1.2,50.88,0.6715,44,20,63.1,1
6631,417,English,5,2,,3,2.314,0.1666,3.2,47.76,3.0372,41,5,41.2,0
2394,908,English,2,10,77.5,5,2.327,0.2889,0.7,77.72,2.2826,25,24,100.0,1
5732,578,History,4,7,30.8,6,1.994,0.1573,6.9,72.45,-0.2971,34,18,68.2,1
4714,351,English,1,6,82.7,3,2.09,0.0442,4.3,64.6,-1.4182,38,27,73.9,1
1529,602,History,5,1,81.3,6,1.874,0.1785,3.6,41.07,2.5648,15,3,28.9,0
3958,218,Computer Science,1,2,75.0,7,1.559,0.1507,10.3,46.89,1.9568,24,12,57.4,0
8904,773,English,4,1,80.5,4,1.733,0.101,6.6,48.39,0.9286,16,4,37.7,0
4591,809,Computer Science,2,7,57.9,3,2.158,0.408,0.8,70.17,-2.1524,28,22,84.5,1
7895,597,English,3,6,39.1,9,2.284,0.2114,2.7,59.85,-0.0974,34,25,90.1,1
1525,585,English,4,2,89.3,7,1.446,0.1061,1.9,45.85,5.653,31,10,47.9,0
7477,144,Computer Science,3,2,61.1,6,1.549,0.0777,8.1,50.08,-1.3258,25,10,44.3,0
1001,413,Mathematics,1,2,47.0,11,1.489,0.4065,6.3,49.27,0.1298,16,10,77.7,1
1374,278,Mathematics,5,8,63.2,1,1.493,0.0,3.2,72.29,0.3719,36,20,63.4,1
5648,993,Mathematics,2,7,63.0,7,2.44,0.3208,8.7,66.27,-0.8029,50,30,76.6,1
3365,517,Mathematics,4,1,48.4,7,1.292,0.3265,2.6,40.25,-5.3318,12,2,39.1,0
2525,655,English,2,4,73.6,4,1.836,0.103,8.1,54.47,-0.2493,43,22,54.3,0
2646,882,Science,3,4,107.9,4,1.63,0.076,0.2,64.32,2.5531,37,16,48.0,0
1013,177,Computer Science,3,7,28.9,2,2.541,0.0043,0.7,67.59,0.3031,23,16,95.6,1
5599,425,Science,5,2,29.5,6,1.723,0.2144,7.1,48.12,-3.3007,34,7,29.2,0
3278,789,Science,3,4,90.9,5,1.553,0.0635,0.6,56.76,5.6447,12,4,70.7,1
4155,456,History,5,1,79.7,6,1.344,0.3047,5.8,43.48,-2.2161,25,5,17.9,0
9321,515,Mathematics,4,4,101.8,9,2.047,0.2302,6.4,59.78,0.6448,20,9,72.6,1
4814,614,English,5,1,107.3,6,1.377,0.2069,5.4,45.32,-1.9902,16,4,32.7,0
4216,313,Mathematics,3,2,79.4,6,1.929,0.2314,8.5,47.34,5.9496,28,10,46.6,0
9219,953,Mathematics,1,2,31.3,7,1.499,0.0859,3.6,49.59,0.2427,11,5,64.0,1
3113,173,Science,5,10,68.9,6,2.079,0.3141,11.4,83.11,4.1012,18,11,73.3,1
5356,662,History,2,3,51.3,8,1.629,0.4749,4.2,52.83,-2.2726,44,17,59.4,0
6543,678,Mathematics,1,8,72.5,2,2.205,0.0667,3.5,72.15,-6.46,39,30,85.4,1
5555,608,Computer Science,5,6,41.7,5,1.88,0.4022,3.6,62.7,-3.0008,42,15,65.5,1
8062,431,Computer Science,2,6,73.8,10,2.082,0.3178,12.2,70.68,4.8044,18,9,83.1,1
4374,192,Mathematics,1,9,78.4,3,2.544,0.1529,1.4,72.55,-2.1782,44,42,100.0,1
7430,787,Science,5,8,67.5,6,2.405,0.1273,5.9,69.03,-1.7661,22,11,72.1,1
4466,756,Science,4,2,70.9,6,1.563,0.1876,1.4,45.41,-0.4873,45,15,48.6,0
4081,618,English,2,6,78.8,7,2.076,0.1831,0.5,68.43,0.5482,12,7,85.1,1
1629,368,History,4,1,41.6,3,1.852,0.1713,15.4,42.34,3.749,27,7,20.6,0
1269,475,Science,3,9,68.1,10,2.065,0.425,0.7,84.59,0.6975,18,14,100.0,1
6724,933,English,5,4,58.5,4,1.906,0.2187,5.8,51.84,-2.3164,10,2,50.6,0
6897,103,Computer Science,5,4,88.5,5,1.884,0.2322,2.8,55.25,-1.8971,10,3,39.7,0
4432,237,Computer Science,2,9,80.2,1,2.361,0.0,9.1,73.19,-0.4405,43,35,87.9,1
7276,330,Computer Science,5,3,46.2,4,1.932,0.5365,7.4,56.28,3.0708,45,15,37.9,0
6895,699,Mathematics,3,5,78.1,4,1.896,0.0737,0.8,57.65,7.8134,12,6,62.5,1
8115,628,History,5,1,95.1,6,1.527,0.1897,3.2,48.6,2.0654,14,3,41.6,0
7656,151,English,1,6,70.6,2,2.211,0.0101,0.1,68.19,-0.3909,19,14,70.7,1
1575,745,History,4,3,52.4,5,1.685,0.0571,2.8,51.33,0.0898,40,16,42.8,0
8029,822,Mathematics,3,1,33.4,5,1.732,0.5661,6.0,41.16,-0.3399,37,12,35.6,0
7099,424,English,3,10,10.8,5,2.56,0.4197,1.3,,-0.2759,49,47,100.0,1
4192,830,English,4,6,88.0,7,2.152,0.0556,8.3,64.49,-14.0288,37,15,82.5,1
4178,816,Science,4,10,26.2,7,2.226,0.0863,0.3,82.29,0.7372,17,11,90.2,1
7052,822,History,3,2,34.6,6,1.64,0.4816,0.2,49.88,2.4234,20,7,52.7,0
3734,376,History,4,8,62.6,4,2.079,0.0787,0.1,69.22,0.0306,50,28,78.9,1
7116,635,Science,2,2,67.8,5,2.125,0.3984,1.6,39.39,4.6108,26,10,52.7,0
4568,585,Computer Science,4,4,96.8,2,2.02,0.0024,3.1,54.43,-2.0015,33,10,53.0,0
3203,615,Mathematics,1,3,69.2,4,2.256,0.1138,0.6,51.71,-2.2863,41,19,77.7,1
2390,251,History,1,9,53.3,9,2.565,0.0806,28.6,72.82,-0.9734,45,36,100.0,1
2742,582,Science,2,2,53.3,6,1.47,0.0873,38.7,48.28,1.3615,38,16,37.3,0
2925,358,English,4,3,22.1,4,1.907,0.0497,3.7,54.79,-0.8224,16,5,42.0,0
1619,423,Science,1,7,96.0,8,2.084,0.3214,4.2,68.82,-1.7414,32,20,90.8,1
2274,968,Computer Science,5,4,82.2,5,1.968,0.2123,13.1,56.38,-0.908,25,7,48.2,0
1956,267,Mathematics,4,6,66.9,8,2.446,0.4157,7.3,58.94,6.3722,37,19,67.6,1
2939,787,Computer Science,2,3,95.8,3,1.983,0.0086,0.9,,0.3752,47,24,61.9,1
4953,409,English,4,1,86.9,3,1.469,0.205,7.9,44.3,-1.1871,24,6,18.7,0
1968,902,English,3,6,73.5,3,2.318,0.0024,1.3,63.39,-0.6262,13,6,79.6,1
1281,578,English,3,4,59.2,5,2.187,0.0387,2.8,60.49,0.8884,24,10,57.6,0
7262,155,English,1,2,60.9,8,1.814,0.1597,3.8,51.89,0.9977,36,18,53.5,0
