candidate_id,skill_score,exp_years,group
909,0.8681373299272304,14,A
910,0.07180549159387038,1,A
911,0.7269651974979672,3,A
912,1.4344087165423152,1,B
913,-0.11610993760936106,3,B
914,-1.665610164717782,6,A
915,-0.4002166195455367,6,A
916,-1.1532344879691516,14,B
917,-1.4040851612682723,14,A
918,1.4321991038140178,11,B
919,2.3714882472537018,8,A
920,-1.368631105040485,2,B
921,1.569043829700254,7,A
922,1.867492757612553,7,B
923,0.5794571622643356,3,A
924,0.1722699088154626,3,A
925,1.2316665571748655,4,A
926,0.478637955608827,11,A
927,0.5905623841218806,13,B
928,0.4367454465336843,6,B
929,-0.17552461782997705,10,A
930,0.08520386995100761,6,A
931,-0.1723359496342604,9,B
932,-0.09197776562624067,3,B
933,0.7370678916322584,11,B
934,-0.8688530094427706,1,A
935,-0.6555038515145399,13,A
936,0.230945108589664,13,A
937,1.2343756356798907,14,A
938,0.7275937771365204,0,A
939,0.2749237352811141,7,A
940,-0.4453184623683493,7,A
941,-1.3708360590417303,3,B
942,-0.03510491393551537,3,B
943,0.42555524238898773,11,B
944,-1.18710988827216,6,B
945,2.0984957520926577,4,A
946,0.5158435583954123,2,B
947,1.142252991571732,4,A
948,0.8818840087982475,9,B
949,-2.1682646336429787,10,A
950,1.039900239309921,5,B
951,0.8624997659006852,3,B
952,-1.4574051949247822,14,A
953,0.16142984062797702,8,A
954,0.045632668473685224,12,A
955,0.002990567932515256,10,A
956,0.83944037558584,0,A
957,-1.0305060122110536,4,A
958,-0.6701522327820157,2,A
959,-1.7405813472517624,5,B
960,1.0240089734503826,12,A
961,-0.5347122581632491,7,A
962,-0.17071419348061925,10,B
963,-0.2755889591914984,8,A
964,0.13820563542512596,0,A
965,-1.7495839748958202,1,B
966,0.6823054983234118,5,B
967,-0.9266336563785054,2,A
968,-0.646567315426073,1,A
969,0.3806774361496145,0,A
970,1.0973195765362085,7,A
971,0.7807271208856659,5,A
972,-0.43617712820364507,10,A
973,0.40999183009542517,4,A
974,-1.435443275119191,2,A
975,0.9470869610088908,12,A
976,0.1578877500747885,12,A
977,-0.3209908310195628,11,A
978,-0.8179789851396267,3,B
979,-0.38332840998053935,5,B
980,0.462087353401156,13,A
981,-1.2198785590231391,8,A
982,1.0822490115799455,4,A
983,-1.4944275688382604,9,A
984,0.42365760578523065,0,A
985,1.7734731663335472,7,B
986,-0.8152014504441955,11,A
987,0.7709017832664657,11,B
988,0.151985426552595,8,A
989,2.420245026325039,11,A
990,-0.025092400085050186,12,B
991,-0.39712696099269157,4,A
992,-0.1946620085736783,6,B
993,-0.0009028339972982567,12,A
994,0.1925615517824097,4,B
995,-0.8010628526629715,11,A
996,-0.13124558615493628,12,B
997,2.2173249349832678,7,A
998,1.7438538453187304,2,A
999,-0.6965384557005567,5,A
1000,-0.8350108635004792,6,A
1001,0.43511872771589694,1,A
1002,-0.22053726877219934,6,B
1003,-0.03760687734973304,5,A
1004,0.7833968085347225,9,A
1005,0.24831295724050578,7,B
1006,-0.36766453846758673,8,B
1007,-0.7761483020559972,12,A
1008,0.11076802369688994,7,A
1009,0.1185904751727178,6,A
1010,-0.12506914610580927,1,A
1011,-0.9866544893404988,8,B
1012,1.0579147980980654,13,B
1013,-0.614368620223687,6,B
1014,-1.3190880704847423,4,B
1015,0.21124019390865337,13,B
1016,0.6811274949378352,3,B
1017,0.30440779441579996,11,A
1018,-0.5426465379976447,1,B
1019,-1.430733003982204,11,A
1020,0.01716608620778467,7,B
1021,1.133375534716148,12,B
1022,0.8018077831657324,14,A
1023,0.17015988047864608,7,B
1024,0.7544830811446485,5,B
1025,-1.3485075654252234,5,B
1026,1.1971221292455603,12,A
1027,-0.9609464364701812,7,A
1028,-0.636023764145814,9,A
1029,0.6439707148142225,11,A
1030,-0.56496373825122,9,A
1031,-1.4207966102815925,7,A
1032,1.0353013911716005,14,B
1033,0.07508793376622616,1,A
1034,0.4706370065875227,0,B
1035,0.7270007295733258,2,A
1036,0.4555106741564497,13,B
1037,-0.5925498736512013,10,B
1038,-0.3715150120428753,14,B
1039,1.9156490554969747,14,A
1040,0.36660080553883984,13,B
1041,0.11044360555804011,12,A
1042,0.9939323603572691,2,A
1043,1.0125000525498475,9,B
1044,0.7598652185413834,4,B
1045,0.5933246205552059,8,B
1046,-0.571752356009862,13,A
1047,1.1795438630029687,13,B
1048,1.103309665508314,8,B
1049,0.0688102294407597,0,A
1050,0.36593430638153446,4,A
1051,1.1699746251345986,7,B
1052,-0.8769562803099799,7,A
1053,0.14428661408737914,5,A
1054,-0.6131292585484133,12,B
1055,-0.005684191916507665,2,A
1056,0.8290648135351267,5,A
1057,0.4396225986350423,9,B
1058,-1.2899487551233486,1,B
1059,-2.0438280598648726,14,B
1060,-0.612874283407821,5,B
1061,-1.6788705114368458,8,A
1062,0.1343480390284691,1,B
1063,-0.7020012121986255,14,B
1064,-0.1907398240547785,6,B
1065,-1.0839305125537317,1,B
1066,0.517313512280379,3,B
1067,0.7822173128340852,6,A
1068,-0.5732252127742843,5,B
1069,0.14881763914797685,4,A
1070,0.5915956950034622,4,A
1071,1.4179548193477465,2,B
1072,-0.3198966799705179,0,B
1073,1.111075849759741,1,A
1074,-0.0926568550153346,7,B
1075,0.8319205565153023,14,B
1076,-0.25008213285168057,13,B
1077,-0.4317588808514664,9,A
1078,0.03582458545013756,1,B
1079,-0.8613057759997529,1,B
1080,-0.3740840720793452,13,A
1081,-0.13459264613689764,1,B
1082,-0.36253940567950466,11,A
1083,-0.378159992433274,9,A
1084,0.45271644147493917,9,A
1085,2.2174332052705052,4,A
1086,0.6760676049487797,0,A
1087,-0.4448409678655085,11,A
1088,0.6909742190767536,6,B
1089,0.7135038142383782,6,B
1090,0.2869747083421152,1,B
1091,-2.1155614980178856,4,A
1092,-0.3594922487794632,11,B
1093,-0.003980537502720818,0,B
1094,2.6317490077828074,12,B
1095,-2.585485777036899,4,A
1096,0.5419119812345291,8,A
1097,-1.131340568867631,11,B
1098,-0.3179063531122468,1,B
1099,-0.7356295947994096,7,A
1100,-0.389167578789244,0,A
1101,0.235652746639868,10,A
1102,0.6096933099332804,6,B
1103,1.2413170867038843,11,A
1104,-0.4296221513512761,13,A
1105,-0.2537525687015788,10,A
1106,0.39077705114623423,6,B
1107,-0.3197304000403259,1,B
1108,-0.7742076252588657,7,A
1109,1.5342242194234432,0,A
1110,1.7354623381527112,5,A
1111,-1.053064426687403,7,A
1112,1.63936454728468,10,A
1113,-0.5420549022421293,12,A
1114,-0.1188706566671545,0,A
1115,-1.8086082113979494,8,A
1116,-0.828670191015613,13,A
1117,0.4731663116018274,9,A
1118,-0.10026735628046,1,B
1119,-0.27684579992922215,9,A
1120,-0.5118199460458774,14,B
1121,-0.49749843899801266,10,A
1122,0.29014645486847335,3,B
1123,-0.06847640425866063,0,A
1124,-0.050618990389674316,8,B
1125,-0.033169088620394305,14,B
1126,0.4860085304335772,3,A
1127,1.0749613093253756,4,B
1128,-0.07653802850945288,7,B
1129,-1.2477501390400367,9,B
1130,1.131714604574377,0,B
1131,0.5243680079850316,5,A
1132,0.9800512271557792,6,B
1133,-1.4090795713447044,9,B
1134,-1.3433531280677535,12,B
1135,-0.42098636354817814,2,A
1136,0.7608289366859496,4,A
1137,-0.9625436502433804,6,A
1138,0.07262896716765961,4,B
1139,0.6306459475827378,9,A
1140,-0.24834419487659845,11,B
1141,0.01934312489415938,13,B
1142,-1.5327993831726574,14,B
1143,1.1853495572673338,8,A
1144,0.6948449543631086,2,B
1145,0.23860278932331527,2,A
1146,0.252236240962305,13,A
1147,-0.3400837840287982,11,A
1148,2.5469356995776167,5,B
1149,0.5349415717284096,14,A
1150,1.530201764818041,6,A
1151,-0.10191606002483494,9,B
1152,0.34053684819599583,14,A
1153,-0.3631022538347193,9,B
1154,0.30627071975503717,2,B
1155,0.32166369220986396,9,B
1156,0.613574275409635,11,B
1157,1.0046567445301302,9,A
1158,1.0609301519092842,14,A
1159,0.9575302311771924,14,B
1160,-0.23965220291841394,7,A
1161,0.7496572887851635,9,B
1162,-0.31808570935904207,12,A
1163,0.678572281661339,13,A
1164,0.3455266525944137,1,A
1165,-1.0572085286148898,2,B
1166,-1.612604600661467,14,B
1167,1.814622983526043,4,A
1168,-0.45885497779871826,1,B
1169,0.631869548884517,1,A
1170,-0.019140435602963614,5,A
1171,-1.6801061787199212,0,B
1172,0.14385983179370498,0,A
1173,-0.9940169586243555,12,B
1174,1.0557465212005344,0,B
1175,-0.14555507081444857,0,B
1176,1.8347678735040196,11,A
1177,0.7483820811898375,11,B
1178,-0.7825537957831766,2,B
1179,1.4487025352779805,9,A
1180,-2.4977580635592997,12,B
1181,2.133484425027112,2,B
1182,0.34697514926724776,7,A
1183,-0.14642056562696512,4,A
1184,-0.8976064653155069,11,A
1185,-0.6327242273910261,14,B
1186,-0.08127627706407164,10,B
1187,-1.0450143217800942,11,A
1188,-0.3908718749643966,5,A
1189,0.014928407737525717,5,A
1190,-1.4302002447908204,11,A
1191,0.3875687798496642,7,B
1192,1.84475498540652,12,A
1193,0.2555916404801401,10,A
1194,-0.7073351504490649,13,B
1195,-0.36939026659772844,7,A
1196,0.21294581369712795,12,A
1197,0.03226010270377298,9,B
1198,1.0550224832795851,10,A
1199,-1.0323533081546175,2,A
1200,-1.5117980232432449,3,A
1201,0.0232999337277919,14,B
1202,-0.5230009712275288,9,B
1203,1.2807122970397413,3,A
1204,-0.8474039440710567,1,B
1205,0.0695701904613002,10,A
1206,-0.6886202628638094,7,B
1207,-0.3197339466369894,3,B
1208,1.6910510368615612,7,B
1209,-2.2829533713659926,4,A
1210,1.2581602598368913,2,B
1211,1.3401552500052967,8,B
1212,1.1084163050797136,9,A
1213,0.6771293447964907,8,B
1214,0.31136233023177456,0,A
1215,-0.11597580536837322,4,A
1216,-0.8858414392000141,1,A
1217,-1.760064786894418,14,B
1218,1.7858207298737014,9,A
1219,0.9799781806281145,8,B
1220,-0.6632433892680366,12,A
1221,-0.45933221773252675,10,A
1222,1.58685016582792,8,A
1223,-0.5123467253120573,8,B
1224,-0.33838633585966066,14,A
1225,0.2702766971288783,4,A
1226,-1.8741945677500906,3,B
1227,0.8768892066433874,10,A
1228,2.3870527114545665,1,A
1229,-0.024211214519866315,6,B
1230,-1.1393140700789093,5,A
1231,-0.5325780822933178,3,A
1232,-1.64073178346263,6,A
1233,0.2373275994819822,9,A
1234,1.0871823864436525,13,B
1235,-2.1157464760999396,13,A
1236,-1.507647662573958,11,B
1237,0.2779344766808677,14,A
1238,0.2158568951475837,7,B
1239,-1.0260698015246905,2,A
1240,1.1087820142197535,9,B
1241,-1.1169992189838869,3,B
1242,-1.3756990096663706,8,A
1243,-1.309318978465728,10,A
1244,1.188297662735582,0,A
1245,-0.42984805890235595,11,A
1246,1.381979527082824,13,B
1247,1.363943556533319,1,B
1248,0.15094724264373266,1,A
1249,-0.1692723656131615,2,A
1250,0.9512127599773735,7,A
1251,1.076381421180638,3,A
1252,-1.4409545751955686,3,B
1253,0.5401181651641803,6,B
1254,-1.7115711804840774,10,B
1255,0.23228635100010478,5,A
1256,0.717368916719437,14,B
1257,0.164800205454329,7,B
1258,-0.4857814187439944,0,B
1259,0.8661478335254965,7,A
1260,1.2711526916361955,1,A
1261,0.9112094036350523,5,A
1262,-1.437259369577666,12,B
1263,-0.4540406808075476,8,A
1264,-0.8485620673715012,3,B
1265,0.8951228785178904,0,B
1266,-0.039777799479879604,11,A
1267,1.6352863476388277,2,B
1268,-0.09560716121210278,8,A
1269,-1.098015856136713,3,B
1270,0.9584982455541325,9,A
1271,-1.8254008824951153,13,A
1272,0.10677586328624003,11,B
1273,0.17065441622438357,7,B
1274,-0.754850444817644,1,B
1275,1.3144951905961164,5,A
1276,-0.7553037388186288,14,B
1277,0.6780820052898388,14,A
1278,-0.7419285999445705,10,A
1279,-0.7747452679301449,0,B
1280,0.5125099973952575,10,A
1281,0.9652221831025815,3,A
1282,0.781611491857258,8,A
1283,0.3265746767666949,10,B
1284,-1.9771462169142962,4,B
1285,-0.719181242121215,12,B
1286,-0.4261720733025445,5,A
1287,-0.49550634474238175,9,A
1288,-0.5894997788473244,4,B
1289,1.172703945056509,9,A
1290,-0.0158350212666464,9,A
1291,0.4890425385314379,11,B
1292,1.0490817790282625,0,A
1293,-0.9020913006502863,11,A
1294,1.2437166128374662,7,A
1295,-3.6401036859367597,11,B
1296,-1.3457023544001099,2,A
1297,-1.6554721291319332,0,B
1298,-1.475954093384452,14,A
1299,-1.5237238227321985,11,B
1300,-2.210081245095302,3,A
1301,1.8529815394993572,3,B
1302,0.1401834249758225,1,A
1303,1.3995007388818452,4,A
1304,1.5886265357343605,12,B
1305,1.3929306446739105,9,B
1306,1.5763741202450947,0,A
1307,-0.9733019998312674,1,B
1308,0.3056984376333005,9,A
1309,-0.6406646933035142,2,A
1310,-0.9346190203656446,10,B
1311,-0.279804912743215,0,A
1312,1.0148041629366975,14,A
1313,0.32851851663353704,0,A
1314,0.8030259897930625,1,A
1315,-1.6029871821452122,11,B
1316,-1.1982038883320327,10,A
1317,0.04030822320572998,11,A
1318,-0.5507453252939064,14,B
1319,1.8908669749612819,5,A
1320,-0.8292856443912713,10,A
1321,-0.14055240637046995,3,B
1322,1.1975262813625136,4,A
1323,0.8151437397996653,7,B
1324,-0.6011509608062574,4,A
1325,0.950563839411741,0,A
1326,1.0706466702201618,2,B
1327,-0.707523210173105,13,B
1328,-1.1323175267436418,14,A
1329,0.5835965775305414,3,A
1330,1.074981729634046,8,A
1331,-0.6515434531204779,12,A
1332,0.3112936188820952,7,A
1333,0.9712560290287496,6,A
1334,-0.8162578685197722,3,A
1335,0.6412949426227766,9,A
1336,-1.0439241631661362,2,A
1337,-0.634622888274491,8,B
1338,-1.4915751834722202,7,B
1339,-1.2522234679558812,6,B
1340,0.32905414648948556,13,A
1341,0.3474678029810966,14,A
1342,1.294532466773663,1,B
1343,0.1708806744015258,2,A
1344,1.5295705470263845,5,A
1345,1.229473521415435,4,A
1346,0.020396549982205685,2,B
1347,-0.8996496266303815,3,A
1348,-0.9361762407851618,0,A
1349,-0.014471848591022959,2,B
1350,1.0996458706777172,7,A
1351,0.7040464153746487,7,B
1352,2.338651395123305,8,A
1353,0.4666580253985821,9,B
1354,-0.30923320339808585,10,A
1355,-0.7538582422249939,3,A
1356,0.9380690092918506,0,A
1357,0.2749738976216138,5,B
1358,-0.48863669482346744,6,A
1359,0.9910809658720954,9,B
1360,-0.23043071337456247,10,A
1361,0.44215278889894744,10,B
1362,-1.2768778344272325,13,B
1363,0.569496155711523,9,A
1364,2.0150554013117237,4,A
1365,0.5846907072036108,0,A
1366,0.619442324867424,13,B
1367,-1.9508245759204303,14,B
1368,-0.08486672049123434,14,A
1369,0.5733998140353183,6,A
1370,0.24529520239111915,3,B
1371,-0.7843186557708334,1,B
1372,0.682733660420789,5,A
1373,0.3603417058468153,14,A
1374,2.063564939852445,14,A
1375,-2.603140240288373,8,A
1376,1.5230384852255698,11,A
1377,-0.501014013395357,2,A
1378,0.20902051111224315,11,A
1379,-0.952940501805652,13,A
1380,-2.0676868847986394,12,B
1381,0.12258616195592603,7,A
1382,0.9357541013929201,6,A
1383,-1.499161539696601,1,A
1384,-0.22798800923781423,9,A
1385,1.9403383957968927,1,B
1386,0.6491503797383367,10,A
1387,1.9370804798616892,9,B
1388,0.6692985969828724,4,A
1389,-0.27213890030651766,4,A
1390,2.603693194947114,1,B
1391,-1.8823555258325515,3,A
1392,-1.853642437052892,13,B
1393,-0.6918123877974002,9,A
1394,0.1441834773701686,5,A
1395,0.5093402497206005,14,B
1396,-0.597658235155586,6,B
1397,-1.2769016714005885,5,A
1398,-0.12677071240091156,5,B
1399,-0.4674000039109891,7,B
1400,-0.6680508723462097,7,A
1401,0.18504877530418404,5,B
1402,-1.3486586147976918,10,A
1403,-0.058377911990952804,2,A
1404,0.17087435777040477,8,B
1405,0.9533189514177192,12,B
1406,-1.7133078817204812,4,B
1407,0.19265691365919185,5,A
1408,0.3404662611743176,5,B
1409,-1.2475302913772783,14,A
1410,0.10658111578417362,14,A
1411,0.4331993706438311,7,A
1412,1.3688159309671637,6,B
1413,0.484248899439665,9,A
1414,0.6687859031529221,3,B
1415,1.7929650856721095,10,B
1416,0.020101583230028173,10,B
1417,0.21136709005159648,11,A
1418,0.1341362603641855,7,A
1419,0.7474716146610563,8,B
1420,-0.5116518653546969,13,A
1421,0.5311850506449222,12,A
1422,-0.1972621624369845,3,A
1423,0.8874206332968624,13,B
1424,-0.039007179257285945,11,B
1425,-1.6342452385086217,6,A
1426,-1.1436281401404975,9,A
1427,0.11230986357777847,7,B
1428,1.7221973299476054,11,B
1429,0.2693103587924695,9,B
1430,-1.5796713590958817,5,B
1431,0.35325504339436414,2,A
1432,2.2967360440646454,13,B
1433,-0.682562015477886,11,A
1434,2.3844733026661507,7,A
1435,1.421555298829832,11,A
1436,-0.7084611028855411,3,B
1437,1.3305835093619933,12,A
1438,-0.625117621460735,12,B
1439,0.5101914808709537,4,B
1440,-0.7441480980760438,11,B
1441,-0.06251492783261813,4,A
1442,-0.3368074666379008,1,B
1443,1.2574604065858965,5,A
1444,-0.2496277829707679,7,B
1445,-0.5870475542704359,8,A
1446,1.5431985342309202,2,B
1447,-1.2629929160396733,5,A
1448,0.4686892769138752,8,A
1449,1.562770282916673,11,B
1450,-0.7420003170444047,0,A
1451,-1.1602903744791644,10,A
1452,-1.427147745668579,7,A
1453,1.4503585752621464,5,B
1454,-1.3986302715952537,13,B
1455,1.1302962828215448,1,B
1456,0.08102593254560723,12,B
1457,0.7104030057401279,1,B
1458,0.898425249285049,1,A
1459,-1.0147494830417723,11,A
1460,2.231520427637866,7,A
1461,1.718005504924521,0,B
1462,1.010164352974097,0,B
1463,-0.5778658398029638,13,A
1464,-0.299705847230148,2,B
1465,0.8486189056294575,2,A
1466,-1.5614234771613995,13,B
1467,-0.10956883751467517,9,A
1468,1.4762289853341712,13,B
1469,-0.01691985973556853,3,A
1470,-0.96491399274739,0,A
1471,0.8013788953662272,5,B
1472,-1.5348766896707242,12,B
1473,1.455580349088853,10,A
1474,-0.5242756852633946,8,A
1475,1.4189138100580918,0,B
1476,0.38925452495987944,11,A
1477,0.3475650980522228,8,A
1478,0.9162545439749441,7,B
1479,-1.3950950727397613,11,B
1480,0.33573490546990625,3,A
1481,1.256488923476952,3,B
1482,0.07693319936123476,12,A
1483,0.9660803605363597,3,B
1484,-2.1193480531417754,10,B
1485,-0.7472849721538743,6,A
1486,-1.2192161228979124,2,B
1487,-0.2242677703537471,13,B
1488,0.29160571746416286,1,B
1489,1.4362050633639956,5,A
1490,-0.2921712468170617,9,B
1491,-1.6418909251950253,13,B
1492,-1.2149811776744135,5,B
1493,2.03338040359321,11,A
1494,-1.505186487076893,10,B
1495,0.9973565158303624,14,A
1496,0.027913702049002554,0,A
1497,-0.7340453871950272,6,A
1498,1.8151435892215266,10,A
1499,-0.5101815363582577,0,B
1500,0.058759024925879935,2,A
1501,-0.11417334325090633,12,A
1502,-0.3991019846023223,8,B
1503,-0.05353640731431968,11,B
1504,-1.3380459043411468,9,A
1505,0.17908673088036506,9,A
1506,-0.3199917797402142,4,B
1507,1.5796900955091584,1,A
1508,-1.6149667795460407,6,A
1509,0.29764464258921053,4,B
1510,-0.169967077821397,1,B
1511,-0.8172460008712124,0,A
1512,0.8668420158066183,1,A
1513,-0.4087939121572121,11,A
1514,0.562013376911139,2,B
1515,0.023283624339405062,9,A
1516,0.1713812733249716,4,A
1517,0.7779694468288229,13,B
1518,-0.07661939652329253,5,A
1519,-0.2706246967108832,0,B
1520,-2.3191210952575942,5,B
1521,-0.47584715347709894,11,A
1522,-0.23154762035890222,12,B
1523,0.33607307400740766,9,A
1524,-0.5150983675356828,14,B
1525,-0.8139351867019596,6,A
1526,0.02141398194910059,8,A
1527,-0.7342677687274074,9,A
1528,-1.1206518872972826,1,B
1529,0.46856294916561064,7,A
1530,-0.22340050340345208,3,A
1531,-1.454775020052997,9,A
1532,1.6224553912969892,4,B
1533,-0.6814512098336417,13,B
1534,-1.5449270426904687,0,B
1535,-0.5636932647599928,8,B
1536,-1.4971182301555492,9,A
1537,-0.06177682716175529,2,B
1538,-0.6066052916150474,10,B
1539,1.305708297999422,13,B
1540,2.106551881789888,10,A
1541,-1.3135438918065652,11,B
1542,-0.1873398291375265,13,B
1543,1.172915932483038,1,B
1544,0.09432719495839792,4,B
1545,-0.061002164591777715,11,A
1546,0.7364452467717644,14,A
1547,-0.2769515095437266,1,A
1548,0.5297186072973354,11,B
1549,-0.43987333896478703,12,A
1550,-1.9789843339839552,4,B
1551,-2.59032423358687,11,B
1552,-0.18524880358318502,7,B
1553,-0.12012100668059182,4,B
1554,0.3716496009753175,10,B
1555,1.368129057100506,6,A
1556,-0.8588481591815607,0,B
1557,-0.05577773497704245,10,B
1558,0.6220459592278074,6,B
1559,0.361762256103846,10,A
1560,-1.8972987731316373,12,B
1561,-0.6235387030816184,13,A
1562,-1.4879356495867573,11,B
1563,-0.876200719321899,13,A
1564,0.8598553255603391,12,B
1565,1.1494821243207383,2,B
1566,-0.009532481929752633,3,B
1567,0.5257663827886673,13,B
1568,1.6126816470663772,6,B
1569,0.16409302890683666,9,B
1570,0.07449341638842354,2,B
1571,-0.12064299869398912,12,A
1572,0.14874705363325408,8,A
1573,0.8206092450983716,14,A
1574,-1.067397712805209,6,B
1575,1.8489470949769349,11,B
1576,-1.530679198493973,14,B
1577,-1.2164992548268518,2,A
1578,-1.1375881994671961,14,A
1579,0.9675250575703285,5,A
1580,-0.09062901293024381,1,A
1581,-0.3757951698915374,2,A
1582,0.7776868148346044,10,B
1583,1.1852906120789244,14,A
1584,1.318116343007023,14,B
1585,1.2508838915008689,0,A
1586,-1.641209576217383,8,B
1587,-0.03370951281881974,1,A
1588,1.6054636715107402,5,B
1589,0.7503767045610374,7,A
1590,-2.085253867182205,5,A
1591,2.2470163486498462,6,A
1592,0.5566409014118892,14,A
1593,0.5654484975195347,4,A
1594,0.8631652823287156,5,B
1595,0.787728617743191,11,B
1596,0.4730236611347354,2,B
1597,0.2238007423188684,9,A
1598,-0.5819256807080575,14,A
1599,0.0698883367891801,2,A
1600,0.6168180649853972,0,B
1601,0.9498361279970831,4,A
1602,1.907379360909425,5,A
1603,0.9507695793659912,0,A
1604,0.5521021649350195,4,B
1605,0.7323219105492336,12,B
1606,0.03940736170970004,2,A
1607,-1.0614969224138266,9,B
1608,0.739050504376127,9,A
1609,1.5320942700026468,10,A
1610,-1.7295920431514606,8,A
1611,0.711950650211812,10,A
1612,-0.24888750795336012,4,A
1613,-0.26448213368486845,0,B
1614,0.26484355393329606,13,B
1615,0.06708014236437206,7,B
1616,-0.26316107026649693,12,B
1617,-1.182596999426081,9,A
1618,0.22016578685731222,1,A
1619,-1.7019558137769915,1,A
1620,-0.45187393179318025,4,A
1621,1.3175237336919121,1,A
1622,0.7895396732084123,6,A
1623,-1.6272302068246751,6,A
1624,1.56428429859186,4,A
1625,0.8966212329746641,6,B
1626,-0.6860525744731109,2,A
1627,-0.4396949318282434,5,A
1628,-0.062826373988762,0,A
1629,1.505436875740667,10,A
1630,-0.6484897629276096,1,B
1631,1.8315638955939983,8,A
1632,0.04019439342834906,11,A
1633,-1.6879092605492345,7,B
1634,-0.8186943541529803,9,A
1635,0.3110440451413511,3,B
1636,-1.8002903655104625,5,B
1637,0.26374703877184924,14,A
1638,-0.4112978714522307,10,A
1639,0.6502369265615765,10,A
1640,1.373709418453858,2,B
1641,0.6524800139941879,3,B
1642,-0.7567744210796897,8,A
1643,-1.2939492383765387,13,B
1644,-0.8418468017565849,0,B
1645,0.6127259209834419,3,A
1646,-0.09117787112617536,1,A
1647,1.3414566761792763,8,A
1648,-1.9143103354724333,10,A
1649,-0.3318615668657639,4,A
1650,-0.36413388125466134,10,A
1651,0.8153007634654196,1,A
1652,-0.6557587827082061,2,A
1653,-1.080004750322569,14,A
1654,0.2889789560844729,9,A
1655,1.1402252543276776,0,A
1656,-1.4980242314280114,12,A
1657,1.1104599985314534,7,A
1658,0.1470474260700706,10,A
1659,-1.2801360436426632,12,B
1660,0.039242451184216896,4,A
1661,-0.9314739640229417,7,B
1662,-1.018722165192588,3,A
1663,-1.43588427091524,11,A
1664,-1.2052501001090339,5,B
1665,-0.20154252739608366,0,B
1666,-2.072455185980453,1,A
1667,-0.29873499214895,6,B
1668,-0.19462553305676322,3,A
1669,-0.8324409265599934,6,B
1670,-0.26414972201555315,11,A
1671,0.3491385323773312,0,B
1672,0.09641651421839456,7,A
1673,1.974542509215248,10,A
1674,-1.209888700496727,11,B
1675,0.979534566849551,12,A
1676,0.17056594029466648,9,A
1677,0.19166597803854582,2,A
1678,-1.4904709797243945,12,B
1679,-1.0088258576764906,13,B
1680,-0.6629110918517425,14,A
1681,-1.5744057571842236,3,B
1682,-1.4301369400926927,10,A
1683,-2.535378501556666,6,B
1684,-0.6789146688441802,2,B
1685,-0.32391013322740686,11,A
1686,0.8453572744311328,8,B
1687,-0.14448477651882274,0,A
1688,0.6813405711758879,2,A
1689,-0.7003483478644591,2,B
1690,-1.4542987254271407,11,B
1691,-0.5297822580689507,1,A
1692,0.8992742207747548,0,A
1693,1.1758545295882774,3,A
1694,1.3980238009975743,5,B
1695,1.685972461023537,13,B
1696,-0.1898161086979119,2,B
1697,-0.6018769562356451,1,A
1698,0.2471991457336592,12,A
1699,0.16207340156416752,5,B
1700,-1.2300708046384785,0,A
1701,1.0903093177695988,4,B
1702,-0.08145814221153386,3,B
1703,0.028295325624611525,11,A
1704,-1.8906715908398606,1,A
1705,1.6237630405687864,3,B
1706,-1.6072198080318796,7,B
1707,1.480217811934747,3,A
1708,-0.16109599307762598,10,B
1709,0.04831813210228227,2,A
1710,-0.1510583756221129,5,A
1711,-0.14732486085340069,12,A
1712,-1.768501855968258,6,A
1713,0.1857319651228831,5,A
1714,-0.746623307062919,1,A
1715,-1.3463921753534802,8,B
1716,1.1276347644780675,14,A
1717,1.4988529981092609,0,B
1718,0.06480326270549042,12,A
1719,1.7189739108310873,5,B
1720,-0.18844625557305408,4,A
1721,0.04034336140319341,7,B
1722,-0.347086986821359,5,A
1723,-0.8642418986909643,13,A
1724,0.9952184313592063,13,A
1725,0.07044119414580471,2,B
1726,-1.0221265861476854,11,B
1727,-0.7471896597407227,9,A
1728,0.6175654416187234,4,A
1729,-0.8892743969578026,0,A
1730,-2.586706751037606,0,A
1731,1.0584268799327687,9,A
1732,1.8199370980542808,13,B
1733,-1.6252680790789844,14,A
1734,1.3759107578462728,2,B
1735,-0.6441025461610633,10,A
1736,1.7388027393007002,12,A
1737,0.488377916048191,14,B
1738,1.2635985037489816,13,A
1739,1.5567502438254615,9,A
1740,-0.6250153006476027,7,A
1741,0.4432644038100076,5,A
1742,-0.2767631350023848,4,A
1743,-2.057223713542728,11,B
1744,-0.1055635810803526,3,B
1745,-0.7642045620622966,14,B
1746,-1.1627525810124522,4,A
1747,-0.5905848558754029,7,B
1748,1.2136568471257443,3,B
1749,-2.458988366084158,3,B
1750,-1.042495466622605,12,A
1751,0.5923515500783338,6,A
1752,-0.742069408508482,2,A
1753,1.4486441779055017,11,B
1754,0.9700385428255616,4,A
1755,-0.1549923621075935,14,A
1756,-0.22680849269184147,3,B
1757,-1.4410533112111463,11,B
1758,-1.9260480611251085,8,B
1759,-0.8190763937293738,0,B
1760,0.751406350019449,9,A
1761,1.0472514346621002,5,B
1762,0.08130554129423168,4,A
1763,-0.42384900455514507,11,B
1764,0.9498229143916876,11,A
1765,-1.8541456219382322,6,A
1766,1.4140435550074617,1,A
1767,-0.5400989236348295,2,A
1768,1.3916041469684555,7,B
1769,-0.4864844409786584,4,A
1770,0.08366548242691972,4,A
