student_id,job_id,successful_match
S04198,J00831,0
S02246,J00641,0
S02466,J00213,0
S01771,J00876,0
S04482,J00245,0
S02874,J00887,0
S01833,J00843,0
S03024,J00177,0
S00354,J00142,0
S03064,J00297,0
S02291,J00370,0
S02505,J00678,1
S03629,J00958,0
S02158,J00388,0
S00234,J00347,1
S04977,J00040,0
S02480,J00666,1
S04336,J00896,1
S03514,J00046,0
S04289,J00322,1
S04565,J00698,0
S01194,J00046,0
S04166,J00025,0
S02265,J00105,0
S02165,J00347,1
S02491,J00868,0
S04740,J00725,0
S03305,J00569,0
S04983,J00429,0
S01076,J00541,0
S04360,J00006,0
S04918,J00827,0
S01120,J00592,0
S01663,J00873,0
S01854,J00090,0
S01080,J00881,0
S00951,J00518,1
S00441,J00090,0
S00836,J00336,1
S04809,J00940,0
S00763,J00399,0
S02175,J00162,0
S00865,J00044,0
S00820,J00927,0
S01713,J00880,1
S04244,J00233,1
S02732,J00508,0
S04998,J00381,0
S02353,J00409,0
S02507,J00997,0
S02653,J00578,0
S02319,J00514,0
S02260,J00359,0
S02482,J00288,0
S02470,J00035,0
S01722,J00401,0
S00710,J00711,1
S03830,J00638,0
S02551,J00618,0
S02875,J00703,1
S02779,J00083,0
S04230,J00686,0
S00703,J00530,1
S02780,J00355,1
S03781,J00700,0
S01834,J00286,1
S04327,J00934,0
S03849,J00417,0
S03120,J00742,1
S00316,J00389,1
S00702,J00021,0
S04203,J00073,0
S02395,J00953,0
S04818,J00424,1
S02208,J00467,0
S03033,J00479,0
S01382,J00170,0
S00675,J00297,1
S01151,J00497,1
S03381,J00384,1
S01177,J00124,0
S02610,J00074,0
S03957,J00641,0
S00187,J00552,0
S01220,J00338,0
S02038,J00445,0
S02730,J00244,0
S01531,J00445,1
S04706,J00008,1
S04646,J00696,0
S04228,J00553,0
S01897,J00375,0
S00531,J00354,1
S02978,J00820,0
S03904,J00166,1
S00445,J00192,1
S01751,J00700,0
S01636,J00719,0
S01915,J00993,0
S04787,J00037,0
S04198,J00237,1
S00721,J00587,1
S02982,J00240,1
S03624,J00258,0
S04395,J00459,1
S01967,J00628,0
S01776,J00891,0
S04768,J00499,0
S02785,J00103,1
S04123,J00242,0
S00511,J00524,0
S02731,J00077,0
S01982,J00066,1
S03335,J00813,1
S03410,J00138,0
S03715,J00332,0
S03643,J00163,0
S04092,J00829,0
S00980,J00968,1
S02216,J00994,1
S04014,J00540,1
S01617,J00730,0
S04961,J00458,0
S03490,J00853,0
S04271,J00885,0
S04202,J00805,0
S00282,J00859,0
S04746,J00212,0
S01123,J00267,0
S02421,J00702,1
S01315,J00878,0
S00300,J00089,0
S04012,J00276,0
S04678,J00561,1
S02857,J00246,1
S00013,J00391,0
S03843,J00998,1
S03662,J00533,0
S04699,J00279,0
S04162,J00564,1
S00428,J00543,1
S03197,J00393,0
S01434,J00806,1
S01041,J00547,0
S04682,J00403,0
S04159,J00674,1
S02295,J00532,0
S04714,J00138,0
S00743,J00981,0
S04597,J00117,1
S00956,J00068,0
S01416,J00873,0
S03288,J00129,1
S04514,J00604,0
S04381,J00651,0
S01877,J00482,0
S00695,J00746,1
S01162,J00703,0
S02554,J00996,1
S01806,J00414,0
S03530,J00569,0
S02784,J00403,0
S02209,J00255,1
S00138,J00401,1
S02637,J00686,1
S03700,J00953,1
S03688,J00372,0
S02008,J00424,1
S02751,J00338,0
S01049,J00783,1
S02231,J00838,0
S02191,J00479,0
S02766,J00822,0
S01677,J00897,1
S04888,J00769,1
S01859,J00534,1
S02907,J00235,1
S04887,J00485,1
S00451,J00919,1
S04793,J00787,0
S00497,J00081,0
S03802,J00933,0
S01485,J00494,0
S02697,J00357,0
S04391,J00688,0
S02689,J00312,1
S00678,J00936,1
S01582,J00299,1
S02740,J00074,1
S01243,J00777,1
S02461,J00860,1
S01115,J00717,0
S00962,J00958,0
S03093,J00977,0
S03105,J00482,1
S02500,J00315,0
S02847,J00097,0
S01913,J00941,1
S04720,J00340,0
S01705,J00303,0
S03498,J00633,0
S00378,J00395,1
S03512,J00200,0
S02325,J00714,0
S01183,J00380,1
S00649,J00093,0
S00045,J00064,0
S04512,J00172,1
S01531,J00388,0
S01946,J00969,0
S03260,J00312,1
S02211,J00427,0
S00211,J00053,0
S00769,J00456,0
S02444,J00549,0
S04833,J00929,0
S01450,J00485,1
S04680,J00115,0
S01704,J00274,0
S02952,J00659,0
S00919,J00145,0
S00282,J00370,0
S03953,J00461,0
S00336,J00611,1
S01948,J00503,1
S04213,J00020,1
S04615,J00913,0
S03094,J00904,0
S01411,J00727,1
S03869,J01000,0
S03170,J00447,0
S01574,J00202,0
S00668,J00355,1
S01101,J00483,0
S00852,J00345,0
S00417,J00322,1
S02195,J00518,1
S00491,J00755,0
S04158,J00839,0
S01054,J00441,1
S00454,J00540,0
S02713,J00181,0
S00321,J00962,0
S03907,J00728,0
S04621,J00850,0
S00814,J00183,0
S00424,J00415,1
S00593,J00279,0
S03103,J00511,0
S01956,J00328,0
S01789,J00966,1
S02369,J00170,0
S00065,J00123,0
S00366,J00715,0
S04590,J00863,1
S01350,J00037,1
S01243,J00306,0
S00369,J00311,0
S04041,J00793,1
S04905,J00093,0
S00264,J00293,1
S04866,J00246,1
S03103,J00938,1
S03934,J00836,1
S02371,J00767,1
S03846,J00235,0
S04860,J00247,0
S00909,J00387,0
S01072,J00610,0
S03428,J00824,0
S02213,J00963,0
S03761,J00766,0
S00823,J00833,0
S01244,J00275,1
S00661,J00924,0
S00873,J00006,0
S02321,J00829,1
S03781,J00101,0
S00135,J00307,0
S04455,J00259,0
S04916,J00214,0
S02577,J00446,1
S04535,J00004,0
S01157,J00417,1
S04904,J00928,0
S02451,J00653,0
S01477,J00957,0
S00906,J00624,1
S02431,J00153,0
S01062,J00908,1
S03809,J00175,1
S03569,J00902,1
S01425,J00730,1
S04914,J00911,0
S00330,J00989,0
S03446,J00271,0
S03231,J00542,0
S01845,J00129,0
S04147,J00175,0
S03726,J00476,0
S03156,J00481,0
S02572,J00177,0
S03547,J00848,0
S04951,J00899,1
S04296,J00722,0
S00873,J00629,0
S03225,J00970,0
S03093,J00085,0
S02260,J00013,0
S02836,J00684,1
S03976,J00840,0
S03305,J00743,1
S03342,J00055,1
S03623,J00500,0
S00325,J00085,1
S01287,J00246,1
S00670,J00150,0
S02496,J00758,0
S02758,J00181,1
S02668,J00780,1
S01788,J00690,0
S01660,J00767,0
S00579,J00174,0
S03245,J00600,0
S01525,J00957,0
S05000,J00124,1
S00273,J00570,0
S00577,J00844,0
S04233,J00506,1
S00007,J00926,1
S03037,J00039,1
S00214,J00652,1
S04334,J00906,0
S03228,J00397,0
S04024,J00304,0
S00196,J00543,0
S00230,J00302,0
S04982,J00724,1
S01448,J00802,0
S00437,J00752,1
S00985,J00069,0
S04449,J00134,0
S04355,J00628,1
S00344,J00982,0
S02948,J00303,0
S00740,J00830,0
S01221,J00698,0
S04101,J00074,0
S02761,J00404,1
S01768,J00699,1
S04182,J00543,0
S02973,J00014,0
S01855,J00594,0
S03729,J00998,0
S03167,J00383,1
S01079,J00884,0
S04608,J00770,0
S00319,J00276,0
S04546,J00441,0
S04745,J00918,0
S00702,J00170,0
S03776,J00081,0
S01256,J00022,0
S01328,J00971,0
S02406,J00168,0
S02110,J00373,1
S03152,J00398,0
S03969,J00113,1
S03620,J00086,0
S04389,J00927,0
S03274,J00128,0
S02325,J00083,1
S00212,J00074,1
S01126,J00803,0
S04711,J00378,0
S02826,J00061,0
S04224,J00376,1
S03907,J00068,0
S04954,J00295,0
S00695,J00160,1
S00745,J00523,0
S04773,J00628,0
S03980,J00411,1
S01716,J00583,1
S00421,J00360,0
S02076,J00538,0
S03556,J00546,0
S03888,J00817,0
S04537,J00322,0
S04082,J00039,1
S01788,J00712,1
S02434,J00303,0
S00525,J00243,0
S01208,J00630,1
S00995,J00738,0
S00855,J00134,0
S02512,J00886,1
S04725,J00667,0
S02021,J00470,0
S00732,J00716,1
S00142,J00943,0
S00153,J00506,0
S04318,J00455,1
S04119,J00956,1
S04774,J00245,0
S02779,J00154,0
S04734,J00482,1
S02412,J00329,0
S00423,J00131,0
S01511,J00210,1
S02279,J00816,0
S04297,J00873,1
S00337,J00149,0
S02631,J00987,0
S00328,J00627,0
S01159,J00745,0
S01305,J00233,0
S00939,J00518,0
S00347,J00114,0
S02524,J00964,1
S01780,J00120,0
S03390,J00244,0
S02918,J00918,0
S02960,J00116,0
S02521,J00086,0
S03215,J00257,0
S04158,J00844,0
S03968,J00641,1
S04241,J00951,1
S02685,J00187,1
S03691,J00401,0
S01884,J00052,0
S03125,J00413,0
S00811,J00705,1
S04144,J00755,0
S03439,J00277,0
S02744,J00581,0
S02990,J00666,1
S01703,J00138,0
S00725,J00992,0
S02989,J00715,0
S00353,J00368,0
S04534,J00382,1
S03099,J00955,1
S01391,J00837,0
S02171,J00880,1
S04579,J00574,1
S04409,J00530,1
S01889,J00770,0
S02137,J00260,0
S03413,J00701,1
S02932,J00092,0
S00858,J00952,1
S04374,J00966,0
S03070,J00020,1
S00341,J00542,0
S04719,J00925,1
S04192,J00941,0
S04415,J00201,0
S01028,J00180,0
S03692,J00700,0
S00994,J00759,1
S01229,J00251,1
S02000,J00985,0
S00123,J00362,1
S02716,J00806,0
S02918,J00073,0
S00688,J00181,1
S00611,J00477,0
S04407,J00460,1
S04735,J00055,0
S03740,J00987,0
S03891,J00080,0
S01591,J00421,0
S03071,J00392,0
S04332,J00507,1
S04750,J00313,0
S02112,J00444,0
S01495,J00126,1
S03335,J00774,0
S02460,J00268,1
S01060,J00155,0
S04826,J00438,1
S04712,J00595,1
S04643,J00699,0
S03907,J00628,1
S00950,J00240,0
S01828,J00312,1
S03261,J00565,0
S03875,J00983,1
S04371,J00886,0
S00562,J00279,0
S03870,J00902,0
S01285,J00853,0
S02988,J00843,0
S02065,J00058,1
S03613,J00606,0
S04717,J00328,0
S01582,J00943,0
S04314,J00034,0
S04638,J00699,0
S01824,J00276,0
S03312,J00374,1
S00211,J00871,1
S03035,J00631,0
S01961,J00608,0
S00007,J00914,0
S01773,J00240,1
S00528,J00797,1
S02163,J00315,1
S04708,J00897,1
S01694,J00646,1
S01403,J00550,1
S04034,J00466,0
S04493,J00993,0
S01560,J00785,0
S04880,J00561,0
S00295,J00546,1
S02707,J00116,0
S00281,J00857,0
S00435,J00428,0
S03996,J00102,0
S00779,J00966,1
S00742,J00012,1
S03942,J00849,0
S00714,J00688,0
S03416,J00905,1
S01348,J00687,1
S01885,J00001,0
S00336,J00715,0
S00785,J00491,1
S03569,J00746,1
S03055,J00981,1
S00548,J00603,0
S04187,J00314,0
S02586,J00066,1
S02723,J00553,1
S03971,J00103,0
S01927,J00021,0
S00453,J00506,0
S03918,J00249,0
S01461,J00071,0
S01817,J00858,1
S04757,J00078,1
S00529,J00822,0
S03470,J00850,0
S01940,J00325,0
S03004,J00362,0
S03416,J00736,0
S02871,J00706,1
S02724,J00041,0
S02819,J00234,0
S00778,J00965,0
S00616,J00780,1
S04956,J00035,0
S00067,J00658,0
S02947,J00583,0
S02067,J00689,0
S00716,J00669,1
S03938,J00424,1
S02285,J00648,0
S00187,J00892,0
S03034,J00646,1
S00482,J00626,0
S03656,J00984,1
S04131,J00942,0
S01960,J00307,0
S04701,J00287,1
S03031,J00715,0
S01970,J00880,0
S00331,J00216,0
S04264,J00455,0
S00964,J00474,1
S00829,J00427,1
S03908,J00400,0
S00364,J00818,0
S02757,J00713,0
S03518,J00590,0
S03365,J00009,1
S04716,J00363,0
S02667,J00014,1
S02040,J00235,0
S01354,J00571,0
S00589,J00359,0
S04452,J00191,0
S00528,J00028,1
S01611,J00693,0
S01066,J00944,1
S04206,J00070,0
S03983,J00896,0
S01869,J00461,0
S04044,J00182,1
S00194,J00108,0
S02837,J00357,0
S00493,J00919,1
S01762,J00661,0
S02058,J00263,0
S03677,J00543,0
S01331,J00300,1
S01561,J00008,0
S02716,J00315,0
S03484,J00253,1
S02621,J00362,1
S01756,J00322,0
S02739,J00285,1
S02361,J00518,1
S02791,J00185,1
S02158,J00219,0
S04444,J00220,1
S04414,J00001,0
S00671,J00212,0
S04418,J00524,1
S00289,J00497,0
S02527,J00853,1
S01873,J00437,0
S03006,J00042,1
S02581,J00670,0
S01610,J00556,0
S04250,J00948,1
S00857,J00864,0
S00959,J00850,1
S01807,J00758,1
S03121,J00934,0
S02152,J00154,0
S01063,J00826,1
S04439,J00182,0
S00041,J00277,0
S01252,J00084,1
S03191,J00160,1
S02075,J00866,0
S04618,J00106,0
S04680,J00385,0
S01723,J00409,0
S04951,J00941,0
S04438,J00696,0
S02578,J00832,1
S03219,J00513,0
S03681,J00174,0
S01110,J00614,0
S02642,J00751,0
S00359,J00117,1
S00918,J00852,0
S00554,J00115,0
S04851,J00896,0
S01530,J00275,1
S02867,J00792,0
S02005,J00231,0
S02708,J00956,1
S04364,J00718,0
S02258,J00396,0
S04039,J00209,1
S04472,J00254,0
S00974,J00371,0
S04970,J00082,1
S00186,J00503,0
S00226,J00806,0
S02835,J00450,0
S01725,J00079,0
S00124,J00059,0
S02610,J00924,1
S04635,J00106,1
S01568,J00674,0
S04673,J00188,0
S01634,J00498,0
S00843,J00517,0
S02982,J00366,0
S02220,J00617,0
S04385,J00559,0
S01072,J00123,0
S02350,J00867,0
S02272,J00455,0
S02528,J00071,1
S01449,J00054,1
S00848,J00758,0
S03231,J00306,1
S04633,J00670,1
S00338,J00273,0
S03245,J00867,0
S02149,J00742,0
S01417,J00646,0
S00631,J00236,1
S02557,J00108,1
S00003,J00630,0
S02249,J00017,0
S02629,J00788,1
S02300,J00058,1
S02473,J00289,0
S00580,J00320,1
S04196,J00868,0
S03675,J00707,0
S02113,J00424,0
S00563,J00191,1
S01111,J00942,0
S02844,J00788,1
S04533,J00128,0
S00610,J00181,0
S01539,J00454,1
S00956,J00417,1
S02473,J00452,0
S02990,J00390,0
S04874,J00713,1
S01271,J00160,0
S03831,J00964,0
S04777,J00340,0
S02514,J00811,0
S01590,J00872,0
S00557,J00453,0
S04414,J00101,0
S02750,J00382,1
S03956,J00921,0
S02156,J00794,0
S00485,J00144,0
S00821,J00171,1
S03836,J00046,1
S01540,J00086,0
S04254,J00485,0
S00642,J00487,0
S02241,J00230,1
S01008,J00681,0
S02077,J00477,0
S00563,J00069,0
S02008,J00259,0
S04069,J00078,1
S01779,J00669,1
S01787,J00379,0
S01411,J00373,0
S04005,J00886,0
S01377,J00247,0
S00022,J00805,0
S01058,J00601,0
S03706,J00324,1
S03174,J00704,0
S01599,J00629,0
S00239,J00980,0
S01964,J00319,0
S00395,J00515,0
S01322,J00749,1
S00524,J00928,0
S01542,J00484,0
S00736,J00645,0
S00666,J00225,0
S03539,J00123,0
S04063,J00640,0
S01441,J00634,0
S01808,J00015,0
S01878,J00099,0
S03704,J00151,1
S04287,J00409,1
S01068,J00564,0
S00949,J00779,0
S03452,J00794,0
S02945,J00441,1
S02943,J00227,0
S03954,J00070,0
S03074,J00837,0
S04418,J00416,0
S00890,J00539,0
S00598,J00311,0
S01157,J00876,0
S01956,J00986,0
S02988,J00322,0
S00903,J00483,0
S00049,J00817,0
S02226,J00269,0
S02291,J00780,0
S02700,J00698,0
S02403,J00477,0
S04540,J00469,0
S00394,J00206,0
S03688,J00949,0
S04945,J00199,1
S04417,J00173,0
S02065,J00998,0
S01248,J00415,1
S00331,J00676,1
S02213,J00205,0
S00421,J00443,1
S00870,J00939,0
S01933,J00825,0
S04005,J00559,1
S03217,J00418,0
S02872,J00197,0
S00431,J00402,0
S01821,J00761,0
S01275,J00178,0
S02497,J00405,0
S00282,J00355,0
S02982,J00762,0
S04533,J00677,1
S03775,J00837,0
S03853,J00823,1
S02769,J00168,0
S00105,J00531,0
S00223,J00323,1
S00739,J00528,0
S03429,J00636,0
S02394,J00395,1
S02504,J00344,0
S02016,J00981,0
S00461,J00021,0
S01969,J00162,0
S00255,J00404,1
S02498,J00773,1
S04624,J00493,0
S02060,J00551,1
S03647,J00399,0
S04565,J00784,0
S04582,J00524,0
S04469,J00273,0
S00906,J00841,0
S02763,J00183,0
S04404,J00182,1
S03753,J00059,0
S00376,J00033,1
S00809,J00180,0
S01354,J00418,0
S02792,J00443,0
S03882,J00951,1
S03145,J00449,0
S04956,J00008,1
S02930,J00816,1
S02295,J00908,0
S04428,J00096,0
S03706,J00071,0
S03158,J00845,0
S04414,J00613,0
S02799,J00602,0
S01369,J00238,1
S00032,J00324,0
S02720,J00900,1
S04015,J00857,1
S02877,J00512,0
S00835,J00306,0
S04923,J00094,0
S00927,J00925,0
S04207,J00625,1
S02342,J00860,0
S02248,J00328,0
S00786,J00991,0
S04145,J00579,0
S03669,J00193,1
S00306,J00113,1
S03783,J00526,1
S04902,J00196,0
S01230,J00627,0
S02544,J00805,0
S00933,J00626,1
S02475,J00998,0
S00217,J00418,0
S03914,J00517,0
S04040,J00388,0
S02232,J00647,0
S04968,J00249,1
S01369,J00330,0
S01136,J00029,0
S02040,J00302,0
S01904,J00053,0
S03198,J00326,0
S03908,J00077,0
S00278,J00860,1
S00690,J00120,0
S04227,J00511,0
S00156,J00805,1
S02328,J00101,0
S03274,J00732,1
S03319,J00779,0
S02105,J00219,1
S04780,J00793,0
S01082,J00395,1
S02978,J00145,1
S01064,J00826,0
S03380,J00593,0
S01519,J00539,0
S01328,J00619,0
S01523,J00631,0
S00827,J00489,0
S01409,J00438,1
S02202,J00727,0
S03155,J00526,1
S03491,J00749,1
S04752,J00339,0
S04065,J00641,1
S01606,J00549,0
S00870,J00096,0
S04790,J00192,1
S00676,J00575,1
S02545,J00704,1
S02414,J00132,0
S03889,J00897,1
S02415,J00319,1
S00630,J00486,1
S03902,J00739,0
S04976,J00224,1
S00991,J00735,1
S04077,J00219,0
S03241,J00481,0
S02693,J00571,0
S00028,J00241,0
S00132,J00961,1
S00948,J00882,0
S04229,J00148,0
S03260,J00367,0
S01327,J00582,0
S04795,J00470,0
S04619,J00940,0
S02253,J00185,0
S00129,J00411,1
S01787,J00142,1
S04299,J00683,0
S03176,J00271,0
S04839,J00775,0
S00382,J00519,1
S03507,J00410,1
S01813,J00015,0
S00145,J00713,0
S03449,J00940,0
S04467,J00017,0
S00696,J00266,0
S01951,J00712,0
S01934,J00137,0
S01034,J00565,1
S03522,J00825,1
S02309,J00123,0
S00552,J00765,0
S03302,J00958,1
S02597,J00367,0
S02495,J00775,1
S03170,J00949,1
S00316,J00121,1
S03936,J00438,1
S02396,J00317,1
S04293,J00928,0
S03733,J00492,0
S01762,J00363,0
S00561,J00520,0
S00740,J00088,0
S03167,J00192,1
S00472,J00528,0
S03599,J00825,0
S02771,J00744,0
S01958,J00459,0
S00322,J00951,0
S00318,J00911,0
S00748,J00586,0
S01604,J00031,0
S02652,J00489,0
S02728,J00878,0
S02089,J00666,0
S02922,J00049,1
S00606,J00463,0
S01928,J00401,0
S00717,J00314,0
S03074,J00531,1
S04075,J00819,0
S00536,J00594,1
S02900,J00929,0
S00913,J00142,0
S00434,J00296,1
S03915,J00716,0
S02896,J00046,0
S02975,J00768,0
S01230,J00794,0
S02420,J00438,1
S04676,J00091,1
S04083,J00390,0
S03891,J00720,0
S02893,J00711,1
S00300,J00953,0
S01797,J00126,1
S04948,J00483,0
S03466,J00512,0
S03701,J00920,1
S03296,J00618,0
S02512,J00251,0
S00167,J00768,0
S02197,J00307,0
S04611,J00942,0
S01451,J00303,0
S00109,J00017,0
S03956,J00906,0
S01914,J00896,0
S03822,J00987,0
S02179,J00302,0
S03686,J00090,0
S03138,J00542,1
S03840,J00824,0
S03850,J00083,1
S02418,J00807,1
S00552,J00756,0
S02448,J00470,1
S04170,J00457,0
S00157,J00416,0
S03012,J00714,0
S00709,J00568,0
S01064,J00685,1
S04793,J00393,0
S02849,J00561,1
S00235,J00409,0
S02557,J00288,0
S01787,J00649,0
S00823,J00042,1
S02722,J00902,0
S00587,J00414,1
S02070,J00763,0
S03042,J00002,0
S00072,J00721,1
S02260,J00176,0
S03728,J00307,1
S00720,J00936,0
S03518,J00263,0
S03061,J00801,0
S03219,J00943,0
S04593,J00792,0
S00805,J00377,0
S04577,J00485,1
S04382,J00913,0
S03957,J00058,0
S02970,J00370,0
S04061,J00881,0
S03987,J00111,1
S04947,J00547,0
S03959,J00287,1
S03446,J00256,0
S00699,J00973,1
S00907,J00945,0
S03119,J00337,1
S03676,J00854,0
S04549,J00274,0
S02100,J00622,1
S03390,J00592,0
S03489,J00593,1
S00852,J00326,1
S00489,J00557,0
S04704,J00478,0
S02469,J00405,0
S03345,J00223,0
S04693,J00366,1
S02060,J00364,1
S03887,J00521,0
S00925,J00965,1
S03053,J00209,0
S01505,J00734,0
S01184,J00449,0
S00913,J00055,0
S01553,J00858,0
S00741,J00164,0
S02161,J00101,0
S03657,J00484,1
S04511,J00891,0
S00444,J00956,1
S04223,J00065,0
S01322,J00042,0
S04517,J00880,0
S01518,J00141,0
S04034,J00370,0
S00854,J00378,1
S03659,J00537,0
S00966,J00678,0
S04347,J00319,1
S00362,J00585,0
S00434,J00248,0
S00895,J00557,0
S01647,J00444,0
S01773,J00758,1
S00117,J00173,1
S01668,J00921,1
S00571,J00722,1
S04633,J00113,0
S04006,J00823,1
S00052,J00366,0
S04980,J00041,0
S04770,J00376,1
S01142,J00451,0
S04332,J00696,1
S02369,J00576,0
S04487,J00446,0
S03361,J00262,0
S03155,J00091,0
S04849,J00990,1
S00231,J00770,0
S02944,J00477,1
S04656,J00917,1
S03012,J00694,1
S01131,J00716,0
S04888,J00965,0
S02140,J00084,1
S02267,J00342,0
S00533,J00574,0
S02762,J00329,0
S02723,J00117,0
S04540,J00293,0
S03505,J00402,0
S03156,J00392,0
S01068,J00279,1
S04157,J00563,0
S01775,J00529,1
S04126,J00853,0
S04382,J00476,0
S01715,J00213,0
S03252,J00069,1
S01965,J00834,1
S02266,J00957,0
S04294,J00143,1
S04726,J00972,0
S01636,J00300,0
S04939,J00826,0
S00064,J00613,0
S02668,J00125,1
S02855,J00600,0
S01777,J00843,0
S01158,J00280,1
S00259,J00235,0
S00600,J00043,0
S01839,J00207,1
S04170,J00711,0
S03042,J00655,0
S01255,J00238,0
S02908,J00410,0
S02884,J00628,0
S00301,J00318,1
S00003,J00934,0
S02541,J00654,0
S04799,J00101,1
S01240,J00882,0
S00355,J00022,0
S00155,J00204,0
S04780,J00959,0
S02713,J00042,0
S04240,J01000,0
S00362,J00795,0
S02900,J00418,1
S00964,J00334,0
S03788,J00557,0
S01706,J00567,1
S01309,J00977,0
S04741,J00797,1
S01072,J00654,0
S04280,J00217,1
S02743,J00286,1
S00469,J00911,0
S04522,J00259,0
S00546,J00078,0
S00978,J00390,0
S02902,J00019,1
S04163,J00006,0
S02296,J00175,0
S00998,J00056,0
S00619,J00586,0
S02245,J00911,0
S03106,J00414,0
S01209,J00956,0
S03888,J00693,1
S03805,J00246,1
S01821,J00729,0
S02866,J00290,0
S03418,J00220,0
S00742,J00737,0
S02258,J00966,0
S00576,J00933,0
S00522,J00396,1
S02704,J00960,1
S03155,J00559,1
S00638,J00304,0
S00204,J00840,1
S01834,J00624,0
S03990,J00828,0
S00037,J00250,0
S00436,J00889,0
S01072,J00069,0
S04998,J00839,0
S02829,J00111,0
S02128,J00879,0
S03939,J00824,0
S03587,J00816,1
S03080,J00139,0
S02658,J00381,1
S04896,J00543,1
S02740,J00733,0
S04004,J00622,0
S01605,J00144,0
S04445,J00670,0
S04657,J00082,1
S02129,J00880,1
S02437,J00922,0
S02635,J00583,0
S02826,J00860,1
S00291,J00780,0
S00762,J00962,1
S03224,J00852,0
S00287,J00955,0
S04427,J00481,0
S00093,J00603,0
S04590,J00447,1
S00455,J00169,0
S00356,J00432,1
S03584,J00763,1
S00571,J00471,0
S01703,J00040,1
S04247,J00308,1
S01583,J00344,0
S00659,J00229,1
S03303,J00233,1
S03874,J00808,0
S02415,J00255,0
S01012,J00536,0
S02667,J00715,1
S00018,J00548,1
S01985,J00506,1
S03212,J00175,0
S00634,J00359,0
S04075,J00828,0
S03349,J00006,0
S00176,J00741,1
S04289,J00339,0
S04631,J00909,0
S01759,J00188,0
S02544,J00647,0
S02423,J00633,0
S02613,J00750,0
S00878,J00668,1
S02621,J00319,1
S00046,J00574,1
S02775,J00108,1
S02984,J00472,0
S03130,J00070,0
S04905,J00615,0
S01973,J00193,0
S00269,J00844,0
S03225,J00102,0
S02039,J00886,0
S03857,J00422,1
S02074,J00222,0
S00675,J00190,0
S02851,J00513,1
S00913,J00104,0
S04828,J00410,0
S03773,J00553,0
S00583,J00594,0
S04459,J00225,0
S01763,J00014,0
S03235,J00291,0
S04369,J00194,1
S02401,J00023,1
S01879,J00940,0
S03840,J00341,0
S02617,J00459,1
S01257,J00048,0
S03357,J00673,1
S00111,J00196,0
S01501,J00856,0
S01378,J00622,1
S01275,J00757,1
S02152,J00975,0
S00224,J00264,0
S04030,J00470,1
S02510,J00015,0
S03021,J00317,0
S03770,J00310,0
S00797,J00377,1
S03667,J00438,1
S02901,J00115,0
S00677,J00289,0
S02018,J00875,0
S04181,J00366,1
S03623,J00895,1
S03696,J00555,0
S03503,J00626,0
S00326,J00377,0
S00976,J00366,1
S03022,J00179,0
S02671,J00135,0
S02591,J00882,0
S01336,J00572,0
S03221,J00826,0
S04401,J00397,0
S02461,J00459,1
S02553,J00818,1
S02827,J00154,0
S03625,J00776,0
S01108,J00638,1
S00095,J00734,0
S02026,J00246,0
S00401,J00301,0
S00684,J00326,1
S02597,J00296,0
S04291,J00313,1
S01920,J00432,0
S01991,J00106,0
S02973,J00386,0
S01139,J00427,1
S01819,J00155,0
S02355,J00978,0
S02723,J00637,1
S02739,J00883,0
S00669,J00505,1
S03358,J00640,0
S00219,J00166,0
S03859,J00356,0
S02519,J00176,0
S02652,J00857,1
S02784,J00240,0
S02290,J00713,1
S04532,J00447,1
S01813,J00318,1
S01657,J00176,0
S02612,J00262,0
S01130,J00434,1
S03132,J00573,0
S01690,J00099,0
S02566,J00751,0
S03255,J00361,0
S03375,J00925,1
S00427,J00097,0
S03716,J00908,0
S00112,J00867,0
S03573,J00064,0
S03014,J00686,0
S00836,J00492,0
S03568,J00619,1
S00371,J00635,1
S02923,J00060,0
S03450,J00004,0
S01136,J00143,0
S03148,J00039,1
S02331,J00917,0
S00080,J00965,0
S02470,J00443,1
S01348,J00955,0
S02576,J00848,0
S00839,J00650,0
S01889,J00366,0
S02012,J00214,0
S00508,J00331,0
S02731,J00121,1
S00309,J00350,1
S04078,J00345,0
S01850,J00165,0
S04639,J00522,1
S03013,J00684,0
S01711,J00614,0
S01456,J00591,0
S02998,J00780,1
S01910,J00146,1
S00764,J00306,0
S04308,J00925,0
S02461,J00384,0
S02718,J00214,1
S04787,J00331,0
S04315,J00871,0
S02351,J00539,1
S03591,J00740,0
S02295,J00076,1
S01654,J00979,0
S01705,J00830,1
S00800,J00957,0
S01684,J00440,0
S02690,J00925,0
S02335,J00586,1
S02756,J00562,0
S02842,J00557,0
S04000,J00127,0
S02201,J00536,1
S03331,J00978,0
S01773,J00161,0
S01872,J00147,0
S04502,J00804,0
S00523,J00218,0
S00880,J00702,0
S03894,J00202,0
S02958,J00482,0
S03982,J00580,1
S01353,J00955,0
S02024,J00045,1
S02105,J00506,0
S04104,J00803,0
S00240,J00086,0
S00514,J00510,0
S00195,J00685,1
S02049,J00485,1
S04831,J00837,1
S03010,J00231,1
S03802,J00739,0
S02232,J00918,1
S01518,J00698,0
S03659,J00353,0
S02894,J00684,1
S00087,J00458,1
S03628,J00643,0
S03191,J00036,0
S02016,J00042,1
S03287,J00622,0
S00034,J00754,0
S02552,J00144,1
S03856,J00624,0
S04871,J00955,0
S02335,J00876,0
S00619,J00512,1
S00870,J00453,0
