student_id,college_id,years_of_experience,degree
student_1000,college_17,4,PhD
student_1001,college_4,3,Bachelors
student_1002,college_19,2,Masters
student_1003,college_7,1,Bachelors
student_1004,college_16,3,Masters
student_1005,college_7,2,Bachelors
student_1006,college_3,3,None
student_1007,college_10,2,None
student_1008,college_3,3,Masters
student_1009,college_0,1,Masters
student_1010,college_13,3,None
student_1011,college_15,2,Masters
student_1012,college_9,5,PhD
student_1013,college_9,0,Bachelors
student_1014,college_2,4,Masters
student_1015,college_17,2,Bachelors
student_1016,college_5,1,None
student_1017,college_5,1,Bachelors
student_1018,college_12,1,None
student_1019,college_5,2,PhD
student_1020,college_1,2,Bachelors
student_1021,college_9,1,Bachelors
student_1022,college_10,1,PhD
student_1023,college_14,5,None
student_1024,college_4,4,None
student_1025,college_8,2,Masters
student_1026,college_3,2,PhD
student_1027,college_5,2,None
student_1028,college_8,2,Masters
student_1029,college_0,0,PhD
student_1030,college_9,1,Masters
student_1031,college_5,0,None
student_1032,college_13,2,PhD
student_1033,college_2,2,None
student_1034,college_3,1,Masters
student_1035,college_4,4,None
student_1036,college_10,0,Masters
student_1037,college_0,0,PhD
student_1038,college_12,2,Masters
student_1039,college_14,3,PhD
student_1040,college_10,4,PhD
student_1041,college_18,1,Bachelors
student_1042,college_8,3,PhD
student_1043,college_7,1,Bachelors
student_1044,college_3,1,None
student_1045,college_9,3,Masters
student_1046,college_12,2,PhD
student_1047,college_3,0,PhD
student_1048,college_11,4,Masters
student_1049,college_7,4,Masters
student_1050,college_15,1,Masters
student_1051,college_14,2,PhD
student_1052,college_13,2,None
student_1053,college_17,2,Masters
student_1054,college_7,1,Bachelors
student_1055,college_16,0,None
student_1056,college_16,1,PhD
student_1057,college_2,3,Bachelors
student_1058,college_1,2,Masters
student_1059,college_18,1,Masters
student_1060,college_5,3,PhD
student_1061,college_16,0,None
student_1062,college_3,3,Masters
student_1063,college_18,0,None
student_1064,college_2,1,None
student_1065,college_1,0,None
student_1066,college_4,0,None
student_1067,college_14,3,Bachelors
student_1068,college_17,1,None
student_1069,college_9,2,Bachelors
student_1070,college_12,1,PhD
student_1071,college_0,2,Masters
student_1072,college_18,2,Bachelors
student_1073,college_1,0,None
student_1074,college_11,3,Bachelors
student_1075,college_17,1,Bachelors
student_1076,college_2,0,None
student_1077,college_1,1,PhD
student_1078,college_13,4,Masters
student_1079,college_4,3,None
student_1080,college_11,1,None
student_1081,college_14,1,None
student_1082,college_12,1,Bachelors
student_1083,college_17,5,Masters
student_1084,college_11,2,Bachelors
student_1085,college_5,2,None
student_1086,college_16,3,Masters
student_1087,college_7,2,Bachelors
student_1088,college_0,1,PhD
student_1089,college_14,1,None
student_1090,college_17,1,None
student_1091,college_7,1,Masters
student_1092,college_14,3,PhD
student_1093,college_4,2,PhD
student_1094,college_6,3,Bachelors
student_1095,college_1,1,None
student_1096,college_19,2,Bachelors
student_1097,college_7,0,Masters
student_1098,college_2,3,Bachelors
student_1099,college_19,2,Bachelors
student_1100,college_14,3,Bachelors
student_1101,college_7,0,Bachelors
student_1102,college_12,5,None
student_1103,college_7,1,Masters
student_1104,college_1,3,Masters
student_1105,college_16,0,PhD
student_1106,college_7,2,PhD
student_1107,college_18,0,PhD
student_1108,college_7,1,PhD
student_1109,college_4,4,Masters
student_1110,college_13,1,PhD
student_1111,college_8,2,Bachelors
student_1112,college_17,3,Masters
student_1113,college_13,2,None
student_1114,college_1,2,PhD
student_1115,college_12,2,PhD
student_1116,college_13,5,None
student_1117,college_4,1,PhD
student_1118,college_12,2,Masters
student_1119,college_17,3,None
student_1120,college_7,3,Masters
student_1121,college_9,3,Masters
student_1122,college_14,2,Bachelors
student_1123,college_17,0,None
student_1124,college_13,4,Masters
student_1125,college_12,0,Masters
student_1126,college_8,2,Masters
student_1127,college_10,0,Bachelors
student_1128,college_14,1,PhD
student_1129,college_2,2,Masters
student_1130,college_1,2,PhD
student_1131,college_12,2,Bachelors
student_1132,college_2,4,Masters
student_1133,college_18,2,Masters
student_1134,college_15,1,Masters
student_1135,college_10,3,PhD
student_1136,college_0,3,Masters
student_1137,college_6,0,Bachelors
student_1138,college_15,2,Masters
student_1139,college_19,3,Masters
student_1140,college_12,1,Masters
student_1141,college_17,4,PhD
student_1142,college_9,1,None
student_1143,college_14,2,PhD
student_1144,college_9,1,PhD
student_1145,college_11,2,None
student_1146,college_14,0,Bachelors
student_1147,college_15,0,PhD
student_1148,college_6,4,PhD
student_1149,college_10,0,None
student_1150,college_1,0,Masters
student_1151,college_4,0,Bachelors
student_1152,college_8,1,None
student_1153,college_9,0,Masters
student_1154,college_6,4,PhD
student_1155,college_7,3,None
student_1156,college_18,0,Masters
student_1157,college_15,5,PhD
student_1158,college_8,3,None
student_1159,college_15,1,None
student_1160,college_5,0,PhD
student_1161,college_5,5,Masters
student_1162,college_17,0,None
student_1163,college_5,0,Bachelors
student_1164,college_16,3,Bachelors
student_1165,college_2,5,Bachelors
student_1166,college_0,4,None
student_1167,college_4,2,Masters
student_1168,college_2,2,Masters
student_1169,college_0,3,Masters
student_1170,college_16,3,None
student_1171,college_11,2,Bachelors
student_1172,college_19,2,None
student_1173,college_15,1,Bachelors
student_1174,college_0,0,None
student_1175,college_0,1,Bachelors
student_1176,college_16,0,PhD
student_1177,college_17,1,PhD
student_1178,college_0,0,None
student_1179,college_5,0,Bachelors
student_1180,college_3,2,Masters
student_1181,college_7,4,Masters
student_1182,college_19,3,PhD
student_1183,college_11,0,PhD
student_1184,college_12,0,Bachelors
student_1185,college_11,3,None
student_1186,college_14,0,Masters
student_1187,college_7,1,PhD
student_1188,college_2,2,Bachelors
student_1189,college_2,0,None
student_1190,college_12,2,None
student_1191,college_17,0,None
student_1192,college_1,1,Bachelors
student_1193,college_5,2,Bachelors
student_1194,college_15,0,None
student_1195,college_10,2,Bachelors
student_1196,college_16,1,Bachelors
student_1197,college_7,2,Masters
student_1198,college_18,2,None
student_1199,college_8,4,Bachelors
student_1200,college_2,2,PhD
student_1201,college_17,1,Bachelors
student_1202,college_5,2,PhD
student_1203,college_0,2,Masters
student_1204,college_18,2,Masters
student_1205,college_12,2,Bachelors
student_1206,college_9,0,Masters
student_1207,college_18,1,Masters
student_1208,college_18,0,None
student_1209,college_17,4,PhD
student_1210,college_12,0,Masters
student_1211,college_2,0,PhD
student_1212,college_1,0,Bachelors
student_1213,college_13,3,Masters
student_1214,college_2,1,PhD
student_1215,college_19,3,None
student_1216,college_10,0,Bachelors
student_1217,college_8,2,None
student_1218,college_15,0,Masters
student_1219,college_11,5,None
student_1220,college_13,0,Masters
student_1221,college_18,2,None
student_1222,college_2,2,PhD
student_1223,college_7,2,Bachelors
student_1224,college_2,1,PhD
student_1225,college_4,1,None
student_1226,college_4,2,None
student_1227,college_10,1,PhD
student_1228,college_3,3,Bachelors
student_1229,college_0,5,PhD
student_1230,college_14,1,PhD
student_1231,college_8,0,Bachelors
student_1232,college_4,1,Bachelors
student_1233,college_5,5,None
student_1234,college_14,0,None
student_1235,college_3,4,Bachelors
student_1236,college_2,4,PhD
student_1237,college_17,1,Bachelors
student_1238,college_19,2,PhD
student_1239,college_12,4,Bachelors
student_1240,college_9,1,None
student_1241,college_12,1,Bachelors
student_1242,college_17,1,Masters
student_1243,college_18,0,Masters
student_1244,college_12,1,Masters
student_1245,college_4,0,PhD
student_1246,college_9,2,PhD
student_1247,college_15,0,Masters
student_1248,college_2,2,Masters
student_1249,college_13,0,PhD
student_1250,college_13,2,PhD
student_1251,college_15,3,Bachelors
student_1252,college_11,0,PhD
student_1253,college_7,2,None
student_1254,college_19,3,Masters
student_1255,college_14,0,Bachelors
student_1256,college_4,4,PhD
student_1257,college_0,2,None
student_1258,college_10,0,None
student_1259,college_10,1,None
student_1260,college_10,2,None
student_1261,college_19,2,Masters
student_1262,college_9,2,PhD
student_1263,college_19,0,Masters
student_1264,college_15,2,PhD
student_1265,college_5,0,None
student_1266,college_10,1,PhD
student_1267,college_15,0,Masters
student_1268,college_10,0,None
student_1269,college_8,3,None
student_1270,college_11,3,Bachelors
student_1271,college_18,2,Masters
student_1272,college_18,0,Masters
student_1273,college_17,1,Bachelors
student_1274,college_14,3,Masters
student_1275,college_14,2,PhD
student_1276,college_2,5,None
student_1277,college_15,2,Masters
student_1278,college_9,2,Masters
student_1279,college_8,1,Masters
student_1280,college_13,2,None
student_1281,college_2,1,None
student_1282,college_19,3,None
student_1283,college_18,3,None
student_1284,college_17,0,None
student_1285,college_17,0,Bachelors
student_1286,college_11,0,Bachelors
student_1287,college_3,2,Masters
student_1288,college_11,0,Masters
student_1289,college_19,0,Bachelors
student_1290,college_18,2,None
student_1291,college_10,5,None
student_1292,college_3,1,Bachelors
student_1293,college_3,3,PhD
student_1294,college_7,2,Masters
student_1295,college_14,1,PhD
student_1296,college_12,3,None
student_1297,college_18,1,Masters
student_1298,college_11,2,Bachelors
student_1299,college_15,2,Bachelors
student_1300,college_9,0,None
student_1301,college_2,3,Bachelors
student_1302,college_4,1,PhD
student_1303,college_9,0,PhD
student_1304,college_14,2,Masters
student_1305,college_16,0,None
student_1306,college_11,2,None
student_1307,college_3,1,None
student_1308,college_14,3,PhD
student_1309,college_2,2,PhD
student_1310,college_1,1,Bachelors
student_1311,college_0,3,PhD
student_1312,college_3,4,Masters
student_1313,college_7,2,Masters
student_1314,college_17,2,Masters
student_1315,college_10,0,None
student_1316,college_14,0,Masters
student_1317,college_12,1,Masters
student_1318,college_5,1,None
student_1319,college_12,1,Bachelors
student_1320,college_19,2,Masters
student_1321,college_14,2,None
student_1322,college_12,1,Bachelors
student_1323,college_6,2,Masters
student_1324,college_8,2,Bachelors
student_1325,college_18,0,Bachelors
student_1326,college_17,0,Masters
student_1327,college_11,1,PhD
student_1328,college_6,0,None
student_1329,college_3,2,PhD
student_1330,college_15,4,PhD
student_1331,college_19,3,None
student_1332,college_19,1,None
student_1333,college_18,4,Bachelors
student_1334,college_11,2,PhD
student_1335,college_14,1,Masters
student_1336,college_9,1,Bachelors
student_1337,college_4,1,PhD
student_1338,college_3,1,Masters
student_1339,college_9,2,Bachelors
student_1340,college_5,2,PhD
student_1341,college_4,2,None
student_1342,college_13,2,Masters
student_1343,college_18,3,None
student_1344,college_13,3,Masters
student_1345,college_15,0,Masters
student_1346,college_17,0,Masters
student_1347,college_15,3,PhD
student_1348,college_4,0,Masters
student_1349,college_10,1,None
student_1350,college_19,0,Bachelors
student_1351,college_11,0,Bachelors
student_1352,college_15,2,Masters
student_1353,college_6,3,None
student_1354,college_17,1,None
student_1355,college_13,0,None
student_1356,college_13,1,None
student_1357,college_15,2,Masters
student_1358,college_2,0,Bachelors
student_1359,college_7,2,PhD
student_1360,college_1,1,PhD
student_1361,college_7,2,PhD
student_1362,college_5,2,None
student_1363,college_18,0,None
student_1364,college_17,3,Bachelors
student_1365,college_18,1,Bachelors
student_1366,college_8,1,PhD
student_1367,college_17,0,Bachelors
student_1368,college_14,1,Masters
student_1369,college_13,0,Bachelors
student_1370,college_7,1,PhD
student_1371,college_1,4,None
student_1372,college_8,0,PhD
student_1373,college_2,0,None
student_1374,college_3,4,Masters
student_1375,college_6,1,PhD
student_1376,college_19,0,None
student_1377,college_5,3,Masters
student_1378,college_6,1,Masters
student_1379,college_1,4,PhD
student_1380,college_17,3,PhD
student_1381,college_19,1,Masters
student_1382,college_10,5,PhD
student_1383,college_9,1,PhD
student_1384,college_16,3,Bachelors
student_1385,college_4,2,None
student_1386,college_1,3,PhD
student_1387,college_4,4,Masters
student_1388,college_7,2,Masters
student_1389,college_10,0,Masters
student_1390,college_12,2,None
student_1391,college_4,0,PhD
student_1392,college_13,5,None
student_1393,college_14,2,Bachelors
student_1394,college_2,1,None
student_1395,college_16,2,PhD
student_1396,college_11,0,None
student_1397,college_15,0,PhD
student_1398,college_18,3,Bachelors
student_1399,college_2,1,None
student_1400,college_11,0,Bachelors
student_1401,college_17,2,None
student_1402,college_6,3,None
student_1403,college_6,3,None
student_1404,college_8,3,PhD
student_1405,college_9,0,PhD
student_1406,college_17,0,Masters
student_1407,college_18,4,None
student_1408,college_10,1,Bachelors
student_1409,college_1,1,Bachelors
student_1410,college_14,3,Bachelors
student_1411,college_3,2,Masters
student_1412,college_14,2,None
student_1413,college_0,5,None
student_1414,college_6,1,Masters
student_1415,college_9,3,Masters
student_1416,college_8,2,Bachelors
student_1417,college_11,2,PhD
student_1418,college_2,4,PhD
student_1419,college_5,2,Bachelors
student_1420,college_12,2,PhD
student_1421,college_7,3,None
student_1422,college_2,1,Bachelors
student_1423,college_0,0,Masters
student_1424,college_15,0,Bachelors
student_1425,college_4,0,Masters
student_1426,college_16,5,None
student_1427,college_0,0,Bachelors
student_1428,college_10,1,Bachelors
student_1429,college_13,1,Masters
student_1430,college_15,2,Bachelors
student_1431,college_7,3,None
student_1432,college_2,3,Bachelors
student_1433,college_3,1,PhD
student_1434,college_11,1,PhD
student_1435,college_4,2,None
student_1436,college_4,1,Masters
student_1437,college_2,4,Bachelors
student_1438,college_19,2,Masters
student_1439,college_14,3,PhD
student_1440,college_6,2,Masters
student_1441,college_13,3,None
student_1442,college_6,2,Bachelors
student_1443,college_3,0,Masters
student_1444,college_3,2,None
student_1445,college_11,1,None
student_1446,college_10,1,Masters
student_1447,college_7,2,PhD
student_1448,college_2,3,Masters
student_1449,college_17,2,PhD
student_1450,college_0,2,PhD
student_1451,college_6,4,Masters
student_1452,college_12,2,PhD
student_1453,college_1,5,Masters
student_1454,college_15,2,None
student_1455,college_3,0,Masters
student_1456,college_15,3,Bachelors
student_1457,college_16,2,Bachelors
student_1458,college_11,3,PhD
student_1459,college_4,3,None
student_1460,college_18,1,None
student_1461,college_11,0,Masters
student_1462,college_15,1,Bachelors
student_1463,college_0,0,Bachelors
student_1464,college_0,1,PhD
student_1465,college_6,2,Bachelors
student_1466,college_1,4,None
student_1467,college_16,2,PhD
student_1468,college_16,0,None
student_1469,college_13,2,None
student_1470,college_2,3,Masters
student_1471,college_8,1,Bachelors
student_1472,college_9,1,Bachelors
student_1473,college_16,2,Masters
student_1474,college_4,0,PhD
student_1475,college_12,2,Bachelors
student_1476,college_9,1,None
student_1477,college_7,2,Bachelors
student_1478,college_7,0,Bachelors
student_1479,college_13,1,Bachelors
student_1480,college_14,3,Bachelors
student_1481,college_9,1,Masters
student_1482,college_3,4,Bachelors
student_1483,college_4,1,Bachelors
student_1484,college_5,2,None
student_1485,college_11,3,PhD
student_1486,college_5,0,PhD
student_1487,college_4,0,PhD
student_1488,college_3,0,Bachelors
student_1489,college_10,3,None
student_1490,college_8,1,Bachelors
student_1491,college_8,5,Bachelors
student_1492,college_15,1,None
student_1493,college_16,2,PhD
student_1494,college_1,4,None
student_1495,college_18,5,Masters
student_1496,college_11,5,Masters
student_1497,college_8,3,Bachelors
student_1498,college_18,3,Bachelors
student_1499,college_7,2,Bachelors
student_1500,college_1,3,Bachelors
student_1501,college_7,1,Bachelors
student_1502,college_15,0,PhD
student_1503,college_12,1,Masters
student_1504,college_5,1,Bachelors
student_1505,college_17,1,None
student_1506,college_7,3,PhD
student_1507,college_7,3,None
student_1508,college_10,2,PhD
student_1509,college_2,4,PhD
student_1510,college_3,0,Bachelors
student_1511,college_5,1,Masters
student_1512,college_16,0,Bachelors
student_1513,college_12,0,Bachelors
student_1514,college_14,1,PhD
student_1515,college_9,1,PhD
student_1516,college_2,4,None
student_1517,college_0,2,PhD
student_1518,college_6,0,PhD
student_1519,college_18,4,PhD
student_1520,college_19,3,Masters
student_1521,college_14,2,PhD
student_1522,college_18,1,None
student_1523,college_6,0,Masters
student_1524,college_4,1,Bachelors
student_1525,college_13,3,Bachelors
student_1526,college_7,4,PhD
student_1527,college_0,4,PhD
student_1528,college_0,1,None
student_1529,college_9,0,Bachelors
student_1530,college_6,2,Masters
student_1531,college_13,0,None
student_1532,college_1,2,Masters
student_1533,college_8,1,Bachelors
student_1534,college_1,1,Masters
student_1535,college_16,0,None
student_1536,college_11,2,None
student_1537,college_2,1,Bachelors
student_1538,college_16,0,Masters
student_1539,college_12,0,Bachelors
student_1540,college_18,1,Bachelors
student_1541,college_13,4,Masters
student_1542,college_7,4,PhD
student_1543,college_8,1,PhD
student_1544,college_12,1,PhD
student_1545,college_10,2,None
student_1546,college_8,0,Masters
student_1547,college_2,2,Masters
student_1548,college_4,3,Bachelors
student_1549,college_4,3,Bachelors
student_1550,college_5,1,None
student_1551,college_14,1,PhD
student_1552,college_13,0,Bachelors
student_1553,college_17,0,PhD
student_1554,college_6,1,None
student_1555,college_9,2,None
student_1556,college_8,3,Bachelors
student_1557,college_2,0,Masters
student_1558,college_9,4,Bachelors
student_1559,college_6,1,PhD
student_1560,college_4,1,Bachelors
student_1561,college_7,0,PhD
student_1562,college_12,0,Bachelors
student_1563,college_9,3,PhD
student_1564,college_5,3,Bachelors
student_1565,college_12,1,None
student_1566,college_17,2,Masters
student_1567,college_3,2,None
student_1568,college_3,0,Masters
student_1569,college_3,1,Bachelors
student_1570,college_1,3,Masters
student_1571,college_4,0,Masters
student_1572,college_12,2,PhD
student_1573,college_2,0,PhD
student_1574,college_2,2,Bachelors
student_1575,college_2,1,Masters
student_1576,college_14,0,Masters
student_1577,college_2,3,PhD
student_1578,college_3,0,Bachelors
student_1579,college_14,0,Bachelors
student_1580,college_5,2,None
student_1581,college_12,3,None
student_1582,college_0,0,None
student_1583,college_13,2,Masters
student_1584,college_11,2,Masters
student_1585,college_5,3,PhD
student_1586,college_8,2,None
student_1587,college_4,1,Bachelors
student_1588,college_19,0,Masters
student_1589,college_9,2,None
student_1590,college_13,0,None
student_1591,college_1,0,Bachelors
student_1592,college_8,2,None
student_1593,college_4,3,None
student_1594,college_6,0,Masters
student_1595,college_17,0,Bachelors
student_1596,college_12,2,PhD
student_1597,college_15,5,None
student_1598,college_11,2,PhD
student_1599,college_12,0,PhD
student_1600,college_5,1,Bachelors
student_1601,college_10,4,Masters
student_1602,college_0,1,PhD
student_1603,college_1,0,None
student_1604,college_16,1,PhD
student_1605,college_18,0,Masters
student_1606,college_5,2,Bachelors
student_1607,college_7,4,Masters
student_1608,college_8,2,Bachelors
student_1609,college_7,1,None
student_1610,college_11,1,Masters
student_1611,college_5,0,Masters
student_1612,college_18,3,PhD
student_1613,college_11,1,Bachelors
student_1614,college_11,1,Masters
student_1615,college_18,6,Masters
student_1616,college_15,2,PhD
student_1617,college_5,0,None
student_1618,college_1,1,Bachelors
student_1619,college_1,3,Masters
student_1620,college_19,2,Masters
student_1621,college_0,0,None
student_1622,college_0,3,PhD
student_1623,college_19,0,Masters
student_1624,college_4,4,PhD
student_1625,college_5,3,PhD
student_1626,college_1,1,Bachelors
student_1627,college_4,3,Masters
student_1628,college_3,2,PhD
student_1629,college_2,3,PhD
student_1630,college_12,2,Bachelors
student_1631,college_10,0,PhD
student_1632,college_10,1,Masters
student_1633,college_5,3,None
student_1634,college_15,1,PhD
student_1635,college_5,1,PhD
student_1636,college_7,0,Masters
student_1637,college_12,2,PhD
student_1638,college_9,5,Masters
student_1639,college_5,0,Bachelors
student_1640,college_18,2,None
student_1641,college_18,4,Bachelors
student_1642,college_5,1,PhD
student_1643,college_19,2,Masters
student_1644,college_18,0,Bachelors
student_1645,college_15,2,Masters
student_1646,college_10,1,Bachelors
student_1647,college_7,3,PhD
student_1648,college_10,3,Masters
student_1649,college_2,5,PhD
student_1650,college_14,2,Bachelors
student_1651,college_8,2,Masters
student_1652,college_7,2,Bachelors
student_1653,college_11,1,PhD
student_1654,college_3,2,Bachelors
student_1655,college_1,1,None
student_1656,college_14,2,None
student_1657,college_5,3,None
student_1658,college_15,0,None
student_1659,college_11,3,None
student_1660,college_3,3,None
student_1661,college_18,1,Masters
student_1662,college_5,0,None
student_1663,college_2,1,Bachelors
student_1664,college_9,3,Bachelors
student_1665,college_10,1,PhD
student_1666,college_3,0,Bachelors
student_1667,college_10,1,Masters
student_1668,college_12,3,Masters
student_1669,college_2,2,Bachelors
student_1670,college_10,1,None
student_1671,college_0,1,None
student_1672,college_5,1,None
student_1673,college_5,0,Bachelors
student_1674,college_3,4,PhD
student_1675,college_6,1,Masters
student_1676,college_13,3,PhD
student_1677,college_9,4,PhD
student_1678,college_7,3,Bachelors
student_1679,college_1,1,None
student_1680,college_18,2,None
student_1681,college_4,1,Bachelors
student_1682,college_11,0,Bachelors
student_1683,college_13,2,Bachelors
student_1684,college_9,0,None
student_1685,college_6,3,Bachelors
student_1686,college_0,1,Masters
student_1687,college_5,2,PhD
student_1688,college_2,2,None
student_1689,college_3,1,PhD
student_1690,college_12,2,None
student_1691,college_15,1,PhD
student_1692,college_2,3,None
student_1693,college_5,0,PhD
student_1694,college_12,2,PhD
student_1695,college_5,4,None
student_1696,college_1,0,PhD
student_1697,college_14,0,None
student_1698,college_8,2,Masters
student_1699,college_8,2,Bachelors
student_1700,college_4,2,Bachelors
student_1701,college_2,2,PhD
student_1702,college_17,2,None
student_1703,college_18,3,Masters
student_1704,college_17,2,Bachelors
student_1705,college_12,1,None
student_1706,college_17,3,None
student_1707,college_18,4,Masters
student_1708,college_15,1,PhD
student_1709,college_2,0,None
student_1710,college_1,3,Masters
student_1711,college_3,1,None
student_1712,college_5,0,Masters
student_1713,college_6,3,Masters
student_1714,college_4,1,Bachelors
student_1715,college_13,1,Bachelors
student_1716,college_13,2,Masters
student_1717,college_4,2,PhD
student_1718,college_10,3,Bachelors
student_1719,college_2,1,None
student_1720,college_17,2,None
student_1721,college_17,1,PhD
student_1722,college_8,3,None
student_1723,college_0,2,None
student_1724,college_3,0,None
student_1725,college_4,3,Masters
student_1726,college_18,1,Bachelors
student_1727,college_3,3,Bachelors
student_1728,college_9,2,PhD
student_1729,college_13,4,PhD
student_1730,college_12,1,None
student_1731,college_18,1,None
student_1732,college_1,1,Masters
student_1733,college_8,1,None
student_1734,college_4,3,None
student_1735,college_1,0,None
student_1736,college_10,0,Masters
student_1737,college_1,0,None
student_1738,college_8,3,PhD
student_1739,college_0,4,PhD
student_1740,college_9,1,PhD
student_1741,college_8,1,None
student_1742,college_3,2,Masters
student_1743,college_4,3,PhD
student_1744,college_14,0,PhD
student_1745,college_8,2,None
student_1746,college_19,3,Bachelors
student_1747,college_6,2,None
student_1748,college_6,2,None
student_1749,college_15,3,PhD
student_1750,college_1,0,Masters
student_1751,college_2,3,PhD
student_1752,college_16,1,None
student_1753,college_4,0,Bachelors
student_1754,college_5,2,Masters
student_1755,college_6,4,Bachelors
student_1756,college_7,1,Bachelors
student_1757,college_14,3,Bachelors
student_1758,college_11,4,Masters
student_1759,college_8,3,PhD
student_1760,college_14,4,None
student_1761,college_3,3,Bachelors
student_1762,college_7,2,PhD
student_1763,college_15,0,None
student_1764,college_5,1,None
student_1765,college_18,0,PhD
student_1766,college_11,5,Masters
student_1767,college_8,1,Bachelors
student_1768,college_9,2,Bachelors
student_1769,college_12,2,Bachelors
student_1770,college_5,2,Masters
student_1771,college_7,4,Masters
student_1772,college_6,1,PhD
student_1773,college_13,2,Bachelors
student_1774,college_0,0,None
student_1775,college_4,0,Masters
student_1776,college_19,1,Bachelors
student_1777,college_7,1,PhD
student_1778,college_19,1,PhD
student_1779,college_8,0,None
student_1780,college_12,0,PhD
student_1781,college_14,1,PhD
student_1782,college_6,0,None
student_1783,college_9,3,None
student_1784,college_18,2,Bachelors
student_1785,college_0,0,PhD
student_1786,college_17,1,PhD
student_1787,college_9,0,Bachelors
student_1788,college_15,2,Bachelors
student_1789,college_10,4,PhD
student_1790,college_10,0,PhD
student_1791,college_8,2,PhD
student_1792,college_6,1,Masters
student_1793,college_16,3,Masters
student_1794,college_1,2,None
student_1795,college_10,0,Masters
student_1796,college_0,1,None
student_1797,college_9,0,PhD
student_1798,college_13,3,None
student_1799,college_12,2,Bachelors
student_1800,college_18,4,Masters
student_1801,college_10,1,Masters
student_1802,college_17,0,None
student_1803,college_11,0,PhD
student_1804,college_5,0,Masters
student_1805,college_9,0,Bachelors
student_1806,college_15,2,Masters
student_1807,college_8,2,Masters
student_1808,college_10,0,Bachelors
student_1809,college_7,3,PhD
student_1810,college_7,1,PhD
student_1811,college_13,2,PhD
student_1812,college_11,4,PhD
student_1813,college_18,3,PhD
student_1814,college_14,1,Bachelors
student_1815,college_15,0,Bachelors
student_1816,college_18,0,Bachelors
student_1817,college_15,0,Masters
student_1818,college_16,1,Bachelors
student_1819,college_12,0,PhD
student_1820,college_13,1,Bachelors
student_1821,college_4,2,Masters
student_1822,college_6,1,PhD
student_1823,college_13,1,None
student_1824,college_4,2,PhD
student_1825,college_5,2,Bachelors
student_1826,college_15,0,PhD
student_1827,college_5,4,PhD
student_1828,college_1,1,Bachelors
student_1829,college_14,2,PhD
student_1830,college_6,3,Masters
student_1831,college_18,2,Masters
student_1832,college_15,3,Bachelors
student_1833,college_4,2,None
student_1834,college_13,1,None
student_1835,college_13,2,None
student_1836,college_12,0,Bachelors
student_1837,college_1,2,Masters
student_1838,college_11,1,Bachelors
student_1839,college_10,1,Masters
student_1840,college_0,1,Bachelors
student_1841,college_7,0,Masters
student_1842,college_11,1,PhD
student_1843,college_4,2,Bachelors
student_1844,college_12,2,PhD
student_1845,college_5,0,Bachelors
student_1846,college_1,3,PhD
student_1847,college_9,0,None
student_1848,college_16,3,PhD
student_1849,college_13,2,Masters
student_1850,college_10,1,None
student_1851,college_11,4,Masters
student_1852,college_5,0,None
student_1853,college_0,3,Masters
student_1854,college_7,3,Masters
student_1855,college_6,0,Bachelors
student_1856,college_18,4,Masters
student_1857,college_3,1,PhD
student_1858,college_1,2,None
student_1859,college_8,2,Bachelors
student_1860,college_19,1,Bachelors
student_1861,college_3,3,Bachelors
student_1862,college_1,3,Bachelors
student_1863,college_13,0,None
student_1864,college_12,3,Bachelors
student_1865,college_17,0,PhD
student_1866,college_15,3,Masters
student_1867,college_6,3,Bachelors
student_1868,college_9,0,None
student_1869,college_3,1,PhD
student_1870,college_19,0,Masters
student_1871,college_13,1,Bachelors
student_1872,college_16,1,Bachelors
student_1873,college_9,3,Bachelors
student_1874,college_3,3,None
student_1875,college_6,4,Masters
student_1876,college_8,1,Masters
student_1877,college_11,1,None
student_1878,college_9,0,Masters
student_1879,college_1,0,None
student_1880,college_6,3,None
student_1881,college_10,4,Masters
student_1882,college_0,0,Bachelors
student_1883,college_2,1,Bachelors
student_1884,college_18,1,None
student_1885,college_4,2,Bachelors
student_1886,college_16,0,Bachelors
student_1887,college_3,2,PhD
student_1888,college_7,1,None
student_1889,college_9,1,PhD
student_1890,college_14,2,Bachelors
student_1891,college_3,2,Masters
student_1892,college_1,1,PhD
student_1893,college_11,1,PhD
student_1894,college_13,1,Bachelors
student_1895,college_3,1,Bachelors
student_1896,college_0,1,Masters
student_1897,college_5,4,PhD
student_1898,college_11,2,None
student_1899,college_19,1,PhD
student_1900,college_2,3,PhD
student_1901,college_10,1,Masters
student_1902,college_3,3,None
student_1903,college_12,2,None
student_1904,college_8,1,None
student_1905,college_15,2,None
student_1906,college_5,0,Bachelors
student_1907,college_4,0,Bachelors
student_1908,college_5,0,Bachelors
student_1909,college_13,2,None
student_1910,college_18,4,None
student_1911,college_5,5,None
student_1912,college_11,2,Bachelors
student_1913,college_4,2,None
student_1914,college_15,0,Bachelors
student_1915,college_13,1,None
student_1916,college_1,0,Bachelors
student_1917,college_8,1,PhD
student_1918,college_0,1,Masters
student_1919,college_10,1,Bachelors
student_1920,college_13,0,Masters
student_1921,college_15,3,PhD
student_1922,college_12,0,Masters
student_1923,college_17,2,Bachelors
student_1924,college_0,5,Masters
student_1925,college_16,0,None
student_1926,college_15,0,Masters
student_1927,college_2,1,None
student_1928,college_10,3,Masters
student_1929,college_10,4,PhD
student_1930,college_1,0,Masters
student_1931,college_17,2,None
