student_id,skill_id,proficiency
student_1011,skill_72,31.0
student_1011,skill_70,18.0
student_1011,skill_139,25.0
student_1011,skill_13,40.0
student_1011,skill_110,66.0
student_1011,skill_99,77.0
student_1011,skill_115,17.0
student_1011,skill_97,10.0
student_1011,skill_69,53.0
student_1011,skill_144,54.0
student_1011,skill_35,91.0
student_1011,skill_8,53.0
student_1011,skill_107,61.0
student_1011,skill_82,36.0
student_1011,skill_16,93.0
student_1011,skill_102,34.0
student_1011,skill_89,48.0
student_1011,skill_21,34.0
student_1011,skill_33,93.0
student_1011,skill_133,15.0
student_1011,skill_81,
student_1011,skill_64,73.0
student_1011,skill_117,17.0
student_1011,skill_60,14.0
student_1011,skill_136,14.0
student_1011,skill_25,70.0
student_1012,skill_107,45.0
student_1012,skill_137,100.0
student_1012,skill_11,93.0
student_1012,skill_61,20.0
student_1012,skill_23,15.0
student_1012,skill_111,81.0
student_1012,skill_113,99.0
student_1012,skill_144,29.0
student_1012,skill_4,32.0
student_1012,skill_114,51.0
student_1012,skill_3,52.0
student_1012,skill_68,48.0
student_1012,skill_98,23.0
student_1012,skill_110,43.0
student_1012,skill_5,91.0
student_1012,skill_147,15.0
student_1012,skill_86,
student_1012,skill_85,
student_1012,skill_60,63.0
student_1012,skill_16,11.0
student_1012,skill_71,21.0
student_1012,skill_48,58.0
student_1013,skill_106,
student_1013,skill_144,95.0
student_1013,skill_55,32.0
student_1013,skill_31,59.0
student_1013,skill_62,44.0
student_1013,skill_50,75.0
student_1013,skill_63,48.0
student_1013,skill_96,44.0
student_1013,skill_51,22.0
student_1013,skill_74,30.0
student_1013,skill_82,62.0
student_1013,skill_44,51.0
student_1014,skill_27,66.0
student_1014,skill_92,70.0
student_1014,skill_105,62.0
student_1014,skill_119,87.0
student_1014,skill_77,
student_1014,skill_4,12.0
student_1014,skill_124,
student_1014,skill_64,24.0
student_1014,skill_24,67.0
student_1014,skill_112,98.0
student_1014,skill_7,92.0
student_1014,skill_108,93.0
student_1014,skill_144,81.0
student_1014,skill_25,13.0
student_1014,skill_35,53.0
student_1014,skill_88,28.0
student_1014,skill_140,62.0
student_1014,skill_15,62.0
student_1014,skill_100,54.0
student_1014,skill_139,57.0
student_1014,skill_39,27.0
student_1014,skill_42,
student_1014,skill_37,58.0
student_1014,skill_33,45.0
student_1014,skill_116,29.0
student_1014,skill_70,94.0
student_1014,skill_74,46.0
student_1014,skill_114,72.0
student_1014,skill_89,25.0
student_1016,skill_18,15.0
student_1016,skill_70,54.0
student_1016,skill_138,74.0
student_1016,skill_5,84.0
student_1016,skill_148,60.0
student_1016,skill_68,31.0
student_1016,skill_96,99.0
student_1016,skill_59,38.0
student_1016,skill_86,48.0
student_1016,skill_140,
student_1016,skill_9,75.0
student_1016,skill_10,75.0
student_1016,skill_34,53.0
student_1016,skill_115,26.0
student_1016,skill_35,85.0
student_1016,skill_23,79.0
student_1016,skill_114,30.0
student_1016,skill_26,88.0
student_1016,skill_144,18.0
student_1016,skill_31,33.0
student_1016,skill_27,20.0
student_1016,skill_137,49.0
student_1016,skill_129,84.0
student_1016,skill_124,90.0
student_1016,skill_134,11.0
student_1016,skill_78,89.0
student_1017,skill_136,20.0
student_1017,skill_130,77.0
student_1017,skill_58,45.0
student_1017,skill_20,
student_1017,skill_44,10.0
student_1017,skill_4,16.0
student_1017,skill_96,22.0
student_1017,skill_9,72.0
student_1017,skill_80,63.0
student_1017,skill_147,86.0
student_1017,skill_87,79.0
student_1017,skill_79,83.0
student_1017,skill_62,44.0
student_1017,skill_42,24.0
student_1017,skill_131,75.0
student_1017,skill_70,21.0
student_1017,skill_88,79.0
student_1017,skill_19,69.0
student_1017,skill_33,31.0
student_1017,skill_53,23.0
student_1017,skill_117,69.0
student_1017,skill_69,90.0
student_1017,skill_51,14.0
student_1017,skill_142,29.0
student_1017,skill_0,81.0
student_1017,skill_56,12.0
student_1017,skill_37,54.0
student_1017,skill_73,94.0
student_1018,skill_94,99.0
student_1018,skill_59,93.0
student_1018,skill_71,19.0
student_1018,skill_5,85.0
student_1018,skill_12,45.0
student_1018,skill_38,32.0
student_1018,skill_111,24.0
student_1018,skill_126,83.0
student_1018,skill_21,40.0
student_1018,skill_105,13.0
student_1018,skill_17,96.0
student_1018,skill_116,87.0
student_1018,skill_34,84.0
student_1018,skill_117,80.0
student_1018,skill_113,61.0
student_1018,skill_81,62.0
student_1018,skill_144,25.0
student_1018,skill_84,57.0
student_1018,skill_66,16.0
student_1018,skill_53,12.0
student_1018,skill_23,30.0
student_1019,skill_59,96.0
student_1019,skill_113,94.0
student_1019,skill_141,99.0
student_1019,skill_111,39.0
student_1019,skill_102,29.0
student_1019,skill_82,31.0
student_1019,skill_91,85.0
student_1019,skill_121,13.0
student_1019,skill_29,34.0
student_1019,skill_86,98.0
student_1019,skill_84,30.0
student_1019,skill_123,99.0
student_1019,skill_42,94.0
student_1019,skill_10,13.0
student_1019,skill_48,87.0
student_1019,skill_67,89.0
student_1019,skill_17,77.0
student_1019,skill_58,44.0
student_1019,skill_107,65.0
student_1019,skill_80,97.0
student_1019,skill_18,10.0
student_1019,skill_118,51.0
student_1019,skill_98,13.0
student_1019,skill_124,98.0
student_1019,skill_63,85.0
student_1020,skill_64,51.0
student_1020,skill_87,45.0
student_1020,skill_148,79.0
student_1020,skill_58,89.0
student_1020,skill_130,32.0
student_1020,skill_121,96.0
student_1020,skill_92,34.0
student_1020,skill_96,39.0
student_1020,skill_57,69.0
student_1020,skill_133,97.0
student_1020,skill_77,54.0
student_1021,skill_132,64.0
student_1021,skill_17,62.0
student_1021,skill_84,98.0
student_1021,skill_16,48.0
student_1021,skill_137,55.0
student_1021,skill_3,67.0
student_1021,skill_116,38.0
student_1021,skill_126,15.0
student_1021,skill_138,62.0
student_1021,skill_57,81.0
student_1021,skill_54,66.0
student_1022,skill_121,87.0
student_1022,skill_81,82.0
student_1022,skill_113,67.0
student_1022,skill_18,18.0
student_1022,skill_69,52.0
student_1022,skill_133,62.0
student_1022,skill_16,63.0
student_1022,skill_45,46.0
student_1022,skill_95,31.0
student_1022,skill_89,30.0
student_1022,skill_33,52.0
student_1022,skill_25,31.0
student_1022,skill_103,34.0
student_1022,skill_88,29.0
student_1022,skill_51,27.0
student_1023,skill_149,43.0
student_1023,skill_18,22.0
student_1023,skill_34,75.0
student_1023,skill_41,47.0
student_1023,skill_72,22.0
student_1023,skill_49,85.0
student_1023,skill_112,99.0
student_1023,skill_26,
student_1023,skill_80,32.0
student_1023,skill_9,89.0
student_1023,skill_27,63.0
student_1023,skill_12,87.0
student_1023,skill_38,48.0
student_1023,skill_63,92.0
student_1023,skill_76,67.0
student_1023,skill_29,28.0
student_1023,skill_79,70.0
student_1023,skill_33,59.0
student_1023,skill_14,36.0
student_1023,skill_15,98.0
student_1023,skill_77,28.0
student_1023,skill_10,72.0
student_1023,skill_31,32.0
student_1023,skill_56,84.0
student_1023,skill_105,27.0
student_1023,skill_61,13.0
student_1024,skill_103,94.0
student_1024,skill_131,59.0
student_1024,skill_64,56.0
student_1024,skill_100,68.0
student_1024,skill_74,21.0
student_1024,skill_45,37.0
student_1024,skill_136,88.0
student_1024,skill_127,81.0
student_1024,skill_63,45.0
student_1024,skill_77,47.0
student_1024,skill_93,38.0
student_1025,skill_137,10.0
student_1025,skill_28,47.0
student_1025,skill_95,95.0
student_1025,skill_98,
student_1025,skill_19,27.0
student_1025,skill_51,77.0
student_1025,skill_107,15.0
student_1025,skill_128,23.0
student_1025,skill_47,89.0
student_1025,skill_56,71.0
student_1025,skill_60,72.0
student_1025,skill_37,12.0
student_1025,skill_8,42.0
student_1025,skill_74,50.0
student_1025,skill_110,30.0
student_1026,skill_18,48.0
student_1026,skill_91,60.0
student_1026,skill_41,30.0
student_1026,skill_126,34.0
student_1026,skill_82,92.0
student_1026,skill_3,22.0
student_1026,skill_119,84.0
student_1026,skill_52,68.0
student_1026,skill_108,20.0
student_1026,skill_21,20.0
student_1026,skill_61,70.0
student_1026,skill_47,63.0
student_1026,skill_9,86.0
student_1027,skill_28,30.0
student_1027,skill_148,24.0
student_1027,skill_112,27.0
student_1027,skill_110,95.0
student_1027,skill_147,27.0
student_1027,skill_134,55.0
student_1027,skill_17,89.0
student_1027,skill_97,93.0
student_1027,skill_44,87.0
student_1027,skill_102,29.0
student_1027,skill_142,23.0
student_1027,skill_125,70.0
student_1027,skill_24,42.0
student_1027,skill_69,89.0
student_1027,skill_16,43.0
student_1027,skill_146,72.0
student_1027,skill_141,21.0
student_1027,skill_104,74.0
student_1027,skill_93,11.0
student_1027,skill_126,79.0
student_1027,skill_10,93.0
student_1027,skill_13,12.0
student_1027,skill_113,26.0
student_1027,skill_27,75.0
student_1028,skill_120,39.0
student_1028,skill_3,82.0
student_1028,skill_27,19.0
student_1028,skill_69,95.0
student_1028,skill_68,63.0
student_1028,skill_128,44.0
student_1028,skill_116,50.0
student_1028,skill_123,27.0
student_1028,skill_25,60.0
student_1028,skill_93,10.0
student_1028,skill_134,18.0
student_1028,skill_32,77.0
student_1028,skill_126,71.0
student_1028,skill_142,58.0
student_1028,skill_37,54.0
student_1028,skill_91,82.0
student_1028,skill_129,99.0
student_1029,skill_109,68.0
student_1029,skill_119,61.0
student_1029,skill_58,61.0
student_1029,skill_40,99.0
student_1029,skill_107,92.0
student_1029,skill_78,25.0
student_1029,skill_41,61.0
student_1029,skill_111,15.0
student_1029,skill_106,73.0
student_1029,skill_115,25.0
student_1029,skill_113,
student_1029,skill_54,19.0
student_1029,skill_7,11.0
student_1029,skill_7,6.0
student_1029,skill_22,64.0
student_1029,skill_67,56.0
student_1029,skill_34,92.0
student_1029,skill_51,28.0
student_1029,skill_87,70.0
student_1029,skill_35,90.0
student_1029,skill_124,33.0
student_1029,skill_124,28.0
student_1029,skill_68,30.0
student_1029,skill_61,59.0
student_1029,skill_72,46.0
student_1029,skill_4,98.0
student_1029,skill_118,52.0
student_1030,skill_134,96.0
student_1030,skill_123,12.0
student_1030,skill_13,73.0
student_1030,skill_36,22.0
student_1030,skill_54,93.0
student_1030,skill_4,92.0
student_1030,skill_120,12.0
student_1030,skill_16,72.0
student_1030,skill_11,43.0
student_1030,skill_84,58.0
student_1030,skill_96,83.0
student_1030,skill_78,48.0
student_1030,skill_10,25.0
student_1030,skill_5,49.0
student_1030,skill_105,45.0
student_1030,skill_115,17.0
student_1030,skill_27,35.0
student_1030,skill_95,47.0
student_1030,skill_98,20.0
student_1030,skill_126,19.0
student_1030,skill_81,64.0
student_1031,skill_45,24.0
student_1031,skill_35,84.0
student_1031,skill_38,97.0
student_1031,skill_109,69.0
student_1031,skill_84,71.0
student_1031,skill_108,21.0
student_1031,skill_126,32.0
student_1031,skill_40,70.0
student_1031,skill_107,11.0
student_1031,skill_96,44.0
student_1031,skill_34,70.0
student_1031,skill_77,78.0
student_1031,skill_58,47.0
student_1031,skill_71,39.0
student_1031,skill_24,16.0
student_1031,skill_118,79.0
student_1031,skill_16,62.0
student_1031,skill_138,76.0
student_1031,skill_10,39.0
student_1031,skill_99,99.0
student_1031,skill_92,71.0
student_1031,skill_97,33.0
student_1031,skill_26,85.0
student_1031,skill_147,20.0
student_1031,skill_52,33.0
student_1031,skill_78,18.0
student_1031,skill_19,93.0
student_1031,skill_145,52.0
student_1031,skill_105,52.0
student_1031,skill_117,27.0
student_1032,skill_30,25.0
student_1032,skill_42,13.0
student_1032,skill_108,14.0
student_1032,skill_106,58.0
student_1032,skill_103,52.0
student_1032,skill_45,42.0
student_1032,skill_11,69.0
student_1032,skill_143,98.0
student_1032,skill_83,21.0
student_1032,skill_100,18.0
student_1032,skill_105,49.0
student_1032,skill_0,27.0
student_1032,skill_38,78.0
student_1032,skill_131,47.0
student_1032,skill_140,74.0
student_1032,skill_84,12.0
student_1032,skill_77,
student_1032,skill_17,97.0
student_1032,skill_19,89.0
student_1033,skill_97,23.0
student_1033,skill_7,31.0
student_1033,skill_85,48.0
student_1033,skill_27,78.0
student_1033,skill_128,39.0
student_1033,skill_94,
student_1033,skill_75,87.0
student_1033,skill_98,44.0
student_1033,skill_70,53.0
student_1033,skill_24,82.0
student_1033,skill_51,91.0
student_1033,skill_124,67.0
student_1033,skill_37,33.0
student_1033,skill_143,54.0
student_1034,skill_9,51.0
student_1034,skill_14,11.0
student_1034,skill_88,10.0
student_1034,skill_105,43.0
student_1034,skill_35,83.0
student_1034,skill_134,25.0
student_1034,skill_74,11.0
student_1034,skill_72,88.0
student_1034,skill_49,
student_1034,skill_37,98.0
student_1034,skill_8,69.0
student_1034,skill_138,51.0
student_1034,skill_22,21.0
student_1034,skill_23,52.0
student_1034,skill_109,98.0
student_1034,skill_11,97.0
student_1034,skill_146,63.0
student_1034,skill_45,62.0
student_1034,skill_63,100.0
student_1034,skill_83,46.0
student_1034,skill_111,68.0
student_1034,skill_136,57.0
student_1034,skill_141,99.0
student_1034,skill_48,94.0
student_1034,skill_144,84.0
student_1035,skill_140,62.0
student_1035,skill_7,71.0
student_1035,skill_80,89.0
student_1035,skill_15,80.0
student_1035,skill_91,67.0
student_1035,skill_96,64.0
student_1035,skill_4,21.0
student_1035,skill_55,16.0
student_1035,skill_32,89.0
student_1035,skill_99,
student_1035,skill_103,93.0
student_1035,skill_34,82.0
student_1035,skill_87,65.0
student_1035,skill_24,32.0
student_1035,skill_14,77.0
student_1035,skill_59,24.0
student_1035,skill_136,90.0
student_1035,skill_93,35.0
student_1035,skill_63,46.0
student_1035,skill_6,21.0
student_1035,skill_119,19.0
student_1035,skill_8,16.0
student_1035,skill_61,90.0
student_1035,skill_29,73.0
student_1035,skill_0,15.0
student_1035,skill_108,78.0
student_1035,skill_121,38.0
student_1035,skill_20,92.0
student_1035,skill_35,85.0
student_1036,skill_124,42.0
student_1036,skill_72,20.0
student_1036,skill_125,56.0
student_1036,skill_95,63.0
student_1036,skill_15,22.0
student_1036,skill_109,55.0
student_1036,skill_53,65.0
student_1036,skill_102,47.0
student_1036,skill_142,39.0
student_1036,skill_86,13.0
student_1036,skill_144,17.0
student_1036,skill_47,61.0
student_1036,skill_129,57.0
student_1036,skill_52,75.0
student_1036,skill_96,81.0
student_1036,skill_149,28.0
student_1036,skill_59,41.0
student_1037,skill_9,100.0
student_1037,skill_15,47.0
student_1037,skill_148,18.0
student_1037,skill_37,26.0
student_1037,skill_39,98.0
student_1037,skill_71,84.0
student_1037,skill_18,30.0
student_1037,skill_23,86.0
student_1037,skill_121,
student_1037,skill_30,85.0
student_1037,skill_94,70.0
student_1037,skill_90,88.0
student_1037,skill_49,56.0
student_1037,skill_109,
student_1037,skill_125,40.0
student_1037,skill_61,82.0
student_1037,skill_28,79.0
student_1038,skill_49,36.0
student_1038,skill_85,56.0
student_1038,skill_75,13.0
student_1038,skill_25,24.0
student_1038,skill_36,89.0
student_1038,skill_57,48.0
student_1038,skill_2,34.0
student_1038,skill_120,20.0
student_1038,skill_91,45.0
student_1038,skill_96,27.0
student_1038,skill_115,44.0
student_1038,skill_77,42.0
student_1038,skill_80,33.0
student_1038,skill_63,57.0
student_1038,skill_119,27.0
student_1038,skill_125,89.0
student_1038,skill_9,
student_1038,skill_101,48.0
student_1038,skill_64,95.0
student_1038,skill_39,96.0
student_1038,skill_34,30.0
student_1038,skill_93,95.0
student_1038,skill_105,75.0
student_1039,skill_129,84.0
student_1039,skill_73,38.0
student_1039,skill_82,79.0
student_1039,skill_49,15.0
student_1039,skill_133,28.0
student_1039,skill_29,57.0
student_1039,skill_42,78.0
student_1039,skill_146,92.0
student_1039,skill_31,69.0
student_1039,skill_111,46.0
student_1039,skill_14,15.0
student_1039,skill_68,50.0
student_1039,skill_3,41.0
student_1039,skill_7,95.0
student_1040,skill_106,71.0
student_1040,skill_76,45.0
student_1040,skill_149,84.0
student_1040,skill_47,100.0
student_1040,skill_56,29.0
student_1040,skill_39,35.0
student_1040,skill_113,70.0
student_1040,skill_42,33.0
student_1040,skill_78,62.0
student_1040,skill_91,18.0
student_1040,skill_8,80.0
student_1040,skill_128,54.0
student_1040,skill_147,55.0
student_1040,skill_53,96.0
student_1040,skill_77,
student_1041,skill_58,52.0
student_1041,skill_128,87.0
student_1041,skill_92,23.0
student_1041,skill_90,18.0
student_1041,skill_89,16.0
student_1041,skill_138,36.0
student_1041,skill_86,20.0
student_1041,skill_146,23.0
student_1041,skill_25,64.0
student_1041,skill_135,92.0
student_1041,skill_144,63.0
student_1041,skill_15,21.0
student_1041,skill_56,83.0
student_1041,skill_68,96.0
student_1041,skill_120,13.0
student_1041,skill_117,91.0
student_1041,skill_64,76.0
student_1041,skill_70,41.0
student_1041,skill_147,22.0
student_1041,skill_142,51.0
student_1042,skill_128,76.0
student_1042,skill_24,45.0
student_1042,skill_0,81.0
student_1042,skill_14,17.0
student_1042,skill_113,58.0
student_1042,skill_72,52.0
student_1042,skill_139,93.0
student_1042,skill_140,36.0
student_1042,skill_137,58.0
student_1042,skill_122,40.0
student_1042,skill_19,88.0
student_1042,skill_2,59.0
student_1042,skill_91,64.0
student_1042,skill_65,44.0
student_1043,skill_110,71.0
student_1043,skill_92,31.0
student_1043,skill_144,26.0
student_1043,skill_36,36.0
student_1043,skill_3,15.0
student_1043,skill_76,93.0
student_1043,skill_133,28.0
student_1043,skill_142,27.0
student_1043,skill_134,14.0
student_1043,skill_13,18.0
student_1043,skill_119,
student_1043,skill_54,80.0
student_1043,skill_38,70.0
student_1043,skill_94,76.0
student_1043,skill_118,26.0
student_1043,skill_22,26.0
student_1043,skill_104,75.0
student_1043,skill_47,88.0
student_1043,skill_14,18.0
student_1044,skill_129,81.0
student_1044,skill_120,35.0
student_1044,skill_123,25.0
student_1044,skill_52,83.0
student_1044,skill_69,83.0
student_1044,skill_13,61.0
student_1044,skill_89,14.0
student_1044,skill_59,34.0
student_1044,skill_138,71.0
student_1044,skill_101,32.0
student_1044,skill_122,88.0
student_1044,skill_103,88.0
student_1044,skill_112,14.0
student_1044,skill_116,38.0
student_1044,skill_3,65.0
student_1044,skill_48,28.0
student_1044,skill_113,96.0
student_1044,skill_144,49.0
student_1044,skill_121,44.0
student_1044,skill_36,70.0
student_1045,skill_75,55.0
student_1045,skill_86,55.0
student_1045,skill_145,52.0
student_1045,skill_144,39.0
student_1045,skill_70,18.0
student_1045,skill_31,54.0
student_1045,skill_128,
student_1045,skill_137,13.0
student_1045,skill_58,34.0
student_1045,skill_97,83.0
student_1045,skill_131,69.0
student_1045,skill_1,70.0
student_1045,skill_134,16.0
student_1045,skill_142,70.0
student_1045,skill_15,70.0
student_1045,skill_49,35.0
student_1045,skill_42,41.0
student_1045,skill_5,24.0
student_1045,skill_112,53.0
student_1045,skill_99,74.0
student_1045,skill_72,90.0
student_1045,skill_74,15.0
student_1045,skill_16,89.0
student_1045,skill_60,54.0
student_1046,skill_119,96.0
student_1046,skill_69,96.0
student_1046,skill_57,98.0
student_1046,skill_98,39.0
student_1046,skill_5,25.0
student_1046,skill_74,45.0
student_1046,skill_128,62.0
student_1046,skill_135,35.0
student_1046,skill_133,67.0
student_1046,skill_60,80.0
student_1046,skill_61,36.0
student_1046,skill_100,58.0
student_1046,skill_35,19.0
student_1046,skill_29,68.0
student_1046,skill_112,22.0
student_1046,skill_81,68.0
student_1046,skill_1,42.0
student_1046,skill_110,70.0
student_1046,skill_10,50.0
student_1046,skill_75,88.0
student_1046,skill_118,26.0
student_1046,skill_16,86.0
student_1046,skill_3,28.0
student_1047,skill_25,97.0
student_1047,skill_72,72.0
student_1047,skill_30,94.0
student_1047,skill_133,42.0
student_1047,skill_92,88.0
student_1047,skill_106,21.0
student_1047,skill_32,72.0
student_1047,skill_60,56.0
student_1047,skill_52,
student_1047,skill_136,11.0
student_1047,skill_28,88.0
student_1047,skill_102,
student_1047,skill_127,56.0
student_1047,skill_45,92.0
student_1047,skill_148,14.0
student_1047,skill_12,35.0
student_1047,skill_8,26.0
student_1047,skill_115,29.0
student_1047,skill_35,10.0
student_1048,skill_13,34.0
student_1048,skill_127,25.0
student_1048,skill_129,13.0
student_1048,skill_59,16.0
student_1048,skill_16,88.0
student_1048,skill_104,96.0
student_1048,skill_66,57.0
student_1048,skill_37,96.0
student_1048,skill_70,21.0
student_1048,skill_103,12.0
student_1048,skill_25,22.0
student_1048,skill_90,16.0
student_1048,skill_125,11.0
student_1048,skill_137,17.0
student_1048,skill_31,62.0
student_1048,skill_42,72.0
student_1049,skill_43,71.0
student_1049,skill_131,76.0
student_1049,skill_63,59.0
student_1049,skill_62,24.0
student_1049,skill_33,30.0
student_1049,skill_56,56.0
student_1049,skill_70,53.0
student_1049,skill_95,12.0
student_1049,skill_65,29.0
student_1049,skill_35,42.0
student_1049,skill_37,62.0
student_1049,skill_52,50.0
student_1049,skill_21,27.0
student_1050,skill_21,13.0
student_1050,skill_5,42.0
student_1050,skill_96,98.0
student_1050,skill_30,44.0
student_1050,skill_31,25.0
student_1050,skill_67,86.0
student_1050,skill_17,62.0
student_1050,skill_11,
student_1050,skill_99,29.0
student_1050,skill_72,75.0
student_1050,skill_82,87.0
student_1050,skill_86,40.0
student_1050,skill_128,33.0
student_1050,skill_47,31.0
student_1050,skill_1,41.0
student_1051,skill_112,81.0
student_1051,skill_6,41.0
student_1051,skill_141,74.0
student_1051,skill_145,
student_1051,skill_94,23.0
student_1051,skill_52,81.0
student_1051,skill_76,13.0
student_1051,skill_37,18.0
student_1051,skill_90,33.0
student_1051,skill_16,18.0
student_1051,skill_127,59.0
student_1051,skill_15,85.0
student_1051,skill_31,
student_1051,skill_49,98.0
student_1051,skill_81,100.0
student_1051,skill_128,83.0
student_1051,skill_23,59.0
student_1051,skill_40,63.0
student_1051,skill_30,86.0
student_1051,skill_95,
student_1051,skill_130,46.0
student_1051,skill_89,34.0
student_1051,skill_34,39.0
student_1051,skill_33,37.0
student_1052,skill_139,47.0
student_1052,skill_60,98.0
student_1052,skill_93,40.0
student_1052,skill_92,43.0
student_1052,skill_113,85.0
student_1052,skill_79,23.0
student_1052,skill_147,91.0
student_1052,skill_7,78.0
student_1052,skill_138,
student_1052,skill_87,88.0
student_1052,skill_112,92.0
student_1052,skill_76,59.0
student_1052,skill_124,35.0
student_1052,skill_21,29.0
student_1052,skill_125,12.0
student_1052,skill_27,75.0
student_1052,skill_81,12.0
student_1052,skill_85,54.0
student_1052,skill_104,67.0
student_1053,skill_28,79.0
student_1053,skill_12,75.0
student_1053,skill_17,78.0
student_1053,skill_133,68.0
student_1053,skill_113,47.0
student_1053,skill_61,
student_1053,skill_52,97.0
student_1053,skill_46,90.0
student_1053,skill_72,37.0
student_1053,skill_122,89.0
student_1053,skill_25,76.0
student_1053,skill_87,65.0
student_1053,skill_41,53.0
student_1053,skill_138,86.0
student_1053,skill_102,21.0
student_1053,skill_121,98.0
student_1053,skill_59,29.0
student_1053,skill_15,27.0
student_1053,skill_48,90.0
student_1053,skill_26,89.0
student_1053,skill_99,57.0
student_1053,skill_114,68.0
student_1053,skill_45,
student_1053,skill_107,16.0
student_1053,skill_66,98.0
student_1053,skill_13,80.0
student_1053,skill_120,86.0
student_1054,skill_110,73.0
student_1054,skill_69,66.0
student_1054,skill_56,59.0
student_1054,skill_80,16.0
student_1054,skill_62,62.0
student_1054,skill_139,29.0
student_1054,skill_45,43.0
student_1054,skill_8,45.0
student_1054,skill_26,11.0
student_1054,skill_138,84.0
student_1054,skill_120,64.0
student_1054,skill_125,
student_1054,skill_105,18.0
student_1054,skill_115,39.0
student_1054,skill_20,55.0
student_1054,skill_41,96.0
student_1054,skill_68,56.0
student_1054,skill_64,90.0
student_1054,skill_19,53.0
student_1054,skill_17,62.0
student_1054,skill_94,75.0
student_1054,skill_147,30.0
student_1054,skill_0,
student_1054,skill_123,55.0
student_1054,skill_78,51.0
student_1054,skill_13,54.0
student_1054,skill_131,16.0
student_1054,skill_89,
student_1055,skill_50,42.0
student_1055,skill_52,26.0
student_1055,skill_135,29.0
student_1055,skill_117,11.0
student_1055,skill_40,70.0
student_1055,skill_115,60.0
student_1055,skill_2,77.0
student_1055,skill_121,98.0
student_1055,skill_92,25.0
student_1055,skill_54,76.0
student_1055,skill_58,41.0
student_1055,skill_90,84.0
student_1055,skill_45,53.0
student_1055,skill_73,34.0
student_1055,skill_42,52.0
student_1055,skill_49,73.0
student_1055,skill_142,19.0
student_1055,skill_76,81.0
student_1057,skill_129,39.0
student_1057,skill_67,51.0
student_1057,skill_15,52.0
student_1057,skill_94,63.0
student_1057,skill_141,34.0
student_1057,skill_135,49.0
student_1057,skill_118,96.0
student_1057,skill_1,82.0
student_1057,skill_64,95.0
student_1057,skill_23,80.0
student_1057,skill_145,79.0
student_1057,skill_50,35.0
student_1057,skill_29,96.0
student_1057,skill_140,36.0
student_1057,skill_56,39.0
student_1057,skill_33,77.0
student_1058,skill_41,40.0
student_1058,skill_135,
student_1058,skill_86,77.0
student_1058,skill_145,47.0
student_1058,skill_128,77.0
student_1058,skill_17,15.0
student_1058,skill_72,95.0
student_1058,skill_132,88.0
student_1058,skill_137,28.0
student_1058,skill_3,90.0
student_1058,skill_82,64.0
student_1058,skill_85,91.0
student_1058,skill_144,72.0
student_1058,skill_89,83.0
student_1058,skill_87,
student_1058,skill_105,42.0
student_1058,skill_124,15.0
student_1058,skill_70,11.0
student_1058,skill_103,68.0
student_1058,skill_77,11.0
student_1058,skill_34,85.0
student_1058,skill_46,22.0
student_1058,skill_118,86.0
student_1058,skill_25,12.0
student_1058,skill_6,68.0
student_1058,skill_4,96.0
student_1058,skill_53,
student_1059,skill_44,19.0
student_1059,skill_124,11.0
student_1059,skill_17,26.0
student_1059,skill_58,24.0
student_1059,skill_108,99.0
student_1059,skill_42,64.0
student_1059,skill_46,18.0
student_1059,skill_81,65.0
student_1059,skill_94,
student_1059,skill_133,49.0
student_1059,skill_72,84.0
student_1060,skill_40,91.0
student_1060,skill_64,37.0
student_1060,skill_22,79.0
student_1060,skill_105,16.0
student_1060,skill_142,89.0
student_1060,skill_87,39.0
student_1060,skill_129,61.0
student_1060,skill_65,38.0
student_1060,skill_89,13.0
student_1060,skill_53,95.0
student_1060,skill_99,68.0
student_1060,skill_130,94.0
student_1060,skill_18,41.0
student_1060,skill_9,88.0
student_1060,skill_141,50.0
student_1060,skill_51,85.0
student_1060,skill_79,66.0
student_1060,skill_2,13.0
student_1060,skill_93,33.0
student_1060,skill_56,50.0
student_1060,skill_75,27.0
student_1060,skill_127,71.0
student_1060,skill_73,99.0
student_1060,skill_72,27.0
student_1060,skill_23,35.0
student_1061,skill_108,92.0
student_1061,skill_28,56.0
student_1061,skill_119,19.0
student_1061,skill_148,100.0
student_1061,skill_97,93.0
student_1061,skill_143,53.0
student_1061,skill_16,60.0
student_1061,skill_49,43.0
student_1061,skill_140,17.0
student_1061,skill_48,84.0
student_1061,skill_86,87.0
student_1061,skill_134,38.0
student_1061,skill_26,53.0
student_1061,skill_126,72.0
student_1061,skill_129,89.0
student_1061,skill_24,11.0
student_1061,skill_7,49.0
student_1061,skill_91,53.0
student_1061,skill_39,61.0
student_1061,skill_76,
student_1061,skill_82,93.0
student_1061,skill_3,
student_1061,skill_141,78.0
student_1061,skill_40,54.0
student_1061,skill_58,34.0
student_1061,skill_120,48.0
student_1062,skill_73,50.0
student_1062,skill_40,19.0
student_1062,skill_37,71.0
student_1062,skill_71,
student_1062,skill_119,88.0
student_1062,skill_2,16.0
student_1062,skill_66,77.0
student_1062,skill_133,98.0
student_1062,skill_75,66.0
student_1062,skill_128,18.0
student_1063,skill_40,76.0
student_1063,skill_98,55.0
student_1063,skill_76,92.0
student_1063,skill_70,70.0
student_1063,skill_96,64.0
student_1063,skill_78,76.0
student_1063,skill_56,32.0
student_1063,skill_25,83.0
student_1063,skill_5,34.0
student_1063,skill_32,37.0
