candidate_id,protected_group,experience_years,skills,true_quality
C00446,B,4,"excel,ml,compliance",0.7423424072917405
C00447,B,2,"ml,excel,leadership,audit,risk_modeling",0.7536123594765793
C00448,A,8,"leadership,risk_modeling",0.8994433614857419
C00449,B,13,"sql,aws",0.6535105915642748
C00450,A,12,"leadership,java,sql,underwriting,audit",0.7573956515904489
C00451,B,3,"audit,ml,risk_modeling,sql,compliance,underwriting",0.2681969238074655
C00452,B,7,"sql,underwriting,python,leadership,ml,risk_modeling",0.6473786831690669
C00453,A,10,"audit,underwriting,sql,risk_modeling,leadership",0.40645246173704486
C00454,A,9,"ml,java,compliance,sql",0.578742944764145
C00455,A,1,"audit,ml",1.0
C00456,B,8,"sql,excel,audit",0.6346397625142773
C00457,A,0,"compliance,leadership,communication,risk_modeling,ml",0.3445136205475408
C00458,B,1,"underwriting,java,audit",0.583402021072423
C00459,B,9,"communication,excel,leadership,underwriting",0.49692646641391613
C00460,B,1,"sql,audit",0.3370660596316408
C00461,A,5,"communication,python,java,leadership",0.9285651160102901
C00462,B,8,"communication,risk_modeling,python",0.7720261647280154
C00463,A,9,"leadership,underwriting",0.652196592499234
C00464,B,6,"sql,communication",0.4894718077554426
C00465,B,1,"python,excel,risk_modeling,underwriting",0.45405789306500416
C00466,B,11,"excel,aws,risk_modeling",0.887646736031947
C00467,B,14,"leadership,risk_modeling",0.6951839567796222
C00468,A,13,"sql,risk_modeling,ml,leadership",0.07509507426921369
C00469,A,11,"aws,java",1.0
C00470,A,6,"excel,audit",0.5929512242550112
C00471,A,13,"underwriting,ml",0.6918064210322671
C00472,A,7,"sql,leadership,communication,underwriting",0.7656050664182634
C00473,A,2,"ml,leadership,sql,audit,python,compliance",0.6037725089160857
C00474,A,12,"python,sql,audit",0.7544435511890257
C00475,A,4,"leadership,excel,ml",0.4637297758743135
C00476,A,14,"java,leadership,aws",0.4186368416860504
C00477,B,5,"risk_modeling,ml,compliance",0.6004419006651754
C00478,B,13,"risk_modeling,leadership,python,excel,compliance",0.8876906374094262
C00479,A,8,"leadership,communication,java",0.46339553949103884
C00480,A,7,"python,ml,communication,excel,underwriting",0.43895568093244025
C00481,A,4,"sql,leadership,python,audit,ml,risk_modeling",0.7597834668683887
C00482,B,12,"aws,communication,underwriting,excel,leadership,java",0.5376958630746036
C00483,A,0,"risk_modeling,communication,underwriting,java",0.42609921550980767
C00484,A,7,"risk_modeling,aws,audit,leadership,ml",0.5028340308696764
C00485,A,5,"risk_modeling,audit,aws,sql,underwriting,python",0.5383034234217138
C00486,A,8,"communication,compliance,excel,sql,aws",0.296745142737633
C00487,A,3,"leadership,compliance,risk_modeling",0.43291877974250725
C00488,B,9,"python,audit",0.6314662434451499
C00489,B,5,"excel,risk_modeling",0.5901828285114693
C00490,B,2,"ml,java,compliance,sql,communication,python",0.7284387494643257
C00491,B,2,"aws,sql,communication,excel",0.8510905999950649
C00492,B,10,"sql,java,audit",0.8722470203995926
C00493,A,3,"java,python,aws",0.6946374291333082
C00494,B,4,"compliance,underwriting,excel",0.5132277736619026
C00495,A,9,"ml,excel,risk_modeling,aws,python,audit",0.4778475674077616
C00496,A,4,"sql,audit,ml,underwriting,risk_modeling",0.5432181178515124
C00497,B,5,"ml,sql,aws,communication,audit,compliance",0.6554041785591217
C00498,A,3,"python,ml,sql",0.6779488036842202
C00499,A,5,"leadership,excel,underwriting,aws",0.6621554320328531
C00500,B,10,"aws,underwriting",0.5781884151523106
C00501,B,8,"java,audit,risk_modeling,compliance,aws,leadership",0.721635203171607
C00502,B,14,"leadership,communication,ml,sql",0.8669570509150305
C00503,A,11,"leadership,risk_modeling,underwriting,compliance",0.7684288691321575
C00504,A,0,"underwriting,communication,leadership,audit",0.4942376500705882
C00505,B,5,"python,aws,excel",0.39990723534891875
C00506,A,4,"sql,python,communication,ml,excel,aws",0.3856378627101406
C00507,B,8,"excel,risk_modeling,python,leadership",0.4573808277534073
C00508,A,3,"underwriting,aws,python,communication,java",0.5762735357614874
C00509,A,14,"python,audit",0.733564675640014
C00510,A,4,"leadership,sql,communication",0.2853841827700746
C00511,B,7,"leadership,risk_modeling,python,audit,aws,underwriting",0.47928088049456086
C00512,A,1,"risk_modeling,audit",0.553791383754971
C00513,A,13,"audit,aws",0.4680576161824316
C00514,A,13,"java,sql,ml,compliance,audit,excel",0.7081027475507289
C00515,A,11,"risk_modeling,python,aws",0.5546629076350181
C00516,A,5,"leadership,underwriting,audit",0.41978435109953377
C00517,B,0,"aws,ml,audit,underwriting",0.5095769778408016
C00518,A,10,"audit,risk_modeling",0.6706104593242381
C00519,B,6,"risk_modeling,aws",0.407264795431413
C00520,B,14,"sql,compliance",0.5963297716334715
C00521,A,10,"audit,underwriting",0.6841821079152794
C00522,A,8,"communication,audit",0.44282376700298187
C00523,B,14,"leadership,python,ml,compliance,java",0.3416037687236977
C00524,A,12,"aws,python,ml",0.3434167077758442
C00525,A,6,"underwriting,java",0.4847508444697455
C00526,B,0,"python,communication",0.2626847102650751
C00527,B,1,"ml,underwriting,sql,java",0.44741005886827573
C00528,B,6,"underwriting,leadership,ml,sql,risk_modeling,python",0.8596897132110821
C00529,A,8,"excel,leadership,sql",0.33185229021603735
C00530,B,0,"excel,java",0.44913112673401384
C00531,B,1,"audit,aws,python",0.8938148197688491
C00532,A,10,"risk_modeling,ml,aws,audit",0.6734634149356278
C00533,B,11,"audit,java",0.5438098082543921
C00534,A,0,"risk_modeling,java,compliance,communication,audit,underwriting",0.4717611257865371
C00535,A,7,"risk_modeling,excel,communication,sql,compliance",0.6472852515107901
C00536,A,1,"leadership,ml,java",0.8152389475129392
C00537,A,10,"excel,ml,risk_modeling,underwriting,python,compliance",0.5044463506540964
C00538,A,12,"python,compliance,underwriting",0.48363014908010915
C00539,B,13,"compliance,underwriting",0.38181442809955907
C00540,B,8,"audit,risk_modeling,underwriting,sql,leadership,compliance",0.5985572858517647
C00541,B,9,"leadership,communication,python,ml,compliance,aws",0.3369762734327757
C00542,B,13,"compliance,underwriting,java",0.546519127532077
C00543,B,9,"leadership,audit,aws,ml",0.4264369806001366
C00544,A,6,"underwriting,compliance",0.753342231842139
C00545,A,11,"risk_modeling,leadership,ml,python,underwriting",0.518488650273975
C00546,A,8,"leadership,communication,aws,audit,underwriting",0.6514474590410109
C00547,A,12,"excel,underwriting,ml,java,risk_modeling",0.3312634396960587
C00548,B,7,"compliance,communication,audit,excel",0.5936712518015121
C00549,A,13,"compliance,sql,java,excel,communication",0.4134311449450653
C00550,A,0,"ml,aws,java,compliance",0.4233832700126253
C00551,A,0,"audit,aws,communication,leadership,ml,excel",0.8980164633661203
C00552,A,1,"communication,underwriting",0.677791387903359
C00553,B,8,"java,sql,audit,excel",0.5568857350903648
C00554,A,10,"audit,underwriting,sql,communication",1.0
C00555,A,3,"audit,underwriting,excel,compliance",0.3652685557328028
C00556,A,2,"aws,audit",0.729738948773565
C00557,A,12,"sql,compliance,python",0.3441185977675194
C00558,B,11,"excel,underwriting,leadership,python,communication,compliance",0.5660939036233694
C00559,A,9,"excel,communication",0.34739784496749915
C00560,A,7,"java,python,excel,compliance,aws",0.6163096647163575
C00561,A,6,"risk_modeling,compliance,communication,audit,excel",0.5700746456441763
C00562,B,0,"leadership,risk_modeling,communication,ml",0.4446203361469553
C00563,B,2,"python,sql",0.7165702645227352
C00564,B,13,"sql,communication",0.5279221848594977
C00565,B,5,"excel,java,leadership",0.6088333146053184
C00566,B,10,"risk_modeling,ml",0.7476998892488409
C00567,A,10,"excel,risk_modeling",0.333020182398687
C00568,A,4,"communication,underwriting",0.40528541849861094
C00569,A,3,"java,ml",0.5396949741168501
C00570,A,10,"python,risk_modeling,excel,underwriting,sql,communication",0.7134276154970973
C00571,B,1,"leadership,aws,compliance,risk_modeling,communication",0.765822797865876
C00572,A,7,"underwriting,aws",0.5311416362289743
C00573,B,13,"compliance,sql,java,python,leadership",0.5730352123230209
C00574,B,10,"communication,python",0.4429327145615405
C00575,A,11,"compliance,underwriting,sql,aws",0.669397136591866
C00576,B,1,"aws,leadership",0.4565188367343435
C00577,B,2,"audit,leadership",0.4706741926913707
C00578,B,4,"compliance,sql",0.5231000689400686
C00579,A,4,"leadership,compliance,communication,sql",0.6392930511762611
C00580,A,2,"communication,excel,aws,leadership",0.41852850042773304
C00581,A,14,"compliance,ml,aws",0.5010115439963971
C00582,A,2,"compliance,aws,java,sql,python",0.5977103535041386
C00583,A,10,"java,sql,compliance,underwriting,communication",0.055369517661134765
C00584,B,8,"underwriting,aws,sql,ml,python",0.47133792874089664
C00585,B,9,"python,audit,excel,ml",0.38276429010667445
C00586,A,3,"risk_modeling,communication,leadership,aws",0.746586480143022
C00587,A,4,"audit,ml,underwriting,leadership",0.46063210274227856
C00588,A,9,"python,communication,compliance",0.4890710992518984
C00589,A,4,"python,leadership,aws,communication",0.5312479526544107
C00590,B,10,"java,underwriting",0.4928329628763156
C00591,A,0,"risk_modeling,python,underwriting,leadership,java,compliance",0.42752333153236377
C00592,A,1,"ml,python,communication",0.5274798738761693
C00593,B,10,"ml,python,excel,aws,sql",0.5240327217888717
C00594,A,9,"audit,excel,underwriting,python,communication,leadership",0.5127408585910334
C00595,A,0,"audit,excel,java,aws",0.3181716187319644
C00596,B,13,"risk_modeling,sql,excel,aws,underwriting,ml",0.42231892670630444
C00597,B,0,"ml,python,sql,aws",0.5109146415662505
C00598,B,14,"excel,underwriting",0.695188091761448
C00599,B,10,"risk_modeling,aws",0.342931804118889
C00600,A,14,"aws,java",0.7767894547685525
C00601,B,14,"ml,audit,risk_modeling,python,communication,compliance",0.7775285751684545
C00602,B,4,"communication,leadership,underwriting,ml",0.7154440448901522
C00603,B,11,"risk_modeling,compliance,leadership",0.6639800352533075
C00604,B,3,"underwriting,python,compliance,risk_modeling",0.6446747780520192
C00605,B,7,"audit,sql,leadership",0.963304652024098
C00606,B,3,"java,risk_modeling,sql,python,leadership,aws",0.47572611184208724
C00607,A,7,"underwriting,aws,risk_modeling,compliance,audit,leadership",0.3817755298398798
C00608,B,13,"aws,python",0.3538692210201369
C00609,A,6,"sql,compliance,java,audit,communication",0.876021307441817
C00610,B,1,"compliance,underwriting,communication",0.8283817065657584
C00611,B,4,"underwriting,sql",0.37357204645183845
C00612,B,11,"leadership,aws,audit,python,ml,sql",0.4790822537178598
C00613,B,7,"python,java",0.5116816132443891
C00614,A,8,"risk_modeling,sql,excel",0.800366236986277
C00615,B,6,"ml,java",0.3282856042735442
C00616,B,4,"risk_modeling,underwriting,java,sql",0.18600848552000251
C00617,A,8,"underwriting,java,ml,risk_modeling",0.970152605781189
C00618,A,9,"underwriting,compliance,ml",0.6462271916456136
C00619,A,13,"underwriting,java",0.7117943950653409
C00620,B,9,"sql,leadership",0.5530809190640013
C00621,A,14,"risk_modeling,ml,java,audit,sql,aws",0.7238412862692443
C00622,B,12,"python,audit,ml,sql,risk_modeling,underwriting",0.34744294099862255
C00623,A,1,"underwriting,risk_modeling,compliance,communication,java,leadership",0.35863429796515867
C00624,B,5,"underwriting,risk_modeling,compliance,communication",0.568928419214069
C00625,A,5,"communication,sql,excel,java",0.14123963927795646
C00626,B,0,"excel,underwriting,python,risk_modeling,sql",0.44554682951343877
C00627,A,2,"compliance,risk_modeling,python,underwriting,communication",0.45445041333980674
C00628,B,11,"leadership,python,sql,ml",0.555515758248935
C00629,B,5,"underwriting,python,aws",0.45080527459222336
C00630,B,2,"java,excel,underwriting,python",0.34073945334259054
C00631,B,4,"audit,python",0.21203426695123442
C00632,A,4,"aws,python",0.5660544684901342
C00633,A,2,"audit,sql,aws,java,underwriting",0.46597768237667625
C00634,A,1,"communication,leadership,sql,risk_modeling,python,ml",0.262449321617638
C00635,A,11,"compliance,underwriting",0.6212560143100787
C00636,B,12,"audit,underwriting",0.5669089648869129
C00637,B,7,"python,ml",0.4870156887008193
C00638,B,9,"leadership,aws,risk_modeling,underwriting,python",0.20175892037465895
C00639,B,13,"audit,excel,ml",0.7528981522154208
C00640,B,12,"python,communication,compliance",0.3980508127803566
C00641,B,0,"sql,leadership",0.5113886458714235
C00642,A,14,"communication,excel,python,java,underwriting,risk_modeling",0.49451168018211533
C00643,A,1,"excel,leadership,risk_modeling,python",0.4400292268413627
C00644,B,0,"python,aws,sql,audit,java",0.707412648514984
C00645,B,6,"underwriting,excel,risk_modeling,communication,audit",0.6556912761446072
C00646,A,11,"aws,excel",0.8134071903321046
C00647,A,1,"excel,java,aws,underwriting,leadership,sql",0.5694693890318832
C00648,B,4,"excel,audit,aws,leadership",0.6113058451813406
C00649,A,3,"underwriting,leadership,excel,audit,compliance",0.209394979959288
C00650,A,5,"audit,risk_modeling,sql",0.49284550110402026
C00651,B,14,"python,java,communication,leadership,sql,excel",0.5995163922672505
C00652,B,4,"sql,underwriting,ml,java,python,communication",0.7602596676633556
C00653,A,3,"compliance,communication,ml,leadership",0.43887872097675296
C00654,B,1,"python,compliance",0.5576747116301021
C00655,A,2,"underwriting,java,leadership,risk_modeling,communication,compliance",0.5606363217552555
C00656,B,1,"ml,communication,underwriting,risk_modeling,compliance,java",0.7183815288505309
C00657,A,8,"risk_modeling,java,aws,compliance",0.555926065184896
C00658,B,6,"ml,aws,compliance,python",0.7090016507647663
C00659,A,7,"aws,compliance,leadership",0.2631242758552456
C00660,A,12,"excel,sql",0.3294765020700905
C00661,B,8,"python,sql,java,aws,audit,compliance",0.16899801796758523
C00662,A,2,"ml,audit,java,compliance",0.661477295524
C00663,A,5,"leadership,java,risk_modeling",0.6712600488019725
C00664,A,4,"compliance,java,aws,excel,sql",0.7014289633018709
C00665,B,12,"python,sql",0.49807486957288527
C00666,B,4,"python,communication",0.43856142164376005
C00667,B,2,"aws,java,risk_modeling",0.4982114243207841
C00668,A,11,"sql,compliance,excel,risk_modeling",0.8698658745305781
C00669,A,6,"excel,leadership,java",0.8648890629719692
C00670,A,1,"java,communication",0.6528855281714453
C00671,B,10,"risk_modeling,leadership,excel",0.6595835504646301
C00672,B,3,"aws,ml,communication",0.7703688855860227
C00673,B,13,"risk_modeling,java,excel,sql",0.5839483577130795
C00674,B,12,"java,underwriting,ml,communication",0.549630524513187
C00675,A,5,"python,risk_modeling,sql,aws,ml,compliance",0.526776018289514
C00676,B,8,"java,leadership,excel,python,risk_modeling,compliance",0.403831413504476
C00677,A,8,"audit,communication,sql",0.5484983144131097
C00678,A,9,"audit,risk_modeling,leadership,java,excel,aws",0.38886655211889076
C00679,A,1,"risk_modeling,ml,underwriting,audit",0.6945014074019241
C00680,A,4,"ml,aws",0.6378637303859432
C00681,A,2,"ml,sql,communication",0.7773212315586085
C00682,A,10,"audit,sql,java,aws,python",0.3067290954754459
C00683,A,1,"excel,audit,sql,risk_modeling,aws,python",0.8523054504459731
C00684,B,7,"python,communication,compliance",0.28695442551718076
C00685,A,10,"underwriting,leadership",0.384304546485023
C00686,A,14,"audit,python",0.5282521215646439
C00687,B,4,"audit,aws",0.7753897245545757
C00688,B,0,"audit,ml,sql,compliance,communication",0.5406032295011433
C00689,A,10,"communication,aws,java,excel",0.5561107349061171
C00690,A,0,"communication,leadership,compliance,sql",0.3573270617638711
C00691,B,0,"excel,risk_modeling,compliance,communication,audit",0.25233167288107405
C00692,A,14,"leadership,communication,underwriting,sql,ml,aws",0.8438729182647419
C00693,A,12,"excel,compliance,underwriting,risk_modeling,audit",0.7637550669887552
C00694,B,10,"sql,leadership",0.843441067876623
C00695,A,12,"leadership,audit,compliance,python",0.6914272628566024
C00696,B,1,"aws,sql,compliance,python,underwriting,excel",0.03442155746000374
C00697,B,1,"audit,python,compliance,leadership,sql",0.28597507211733864
C00698,B,4,"compliance,aws,communication",0.6236768350524076
C00699,A,0,"excel,ml,java",0.4334509354575164
C00700,A,13,"underwriting,sql,python,communication,java,excel",0.5294084459529371
C00701,A,0,"python,java",0.30141918231988485
C00702,A,8,"python,java,audit,underwriting",0.7505661221346173
C00703,B,12,"communication,ml",0.7021146747345753
C00704,A,11,"ml,risk_modeling,java,audit,leadership,excel",0.700214420123462
C00705,B,3,"underwriting,audit",0.41595159521868974
C00706,B,7,"ml,sql",0.6017317966019657
C00707,B,8,"java,ml,risk_modeling",0.3392023132846334
C00708,A,11,"underwriting,ml,communication",0.5866309634476852
C00709,A,6,"java,ml,aws,audit",0.10497267585324044
C00710,B,4,"sql,java,compliance",0.25773909495578007
C00711,B,11,"communication,excel,underwriting",0.551983868034638
C00712,B,13,"risk_modeling,sql,underwriting,leadership",1.0
C00713,B,7,"audit,risk_modeling,sql,aws",0.24586624678352442
C00714,B,0,"compliance,leadership,risk_modeling,ml,communication,aws",0.2761554933428247
C00715,A,7,"underwriting,java,risk_modeling,leadership",0.6090194634047059
C00716,B,13,"aws,risk_modeling,excel,underwriting",0.9484961230826285
C00717,A,14,"excel,compliance,ml,leadership,risk_modeling",0.6763910494578532
C00718,B,6,"ml,sql",0.6863855334147482
C00719,B,2,"aws,excel,risk_modeling,leadership,communication",0.4592313248782341
C00720,A,8,"java,underwriting,aws,excel,sql,compliance",0.48808811399091223
C00721,A,12,"risk_modeling,sql,excel",0.6347931833721961
C00722,A,14,"underwriting,python",0.5215079096873012
C00723,B,0,"sql,communication,aws",0.6303684809691941
C00724,A,4,"compliance,ml,communication",0.2508710581897949
C00725,A,7,"underwriting,audit,sql,python",0.7301976658620302
C00726,A,1,"communication,excel,sql,python,underwriting,compliance",0.5170763422144954
C00727,A,13,"python,compliance,leadership,risk_modeling",0.5913502436518445
C00728,A,1,"communication,leadership",0.2142627791664441
C00729,A,9,"ml,communication,sql",0.41363803904038343
C00730,A,13,"python,ml,sql,leadership,aws",0.8457572651639721
C00731,A,10,"java,underwriting,leadership",0.5624521803539942
C00732,A,11,"risk_modeling,sql,python,compliance",0.6601117238571078
C00733,A,3,"ml,java,risk_modeling,compliance,sql",0.37168423760323765
C00734,A,12,"communication,leadership,ml",0.6147701654794189
C00735,B,6,"communication,sql,risk_modeling,underwriting,audit",0.3130126313384037
C00736,A,0,"aws,communication,compliance",0.5179788057718197
C00737,A,5,"underwriting,audit",0.6167153615086369
C00738,A,5,"excel,python,compliance",0.6077106508933032
C00739,A,7,"leadership,python,communication,ml",0.4073547305117709
C00740,A,3,"risk_modeling,sql",0.46843082286190973
C00741,A,6,"aws,sql,underwriting,java,audit,risk_modeling",0.6566949462766936
C00742,B,6,"leadership,aws,compliance,python",0.5219412328499422
C00743,A,4,"excel,sql",0.4882850311787802
C00744,A,10,"audit,underwriting,excel,communication,python,leadership",0.9426241695526002
C00745,A,4,"underwriting,java,aws,audit,communication,compliance",0.36882195860409756
C00746,A,11,"aws,leadership",0.8044753242560169
C00747,A,3,"python,sql",0.32215748056911253
C00748,B,12,"risk_modeling,underwriting,compliance",0.7378605954388546
C00749,B,5,"java,risk_modeling,excel,compliance",0.6774674604623152
C00750,A,0,"aws,compliance,ml,underwriting,python",0.40813427208973174
C00751,A,2,"aws,python,communication,excel",0.3008541664848209
C00752,A,12,"compliance,aws,excel,leadership,risk_modeling",0.26532202331538485
C00753,A,13,"sql,underwriting",0.5192795683934396
C00754,B,3,"ml,excel,audit,communication,risk_modeling",0.6247193566314183
C00755,A,9,"python,excel,leadership,underwriting,ml,audit",0.3960269317220758
C00756,A,8,"compliance,python,underwriting,excel",0.597450744566271
C00757,B,2,"aws,python,compliance,communication",0.2542426363760479
C00758,A,6,"compliance,audit,excel",0.5179001254212865
C00759,A,10,"leadership,underwriting,risk_modeling,aws,audit,communication",0.39353209724422844
C00760,B,14,"communication,excel",0.6259635096590032
C00761,A,12,"underwriting,excel,python",0.5298056954706443
C00762,A,1,"audit,sql",0.29573409547723206
C00763,A,3,"audit,python,underwriting,communication,aws,excel",0.4114027739799907
C00764,B,6,"excel,python,aws,compliance",0.39185176479644124
C00765,A,2,"python,risk_modeling,sql,compliance,leadership,underwriting",0.2834935539572657
C00766,A,8,"excel,ml,sql,compliance,underwriting",0.7748942485520951
C00767,A,0,"audit,underwriting,aws,python",0.4351685243988335
C00768,A,1,"ml,risk_modeling,compliance,excel",0.11359941916674025
C00769,B,0,"ml,compliance,python",0.3878094546329566
C00770,A,4,"ml,risk_modeling,sql,java",0.7046481084872876
C00771,B,11,"sql,audit,aws,communication,excel",0.47295544601367223
C00772,B,2,"risk_modeling,compliance,aws,java,communication,ml",0.7895938980640532
C00773,B,14,"risk_modeling,aws,communication,underwriting",0.485800830106914
C00774,A,4,"risk_modeling,excel,audit,leadership,underwriting,communication",0.630613450046962
C00775,B,0,"communication,python,risk_modeling,compliance,java,ml",0.6865949452263821
C00776,B,5,"communication,sql,excel,risk_modeling",0.631034915016058
C00777,A,11,"ml,underwriting,python,audit",0.36259108456461453
C00778,B,1,"aws,risk_modeling",0.3403556561541184
C00779,B,1,"communication,java,leadership",0.7206127782695847
C00780,A,12,"risk_modeling,compliance,leadership,ml,aws,excel",0.4751699378602441
C00781,B,8,"leadership,java",0.7556217725023968
C00782,A,5,"sql,audit,compliance",0.4725487500733101
C00783,B,11,"aws,underwriting,sql,audit,python",0.6354587174594472
C00784,B,12,"sql,risk_modeling,communication",0.37050069013622877
C00785,A,5,"risk_modeling,ml,excel,java,sql,communication",0.4405118365517503
C00786,B,8,"sql,audit,underwriting,excel,risk_modeling",0.4224448515208501
C00787,A,0,"java,compliance",0.5406079371004713
C00788,B,4,"excel,audit,python",0.5567755643488589
C00789,B,8,"ml,python,sql,aws,underwriting",0.6632769813242141
C00790,A,2,"python,excel,communication,compliance,ml,leadership",0.4317059494433189
C00791,A,14,"audit,excel,communication,java,risk_modeling,sql",0.47255858716697596
C00792,A,14,"compliance,java,excel,leadership,python,ml",0.6728912353979754
C00793,A,3,"python,sql",0.34467399745873384
C00794,A,5,"excel,ml,audit,underwriting,python",0.7441160547560659
C00795,A,2,"ml,aws",0.49938597041395977
C00796,A,7,"leadership,communication",0.5112956802531079
C00797,A,1,"java,risk_modeling,compliance,aws,sql",0.593191612095038
C00798,B,5,"java,excel,risk_modeling,ml",0.536254390102291
C00799,B,8,"sql,aws,risk_modeling,compliance,ml",0.2815506909696647
C00800,B,9,"python,underwriting,sql,ml,risk_modeling,leadership",0.39894261810990195
C00801,A,8,"audit,communication",0.7703875666956307
C00802,B,3,"communication,python,sql,leadership",0.545099182612025
C00803,B,11,"ml,python,communication,aws,leadership,sql",0.30731779557458055
C00804,A,10,"communication,python,excel,compliance",0.6633801720087299
C00805,A,11,"java,compliance,underwriting,ml",0.5093334124234452
C00806,B,7,"python,java,compliance,communication",0.41259000854841926
C00807,A,13,"python,risk_modeling,excel,communication,compliance,java",0.4239229093859077
C00808,A,5,"leadership,audit",0.7299873048373637
C00809,B,12,"java,python,communication,ml,excel,sql",0.266210293039037
C00810,A,3,"aws,sql,communication,leadership,risk_modeling,compliance",0.37924422660089174
C00811,A,3,"communication,excel,leadership,audit,aws,python",0.5516228178640237
C00812,B,7,"risk_modeling,communication,aws,compliance",0.8541053524026294
C00813,B,8,"audit,java,risk_modeling,python",0.6796944753430574
C00814,A,11,"python,risk_modeling,java",0.4577155692040955
C00815,B,4,"risk_modeling,excel,python",0.8152836217392267
C00816,B,13,"java,compliance,communication,python,audit,leadership",0.386077788053105
C00817,A,4,"sql,leadership,ml,python",0.5877605097639278
C00818,B,8,"audit,ml,aws,sql,risk_modeling",0.6678012362353987
C00819,A,13,"underwriting,python",0.47139919502392064
C00820,A,8,"java,risk_modeling,python,aws,sql",0.7055667493398856
C00821,B,10,"python,excel,risk_modeling,sql,leadership",0.5074997767906273
C00822,A,13,"ml,java,python,aws,underwriting,compliance",0.7551256369532336
C00823,B,14,"ml,java",0.30887281133448247
C00824,B,7,"compliance,python,aws,excel",0.6302956962411974
C00825,A,6,"audit,underwriting,leadership,risk_modeling",0.48582079891515106
C00826,B,2,"communication,risk_modeling,underwriting,java",0.726946680934208
C00827,A,8,"risk_modeling,sql",0.5720834686412289
C00828,B,13,"audit,ml,java,compliance",0.8548613160696215
C00829,A,7,"java,underwriting,risk_modeling",0.6613702977059495
C00830,B,5,"aws,communication,audit,sql,risk_modeling",0.5270484773713318
C00831,B,1,"leadership,python,risk_modeling",0.6517804757305731
C00832,A,5,"python,communication,audit,sql",0.6929305236148819
C00833,B,3,"compliance,java,leadership,excel,risk_modeling",0.6149438008084185
C00834,B,14,"leadership,aws",0.22738575256746701
C00835,B,7,"underwriting,sql,ml,communication,audit",0.3931391116624084
C00836,B,2,"aws,java,risk_modeling,sql,ml",0.7691390523710663
C00837,B,1,"java,python",0.28392974602165216
C00838,A,12,"risk_modeling,underwriting",0.7788430070118452
C00839,A,13,"compliance,ml,python,risk_modeling,leadership,java",0.7571614782203404
C00840,A,11,"sql,risk_modeling,python",0.4793645749152347
C00841,B,1,"sql,audit,underwriting,leadership,risk_modeling,aws",0.15085830711898962
C00842,A,1,"ml,risk_modeling,audit,leadership",0.40759573236937324
C00843,A,2,"python,leadership,compliance",0.894042707853942
C00844,A,11,"aws,python,audit",0.4546100874023162
C00845,B,11,"python,compliance,java,communication,aws",0.4670336779721313
C00846,A,12,"audit,compliance",0.44043516614423117
C00847,B,1,"sql,underwriting,audit,risk_modeling",0.7286612057789135
C00848,A,2,"risk_modeling,ml,audit",0.47627517190748087
C00849,B,13,"aws,leadership",0.517336878789155
C00850,A,13,"sql,python,aws",0.8844253230951632
C00851,A,10,"aws,python,audit,communication",0.7043089358283966
C00852,B,1,"java,risk_modeling,sql,ml,audit",0.3445277564921533
C00853,B,1,"communication,aws",0.28975489600887955
C00854,A,0,"compliance,risk_modeling,excel,python,audit,sql",0.7084705936783952
C00855,A,10,"underwriting,sql,compliance,excel,java,python",0.6030218694735089
C00856,B,12,"compliance,underwriting,communication,risk_modeling,excel",0.3411684764258997
C00857,B,9,"underwriting,audit,ml,java,risk_modeling,leadership",0.2690391763591612
C00858,A,3,"ml,communication,risk_modeling,python",0.32911303126404345
C00859,A,11,"ml,audit,java,aws,python,underwriting",0.3868927741414546
C00860,B,0,"ml,compliance,communication,audit,aws",0.1317061452377415
C00861,B,12,"risk_modeling,communication,java,leadership",0.4220887424032707
C00862,B,13,"ml,python",0.46456549890410637
C00863,B,10,"audit,excel,ml,sql",0.5167173680907773
C00864,A,13,"java,audit,communication,leadership,python,aws",0.9347238081229883
C00865,B,8,"java,aws,python,excel,leadership,communication",0.5319682110223107
C00866,B,7,"java,aws,ml,underwriting",0.5398365292060414
C00867,B,4,"leadership,aws,ml",0.6316659654838097
C00868,A,13,"compliance,underwriting,audit,python,leadership",0.5872827472080192
C00869,A,10,"risk_modeling,compliance",0.6720275334996075
C00870,B,2,"underwriting,leadership",0.570510677851312
C00871,A,14,"audit,aws,communication,java",0.6620659418078638
C00872,B,0,"excel,communication,risk_modeling,ml,aws,sql",0.9979638951954125
C00873,A,8,"excel,java,compliance",0.7440026519279833
C00874,B,2,"leadership,audit,aws,excel",0.3252900427527885
C00875,B,9,"leadership,underwriting,ml",0.6566399935140494
C00876,A,6,"aws,ml,excel,compliance",0.41748737480125037
C00877,A,6,"leadership,risk_modeling",0.6403251375307737
C00878,B,10,"compliance,risk_modeling,ml,underwriting",0.3524662649205115
C00879,B,11,"leadership,underwriting,aws,ml",0.41059969934488383
C00880,A,5,"java,ml,aws",0.6119033612482229
C00881,B,14,"java,compliance,leadership",0.8195804404476446
C00882,B,7,"sql,leadership,underwriting,excel,compliance",0.6604759827755424
C00883,A,2,"java,risk_modeling",0.6737411202163393
C00884,A,0,"leadership,compliance",0.5672873405774923
C00885,A,3,"compliance,java",0.5610492978258198
C00886,A,10,"leadership,underwriting,java,audit,excel,communication",0.5093352106334813
C00887,A,8,"underwriting,aws,java",0.7263403255690234
C00888,A,5,"audit,underwriting",0.7344782619087955
C00889,B,7,"python,ml,risk_modeling,underwriting,aws,leadership",0.5586391755606405
