candidate_id,job_id,protected_group,skill_overlap,experience_years,latent_match_score,clicked,shortlisted,hired,tenant
C00749,J022,B,0.5,5,0.5887337302311576,1,0,0,AcmeFinServ_Pilot
C01918,J015,B,0.0,10,0.28957548896697893,1,0,0,AcmeFinServ_Pilot
C00370,J030,B,1.0,8,0.7947640666648188,1,0,0,AcmeFinServ_Pilot
C01361,J035,A,0.6666666666666666,12,0.6451108714086758,0,0,0,AcmeFinServ_Pilot
C00785,J004,A,0.5,5,0.47025591827587515,0,0,0,AcmeFinServ_Pilot
C01081,J014,B,0.25,7,0.5791865022450766,1,1,0,AcmeFinServ_Pilot
C01738,J015,A,0.5,3,0.596744092099097,0,0,0,AcmeFinServ_Pilot
C01658,J027,A,0.5,7,0.5651625954354209,1,1,1,AcmeFinServ_Pilot
C01656,J015,A,1.0,12,0.7951315391341629,1,1,0,AcmeFinServ_Pilot
C00822,J022,A,1.0,13,0.8775628184766169,1,1,0,AcmeFinServ_Pilot
C00097,J036,A,0.5,2,0.6116430860815518,0,0,0,AcmeFinServ_Pilot
C01970,J023,A,0.5,11,0.5305266824785173,0,0,0,AcmeFinServ_Pilot
C01987,J003,B,0.5,8,0.5253006346366123,1,0,0,AcmeFinServ_Pilot
C01715,J019,B,0.5,6,0.5311469028683652,0,0,0,AcmeFinServ_Pilot
C00954,J035,B,0.3333333333333333,5,0.5184525209122279,1,0,0,AcmeFinServ_Pilot
C00561,J019,A,0.0,6,0.28503732282208816,1,0,0,AcmeFinServ_Pilot
C00349,J039,A,0.25,5,0.4040765467892574,1,0,0,AcmeFinServ_Pilot
C00742,J036,B,0.5,6,0.5109706164249711,1,1,0,AcmeFinServ_Pilot
C00668,J010,A,0.0,11,0.43493293726528903,1,0,0,AcmeFinServ_Pilot
C00551,J016,A,0.5,0,0.6990082316830601,1,0,0,AcmeFinServ_Pilot
C01900,J007,B,0.0,13,0.1826540573456591,0,0,0,AcmeFinServ_Pilot
C01318,J007,B,0.5,11,0.75,0,0,0,AcmeFinServ_Pilot
C00446,J014,B,0.5,4,0.6211712036458703,0,0,0,AcmeFinServ_Pilot
C01278,J016,B,0.0,5,0.37269709419078245,0,0,0,AcmeFinServ_Pilot
C01410,J014,B,0.25,0,0.21392933798506913,0,0,0,AcmeFinServ_Pilot
C01045,J029,A,0.5,5,0.48797158002363583,1,1,0,AcmeFinServ_Pilot
C01893,J006,A,0.25,4,0.4759184155960296,0,0,0,AcmeFinServ_Pilot
C01931,J019,B,0.0,8,0.33528546897582123,0,0,0,AcmeFinServ_Pilot
C00864,J035,A,0.3333333333333333,13,0.6340285707281608,0,0,0,AcmeFinServ_Pilot
C00944,J029,A,0.5,0,0.48142648145038724,1,0,0,AcmeFinServ_Pilot
C00434,J008,A,0.5,8,0.5680956256966376,0,0,0,AcmeFinServ_Pilot
C01567,J009,A,0.3333333333333333,5,0.3469250911761788,1,0,0,AcmeFinServ_Pilot
C01862,J037,B,0.75,8,0.7261418760529688,1,1,1,AcmeFinServ_Pilot
C01316,J023,B,0.0,8,0.3135307389572408,0,0,0,AcmeFinServ_Pilot
C00402,J035,B,0.0,5,0.3032185623445102,1,0,0,AcmeFinServ_Pilot
C01036,J034,A,0.25,13,0.1812665660190162,0,0,0,AcmeFinServ_Pilot
C01589,J017,A,0.5,12,0.6095371870722164,0,0,0,AcmeFinServ_Pilot
C00084,J021,A,0.6666666666666666,7,0.5632240032960005,1,0,0,AcmeFinServ_Pilot
C01180,J014,B,0.25,12,0.566637810849876,1,1,0,AcmeFinServ_Pilot
C01314,J025,A,0.5,6,0.4489775019888641,0,0,0,AcmeFinServ_Pilot
C01073,J025,B,0.25,11,0.44859482149505076,0,0,0,AcmeFinServ_Pilot
C01285,J027,B,1.0,8,0.8896573293193522,1,1,0,AcmeFinServ_Pilot
C01791,J034,A,0.25,1,0.34449036555053447,1,0,0,AcmeFinServ_Pilot
C00249,J029,A,0.5,5,0.5356680817301704,1,0,0,AcmeFinServ_Pilot
C01141,J004,B,0.75,0,0.6423590820122702,1,1,1,AcmeFinServ_Pilot
C01591,J014,A,0.25,8,0.42268169958565105,0,0,0,AcmeFinServ_Pilot
C01643,J022,A,1.0,10,0.8593637669534863,1,0,0,AcmeFinServ_Pilot
C00933,J025,B,0.5,12,0.724248642459514,1,0,0,AcmeFinServ_Pilot
C01994,J034,A,0.5,1,0.37544972169694313,0,0,0,AcmeFinServ_Pilot
C00648,J016,B,0.25,4,0.4306529225906703,0,0,0,AcmeFinServ_Pilot
C00881,J032,B,0.25,14,0.5347902202238223,1,1,0,AcmeFinServ_Pilot
C01647,J015,B,0.0,14,0.24137654589791674,0,0,0,AcmeFinServ_Pilot
C00878,J005,B,0.6666666666666666,10,0.509566465793589,0,0,0,AcmeFinServ_Pilot
C00686,J019,A,0.25,14,0.3891260607823219,1,1,0,AcmeFinServ_Pilot
C01111,J005,A,0.3333333333333333,10,0.29416172203607005,0,0,0,AcmeFinServ_Pilot
C01243,J016,A,0.25,14,0.5529421124753544,0,0,0,AcmeFinServ_Pilot
C01939,J009,A,0.3333333333333333,2,0.3525714467917599,0,0,0,AcmeFinServ_Pilot
C01235,J001,A,0.0,12,0.23623481561262571,0,0,0,AcmeFinServ_Pilot
C00370,J026,B,0.6666666666666666,8,0.6280973999981521,0,0,0,AcmeFinServ_Pilot
C00105,J029,B,0.5,6,0.6212680212238788,1,1,0,AcmeFinServ_Pilot
C01934,J005,B,0.3333333333333333,12,0.5545493330060872,1,0,0,AcmeFinServ_Pilot
C00845,J023,B,0.0,11,0.23351683898606565,0,0,0,AcmeFinServ_Pilot
C00403,J020,A,0.25,14,0.48263008866637697,0,0,0,AcmeFinServ_Pilot
C00445,J005,B,0.3333333333333333,6,0.46160856124736394,0,0,0,AcmeFinServ_Pilot
C00212,J024,A,0.0,6,0.24413236303818753,0,0,0,AcmeFinServ_Pilot
C00399,J010,A,1.0,9,0.753279542412989,0,0,0,AcmeFinServ_Pilot
C01560,J032,B,0.25,7,0.43117810037140936,0,0,0,AcmeFinServ_Pilot
C01309,J024,B,0.0,6,0.24300374744018635,0,0,0,AcmeFinServ_Pilot
C01199,J004,B,0.25,14,0.4639332441988404,1,0,0,AcmeFinServ_Pilot
C00022,J020,B,0.25,8,0.5098607776054833,0,0,0,AcmeFinServ_Pilot
C01344,J004,B,0.5,4,0.5680124361352532,1,1,0,AcmeFinServ_Pilot
C01938,J028,A,0.0,14,0.29321677128017043,0,0,0,AcmeFinServ_Pilot
C01846,J011,A,0.5,1,0.6836225911561967,1,1,0,AcmeFinServ_Pilot
C00790,J019,A,0.5,2,0.46585297472165943,1,0,0,AcmeFinServ_Pilot
C01200,J027,B,0.5,6,0.392765481504447,0,0,0,AcmeFinServ_Pilot
C00597,J033,B,0.3333333333333333,0,0.42212398744979196,1,0,0,AcmeFinServ_Pilot
C01777,J020,A,0.75,1,0.5910240414665721,1,0,0,AcmeFinServ_Pilot
C01839,J003,B,0.0,10,0.23235371610182387,0,0,0,AcmeFinServ_Pilot
C00446,J010,B,0.0,4,0.37117120364587025,0,0,0,AcmeFinServ_Pilot
C00973,J024,B,1.0,11,0.722736571668396,0,0,0,AcmeFinServ_Pilot
C00472,J001,A,0.5,7,0.6328025332091317,0,0,0,AcmeFinServ_Pilot
C01228,J014,B,0.25,1,0.37018325459223,1,0,0,AcmeFinServ_Pilot
C00585,J012,B,0.3333333333333333,9,0.3580488117200039,0,0,0,AcmeFinServ_Pilot
C01391,J012,B,0.3333333333333333,2,0.3426586382646067,0,0,0,AcmeFinServ_Pilot
C01962,J038,B,1.0,12,0.7856360621066001,1,1,0,AcmeFinServ_Pilot
C01742,J037,A,0.5,13,0.4404034481551883,1,0,0,AcmeFinServ_Pilot
C00364,J035,B,0.3333333333333333,8,0.24466308477192095,0,0,0,AcmeFinServ_Pilot
C00259,J034,B,0.75,0,0.6898399581633663,1,1,0,AcmeFinServ_Pilot
C01629,J035,A,1.0,0,0.8228590963995113,1,0,0,AcmeFinServ_Pilot
C00163,J007,A,0.5,3,0.5727915466566065,0,0,0,AcmeFinServ_Pilot
C00800,J015,B,1.0,9,0.6994713090549509,1,0,0,AcmeFinServ_Pilot
C01987,J002,B,0.3333333333333333,8,0.4419673013032789,0,0,0,AcmeFinServ_Pilot
C00896,J031,A,0.25,12,0.3611693709531214,0,0,0,AcmeFinServ_Pilot
C00017,J034,A,0.0,2,0.12805264139843214,0,0,0,AcmeFinServ_Pilot
C01950,J001,B,0.5,6,0.539419882899552,1,0,0,AcmeFinServ_Pilot
C01416,J006,A,0.25,5,0.49601406371687673,0,0,0,AcmeFinServ_Pilot
C00661,J006,B,0.5,8,0.3344990089837926,0,0,0,AcmeFinServ_Pilot
C01222,J037,B,0.25,13,0.515727474392093,0,0,0,AcmeFinServ_Pilot
C01224,J031,A,0.25,7,0.21230280045508682,0,0,0,AcmeFinServ_Pilot
C01105,J011,B,0.0,9,0.5,0,0,0,AcmeFinServ_Pilot
C01921,J001,A,0.5,11,0.5961772088952806,0,0,0,AcmeFinServ_Pilot
C01571,J016,B,0.25,10,0.5441854872862988,0,0,0,AcmeFinServ_Pilot
C00518,J023,A,0.0,10,0.33530522966211906,0,0,0,AcmeFinServ_Pilot
C01984,J001,B,0.0,2,0.33600272326673863,0,0,0,AcmeFinServ_Pilot
C01925,J018,A,0.25,1,0.5342306815251474,0,0,0,AcmeFinServ_Pilot
C00093,J021,A,0.3333333333333333,6,0.38931246454089696,0,0,0,AcmeFinServ_Pilot
C00594,J039,A,0.5,9,0.5063704292955167,0,0,0,AcmeFinServ_Pilot
C01229,J007,A,0.0,4,0.12509704854530265,0,0,0,AcmeFinServ_Pilot
C01756,J007,A,1.0,4,0.8281873171273542,1,1,0,AcmeFinServ_Pilot
C01433,J017,A,0.0,7,0.23428479487696363,0,0,0,AcmeFinServ_Pilot
C01148,J012,A,0.3333333333333333,5,0.43363549538471957,0,0,0,AcmeFinServ_Pilot
C00611,J036,B,0.0,4,0.18678602322591922,0,0,0,AcmeFinServ_Pilot
C00193,J031,B,0.25,0,0.3773986351800736,0,0,0,AcmeFinServ_Pilot
C01785,J010,B,0.5,9,0.4755349802617942,1,0,0,AcmeFinServ_Pilot
C01065,J013,B,0.5,10,0.7129640496626539,0,0,0,AcmeFinServ_Pilot
C00913,J025,B,0.5,9,0.5440976733211897,1,0,0,AcmeFinServ_Pilot
C01959,J034,B,0.25,13,0.3102801978944716,0,0,0,AcmeFinServ_Pilot
C00328,J008,B,0.5,0,0.34275043964077145,1,1,0,AcmeFinServ_Pilot
C00507,J011,B,0.25,8,0.35369041387670364,0,0,0,AcmeFinServ_Pilot
C01708,J024,B,0.5,8,0.541449456582354,1,0,0,AcmeFinServ_Pilot
C00568,J034,A,0.0,4,0.20264270924930547,0,0,0,AcmeFinServ_Pilot
C01885,J011,A,0.0,12,0.3545746599626946,0,0,0,AcmeFinServ_Pilot
C01715,J018,B,0.75,6,0.6561469028683652,1,0,0,AcmeFinServ_Pilot
C00199,J027,A,0.0,3,0.24171434116913199,1,0,0,AcmeFinServ_Pilot
C00915,J017,B,1.0,1,0.8260364940149634,0,0,0,AcmeFinServ_Pilot
C01503,J030,A,1.0,10,0.9152116342074448,1,0,0,AcmeFinServ_Pilot
C00979,J020,A,0.25,9,0.26370220988100823,0,0,0,AcmeFinServ_Pilot
C00430,J035,B,0.3333333333333333,13,0.3699438901444154,0,0,0,AcmeFinServ_Pilot
C00090,J024,A,0.0,11,0.31547932375251797,0,0,0,AcmeFinServ_Pilot
C00013,J036,B,0.5,7,0.48274729021313356,0,0,0,AcmeFinServ_Pilot
C00356,J034,B,0.75,14,0.841370213199411,1,0,0,AcmeFinServ_Pilot
C00521,J009,A,0.3333333333333333,10,0.5087577206243064,0,0,0,AcmeFinServ_Pilot
C00603,J035,B,0.0,11,0.33199001762665376,0,0,0,AcmeFinServ_Pilot
C01709,J005,A,0.0,11,0.3015213039448023,0,0,0,AcmeFinServ_Pilot
C01017,J011,B,0.25,7,0.5059790229077893,0,0,0,AcmeFinServ_Pilot
C00282,J001,A,1.0,2,0.8850279375278837,1,0,0,AcmeFinServ_Pilot
C00166,J004,B,0.25,6,0.4019354370483506,1,0,0,AcmeFinServ_Pilot
C00261,J028,B,0.5,3,0.5751748954534213,1,0,0,AcmeFinServ_Pilot
C00626,J004,B,0.25,0,0.3477734147567194,1,0,0,AcmeFinServ_Pilot
C01478,J007,A,0.5,1,0.4840202503019426,1,1,0,AcmeFinServ_Pilot
C00099,J016,B,0.25,5,0.20775878055045877,0,0,0,AcmeFinServ_Pilot
C00812,J032,B,0.0,7,0.4270526762013147,1,0,0,AcmeFinServ_Pilot
C00895,J032,B,0.5,6,0.5211974369641261,1,0,0,AcmeFinServ_Pilot
C00296,J038,B,0.5,6,0.5300080127867275,0,0,0,AcmeFinServ_Pilot
C00117,J002,B,0.0,1,0.18198144033833974,0,0,0,AcmeFinServ_Pilot
C00460,J005,B,0.0,1,0.1685330298158204,0,0,0,AcmeFinServ_Pilot
C00303,J015,A,0.0,0,0.21637488021878737,1,0,0,AcmeFinServ_Pilot
C01589,J011,A,0.0,12,0.3595371870722163,0,0,0,AcmeFinServ_Pilot
C01833,J003,A,0.5,3,0.38818220685198573,0,0,0,AcmeFinServ_Pilot
C01246,J020,B,0.25,8,0.4360263716119882,0,0,0,AcmeFinServ_Pilot
C01517,J018,B,0.5,10,0.5252786713940844,0,0,0,AcmeFinServ_Pilot
C01521,J017,A,0.5,9,0.5488307146808526,0,0,0,AcmeFinServ_Pilot
C01755,J000,B,0.5,6,0.31139987218159715,0,0,0,AcmeFinServ_Pilot
C00195,J017,A,0.0,7,0.23839386889717182,0,0,0,AcmeFinServ_Pilot
C01994,J018,A,0.5,1,0.37544972169694313,1,0,0,AcmeFinServ_Pilot
C00916,J008,A,0.0,1,0.18352160565602843,1,0,0,AcmeFinServ_Pilot
C01085,J031,B,0.75,5,0.7512548140718854,1,0,0,AcmeFinServ_Pilot
C01594,J035,B,0.3333333333333333,12,0.48058862635142163,0,0,0,AcmeFinServ_Pilot
C00987,J037,A,0.5,13,0.6545656674880298,1,1,1,AcmeFinServ_Pilot
C00531,J027,B,0.5,1,0.6969074098844246,0,0,0,AcmeFinServ_Pilot
C00038,J027,A,0.5,4,0.64442022386877,1,0,0,AcmeFinServ_Pilot
C00338,J006,A,0.5,11,0.6447184413203688,0,0,0,AcmeFinServ_Pilot
C00168,J015,A,1.0,7,0.86888601280785,1,1,0,AcmeFinServ_Pilot
C00763,J000,A,0.5,3,0.45570138698999535,0,0,0,AcmeFinServ_Pilot
C01557,J022,A,0.0,3,0.16567964221216902,0,0,0,AcmeFinServ_Pilot
C00666,J030,B,0.0,4,0.21928071082188003,0,0,0,AcmeFinServ_Pilot
C01194,J026,B,0.3333333333333333,5,0.3442705372058599,1,0,0,AcmeFinServ_Pilot
C00370,J000,B,0.5,8,0.5447640666648188,1,1,0,AcmeFinServ_Pilot
C01180,J022,B,0.0,12,0.4416378108498759,0,0,0,AcmeFinServ_Pilot
C01907,J035,A,0.3333333333333333,13,0.46307697881825516,1,0,0,AcmeFinServ_Pilot
C00630,J004,B,0.25,2,0.29536972667129524,0,0,0,AcmeFinServ_Pilot
C00966,J021,B,0.6666666666666666,3,0.8281799032611126,0,0,0,AcmeFinServ_Pilot
C01925,J010,A,1.0,1,0.9092306815251474,1,1,0,AcmeFinServ_Pilot
C01216,J037,A,0.75,11,0.8008814499560506,0,0,0,AcmeFinServ_Pilot
C00798,J022,B,0.0,5,0.2681271950511455,0,0,0,AcmeFinServ_Pilot
C00242,J030,A,0.5,12,0.6754485667551817,1,0,0,AcmeFinServ_Pilot
C01874,J020,B,0.25,10,0.3275537706178397,1,0,0,AcmeFinServ_Pilot
C01220,J035,A,0.6666666666666666,4,0.557961020159976,0,0,0,AcmeFinServ_Pilot
C00113,J011,B,0.5,14,0.6412357354751868,1,0,0,AcmeFinServ_Pilot
C01110,J029,A,0.0,8,0.4621416189458178,0,0,0,AcmeFinServ_Pilot
C01936,J017,A,0.0,2,0.0,0,0,0,AcmeFinServ_Pilot
C01863,J023,A,0.0,3,0.22305091029782748,0,0,0,AcmeFinServ_Pilot
C00391,J027,A,0.0,12,0.2889864689914604,0,0,0,AcmeFinServ_Pilot
C00824,J006,B,0.75,7,0.6901478481205987,0,0,0,AcmeFinServ_Pilot
C01972,J034,B,0.25,7,0.4890336720731441,0,0,0,AcmeFinServ_Pilot
C01564,J029,B,0.5,1,0.35536342987458347,0,0,0,AcmeFinServ_Pilot
C01120,J016,B,0.25,12,0.42687390221850224,0,0,0,AcmeFinServ_Pilot
C00608,J023,B,0.0,13,0.17693461051006845,0,0,0,AcmeFinServ_Pilot
C01525,J026,A,0.3333333333333333,1,0.4404477338595555,1,0,0,AcmeFinServ_Pilot
C01157,J018,A,0.25,1,0.32092283735652066,0,0,0,AcmeFinServ_Pilot
C01047,J025,B,0.25,9,0.3517551237369294,0,0,0,AcmeFinServ_Pilot
C01853,J022,B,0.5,10,0.5173483974599501,1,1,0,AcmeFinServ_Pilot
C00754,J031,B,0.75,3,0.6873596783157092,1,0,0,AcmeFinServ_Pilot
C01250,J009,A,0.0,2,0.2705506398501852,0,0,0,AcmeFinServ_Pilot
C00087,J000,A,0.5,13,0.5625180417757013,0,0,0,AcmeFinServ_Pilot
C01422,J016,A,0.0,1,0.20750197998816108,0,0,0,AcmeFinServ_Pilot
C01094,J032,B,0.5,6,0.6758688201897523,0,0,0,AcmeFinServ_Pilot
C01751,J004,A,0.5,3,0.5599534274560098,0,0,0,AcmeFinServ_Pilot
C00665,J034,B,0.5,12,0.49903743478644264,1,1,0,AcmeFinServ_Pilot
C01850,J016,A,0.0,2,0.3171990114118009,0,0,0,AcmeFinServ_Pilot
C01151,J008,B,0.0,9,0.27895051988836117,0,0,0,AcmeFinServ_Pilot
C00416,J018,A,0.25,7,0.5832691769983329,0,0,0,AcmeFinServ_Pilot
C00320,J032,B,0.5,9,0.5078435226617974,1,0,0,AcmeFinServ_Pilot
C00391,J034,A,0.25,12,0.4139864689914604,0,0,0,AcmeFinServ_Pilot
C00603,J024,B,0.0,11,0.33199001762665376,1,0,0,AcmeFinServ_Pilot
C01100,J021,A,1.0,8,0.730357849514512,1,0,0,AcmeFinServ_Pilot
C01736,J032,B,0.0,4,0.14216455291014998,0,0,0,AcmeFinServ_Pilot
C01991,J036,B,0.0,7,0.2654009080829939,0,0,0,AcmeFinServ_Pilot
C01356,J031,A,0.25,10,0.39349705524286,1,0,0,AcmeFinServ_Pilot
C00980,J038,B,0.5,13,0.49367241940362816,0,0,0,AcmeFinServ_Pilot
C01226,J033,A,0.3333333333333333,4,0.4276114280268051,1,0,0,AcmeFinServ_Pilot
C00661,J001,B,0.5,8,0.3344990089837926,0,0,0,AcmeFinServ_Pilot
C00489,J000,B,0.0,5,0.29509141425573465,0,0,0,AcmeFinServ_Pilot
C01074,J023,B,0.5,2,0.5059629430066217,1,1,0,AcmeFinServ_Pilot
C01655,J038,A,0.0,3,0.2671651932756862,0,0,0,AcmeFinServ_Pilot
C00128,J011,A,0.0,8,0.2019591729089326,0,0,0,AcmeFinServ_Pilot
C00221,J038,A,0.5,7,0.6555891807799759,0,0,0,AcmeFinServ_Pilot
C00354,J034,A,0.75,7,0.6433044241629251,1,1,0,AcmeFinServ_Pilot
C00419,J005,B,0.3333333333333333,1,0.5498103628916636,1,0,0,AcmeFinServ_Pilot
C00297,J019,B,0.5,11,0.6187860196490339,1,1,0,AcmeFinServ_Pilot
C00260,J008,A,0.0,3,0.005993486379364962,0,0,0,AcmeFinServ_Pilot
C00055,J003,B,0.0,5,0.361039874507611,0,0,0,AcmeFinServ_Pilot
C00696,J027,B,0.5,1,0.2672107787300019,1,0,0,AcmeFinServ_Pilot
C01444,J008,A,0.0,3,0.27468209286100914,0,0,0,AcmeFinServ_Pilot
C00313,J022,A,0.5,1,0.57099860781403,1,0,0,AcmeFinServ_Pilot
C00650,J026,A,0.3333333333333333,5,0.41308941721867676,1,0,0,AcmeFinServ_Pilot
C01946,J017,A,0.5,3,0.6977327096902791,1,1,1,AcmeFinServ_Pilot
C00337,J003,B,0.0,4,0.1426651058138655,0,0,0,AcmeFinServ_Pilot
C01974,J002,A,0.3333333333333333,14,0.5900233639405272,0,0,0,AcmeFinServ_Pilot
C01024,J015,B,0.0,13,0.2829237893773927,1,0,0,AcmeFinServ_Pilot
C01448,J001,B,0.5,6,0.535700883832536,1,0,0,AcmeFinServ_Pilot
C00646,J034,A,0.25,11,0.5317035951660523,0,0,0,AcmeFinServ_Pilot
C00649,J006,A,0.5,3,0.354697489979644,0,0,0,AcmeFinServ_Pilot
C00786,J001,B,0.0,8,0.21122242576042505,0,0,0,AcmeFinServ_Pilot
C00255,J005,B,0.0,4,0.20850606826285284,0,0,0,AcmeFinServ_Pilot
C00631,J027,B,0.0,4,0.10601713347561721,0,0,0,AcmeFinServ_Pilot
C01788,J023,B,1.0,8,0.7090710777388757,0,0,0,AcmeFinServ_Pilot
C00007,J027,B,0.0,9,0.3405307354002619,1,0,0,AcmeFinServ_Pilot
C01144,J013,A,0.5,9,0.5574591067414878,0,0,0,AcmeFinServ_Pilot
C01376,J012,B,0.6666666666666666,2,0.602374667708294,1,1,0,AcmeFinServ_Pilot
C00282,J026,A,0.0,2,0.38502793752788367,0,0,0,AcmeFinServ_Pilot
C00221,J004,A,0.25,7,0.5305891807799759,1,0,0,AcmeFinServ_Pilot
C01105,J015,B,0.0,9,0.5,0,0,0,AcmeFinServ_Pilot
C00438,J004,B,0.0,5,0.2616375138433731,0,0,0,AcmeFinServ_Pilot
C01956,J016,B,0.5,3,0.5210669242563732,0,0,0,AcmeFinServ_Pilot
C00380,J038,B,0.5,14,0.5697617581878507,0,0,0,AcmeFinServ_Pilot
C00261,J034,B,0.0,3,0.32517489545342126,0,0,0,AcmeFinServ_Pilot
C00662,J027,A,0.5,2,0.580738647762,1,1,0,AcmeFinServ_Pilot
C00663,J026,A,0.0,5,0.33563002440098627,0,0,0,AcmeFinServ_Pilot
C00320,J015,B,0.5,9,0.5078435226617974,1,0,0,AcmeFinServ_Pilot
C01329,J028,A,0.0,7,0.24333541195567257,0,0,0,AcmeFinServ_Pilot
C00693,J033,A,0.6666666666666666,12,0.7152108668277108,1,0,0,AcmeFinServ_Pilot
C01054,J022,A,0.5,0,0.4342657885941864,0,0,0,AcmeFinServ_Pilot
C00486,J004,A,0.5,8,0.39837257136881654,0,0,0,AcmeFinServ_Pilot
C00192,J027,A,1.0,11,0.9064662454358121,1,1,1,AcmeFinServ_Pilot
C00122,J005,A,0.0,14,0.2183251969116454,0,0,0,AcmeFinServ_Pilot
C00105,J012,B,0.6666666666666666,6,0.7046013545572121,1,0,0,AcmeFinServ_Pilot
C01741,J007,A,0.5,9,0.505181518269834,0,0,0,AcmeFinServ_Pilot
C00528,J002,B,0.0,6,0.42984485660554106,0,0,0,AcmeFinServ_Pilot
C00611,J030,B,0.5,4,0.4367860232259192,0,0,0,AcmeFinServ_Pilot
C01158,J025,A,0.5,2,0.38408392133641245,0,0,0,AcmeFinServ_Pilot
C00190,J016,B,0.5,6,0.4464479788258746,0,0,0,AcmeFinServ_Pilot
C01201,J015,B,0.0,6,0.33986959696764363,0,0,0,AcmeFinServ_Pilot
C01043,J025,B,0.75,8,0.5528514797106375,0,0,0,AcmeFinServ_Pilot
C01582,J021,A,0.3333333333333333,10,0.3518479107391247,0,0,0,AcmeFinServ_Pilot
C00246,J009,B,0.3333333333333333,4,0.41321900592500804,0,0,0,AcmeFinServ_Pilot
C00034,J019,A,0.25,6,0.5178617311799508,1,1,0,AcmeFinServ_Pilot
C01546,J031,A,0.25,2,0.3413330186949573,0,0,0,AcmeFinServ_Pilot
C00740,J022,A,0.0,3,0.23421541143095487,0,0,0,AcmeFinServ_Pilot
C00123,J032,A,0.5,3,0.3261330402583985,0,0,0,AcmeFinServ_Pilot
C01112,J020,B,0.25,14,0.4700782361587699,1,0,0,AcmeFinServ_Pilot
C00929,J016,B,0.5,3,0.523765034765316,1,0,0,AcmeFinServ_Pilot
C01901,J029,A,0.5,2,0.48596289989115066,0,0,0,AcmeFinServ_Pilot
C01887,J008,A,0.5,2,0.4569432089761011,1,0,0,AcmeFinServ_Pilot
C01077,J025,A,0.0,0,0.07961089271012753,0,0,0,AcmeFinServ_Pilot
C00317,J025,B,0.75,6,0.8147841364692983,1,0,0,AcmeFinServ_Pilot
C01495,J011,B,0.75,2,0.5169834288460833,0,0,0,AcmeFinServ_Pilot
C00402,J010,B,0.5,5,0.5532185623445103,1,0,0,AcmeFinServ_Pilot
C01675,J003,B,0.0,4,0.27512921264962503,1,0,0,AcmeFinServ_Pilot
C01200,J005,B,0.3333333333333333,6,0.3094321481711137,0,0,0,AcmeFinServ_Pilot
C00708,J003,A,0.0,11,0.2933154817238426,1,0,0,AcmeFinServ_Pilot
C01959,J024,B,1.0,13,0.6852801978944716,1,0,0,AcmeFinServ_Pilot
C01028,J004,B,0.25,10,0.5007904531548741,1,1,0,AcmeFinServ_Pilot
C00771,J020,B,0.5,11,0.4864777230068361,0,0,0,AcmeFinServ_Pilot
C00377,J004,A,0.25,3,0.29984351310551766,1,0,0,AcmeFinServ_Pilot
C01297,J031,A,0.25,9,0.41127732873336614,1,0,0,AcmeFinServ_Pilot
C00539,J027,B,0.0,13,0.19090721404977953,1,0,0,AcmeFinServ_Pilot
C00304,J011,B,0.25,10,0.45844331745307726,1,0,0,AcmeFinServ_Pilot
C00236,J029,A,0.0,14,0.24599257875892022,1,0,0,AcmeFinServ_Pilot
C01282,J009,A,0.3333333333333333,12,0.6661695899824019,1,1,0,AcmeFinServ_Pilot
C01842,J025,A,0.5,8,0.4255473101130277,1,0,0,AcmeFinServ_Pilot
C00505,J025,B,0.0,5,0.19995361767445938,0,0,0,AcmeFinServ_Pilot
C00434,J017,A,0.5,8,0.5680956256966376,1,0,0,AcmeFinServ_Pilot
C01226,J028,A,0.0,4,0.26094476136013844,0,0,0,AcmeFinServ_Pilot
C00285,J037,A,0.5,11,0.5676473082168216,0,0,0,AcmeFinServ_Pilot
C00177,J016,B,0.5,10,0.6420092495694834,1,1,1,AcmeFinServ_Pilot
C01275,J011,A,0.25,3,0.4936432535691282,1,0,0,AcmeFinServ_Pilot
C01049,J017,A,0.0,13,0.31883483013840325,0,0,0,AcmeFinServ_Pilot
C00057,J022,B,0.5,7,0.48223724284518,0,0,0,AcmeFinServ_Pilot
C00474,J004,A,0.5,12,0.6272217755945129,1,0,0,AcmeFinServ_Pilot
C00396,J038,B,0.5,4,0.5804349575650223,1,0,0,AcmeFinServ_Pilot
C01363,J018,A,0.0,12,0.33088333681126325,0,0,0,AcmeFinServ_Pilot
C01331,J038,A,0.0,12,0.32772818249187197,1,0,0,AcmeFinServ_Pilot
C01495,J038,B,1.0,2,0.6419834288460833,1,0,0,AcmeFinServ_Pilot
C00198,J002,A,0.0,14,0.20619991901396623,0,0,0,AcmeFinServ_Pilot
C01696,J004,A,0.5,1,0.6494869038687678,1,0,0,AcmeFinServ_Pilot
C00418,J007,A,0.5,10,0.508900691674685,0,0,0,AcmeFinServ_Pilot
C01984,J022,B,0.0,2,0.33600272326673863,1,0,0,AcmeFinServ_Pilot
C01743,J014,B,0.5,6,0.4232791507744099,1,0,0,AcmeFinServ_Pilot
C00918,J000,A,0.0,12,0.40745577976723324,0,0,0,AcmeFinServ_Pilot
C01571,J022,B,1.0,10,0.9191854872862988,0,0,0,AcmeFinServ_Pilot
C01341,J013,B,0.25,9,0.3616550363330606,0,0,0,AcmeFinServ_Pilot
C01547,J033,B,0.6666666666666666,0,0.41623121144637865,0,0,0,AcmeFinServ_Pilot
