student_id,verified_skills,skill_scores,experience,education
S186,"MLOps, R","{'MLOps': 95, 'R': 42}",7,PhD
S187,"Machine Learning, Docker, Deep Learning, AWS, React, Kubernetes","{'Machine Learning': 53, 'Docker': 91, 'Deep Learning': 87, 'AWS': 77, 'React': 84, 'Kubernetes': 62}",6,Masters
S188,"Computer Vision, Node.js, SQL","{'Computer Vision': 76, 'Node.js': 62, 'SQL': 74}",4,Self-Taught
S189,"Java, R, React","{'Java': 76, 'R': 57, 'React': 100}",1,Masters
S190,"SQL, Data Engineering, Statistics, C++, GCP, Machine Learning, Deep Learning","{'SQL': 49, 'Data Engineering': 85, 'Statistics': 60, 'C++': 93, 'GCP': 55, 'Machine Learning': 88, 'Deep Learning': 93}",6,Bootcamp
S191,"Data Engineering, GCP, AWS","{'Data Engineering': 68, 'GCP': 44, 'AWS': 80}",1,Bootcamp
S192,"C++, Docker, Kubernetes, NLP, R","{'C++': 40, 'Docker': 95, 'Kubernetes': 89, 'NLP': 94, 'R': 86}",1,Bootcamp
S193,"Machine Learning, AWS, Computer Vision, Kubernetes, GCP, Deep Learning","{'Machine Learning': 71, 'AWS': 57, 'Computer Vision': 60, 'Kubernetes': 93, 'GCP': 58, 'Deep Learning': 61}",2,Self-Taught
S194,"Java, SQL, React, Kubernetes, Node.js, AWS, MLOps, Python","{'Java': 47, 'SQL': 99, 'React': 94, 'Kubernetes': 50, 'Node.js': 68, 'AWS': 69, 'MLOps': 40, 'Python': 67}",3,Masters
S195,"NLP, Data Engineering, Machine Learning, Java, Node.js","{'NLP': 56, 'Data Engineering': 45, 'Machine Learning': 63, 'Java': 82, 'Node.js': 97}",2,Bachelors
S196,"R, MLOps, GCP, Java, SQL, C++, Kubernetes","{'R': 40, 'MLOps': 53, 'GCP': 70, 'Java': 44, 'SQL': 48, 'C++': 77, 'Kubernetes': 54}",7,Bachelors
S197,Java,{'Java': 92},1,Bootcamp
S198,"Kubernetes, Machine Learning, MLOps","{'Kubernetes': 64, 'Machine Learning': 45, 'MLOps': 86}",1,Bachelors
S199,"C++, R, Statistics, Computer Vision, AWS, GCP","{'C++': 95, 'R': 48, 'Statistics': 81, 'Computer Vision': 83, 'AWS': 49, 'GCP': 44}",0,Self-Taught
S200,"Docker, C++, Computer Vision","{'Docker': 80, 'C++': 87, 'Computer Vision': 49}",6,Self-Taught
S201,"Computer Vision, Machine Learning, Deep Learning, React, AWS, SQL, R, Node.js","{'Computer Vision': 62, 'Machine Learning': 67, 'Deep Learning': 60, 'React': 90, 'AWS': 48, 'SQL': 55, 'R': 57, 'Node.js': 81}",1,Masters
S202,"Python, R, Computer Vision, Data Engineering, React","{'Python': 72, 'R': 52, 'Computer Vision': 87, 'Data Engineering': 65, 'React': 58}",0,Masters
S203,"AWS, Deep Learning, MLOps, Kubernetes, Java, R, SQL, Data Engineering","{'AWS': 96, 'Deep Learning': 40, 'MLOps': 63, 'Kubernetes': 99, 'Java': 60, 'R': 48, 'SQL': 64, 'Data Engineering': 95}",6,PhD
S204,"Kubernetes, Machine Learning, Python","{'Kubernetes': 77, 'Machine Learning': 44, 'Python': 40}",4,Masters
S205,SQL,{'SQL': 100},6,Self-Taught
S206,"React, GCP, Node.js, C++, Computer Vision","{'React': 45, 'GCP': 80, 'Node.js': 74, 'C++': 74, 'Computer Vision': 79}",2,PhD
S207,"R, Machine Learning","{'R': 72, 'Machine Learning': 98}",3,Masters
S208,"AWS, Machine Learning, R, C++, Computer Vision, Docker","{'AWS': 94, 'Machine Learning': 55, 'R': 43, 'C++': 55, 'Computer Vision': 45, 'Docker': 99}",6,Bachelors
S209,"SQL, R, NLP, Node.js, Python, C++, Machine Learning, GCP","{'SQL': 50, 'R': 71, 'NLP': 100, 'Node.js': 62, 'Python': 73, 'C++': 73, 'Machine Learning': 90, 'GCP': 92}",4,Masters
S210,"Statistics, Data Engineering, Deep Learning, AWS, Python, NLP","{'Statistics': 91, 'Data Engineering': 67, 'Deep Learning': 57, 'AWS': 73, 'Python': 44, 'NLP': 56}",1,Bootcamp
S211,"React, C++, SQL, MLOps, GCP, R, Machine Learning, NLP","{'React': 50, 'C++': 56, 'SQL': 89, 'MLOps': 46, 'GCP': 97, 'R': 76, 'Machine Learning': 83, 'NLP': 86}",1,Masters
S212,SQL,{'SQL': 94},0,Masters
S213,Kubernetes,{'Kubernetes': 63},6,Masters
S214,"SQL, GCP, MLOps","{'SQL': 60, 'GCP': 55, 'MLOps': 66}",5,PhD
S215,"C++, Deep Learning","{'C++': 72, 'Deep Learning': 83}",0,Masters
S216,"React, SQL, AWS, Node.js","{'React': 96, 'SQL': 69, 'AWS': 95, 'Node.js': 58}",4,PhD
S217,"Node.js, Docker","{'Node.js': 40, 'Docker': 63}",3,PhD
S218,"MLOps, Docker, C++, R, Node.js","{'MLOps': 89, 'Docker': 89, 'C++': 52, 'R': 86, 'Node.js': 97}",3,Masters
S219,GCP,{'GCP': 41},3,Self-Taught
S220,"Python, Java, Node.js, AWS, React, Computer Vision","{'Python': 94, 'Java': 87, 'Node.js': 86, 'AWS': 59, 'React': 46, 'Computer Vision': 53}",3,Bootcamp
S221,"SQL, Statistics, Data Engineering, Node.js, Python, Deep Learning, Kubernetes, Computer Vision","{'SQL': 84, 'Statistics': 97, 'Data Engineering': 63, 'Node.js': 69, 'Python': 87, 'Deep Learning': 45, 'Kubernetes': 77, 'Computer Vision': 46}",2,Bootcamp
S222,"SQL, GCP","{'SQL': 82, 'GCP': 48}",3,PhD
S223,"Java, AWS, Node.js, NLP, MLOps","{'Java': 57, 'AWS': 54, 'Node.js': 44, 'NLP': 100, 'MLOps': 52}",2,Self-Taught
S224,"Statistics, Deep Learning","{'Statistics': 50, 'Deep Learning': 68}",7,PhD
S225,"Deep Learning, C++, Computer Vision, MLOps, Statistics, Docker, GCP","{'Deep Learning': 94, 'C++': 47, 'Computer Vision': 45, 'MLOps': 50, 'Statistics': 91, 'Docker': 83, 'GCP': 59}",0,Masters
S226,"Statistics, Machine Learning, MLOps, NLP, Computer Vision, Data Engineering","{'Statistics': 43, 'Machine Learning': 83, 'MLOps': 59, 'NLP': 56, 'Computer Vision': 92, 'Data Engineering': 51}",0,Bootcamp
S227,"Node.js, MLOps, Deep Learning, React, SQL, AWS, Machine Learning, GCP","{'Node.js': 40, 'MLOps': 43, 'Deep Learning': 93, 'React': 89, 'SQL': 54, 'AWS': 48, 'Machine Learning': 52, 'GCP': 92}",6,PhD
S228,"Data Engineering, Machine Learning","{'Data Engineering': 41, 'Machine Learning': 44}",3,Bootcamp
S229,"Machine Learning, Java, Deep Learning","{'Machine Learning': 42, 'Java': 100, 'Deep Learning': 69}",0,Masters
S230,"AWS, Kubernetes, Python, Computer Vision, Java, Docker, Machine Learning","{'AWS': 62, 'Kubernetes': 53, 'Python': 98, 'Computer Vision': 51, 'Java': 57, 'Docker': 57, 'Machine Learning': 68}",2,Bachelors
S231,"R, Kubernetes, GCP, Docker","{'R': 75, 'Kubernetes': 70, 'GCP': 43, 'Docker': 45}",4,Bootcamp
S232,"GCP, Computer Vision, MLOps","{'GCP': 80, 'Computer Vision': 91, 'MLOps': 74}",0,Bootcamp
S233,"Kubernetes, Node.js, C++, Docker, R, Data Engineering","{'Kubernetes': 60, 'Node.js': 64, 'C++': 57, 'Docker': 51, 'R': 41, 'Data Engineering': 60}",3,Bachelors
S234,"SQL, Kubernetes, C++, AWS, R","{'SQL': 54, 'Kubernetes': 50, 'C++': 46, 'AWS': 55, 'R': 82}",3,PhD
S235,MLOps,{'MLOps': 76},6,PhD
S236,"NLP, MLOps, Java","{'NLP': 91, 'MLOps': 87, 'Java': 84}",5,Self-Taught
S237,C++,{'C++': 100},2,Self-Taught
S238,"Kubernetes, R, NLP, MLOps","{'Kubernetes': 42, 'R': 45, 'NLP': 43, 'MLOps': 54}",3,Bachelors
S239,"Python, Java, Computer Vision, AWS, Machine Learning, NLP, C++, GCP","{'Python': 98, 'Java': 91, 'Computer Vision': 94, 'AWS': 95, 'Machine Learning': 60, 'NLP': 43, 'C++': 41, 'GCP': 49}",2,Bachelors
S240,"Machine Learning, C++, AWS, R, SQL, NLP","{'Machine Learning': 59, 'C++': 60, 'AWS': 48, 'R': 50, 'SQL': 86, 'NLP': 100}",6,Bootcamp
S241,"NLP, C++, MLOps, Java, R, Machine Learning","{'NLP': 64, 'C++': 59, 'MLOps': 86, 'Java': 84, 'R': 58, 'Machine Learning': 48}",2,Bachelors
S242,"SQL, NLP, Java, Docker, AWS, R, Deep Learning","{'SQL': 80, 'NLP': 76, 'Java': 46, 'Docker': 99, 'AWS': 71, 'R': 49, 'Deep Learning': 61}",1,Masters
S243,"Java, NLP, Machine Learning, GCP, C++, Node.js","{'Java': 80, 'NLP': 86, 'Machine Learning': 96, 'GCP': 61, 'C++': 68, 'Node.js': 40}",4,Masters
S244,"Machine Learning, C++, Data Engineering, AWS","{'Machine Learning': 46, 'C++': 86, 'Data Engineering': 40, 'AWS': 43}",6,Bootcamp
S245,"NLP, GCP, Kubernetes, Docker, Computer Vision, Node.js, Data Engineering","{'NLP': 64, 'GCP': 46, 'Kubernetes': 93, 'Docker': 70, 'Computer Vision': 90, 'Node.js': 95, 'Data Engineering': 76}",3,Masters
S246,"Machine Learning, SQL, R, Python, NLP, Statistics, React, C++","{'Machine Learning': 61, 'SQL': 50, 'R': 96, 'Python': 64, 'NLP': 50, 'Statistics': 86, 'React': 44, 'C++': 75}",1,PhD
S247,"Python, GCP, NLP, R, Computer Vision, Machine Learning, Node.js, SQL","{'Python': 61, 'GCP': 53, 'NLP': 52, 'R': 66, 'Computer Vision': 84, 'Machine Learning': 75, 'Node.js': 86, 'SQL': 99}",4,PhD
S248,"MLOps, Deep Learning, SQL, Computer Vision, R","{'MLOps': 75, 'Deep Learning': 93, 'SQL': 71, 'Computer Vision': 49, 'R': 43}",5,Bachelors
S249,"Machine Learning, R, Kubernetes, Deep Learning, SQL, Python, Docker","{'Machine Learning': 50, 'R': 80, 'Kubernetes': 58, 'Deep Learning': 45, 'SQL': 70, 'Python': 94, 'Docker': 47}",4,Bootcamp
S250,"Kubernetes, Data Engineering, Machine Learning, Java, React, Computer Vision, Node.js, NLP","{'Kubernetes': 96, 'Data Engineering': 64, 'Machine Learning': 63, 'Java': 51, 'React': 68, 'Computer Vision': 42, 'Node.js': 56, 'NLP': 68}",7,PhD
S251,"Data Engineering, SQL, Statistics, AWS","{'Data Engineering': 84, 'SQL': 82, 'Statistics': 46, 'AWS': 45}",5,Self-Taught
S252,"MLOps, SQL, AWS, GCP, Data Engineering, Computer Vision, Docker","{'MLOps': 83, 'SQL': 95, 'AWS': 99, 'GCP': 70, 'Data Engineering': 76, 'Computer Vision': 96, 'Docker': 55}",7,PhD
S253,"AWS, SQL","{'AWS': 72, 'SQL': 76}",2,Bachelors
S254,"NLP, Node.js, Computer Vision, AWS, Deep Learning, Machine Learning, Python, Kubernetes","{'NLP': 45, 'Node.js': 83, 'Computer Vision': 67, 'AWS': 52, 'Deep Learning': 92, 'Machine Learning': 80, 'Python': 49, 'Kubernetes': 93}",4,PhD
S255,"Machine Learning, AWS","{'Machine Learning': 75, 'AWS': 65}",5,PhD
S256,"Python, React, GCP, SQL, Computer Vision, Machine Learning, AWS, R","{'Python': 77, 'React': 77, 'GCP': 88, 'SQL': 100, 'Computer Vision': 46, 'Machine Learning': 99, 'AWS': 46, 'R': 76}",1,PhD
S257,"GCP, Data Engineering, AWS, Java, MLOps, R","{'GCP': 78, 'Data Engineering': 70, 'AWS': 42, 'Java': 51, 'MLOps': 57, 'R': 65}",2,Self-Taught
S258,"SQL, AWS, Java, C++, Deep Learning, Python, Docker","{'SQL': 70, 'AWS': 98, 'Java': 57, 'C++': 97, 'Deep Learning': 63, 'Python': 41, 'Docker': 61}",4,PhD
S259,"Kubernetes, Deep Learning, MLOps, Machine Learning, Statistics","{'Kubernetes': 87, 'Deep Learning': 68, 'MLOps': 89, 'Machine Learning': 92, 'Statistics': 60}",4,Bootcamp
S260,"Computer Vision, Docker","{'Computer Vision': 53, 'Docker': 98}",6,Bootcamp
S261,"SQL, React, NLP, Node.js, Statistics, C++","{'SQL': 72, 'React': 65, 'NLP': 48, 'Node.js': 89, 'Statistics': 94, 'C++': 73}",0,Masters
S262,"Computer Vision, SQL, MLOps, Python","{'Computer Vision': 69, 'SQL': 43, 'MLOps': 98, 'Python': 63}",3,PhD
S263,"Docker, React, AWS, Java, SQL, Node.js","{'Docker': 41, 'React': 55, 'AWS': 63, 'Java': 71, 'SQL': 78, 'Node.js': 68}",2,Bootcamp
S264,"C++, NLP, Data Engineering, Node.js, GCP, Docker","{'C++': 45, 'NLP': 58, 'Data Engineering': 41, 'Node.js': 64, 'GCP': 43, 'Docker': 50}",3,Masters
S265,"Computer Vision, Data Engineering, GCP, React","{'Computer Vision': 41, 'Data Engineering': 95, 'GCP': 89, 'React': 89}",0,Bootcamp
S266,"NLP, Python, MLOps","{'NLP': 56, 'Python': 78, 'MLOps': 91}",4,PhD
S267,"AWS, C++, Docker, Statistics, Deep Learning, MLOps, Kubernetes","{'AWS': 83, 'C++': 73, 'Docker': 92, 'Statistics': 79, 'Deep Learning': 65, 'MLOps': 77, 'Kubernetes': 46}",0,Self-Taught
S268,"Node.js, R, React, Java, SQL, MLOps","{'Node.js': 44, 'R': 61, 'React': 57, 'Java': 80, 'SQL': 60, 'MLOps': 95}",4,PhD
S269,"Computer Vision, Statistics, MLOps, Docker, Python","{'Computer Vision': 91, 'Statistics': 94, 'MLOps': 91, 'Docker': 91, 'Python': 78}",6,PhD
S270,"Python, Kubernetes, R","{'Python': 56, 'Kubernetes': 98, 'R': 66}",6,Bootcamp
S271,Computer Vision,{'Computer Vision': 61},3,Self-Taught
S272,"C++, React, R, GCP, Machine Learning, Java, Data Engineering, Docker","{'C++': 58, 'React': 46, 'R': 70, 'GCP': 48, 'Machine Learning': 87, 'Java': 56, 'Data Engineering': 86, 'Docker': 91}",2,PhD
S273,"MLOps, C++","{'MLOps': 54, 'C++': 87}",4,Bootcamp
S274,"C++, Data Engineering, R, MLOps, GCP, SQL","{'C++': 70, 'Data Engineering': 43, 'R': 95, 'MLOps': 80, 'GCP': 77, 'SQL': 77}",1,Bootcamp
S275,"React, Deep Learning, AWS, Data Engineering","{'React': 59, 'Deep Learning': 66, 'AWS': 43, 'Data Engineering': 95}",2,Masters
S276,"Java, GCP, Docker, Machine Learning","{'Java': 60, 'GCP': 95, 'Docker': 85, 'Machine Learning': 51}",1,Bootcamp
S277,"NLP, Java, SQL, Python, MLOps, Statistics","{'NLP': 53, 'Java': 88, 'SQL': 89, 'Python': 50, 'MLOps': 76, 'Statistics': 88}",2,Bootcamp
S278,"Statistics, GCP","{'Statistics': 80, 'GCP': 67}",6,Bootcamp
S279,"AWS, Python, SQL, Data Engineering, Deep Learning, C++, NLP, React","{'AWS': 97, 'Python': 60, 'SQL': 88, 'Data Engineering': 93, 'Deep Learning': 73, 'C++': 52, 'NLP': 41, 'React': 83}",0,Masters
S280,"C++, R, Statistics, SQL","{'C++': 64, 'R': 72, 'Statistics': 77, 'SQL': 59}",2,Bachelors
S281,R,{'R': 100},4,Bootcamp
S282,"GCP, Statistics, Java, Docker, MLOps, NLP","{'GCP': 88, 'Statistics': 52, 'Java': 50, 'Docker': 100, 'MLOps': 98, 'NLP': 98}",6,Bachelors
S283,"MLOps, Statistics, Computer Vision, C++","{'MLOps': 41, 'Statistics': 77, 'Computer Vision': 72, 'C++': 50}",1,PhD
S284,AWS,{'AWS': 96},4,Self-Taught
S285,SQL,{'SQL': 82},1,Bachelors
S286,Deep Learning,{'Deep Learning': 66},7,Bootcamp
S287,"Node.js, Data Engineering","{'Node.js': 70, 'Data Engineering': 84}",2,Masters
S288,R,{'R': 66},1,Self-Taught
S289,"Statistics, GCP, Deep Learning, Data Engineering, C++","{'Statistics': 79, 'GCP': 47, 'Deep Learning': 58, 'Data Engineering': 47, 'C++': 90}",1,Bootcamp
S290,"Computer Vision, Data Engineering, Node.js, NLP","{'Computer Vision': 85, 'Data Engineering': 66, 'Node.js': 58, 'NLP': 50}",0,Self-Taught
S291,"Computer Vision, Kubernetes, Java, Deep Learning, Python, GCP, React, SQL","{'Computer Vision': 98, 'Kubernetes': 47, 'Java': 93, 'Deep Learning': 76, 'Python': 82, 'GCP': 71, 'React': 49, 'SQL': 100}",1,Self-Taught
S292,"Deep Learning, Data Engineering","{'Deep Learning': 81, 'Data Engineering': 54}",7,PhD
S293,"Docker, SQL, Deep Learning, GCP, Machine Learning","{'Docker': 95, 'SQL': 42, 'Deep Learning': 94, 'GCP': 58, 'Machine Learning': 63}",5,Bootcamp
S294,"Deep Learning, SQL","{'Deep Learning': 40, 'SQL': 94}",2,Masters
S295,"C++, Docker, Data Engineering, React, Node.js, SQL","{'C++': 63, 'Docker': 92, 'Data Engineering': 61, 'React': 51, 'Node.js': 47, 'SQL': 65}",6,Bootcamp
S296,"AWS, Kubernetes, GCP, Java, Node.js","{'AWS': 50, 'Kubernetes': 47, 'GCP': 48, 'Java': 84, 'Node.js': 86}",0,Masters
S297,"GCP, Kubernetes","{'GCP': 91, 'Kubernetes': 76}",7,Masters
S298,"C++, Python, Statistics, MLOps, Docker, SQL, Computer Vision","{'C++': 68, 'Python': 42, 'Statistics': 44, 'MLOps': 56, 'Docker': 81, 'SQL': 60, 'Computer Vision': 40}",3,PhD
S299,"GCP, MLOps","{'GCP': 70, 'MLOps': 62}",6,Masters
S300,Python,{'Python': 81},2,Self-Taught
S301,"Kubernetes, NLP, Machine Learning, AWS, MLOps, React, Deep Learning, Docker","{'Kubernetes': 57, 'NLP': 43, 'Machine Learning': 72, 'AWS': 54, 'MLOps': 75, 'React': 81, 'Deep Learning': 64, 'Docker': 65}",3,Bachelors
S302,"Docker, Node.js, Machine Learning, GCP, MLOps, React, NLP, SQL","{'Docker': 71, 'Node.js': 87, 'Machine Learning': 81, 'GCP': 41, 'MLOps': 46, 'React': 65, 'NLP': 66, 'SQL': 42}",0,Bachelors
S303,"React, Computer Vision, Docker, NLP, Kubernetes","{'React': 92, 'Computer Vision': 43, 'Docker': 92, 'NLP': 54, 'Kubernetes': 94}",7,PhD
S304,"C++, Docker, Deep Learning, SQL, AWS, Java, Kubernetes, Python","{'C++': 61, 'Docker': 62, 'Deep Learning': 93, 'SQL': 80, 'AWS': 91, 'Java': 58, 'Kubernetes': 75, 'Python': 73}",5,Bachelors
S305,NLP,{'NLP': 71},2,Bootcamp
S306,"Data Engineering, Computer Vision","{'Data Engineering': 52, 'Computer Vision': 47}",6,Masters
S307,"Computer Vision, Java, Deep Learning, AWS, Node.js, Python, React, C++","{'Computer Vision': 77, 'Java': 47, 'Deep Learning': 89, 'AWS': 97, 'Node.js': 68, 'Python': 69, 'React': 82, 'C++': 77}",2,Bootcamp
S308,React,{'React': 87},0,Self-Taught
S309,"Kubernetes, React, NLP, C++, R, Machine Learning, Docker","{'Kubernetes': 92, 'React': 48, 'NLP': 46, 'C++': 64, 'R': 82, 'Machine Learning': 78, 'Docker': 78}",5,Self-Taught
S310,"GCP, MLOps, Data Engineering, Computer Vision, NLP, Statistics, React","{'GCP': 91, 'MLOps': 48, 'Data Engineering': 48, 'Computer Vision': 66, 'NLP': 78, 'Statistics': 84, 'React': 96}",4,Self-Taught
S311,"Node.js, Computer Vision, React, Deep Learning, R, C++","{'Node.js': 58, 'Computer Vision': 83, 'React': 62, 'Deep Learning': 98, 'R': 83, 'C++': 48}",2,Self-Taught
S312,"Deep Learning, C++, Kubernetes, R, Docker, Java","{'Deep Learning': 85, 'C++': 66, 'Kubernetes': 83, 'R': 87, 'Docker': 97, 'Java': 93}",4,Bootcamp
S313,React,{'React': 46},0,Bootcamp
S314,"SQL, Node.js, Computer Vision","{'SQL': 57, 'Node.js': 88, 'Computer Vision': 90}",2,PhD
S315,"Statistics, SQL, R, Deep Learning, AWS","{'Statistics': 74, 'SQL': 42, 'R': 62, 'Deep Learning': 92, 'AWS': 68}",1,Self-Taught
S316,"Node.js, AWS, MLOps, Data Engineering","{'Node.js': 90, 'AWS': 90, 'MLOps': 91, 'Data Engineering': 84}",4,Bachelors
S317,"AWS, GCP, Java, Data Engineering, Python, React, C++","{'AWS': 56, 'GCP': 52, 'Java': 79, 'Data Engineering': 95, 'Python': 89, 'React': 95, 'C++': 95}",7,Masters
S318,"Node.js, Computer Vision, React, Statistics, MLOps, Machine Learning","{'Node.js': 83, 'Computer Vision': 44, 'React': 51, 'Statistics': 51, 'MLOps': 87, 'Machine Learning': 72}",1,Bootcamp
S319,GCP,{'GCP': 57},4,Masters
S320,"Data Engineering, Python, Java","{'Data Engineering': 69, 'Python': 85, 'Java': 99}",2,Bachelors
S321,"Java, SQL, R","{'Java': 71, 'SQL': 90, 'R': 76}",5,Bachelors
S322,"React, MLOps, NLP, Data Engineering, SQL, AWS","{'React': 72, 'MLOps': 50, 'NLP': 66, 'Data Engineering': 74, 'SQL': 74, 'AWS': 65}",1,PhD
S323,"Computer Vision, Java, React, NLP","{'Computer Vision': 58, 'Java': 53, 'React': 100, 'NLP': 88}",7,Self-Taught
S324,Deep Learning,{'Deep Learning': 82},5,Bootcamp
S325,"MLOps, SQL, Java, Computer Vision","{'MLOps': 98, 'SQL': 90, 'Java': 100, 'Computer Vision': 47}",6,PhD
S326,"Python, React, C++, Data Engineering, AWS","{'Python': 72, 'React': 68, 'C++': 71, 'Data Engineering': 42, 'AWS': 58}",3,PhD
S327,"Deep Learning, NLP","{'Deep Learning': 89, 'NLP': 74}",0,Bachelors
S328,"Computer Vision, GCP, Deep Learning, Kubernetes","{'Computer Vision': 74, 'GCP': 93, 'Deep Learning': 84, 'Kubernetes': 96}",6,Bachelors
S329,"Python, Docker, Java","{'Python': 42, 'Docker': 45, 'Java': 44}",0,Masters
S330,"Node.js, Machine Learning, MLOps, Docker, Statistics","{'Node.js': 66, 'Machine Learning': 64, 'MLOps': 68, 'Docker': 80, 'Statistics': 65}",6,PhD
S331,AWS,{'AWS': 83},1,Self-Taught
S332,Machine Learning,{'Machine Learning': 88},0,Bachelors
S333,"React, Deep Learning, R, AWS, Java, Statistics","{'React': 78, 'Deep Learning': 45, 'R': 58, 'AWS': 88, 'Java': 99, 'Statistics': 68}",6,Bootcamp
S334,Kubernetes,{'Kubernetes': 50},3,Masters
S335,"Node.js, R, Statistics, Kubernetes, Java, AWS, C++","{'Node.js': 81, 'R': 63, 'Statistics': 100, 'Kubernetes': 40, 'Java': 75, 'AWS': 95, 'C++': 75}",2,Bachelors
S336,Python,{'Python': 76},6,Self-Taught
S337,"R, Computer Vision","{'R': 87, 'Computer Vision': 87}",5,Masters
S338,"React, Statistics, NLP, Machine Learning, Deep Learning, R, Node.js","{'React': 52, 'Statistics': 47, 'NLP': 51, 'Machine Learning': 82, 'Deep Learning': 91, 'R': 76, 'Node.js': 94}",0,Self-Taught
S339,"Node.js, Machine Learning, R, Java, SQL, Statistics, GCP, Deep Learning","{'Node.js': 86, 'Machine Learning': 77, 'R': 71, 'Java': 100, 'SQL': 61, 'Statistics': 62, 'GCP': 48, 'Deep Learning': 82}",3,Bachelors
S340,"Machine Learning, Computer Vision, Java, MLOps, Docker","{'Machine Learning': 61, 'Computer Vision': 79, 'Java': 82, 'MLOps': 59, 'Docker': 84}",2,Self-Taught
S341,"Java, GCP, NLP, Python, Kubernetes, Deep Learning","{'Java': 90, 'GCP': 54, 'NLP': 85, 'Python': 87, 'Kubernetes': 81, 'Deep Learning': 67}",4,PhD
S342,"Java, Kubernetes, Docker","{'Java': 68, 'Kubernetes': 62, 'Docker': 89}",4,Bootcamp
S343,"NLP, Machine Learning","{'NLP': 93, 'Machine Learning': 57}",2,Self-Taught
S344,"Data Engineering, Machine Learning, React, Docker","{'Data Engineering': 41, 'Machine Learning': 94, 'React': 72, 'Docker': 80}",0,Self-Taught
S345,"Computer Vision, SQL, Data Engineering, Kubernetes, Docker, MLOps, Java","{'Computer Vision': 89, 'SQL': 49, 'Data Engineering': 63, 'Kubernetes': 65, 'Docker': 54, 'MLOps': 97, 'Java': 89}",4,Masters
S346,"React, Node.js, Machine Learning, Computer Vision, NLP, Data Engineering, Python, Java","{'React': 55, 'Node.js': 94, 'Machine Learning': 91, 'Computer Vision': 79, 'NLP': 83, 'Data Engineering': 50, 'Python': 88, 'Java': 72}",2,Bootcamp
S347,"NLP, Statistics, Kubernetes","{'NLP': 100, 'Statistics': 62, 'Kubernetes': 42}",3,Bootcamp
S348,"Machine Learning, Data Engineering, C++, Deep Learning","{'Machine Learning': 42, 'Data Engineering': 82, 'C++': 53, 'Deep Learning': 73}",5,Bootcamp
S349,"Docker, SQL, React, Java, NLP, Kubernetes, C++, Data Engineering","{'Docker': 80, 'SQL': 93, 'React': 57, 'Java': 93, 'NLP': 87, 'Kubernetes': 56, 'C++': 77, 'Data Engineering': 74}",2,Bootcamp
S350,"C++, Machine Learning, Data Engineering, Computer Vision, Deep Learning, Kubernetes, Docker","{'C++': 62, 'Machine Learning': 92, 'Data Engineering': 95, 'Computer Vision': 62, 'Deep Learning': 71, 'Kubernetes': 90, 'Docker': 70}",0,Self-Taught
S351,"Docker, NLP, MLOps","{'Docker': 44, 'NLP': 72, 'MLOps': 81}",4,Masters
S352,"NLP, Node.js, C++","{'NLP': 78, 'Node.js': 85, 'C++': 92}",1,Masters
S353,"Java, Deep Learning, Kubernetes, Node.js, MLOps, GCP, React","{'Java': 77, 'Deep Learning': 50, 'Kubernetes': 81, 'Node.js': 93, 'MLOps': 66, 'GCP': 41, 'React': 55}",0,Masters
S354,"Statistics, React, SQL","{'Statistics': 97, 'React': 76, 'SQL': 49}",0,Masters
S355,"NLP, React, AWS, R, Docker","{'NLP': 80, 'React': 41, 'AWS': 96, 'R': 86, 'Docker': 86}",4,Bachelors
S356,"Docker, Kubernetes, React, Machine Learning","{'Docker': 54, 'Kubernetes': 93, 'React': 66, 'Machine Learning': 78}",2,Self-Taught
S357,"React, Data Engineering, NLP","{'React': 86, 'Data Engineering': 83, 'NLP': 61}",7,Self-Taught
S358,"MLOps, AWS","{'MLOps': 64, 'AWS': 48}",1,Bachelors
S359,"React, Node.js, GCP, Kubernetes","{'React': 49, 'Node.js': 78, 'GCP': 46, 'Kubernetes': 51}",7,Self-Taught
S360,Node.js,{'Node.js': 72},1,Bachelors
S361,"Statistics, Python, GCP, Data Engineering, Computer Vision, NLP, React, Docker","{'Statistics': 67, 'Python': 54, 'GCP': 100, 'Data Engineering': 91, 'Computer Vision': 70, 'NLP': 90, 'React': 89, 'Docker': 64}",5,Self-Taught
S362,"GCP, Statistics","{'GCP': 56, 'Statistics': 70}",3,Bachelors
S363,"Node.js, GCP, Data Engineering, Deep Learning, Python","{'Node.js': 85, 'GCP': 87, 'Data Engineering': 90, 'Deep Learning': 40, 'Python': 76}",1,Self-Taught
S364,AWS,{'AWS': 81},3,PhD
S365,"C++, Deep Learning, Statistics, Computer Vision, Java, R, Kubernetes","{'C++': 56, 'Deep Learning': 94, 'Statistics': 74, 'Computer Vision': 67, 'Java': 76, 'R': 63, 'Kubernetes': 79}",4,Bootcamp
S366,"GCP, Kubernetes, NLP, React","{'GCP': 75, 'Kubernetes': 75, 'NLP': 70, 'React': 56}",4,Self-Taught
S367,"AWS, Statistics, Deep Learning, C++, Kubernetes, MLOps","{'AWS': 90, 'Statistics': 84, 'Deep Learning': 100, 'C++': 50, 'Kubernetes': 46, 'MLOps': 53}",6,PhD
S368,NLP,{'NLP': 64},0,Bachelors
S369,"Kubernetes, GCP, Machine Learning","{'Kubernetes': 44, 'GCP': 56, 'Machine Learning': 54}",5,Bachelors
S370,AWS,{'AWS': 99},6,Self-Taught
