candidate_id,as_of_date,days_since_signup,days_since_last_event,events_7d,events_14d,events_30d,events_90d,apply_30d,apply_90d,login_30d,distinct_event_types_30d,recency_trend_ratio,seniority_enc,city_tier_enc,channel_enc,device_enc,fairness_group,churned
C106854,2025-05-01,50,8,0,2,4,6,0,0,2,2,0.3333333333333333,1,1,0,0,group_A,1
C106855,2025-05-01,53,22,0,0,1,4,1,1,0,1,1.0,0,0,1,2,group_B,0
C106857,2025-05-01,78,3,2,3,8,27,0,3,3,3,1.5,2,1,2,0,group_A,0
C106859,2025-05-01,22,2,3,6,7,7,0,0,4,3,1.0,0,0,2,2,group_A,0
C106864,2025-05-01,66,5,1,4,6,14,3,7,1,3,0.5,2,0,2,1,group_B,0
C106865,2025-05-01,111,16,0,0,6,9,2,3,2,3,1.0,0,2,0,0,group_B,0
C106872,2025-05-01,114,25,0,0,1,9,0,1,0,1,1.0,1,0,3,1,group_B,0
C106886,2025-05-01,55,0,1,1,1,4,0,1,0,1,2.0,0,1,0,0,group_A,0
C106889,2025-05-01,54,24,0,0,1,4,0,3,1,1,1.0,0,2,2,0,group_B,1
C106898,2025-05-01,86,25,0,0,1,7,0,0,1,1,1.0,2,1,0,0,group_A,0
C106899,2025-05-01,22,2,1,6,6,6,2,2,1,4,0.3333333333333333,1,2,0,0,group_A,0
C106902,2025-05-01,17,2,3,6,6,6,0,0,3,4,1.0,1,2,0,2,group_B,0
C106909,2025-05-01,115,8,0,1,2,13,0,2,2,1,0.5,1,1,2,1,group_B,1
C106913,2025-05-01,85,13,0,1,2,9,0,0,1,2,0.5,2,0,0,2,group_B,1
C106915,2025-05-01,66,34,0,0,0,9,0,0,0,0,1.0,0,0,3,0,group_A,0
C106931,2025-05-01,7,1,8,8,8,8,1,1,5,4,9.0,1,0,1,0,group_A,0
C106938,2025-05-01,7,0,3,3,3,3,1,1,0,3,4.0,2,2,2,0,group_A,0
C106939,2025-05-01,101,23,0,0,3,10,0,0,2,2,1.0,1,0,2,1,group_A,0
C106940,2025-05-01,19,0,3,5,6,6,1,1,0,4,1.3333333333333333,3,1,0,0,group_B,1
C106944,2025-05-01,7,0,1,1,1,1,1,1,0,1,2.0,1,0,3,0,group_B,0
C106952,2025-05-01,14,0,4,6,6,6,1,1,2,5,1.6666666666666667,3,0,1,0,group_B,0
C106953,2025-05-01,25,7,1,3,5,5,2,2,2,3,0.6666666666666666,3,2,1,1,group_A,0
C106955,2025-05-01,70,5,1,3,4,15,0,2,1,2,0.6666666666666666,0,0,0,2,group_A,0
C106957,2025-05-01,83,2,2,4,6,17,0,3,6,1,1.0,0,1,0,0,group_B,0
C106965,2025-05-01,31,0,3,5,13,13,5,5,5,4,1.3333333333333333,2,0,2,0,group_A,0
C106966,2025-05-01,67,3,3,5,10,22,1,2,7,4,1.3333333333333333,1,1,2,0,group_A,0
C106982,2025-05-01,116,9,0,1,1,11,0,1,1,1,0.5,2,2,3,0,group_A,1
C106984,2025-05-01,96,4,1,1,1,16,1,3,0,1,2.0,2,0,2,0,group_B,0
C106985,2025-05-01,41,0,3,8,23,27,1,2,9,5,0.6666666666666666,0,1,0,1,group_B,0
C106991,2025-05-01,19,3,4,7,8,8,2,2,2,4,1.25,2,0,1,2,group_A,0
C106999,2025-05-01,40,18,0,0,2,2,0,0,2,1,1.0,1,2,0,2,group_A,0
C107000,2025-05-01,65,3,1,2,4,8,0,0,3,2,1.0,0,1,3,0,group_B,0
C107002,2025-05-01,103,18,0,0,2,8,2,3,0,1,1.0,1,1,3,0,group_B,0
C107008,2025-05-01,102,56,0,0,0,1,0,0,0,0,1.0,2,2,2,2,group_A,1
C107015,2025-05-01,16,0,6,6,6,6,0,0,4,2,7.0,2,2,0,0,group_A,0
C107021,2025-05-01,97,1,2,3,7,18,1,4,5,3,1.5,0,0,0,0,group_A,0
C107025,2025-05-01,113,1,1,3,4,12,0,3,2,2,0.6666666666666666,0,1,2,1,group_B,1
C107027,2025-05-01,104,1,3,3,10,21,4,7,3,4,4.0,0,1,0,1,group_B,0
C107029,2025-05-01,75,2,4,7,12,28,1,1,5,4,1.25,0,2,0,0,group_B,0
C107030,2025-05-01,61,33,0,0,0,3,0,0,0,0,1.0,0,2,0,0,group_B,0
C107032,2025-05-01,74,32,0,0,0,7,0,2,0,0,1.0,1,1,0,0,group_B,0
C107034,2025-05-01,37,3,2,2,6,10,1,1,1,4,3.0,0,1,1,0,group_B,0
C107038,2025-05-01,16,2,4,8,10,10,0,0,4,4,1.0,0,2,0,2,group_B,0
C107043,2025-05-01,48,1,1,2,5,10,1,2,3,3,1.0,0,0,1,2,group_B,0
C107044,2025-05-01,33,8,0,1,5,7,2,2,2,3,0.5,0,0,0,2,group_A,0
C107048,2025-05-01,10,3,3,4,4,4,1,1,3,2,2.0,2,2,2,2,group_A,0
C107050,2025-05-01,115,10,0,2,3,18,2,6,0,2,0.3333333333333333,0,0,1,0,group_A,0
C107054,2025-05-01,83,1,1,2,5,13,0,1,3,2,1.0,0,2,1,0,group_A,0
C107057,2025-05-01,31,5,2,2,5,5,1,1,3,3,3.0,2,1,0,2,group_B,0
C107058,2025-05-01,102,4,3,3,7,17,2,3,2,5,4.0,0,2,3,0,group_A,0
C107062,2025-05-01,108,13,0,1,1,4,0,0,0,1,0.5,1,1,2,0,group_A,1
C107071,2025-05-01,8,0,5,5,5,5,0,0,4,2,6.0,2,2,0,0,group_A,0
C107076,2025-05-01,17,1,3,6,7,7,1,1,4,3,1.0,1,1,0,0,group_A,0
C107081,2025-05-01,59,0,2,4,12,24,1,4,4,5,1.0,0,0,3,0,group_A,0
C107085,2025-05-01,57,2,1,2,7,8,0,0,3,3,1.0,3,2,3,1,group_B,0
C107094,2025-05-01,106,0,3,6,7,19,0,3,1,4,1.0,3,0,1,0,group_A,0
C107095,2025-05-01,118,0,4,5,11,23,1,2,3,5,2.5,0,1,3,2,group_A,0
C107099,2025-05-01,39,8,0,1,3,4,0,0,2,2,0.5,2,0,0,1,group_B,0
C107101,2025-05-01,45,3,2,2,5,9,0,2,3,2,3.0,2,2,0,1,group_B,1
C107111,2025-05-01,10,10,0,0,0,0,0,0,0,0,0.0,1,2,2,0,group_B,0
C107112,2025-05-01,86,1,4,5,15,31,4,4,6,4,2.5,0,0,2,2,group_B,0
C107115,2025-05-01,79,1,1,1,7,26,2,3,3,3,2.0,2,1,2,2,group_A,0
C107125,2025-05-01,67,0,2,3,7,28,4,5,1,3,1.5,0,1,2,0,group_A,0
C107126,2025-05-01,59,6,1,1,3,6,0,0,1,2,2.0,3,2,3,0,group_B,0
C107129,2025-05-01,105,1,2,4,4,15,2,4,0,3,1.0,0,0,1,2,group_B,0
C107131,2025-05-01,17,1,1,3,3,3,0,0,2,2,0.6666666666666666,1,1,0,2,group_A,0
C107133,2025-05-01,44,5,1,2,8,16,1,1,4,4,1.0,2,1,3,2,group_A,0
C107137,2025-05-01,31,11,0,1,6,6,0,0,4,3,0.5,1,1,0,0,group_A,0
C107146,2025-05-01,59,9,0,1,3,15,1,4,0,3,0.5,2,1,2,2,group_B,0
C107153,2025-05-01,21,8,0,6,9,9,4,4,0,3,0.14285714285714285,2,1,0,0,group_B,0
C107169,2025-05-01,73,0,4,7,12,33,2,4,6,5,1.25,3,0,0,0,group_B,0
C107170,2025-05-01,65,31,0,0,0,3,0,0,0,0,1.0,0,1,2,0,group_A,0
C107171,2025-05-01,11,0,2,3,3,3,0,0,1,3,1.5,1,1,2,2,group_A,0
C107172,2025-05-01,115,2,1,2,2,14,1,4,0,2,1.0,2,0,1,2,group_B,1
C107181,2025-05-01,13,10,0,4,4,4,1,1,2,3,0.2,0,0,2,0,group_A,0
C107185,2025-05-01,14,4,2,6,6,6,1,1,1,4,0.6,0,2,0,2,group_A,0
C107191,2025-05-01,118,2,1,1,3,8,1,2,1,3,2.0,1,1,0,0,group_A,1
C107193,2025-05-01,48,9,0,2,3,6,0,0,1,2,0.3333333333333333,3,0,2,0,group_A,0
C107195,2025-05-01,56,17,0,0,5,7,0,0,1,3,1.0,1,1,3,2,group_A,0
C107197,2025-05-01,93,3,1,2,5,18,0,1,4,2,1.0,3,1,0,1,group_A,0
C107206,2025-05-01,112,0,1,3,8,26,0,3,3,2,0.6666666666666666,2,1,2,0,group_A,1
C107209,2025-05-01,84,13,0,1,3,11,0,1,0,2,0.5,0,1,1,0,group_B,0
C107227,2025-05-01,60,1,2,4,6,26,0,3,3,3,1.0,1,0,3,0,group_B,0
C107228,2025-05-01,74,1,2,2,5,18,1,5,2,3,3.0,2,1,3,1,group_A,0
C107236,2025-05-01,33,4,2,4,12,12,1,1,6,4,1.0,1,1,0,0,group_A,0
C107239,2025-05-01,100,5,2,3,8,28,0,2,2,3,1.5,2,0,0,2,group_A,0
C107247,2025-05-01,30,2,2,6,12,12,6,6,3,4,0.6,0,0,0,2,group_A,0
C107253,2025-05-01,57,5,1,1,4,9,0,0,3,2,2.0,1,1,0,2,group_B,0
C107256,2025-05-01,73,4,3,7,10,27,0,2,4,4,0.8,2,0,3,0,group_A,0
C107263,2025-05-01,101,2,3,5,7,14,2,3,5,2,1.3333333333333333,1,2,3,0,group_B,0
C107273,2025-05-01,23,0,1,2,5,5,1,1,2,4,1.0,1,0,0,0,group_A,0
C107277,2025-05-01,13,0,1,3,3,3,0,0,2,2,0.6666666666666666,1,2,0,0,group_B,0
C107285,2025-05-01,19,5,5,7,8,8,1,1,3,3,2.0,0,1,0,1,group_B,0
C107299,2025-05-01,43,11,0,1,3,4,0,0,1,3,0.5,1,1,3,0,group_A,0
C107302,2025-05-01,88,31,0,0,0,3,0,0,0,0,1.0,3,0,3,0,group_A,1
C107304,2025-05-01,71,3,2,4,7,13,1,1,2,3,1.0,0,0,1,0,group_B,0
C107310,2025-05-01,50,8,0,2,3,8,0,0,1,2,0.3333333333333333,2,2,0,2,group_A,0
C107314,2025-05-01,59,1,1,2,2,4,1,1,0,2,1.0,3,0,3,2,group_B,0
C107317,2025-05-01,54,4,1,2,3,5,0,0,1,2,1.0,0,1,1,0,group_A,0
C107322,2025-05-01,73,21,0,0,3,7,0,0,1,2,1.0,1,2,1,0,group_A,0
C107323,2025-05-01,70,15,0,0,1,12,0,1,1,1,1.0,1,1,0,1,group_B,0
C107325,2025-05-01,60,6,1,2,5,6,1,1,2,4,1.0,2,1,0,0,group_A,0
C107336,2025-05-01,103,1,1,1,3,19,0,4,1,2,2.0,1,1,2,1,group_A,0
C107340,2025-05-01,56,1,2,10,17,33,2,3,8,3,0.3333333333333333,0,1,1,2,group_A,0
C107342,2025-05-01,35,0,2,3,3,4,2,2,0,2,1.5,2,0,2,1,group_B,0
C107348,2025-05-01,78,9,0,4,10,34,2,7,3,5,0.2,1,2,2,1,group_A,0
C107351,2025-05-01,53,6,1,1,3,6,0,0,0,1,2.0,1,0,3,1,group_A,0
C107354,2025-05-01,79,16,0,0,2,6,1,2,0,2,1.0,2,2,2,1,group_A,0
C107358,2025-05-01,53,4,3,5,9,15,2,2,3,5,1.3333333333333333,0,2,2,0,group_A,0
C107364,2025-05-01,114,6,1,2,3,19,0,0,2,2,1.0,3,2,1,0,group_A,0
C107375,2025-05-01,93,30,0,0,1,6,0,2,0,1,1.0,1,2,1,2,group_A,0
C107390,2025-05-01,115,1,2,3,7,24,1,6,4,4,1.5,1,0,0,0,group_B,0
C107401,2025-05-01,56,0,3,5,6,13,1,2,0,3,1.3333333333333333,0,1,1,2,group_B,0
C107406,2025-05-01,112,7,1,2,5,26,1,5,2,3,1.0,0,1,0,1,group_A,0
C107416,2025-05-01,19,2,4,8,8,8,5,5,2,3,1.0,1,1,3,0,group_A,0
C107418,2025-05-01,55,2,2,2,4,5,0,1,1,3,3.0,0,1,0,2,group_A,1
C107421,2025-05-01,47,0,5,6,14,19,3,4,6,4,3.0,3,0,1,0,group_B,0
C107424,2025-05-01,96,11,0,1,2,15,1,3,0,2,0.5,0,2,0,0,group_A,0
C107425,2025-05-01,115,1,4,8,13,29,1,3,8,5,1.0,0,1,1,0,group_B,0
C107428,2025-05-01,59,13,0,1,6,20,1,2,2,4,0.5,0,0,1,0,group_B,1
C107429,2025-05-01,39,1,3,3,9,11,1,1,4,4,4.0,1,0,0,0,group_B,0
C107430,2025-05-01,64,24,0,0,2,22,1,3,0,2,1.0,0,1,1,0,group_A,0
C107431,2025-05-01,28,9,0,4,6,6,1,1,4,3,0.2,1,1,0,0,group_A,0
C107435,2025-05-01,11,3,3,4,4,4,0,0,1,4,2.0,0,0,0,0,group_B,0
C107436,2025-05-01,16,1,4,5,5,5,1,1,3,3,2.5,0,0,0,0,group_B,0
C107437,2025-05-01,84,4,2,2,3,13,0,1,2,2,3.0,0,0,2,1,group_A,1
C107445,2025-05-01,38,9,0,2,5,5,1,1,1,4,0.3333333333333333,2,0,2,1,group_B,0
C107449,2025-05-01,21,7,1,3,5,5,0,0,2,4,0.6666666666666666,0,0,3,1,group_A,0
C107451,2025-05-01,10,3,4,4,4,4,2,2,0,3,5.0,0,0,2,0,group_B,0
C107452,2025-05-01,40,4,1,3,7,7,2,2,1,5,0.6666666666666666,0,0,1,1,group_A,0
C107461,2025-05-01,85,0,2,4,5,19,1,3,4,2,1.0,0,1,2,0,group_A,0
C107463,2025-05-01,69,0,4,12,30,56,3,7,14,6,0.5555555555555556,0,1,2,0,group_A,0
C107468,2025-05-01,67,17,0,0,7,24,1,4,4,4,1.0,2,1,3,0,group_A,0
C107471,2025-05-01,106,13,0,1,3,15,0,2,0,2,0.5,1,1,0,0,group_A,0
C107476,2025-05-01,97,6,1,1,1,8,0,0,0,1,2.0,1,0,1,0,group_B,1
C107477,2025-05-01,8,2,4,4,4,4,0,0,2,3,5.0,3,2,0,0,group_B,0
C107478,2025-05-01,7,1,5,5,5,5,1,1,2,4,6.0,1,2,1,1,group_B,0
C107485,2025-05-01,41,0,6,7,10,16,1,1,5,4,3.5,2,0,1,0,group_B,0
C107486,2025-05-01,13,0,4,10,10,10,3,3,4,4,0.7142857142857143,0,1,0,0,group_A,0
C107494,2025-05-01,44,17,0,0,8,16,2,3,3,5,1.0,0,1,0,0,group_B,0
C107495,2025-05-01,52,0,1,2,3,12,0,1,0,2,1.0,0,2,1,1,group_A,0
C107500,2025-05-01,42,1,2,3,10,13,2,2,6,3,1.5,1,1,2,1,group_A,0
C107517,2025-05-01,80,0,2,2,4,9,1,2,1,4,3.0,1,2,0,1,group_A,1
C107521,2025-05-01,113,1,3,6,12,35,2,4,6,5,1.0,2,0,0,2,group_B,0
C107528,2025-05-01,12,0,11,15,15,15,2,2,7,5,2.4,0,1,2,2,group_A,0
C107532,2025-05-01,29,0,5,6,11,11,1,1,4,3,3.0,1,1,2,1,group_B,0
C107541,2025-05-01,87,4,2,5,15,43,2,5,8,5,0.75,0,0,2,0,group_A,0
C107543,2025-05-01,98,3,1,2,3,10,0,3,1,3,1.0,0,0,0,0,group_B,0
C107547,2025-05-01,20,1,4,4,4,4,1,1,1,4,5.0,3,1,0,0,group_B,0
C107556,2025-05-01,15,10,0,3,3,3,0,0,3,1,0.25,0,0,0,2,group_B,0
C107559,2025-05-01,99,3,1,1,4,28,0,3,1,3,2.0,0,1,0,1,group_B,0
C107563,2025-05-01,30,5,3,6,6,6,1,1,3,3,1.0,2,0,0,2,group_B,0
C107565,2025-05-01,83,21,0,0,3,12,0,2,1,2,1.0,1,0,2,0,group_A,0
C107571,2025-05-01,80,1,2,8,15,30,4,6,7,4,0.42857142857142855,1,1,0,0,group_A,0
C107573,2025-05-01,98,2,1,2,2,10,1,3,0,2,1.0,2,0,2,0,group_B,0
C107576,2025-05-01,79,15,0,0,3,11,0,1,1,3,1.0,3,2,0,1,group_A,0
C107586,2025-05-01,25,1,3,6,7,7,1,1,3,3,1.0,3,1,2,1,group_A,0
C107617,2025-05-01,84,18,0,0,2,8,0,2,1,2,1.0,0,0,2,0,group_A,0
C107619,2025-05-01,10,1,1,1,1,1,0,0,1,1,2.0,1,2,0,0,group_A,0
C107620,2025-05-01,85,9,0,3,8,22,1,6,5,3,0.25,2,1,3,0,group_A,0
C107622,2025-05-01,33,2,2,5,6,6,0,0,1,4,0.75,1,0,0,1,group_B,0
C107624,2025-05-01,53,20,0,0,9,20,3,7,3,4,1.0,2,2,2,2,group_A,0
C107632,2025-05-01,115,0,3,3,4,23,1,3,1,3,4.0,2,1,2,1,group_B,0
C107638,2025-05-01,11,0,2,2,2,2,0,0,2,1,3.0,1,0,0,0,group_A,0
C107639,2025-05-01,33,1,4,4,7,7,1,1,4,3,5.0,2,1,0,0,group_A,0
C107656,2025-05-01,12,0,2,3,3,3,0,0,1,2,1.5,0,1,0,1,group_A,0
C107657,2025-05-01,84,12,0,4,8,25,2,5,4,3,0.2,2,1,0,0,group_B,0
C107674,2025-05-01,112,3,1,1,8,24,1,4,5,4,2.0,0,2,0,0,group_B,0
C107677,2025-05-01,8,1,3,3,3,3,0,0,2,2,4.0,0,1,1,0,group_A,0
C107682,2025-05-01,44,1,2,4,5,10,1,2,1,3,1.0,3,0,0,1,group_B,0
C107689,2025-05-01,97,1,1,2,4,26,0,6,3,2,1.0,1,2,0,2,group_B,0
C107690,2025-05-01,59,6,1,2,4,16,1,2,2,3,1.0,1,0,0,1,group_A,0
C107704,2025-05-01,86,0,4,7,12,32,1,3,3,5,1.25,2,0,2,0,group_A,0
C107706,2025-05-01,36,3,1,5,9,10,3,3,5,3,0.4,0,0,0,1,group_B,0
C107713,2025-05-01,13,0,2,2,2,2,0,0,2,1,3.0,0,2,0,2,group_B,0
C107722,2025-05-01,16,0,1,3,5,5,0,0,4,2,0.6666666666666666,3,2,2,0,group_B,0
C107724,2025-05-01,58,0,2,4,8,15,4,4,0,3,1.0,1,0,0,0,group_A,0
C107729,2025-05-01,92,8,0,1,2,10,0,3,2,1,0.5,0,1,1,1,group_B,0
C107742,2025-05-01,34,17,0,0,8,10,2,2,4,4,1.0,1,0,2,0,group_A,0
C107746,2025-05-01,20,0,4,5,6,6,1,1,3,3,2.5,2,2,1,1,group_A,0
C107749,2025-05-01,119,10,0,1,4,20,0,0,3,2,0.5,3,1,0,2,group_B,0
C107755,2025-05-01,94,0,2,2,4,6,1,1,2,3,3.0,3,0,0,0,group_A,0
C107758,2025-05-01,19,1,5,8,12,12,2,2,5,5,1.5,2,1,1,2,group_A,0
C107763,2025-05-01,73,22,0,0,3,9,1,2,0,3,1.0,1,1,0,0,group_A,0
C107766,2025-05-01,53,3,2,5,8,14,2,4,3,4,0.75,1,1,3,0,group_A,0
C107769,2025-05-01,106,17,0,0,4,13,0,2,3,2,1.0,2,2,2,0,group_B,0
C107773,2025-05-01,112,36,0,0,0,4,0,0,0,0,1.0,1,1,2,2,group_A,1
C107775,2025-05-01,37,0,3,4,11,13,1,2,9,3,2.0,1,2,0,0,group_A,0
C107776,2025-05-01,27,0,3,9,11,11,1,1,5,5,0.5714285714285714,1,0,1,0,group_B,0
C107777,2025-05-01,81,1,1,1,3,9,0,0,0,1,2.0,1,1,2,0,group_B,0
C107782,2025-05-01,34,12,0,1,1,4,0,0,0,1,0.5,0,1,1,2,group_B,0
C107788,2025-05-01,32,2,1,2,5,5,2,2,2,3,1.0,1,0,3,2,group_A,0
C107789,2025-05-01,78,11,0,2,8,32,3,5,4,3,0.3333333333333333,0,0,1,2,group_B,0
C107790,2025-05-01,92,11,0,1,1,10,0,2,0,1,0.5,1,0,0,0,group_A,0
C107796,2025-05-01,50,8,0,3,6,17,1,2,3,4,0.25,1,0,0,0,group_B,0
C107803,2025-05-01,16,3,2,5,5,5,0,0,3,3,0.75,2,1,3,1,group_A,0
C107813,2025-05-01,18,0,2,3,7,7,1,1,4,3,1.5,1,1,0,0,group_B,0
C107815,2025-05-01,55,5,1,3,4,5,0,0,3,2,0.6666666666666666,1,0,0,1,group_B,0
C107819,2025-05-01,21,1,1,2,2,2,0,0,1,2,1.0,2,1,0,1,group_A,0
C107824,2025-05-01,18,0,3,6,8,8,2,2,3,3,1.0,2,0,3,0,group_A,0
C107825,2025-05-01,46,5,5,11,18,22,2,3,12,4,0.8571428571428571,3,0,3,0,group_A,0
C107834,2025-05-01,76,3,2,4,5,16,1,2,2,3,1.0,2,2,3,0,group_A,0
C107842,2025-05-01,46,2,2,3,5,9,0,0,3,2,1.5,2,0,2,1,group_B,0
C107843,2025-05-01,47,2,3,4,7,12,1,1,3,4,2.0,1,2,0,0,group_B,0
C107847,2025-05-01,78,12,0,1,2,4,0,0,2,1,0.5,1,2,0,0,group_A,0
C107855,2025-05-01,26,2,4,5,6,6,1,1,4,3,2.5,0,0,1,2,group_A,0
C107859,2025-05-01,70,1,2,2,2,5,1,1,1,2,3.0,1,0,2,2,group_B,1
C107878,2025-05-01,10,3,1,1,1,1,1,1,0,1,2.0,3,0,2,0,group_B,0
C107882,2025-05-01,80,0,2,4,7,19,1,3,4,4,1.0,1,2,2,0,group_B,0
C107884,2025-05-01,21,2,3,5,6,6,0,0,1,2,1.3333333333333333,2,2,0,2,group_A,0
C107888,2025-05-01,28,0,3,5,13,13,4,4,5,3,1.3333333333333333,2,1,2,0,group_B,0
C107891,2025-05-01,55,7,1,1,3,5,1,1,1,3,2.0,1,0,2,2,group_A,0
C107896,2025-05-01,47,6,1,2,4,8,0,0,1,3,1.0,0,0,3,1,group_A,0
C107897,2025-05-01,52,22,0,0,3,7,1,2,2,2,1.0,3,1,0,0,group_A,0
C107898,2025-05-01,41,1,3,6,8,9,0,0,5,3,1.0,2,0,3,0,group_B,0
C107903,2025-05-01,97,33,0,0,0,4,0,1,0,0,1.0,1,2,1,2,group_A,1
C107905,2025-05-01,89,1,2,3,5,14,1,1,3,3,1.5,3,0,1,1,group_A,0
C107913,2025-05-01,114,0,2,2,7,18,1,3,2,3,3.0,0,0,0,1,group_A,0
C107915,2025-05-01,91,2,2,3,4,27,1,3,1,3,1.5,1,0,2,0,group_B,0
C107926,2025-05-01,114,2,2,5,13,44,1,6,6,4,0.75,1,1,0,0,group_A,0
C107928,2025-05-01,82,2,6,11,24,54,3,8,13,5,1.1666666666666667,0,0,0,2,group_A,0
C107941,2025-05-01,94,8,0,3,7,15,0,1,4,3,0.25,0,2,0,0,group_B,0
C107944,2025-05-01,115,43,0,0,0,3,0,0,0,0,1.0,1,0,0,1,group_B,1
C107952,2025-05-01,70,11,0,1,11,22,0,2,7,2,0.5,0,0,2,0,group_A,0
C107958,2025-05-01,102,3,3,6,12,37,1,7,6,3,1.0,2,0,2,2,group_A,0
C107977,2025-05-01,114,52,0,0,0,3,0,0,0,0,1.0,0,1,1,0,group_A,0
C107979,2025-05-01,117,4,1,1,2,6,1,1,0,2,2.0,2,0,0,0,group_A,0
C107980,2025-05-01,55,0,2,3,5,7,3,3,1,3,1.5,0,0,2,2,group_A,0
C107981,2025-05-01,108,17,0,0,2,9,1,1,0,2,1.0,0,1,2,2,group_A,0
C107986,2025-05-01,32,5,2,6,17,17,4,4,8,3,0.6,2,0,2,2,group_B,0
C107994,2025-05-01,36,0,5,10,21,21,3,3,8,5,1.0,1,2,0,0,group_A,0
C108005,2025-05-01,39,1,2,3,4,6,1,1,3,2,1.5,0,2,0,0,group_A,0
C108014,2025-05-01,9,0,3,3,3,3,1,1,1,3,4.0,2,0,3,1,group_B,0
C108022,2025-05-01,117,7,1,1,3,15,1,2,1,3,2.0,2,1,2,0,group_A,0
C108025,2025-05-01,81,0,3,4,6,25,1,3,3,3,2.0,1,1,1,0,group_A,0
C108034,2025-05-01,17,0,2,3,3,3,0,0,2,2,1.5,1,2,0,0,group_B,0
C108036,2025-05-01,100,2,2,4,6,23,2,4,1,4,1.0,0,2,2,0,group_B,0
C108040,2025-05-01,62,9,0,1,6,11,3,4,2,3,0.5,0,1,3,0,group_A,0
C108042,2025-05-01,109,0,4,5,10,25,1,5,4,4,2.5,0,1,2,0,group_A,0
C108049,2025-05-01,9,0,1,1,1,1,1,1,0,1,2.0,1,1,0,0,group_A,0
C108051,2025-05-01,91,0,3,4,7,17,2,4,4,3,2.0,0,0,2,0,group_B,0
C108059,2025-05-01,68,5,1,2,3,6,0,2,2,2,1.0,1,2,3,0,group_A,0
C108068,2025-05-01,17,0,1,2,2,2,0,0,1,2,1.0,2,0,1,2,group_A,0
C108074,2025-05-01,22,11,0,5,5,5,1,1,2,3,0.16666666666666666,0,1,2,2,group_B,0
C108075,2025-05-01,36,20,0,0,2,2,0,0,1,2,1.0,1,1,2,0,group_B,0
C108079,2025-05-01,22,2,6,8,14,14,0,0,7,4,2.3333333333333335,3,1,0,0,group_A,0
C108080,2025-05-01,62,1,2,4,7,14,0,0,4,3,1.0,1,2,0,1,group_B,0
C108087,2025-05-01,78,7,1,2,4,21,1,2,1,4,1.0,2,1,0,1,group_A,0
C108101,2025-05-01,92,2,2,4,9,26,4,7,2,4,1.0,1,2,0,0,group_B,0
C108109,2025-05-01,26,1,5,5,11,11,1,1,5,5,6.0,0,0,3,1,group_A,0
C108111,2025-05-01,38,4,2,7,21,28,4,7,4,6,0.5,2,2,2,0,group_B,0
C108115,2025-05-01,94,7,1,1,1,6,0,0,0,1,2.0,0,1,1,0,group_A,0
C108119,2025-05-01,11,9,0,1,1,1,0,0,1,1,0.5,3,2,0,1,group_B,0
C108121,2025-05-01,101,4,2,5,6,16,0,1,2,3,0.75,1,1,0,0,group_A,0
C108136,2025-05-01,19,4,1,2,2,2,0,0,1,2,1.0,1,1,3,0,group_A,0
C108137,2025-05-01,70,0,1,1,4,11,1,4,2,3,2.0,0,1,2,1,group_B,1
C108138,2025-05-01,55,5,2,2,5,8,0,0,4,2,3.0,0,1,3,0,group_A,0
C108146,2025-05-01,119,0,2,2,4,29,0,2,3,2,3.0,0,0,1,0,group_A,0
C108150,2025-05-01,18,1,2,4,6,6,0,0,3,3,1.0,3,1,2,0,group_B,0
C108158,2025-05-01,82,0,1,2,2,11,1,4,0,2,1.0,1,1,0,0,group_B,1
C108170,2025-05-01,54,5,2,3,4,12,0,0,2,3,1.5,0,0,3,2,group_B,1
C108171,2025-05-01,78,0,5,8,15,25,3,5,8,4,1.5,2,0,2,1,group_B,0
C108185,2025-05-01,30,1,3,7,15,15,2,2,6,5,0.8,0,0,0,2,group_B,0
C108199,2025-05-01,68,3,2,5,11,30,0,2,5,3,0.75,1,0,3,0,group_A,1
C108209,2025-05-01,69,1,3,5,10,21,3,5,4,5,1.3333333333333333,3,2,0,0,group_B,0
C108212,2025-05-01,99,52,0,0,0,3,0,0,0,0,1.0,0,1,2,0,group_B,0
C108217,2025-05-01,73,0,4,5,9,20,1,2,3,4,2.5,1,2,1,1,group_A,0
C108223,2025-05-01,26,3,2,4,5,5,1,1,2,3,1.0,0,0,3,0,group_A,0
C108224,2025-05-01,60,0,6,10,18,27,4,5,7,4,1.4,1,2,0,0,group_A,0
C108232,2025-05-01,47,0,1,2,6,7,2,2,3,3,1.0,0,0,1,0,group_A,1
C108235,2025-05-01,46,1,3,10,14,28,1,4,10,4,0.5,2,0,3,0,group_A,0
C108236,2025-05-01,99,2,4,5,11,25,1,4,4,4,2.5,1,2,0,2,group_A,0
C108241,2025-05-01,93,5,1,1,1,8,0,0,0,1,2.0,1,2,1,2,group_A,1
C108243,2025-05-01,10,4,3,3,3,3,1,1,1,3,4.0,1,1,3,0,group_A,0
C108245,2025-05-01,58,4,1,2,7,9,1,1,3,3,1.0,0,2,3,1,group_B,1
C108249,2025-05-01,118,11,0,1,1,5,0,0,0,1,0.5,1,2,2,0,group_A,0
C108254,2025-05-01,14,5,1,2,2,2,1,1,0,2,1.0,0,1,0,2,group_A,0
C108257,2025-05-01,10,5,2,2,2,2,0,0,2,1,3.0,1,2,2,1,group_A,0
C108259,2025-05-01,70,1,1,2,3,13,0,3,1,2,1.0,0,0,2,2,group_A,0
