log_id,student_id,job_id,model_version,rank_position,timestamp,clicked,applied,shortlisted,college_tier,region
L002071,S0010,J045,v1.1,4,2026-05-19T23:00:00,0,0,0,2,urban
L002072,S0104,J048,v1.0,3,2026-04-29T07:00:00,0,0,0,3,rural
L002073,S0040,J043,v1.1,4,2026-04-25T21:00:00,0,0,0,2,urban
L002074,S0173,J009,v1.1,1,2026-06-10T08:00:00,1,1,0,3,urban
L002075,S0094,J047,v1.2,2,2026-06-22T02:00:00,1,1,0,2,urban
L002076,S0246,J017,v1.2,2,2026-05-02T06:00:00,0,0,0,2,urban
L002077,S0060,J032,v1.2,4,2026-05-25T09:00:00,0,0,0,2,rural
L002078,S0110,J043,v1.1,2,2026-06-11T18:00:00,0,0,0,2,semi_urban
L002079,S0247,J029,v1.2,4,2026-05-03T18:00:00,0,0,0,2,urban
L002080,S0220,J048,v1.1,4,2026-04-29T17:00:00,0,0,0,2,rural
L002081,S0106,J021,v1.2,4,2026-04-19T13:00:00,0,0,0,2,urban
L002082,S0098,J018,v1.2,5,2026-06-22T04:00:00,0,0,0,1,urban
L002083,S0169,J003,v1.2,3,2026-06-11T19:00:00,1,0,0,3,semi_urban
L002084,S0016,J019,v1.2,4,2026-05-07T18:00:00,0,0,0,2,urban
L002085,S0091,J033,v1.1,2,2026-05-17T19:00:00,1,0,0,2,urban
L002086,S0063,J037,v1.2,4,2026-06-16T10:00:00,0,0,0,3,urban
L002087,S0031,J033,v1.1,3,2026-06-10T00:00:00,0,0,0,3,urban
L002088,S0064,J008,v1.1,4,2026-05-15T09:00:00,0,0,0,2,semi_urban
L002089,S0066,J043,v1.1,1,2026-04-18T04:00:00,1,0,0,2,semi_urban
L002090,S0184,J026,v1.1,3,2026-04-01T11:00:00,0,0,0,3,urban
L002091,S0109,J029,v1.2,2,2026-04-20T14:00:00,1,0,0,3,rural
L002092,S0065,J043,v1.1,2,2026-04-20T01:00:00,0,0,0,2,urban
L002093,S0203,J038,v1.2,1,2026-04-25T08:00:00,1,0,0,1,semi_urban
L002094,S0192,J002,v1.0,3,2026-04-04T15:00:00,1,1,0,1,semi_urban
L002095,S0009,J012,v1.1,1,2026-06-28T23:00:00,0,0,0,2,urban
L002096,S0148,J011,v1.2,2,2026-04-02T07:00:00,0,0,0,2,urban
L002097,S0237,J047,v1.2,2,2026-05-22T04:00:00,0,0,0,3,urban
L002098,S0162,J010,v1.2,2,2026-06-22T12:00:00,0,0,0,1,rural
L002099,S0254,J001,v1.1,5,2026-05-31T05:00:00,0,0,0,1,urban
L002100,S0188,J038,v1.1,3,2026-04-18T15:00:00,0,0,0,3,semi_urban
L002101,S0193,J045,v1.1,3,2026-04-14T00:00:00,0,0,0,3,urban
L002102,S0140,J016,v1.1,1,2026-04-20T02:00:00,1,1,0,2,rural
L002103,S0006,J045,v1.2,4,2026-04-12T03:00:00,0,0,0,3,urban
L002104,S0264,J040,v1.0,1,2026-05-06T05:00:00,0,0,0,3,semi_urban
L002105,S0044,J005,v1.1,5,2026-06-29T03:00:00,0,0,0,3,semi_urban
L002106,S0272,J047,v1.0,5,2026-04-16T04:00:00,0,0,0,1,urban
L002107,S0168,J033,v1.2,2,2026-04-08T23:00:00,1,0,0,2,urban
L002108,S0172,J003,v1.0,3,2026-05-23T13:00:00,1,0,0,2,urban
L002109,S0118,J018,v1.1,2,2026-06-11T21:00:00,0,0,0,2,urban
L002110,S0221,J021,v1.2,3,2026-06-12T10:00:00,0,0,0,2,urban
L002111,S0249,J012,v1.1,4,2026-04-10T06:00:00,1,0,0,2,urban
L002112,S0134,J013,v1.2,5,2026-04-23T00:00:00,0,0,0,2,urban
L002113,S0132,J007,v1.1,4,2026-04-02T15:00:00,0,0,0,2,semi_urban
L002114,S0106,J044,v1.1,5,2026-06-29T14:00:00,0,0,0,2,urban
L002115,S0214,J033,v1.1,4,2026-06-10T05:00:00,1,0,0,3,urban
L002116,S0175,J003,v1.0,3,2026-04-25T15:00:00,1,0,0,1,urban
L002117,S0202,J008,v1.2,4,2026-05-28T04:00:00,0,0,0,2,rural
L002118,S0034,J049,v1.1,5,2026-04-27T22:00:00,0,0,0,2,urban
L002119,S0009,J032,v1.2,1,2026-06-04T11:00:00,0,0,0,2,urban
L002120,S0047,J009,v1.2,2,2026-06-09T20:00:00,0,0,0,2,urban
L002121,S0234,J032,v1.0,4,2026-04-25T15:00:00,0,0,0,3,urban
L002122,S0251,J007,v1.2,3,2026-06-25T03:00:00,0,0,0,3,urban
L002123,S0086,J017,v1.0,1,2026-05-17T06:00:00,0,0,0,3,semi_urban
L002124,S0024,J008,v1.2,5,2026-05-28T06:00:00,0,0,0,3,rural
L002125,S0061,J023,v1.2,2,2026-05-08T17:00:00,0,0,0,2,urban
L002126,S0021,J029,v1.2,1,2026-05-16T01:00:00,0,0,0,2,urban
L002127,S0061,J045,v1.1,5,2026-04-14T23:00:00,0,0,0,2,urban
L002128,S0162,J025,v1.2,5,2026-04-17T13:00:00,0,0,0,1,rural
L002129,S0072,J048,v1.2,5,2026-04-15T15:00:00,0,0,0,3,urban
L002130,S0253,J040,v1.0,4,2026-05-19T21:00:00,1,0,0,1,rural
L002131,S0142,J029,v1.1,2,2026-06-09T09:00:00,0,0,0,3,semi_urban
L002132,S0266,J029,v1.1,3,2026-05-14T02:00:00,1,0,0,2,semi_urban
L002133,S0245,J048,v1.2,2,2026-06-22T01:00:00,0,0,0,3,urban
L002134,S0154,J010,v1.2,1,2026-05-14T19:00:00,1,0,0,1,urban
L002135,S0235,J036,v1.1,3,2026-05-24T02:00:00,0,0,0,3,urban
L002136,S0129,J024,v1.2,1,2026-05-15T18:00:00,0,0,0,2,rural
L002137,S0025,J022,v1.2,2,2026-06-08T06:00:00,0,0,0,1,semi_urban
L002138,S0005,J014,v1.1,1,2026-06-21T22:00:00,0,0,0,3,urban
L002139,S0128,J021,v1.1,4,2026-06-15T12:00:00,0,0,0,1,urban
L002140,S0045,J019,v1.1,3,2026-06-04T22:00:00,0,0,0,3,semi_urban
L002141,S0218,J020,v1.2,3,2026-04-07T12:00:00,0,0,0,3,urban
L002142,S0237,J028,v1.2,3,2026-04-09T06:00:00,0,0,0,3,urban
L002143,S0057,J028,v1.2,3,2026-05-02T01:00:00,0,0,0,2,semi_urban
L002144,S0092,J026,v1.1,3,2026-05-11T06:00:00,0,0,0,2,semi_urban
L002145,S0135,J024,v1.0,2,2026-05-05T13:00:00,0,0,0,1,urban
L002146,S0274,J046,v1.1,4,2026-04-11T06:00:00,0,0,0,2,rural
L002147,S0259,J008,v1.2,4,2026-04-14T05:00:00,0,0,0,2,urban
L002148,S0182,J038,v1.2,4,2026-04-27T04:00:00,0,0,0,2,semi_urban
L002149,S0268,J014,v1.2,5,2026-05-06T14:00:00,1,1,0,1,urban
L002150,S0114,J038,v1.1,1,2026-04-15T03:00:00,1,1,0,1,urban
L002151,S0284,J048,v1.2,2,2026-06-07T23:00:00,0,0,0,2,rural
L002152,S0197,J015,v1.2,3,2026-06-06T05:00:00,0,0,0,3,semi_urban
L002153,S0011,J015,v1.2,2,2026-04-18T10:00:00,1,0,0,3,urban
L002154,S0128,J006,v1.1,2,2026-04-22T09:00:00,0,0,0,1,urban
L002155,S0112,J021,v1.2,3,2026-05-09T11:00:00,0,0,0,2,urban
L002156,S0065,J036,v1.2,4,2026-06-19T23:00:00,0,0,0,2,urban
L002157,S0143,J000,v1.1,2,2026-06-02T15:00:00,0,0,0,2,urban
L002158,S0222,J047,v1.2,3,2026-05-24T02:00:00,1,1,1,2,urban
L002159,S0240,J034,v1.1,2,2026-05-13T21:00:00,0,0,0,3,rural
L002160,S0053,J039,v1.0,5,2026-05-29T00:00:00,1,0,0,2,semi_urban
L002161,S0128,J024,v1.0,5,2026-05-26T15:00:00,1,0,0,1,urban
L002162,S0161,J028,v1.0,1,2026-06-18T17:00:00,0,0,0,3,urban
L002163,S0250,J041,v1.2,5,2026-05-27T16:00:00,0,0,0,2,urban
L002164,S0128,J046,v1.0,3,2026-04-03T09:00:00,0,0,0,1,urban
L002165,S0284,J007,v1.2,3,2026-04-03T20:00:00,1,1,0,2,rural
L002166,S0287,J048,v1.2,1,2026-05-19T23:00:00,1,0,0,2,urban
L002167,S0195,J028,v1.0,4,2026-06-14T04:00:00,0,0,0,1,semi_urban
L002168,S0197,J016,v1.2,1,2026-06-24T05:00:00,1,1,1,3,semi_urban
L002169,S0254,J026,v1.2,5,2026-06-10T22:00:00,0,0,0,1,urban
L002170,S0003,J038,v1.2,1,2026-04-06T11:00:00,1,0,0,2,semi_urban
L002171,S0184,J017,v1.2,2,2026-06-17T13:00:00,0,0,0,3,urban
L002172,S0111,J035,v1.1,3,2026-05-12T12:00:00,0,0,0,1,semi_urban
L002173,S0013,J032,v1.0,1,2026-05-05T18:00:00,0,0,0,3,urban
L002174,S0144,J030,v1.1,2,2026-05-16T17:00:00,0,0,0,2,urban
L002175,S0148,J023,v1.1,1,2026-04-12T08:00:00,0,0,0,2,urban
L002176,S0112,J023,v1.2,5,2026-05-24T13:00:00,1,0,0,2,urban
L002177,S0199,J006,v1.1,2,2026-04-17T04:00:00,0,0,0,2,semi_urban
L002178,S0186,J010,v1.2,3,2026-06-17T15:00:00,1,0,0,2,urban
L002179,S0224,J049,v1.1,3,2026-06-11T22:00:00,0,0,0,2,urban
L002180,S0149,J033,v1.1,5,2026-04-11T07:00:00,1,0,0,1,semi_urban
L002181,S0190,J003,v1.2,3,2026-04-17T20:00:00,1,0,0,3,semi_urban
L002182,S0015,J007,v1.1,3,2026-05-11T05:00:00,0,0,0,1,urban
L002183,S0256,J005,v1.2,5,2026-05-30T09:00:00,0,0,0,3,urban
L002184,S0218,J046,v1.0,2,2026-04-06T00:00:00,0,0,0,3,urban
L002185,S0263,J014,v1.1,4,2026-04-14T02:00:00,0,0,0,1,semi_urban
L002186,S0273,J017,v1.1,1,2026-06-10T23:00:00,1,1,1,2,semi_urban
L002187,S0106,J039,v1.0,3,2026-04-12T01:00:00,0,0,0,2,urban
L002188,S0050,J019,v1.2,4,2026-05-29T11:00:00,0,0,0,1,semi_urban
L002189,S0027,J038,v1.1,1,2026-05-24T15:00:00,1,0,0,1,semi_urban
L002190,S0059,J025,v1.1,4,2026-04-22T23:00:00,0,0,0,1,semi_urban
L002191,S0048,J036,v1.2,5,2026-05-16T11:00:00,0,0,0,2,semi_urban
L002192,S0083,J019,v1.0,5,2026-05-18T12:00:00,0,0,0,1,urban
L002193,S0279,J024,v1.1,5,2026-05-08T13:00:00,0,0,0,3,urban
L002194,S0206,J025,v1.1,2,2026-06-07T11:00:00,1,0,0,1,urban
L002195,S0173,J020,v1.2,4,2026-06-24T08:00:00,0,0,0,3,urban
L002196,S0022,J049,v1.2,5,2026-04-21T05:00:00,0,0,0,3,urban
L002197,S0265,J020,v1.0,4,2026-05-20T02:00:00,1,0,0,1,semi_urban
L002198,S0222,J044,v1.2,4,2026-05-12T15:00:00,0,0,0,2,urban
L002199,S0026,J007,v1.1,1,2026-05-31T09:00:00,0,0,0,2,rural
L002200,S0064,J001,v1.0,1,2026-06-05T07:00:00,0,0,0,2,semi_urban
L002201,S0028,J009,v1.2,1,2026-04-21T13:00:00,1,1,0,1,semi_urban
L002202,S0084,J043,v1.1,3,2026-06-24T16:00:00,0,0,0,1,urban
L002203,S0060,J027,v1.2,2,2026-04-05T04:00:00,0,0,0,2,rural
L002204,S0285,J022,v1.0,4,2026-04-09T12:00:00,0,0,0,2,semi_urban
L002205,S0081,J003,v1.2,2,2026-05-09T16:00:00,0,0,0,2,rural
L002206,S0200,J023,v1.2,1,2026-06-17T22:00:00,1,0,0,3,semi_urban
L002207,S0016,J047,v1.1,1,2026-05-21T00:00:00,0,0,0,2,urban
L002208,S0264,J004,v1.2,5,2026-04-18T21:00:00,0,0,0,3,semi_urban
L002209,S0252,J035,v1.1,4,2026-06-09T08:00:00,1,0,0,2,urban
L002210,S0229,J010,v1.1,5,2026-05-01T05:00:00,0,0,0,1,urban
L002211,S0283,J043,v1.2,5,2026-06-20T02:00:00,0,0,0,1,urban
L002212,S0161,J042,v1.0,4,2026-05-25T03:00:00,0,0,0,3,urban
L002213,S0160,J041,v1.0,4,2026-06-01T14:00:00,0,0,0,1,semi_urban
L002214,S0054,J033,v1.1,1,2026-06-26T07:00:00,0,0,0,3,urban
L002215,S0173,J035,v1.2,5,2026-04-03T14:00:00,0,0,0,3,urban
L002216,S0089,J015,v1.1,5,2026-06-28T01:00:00,0,0,0,2,rural
L002217,S0185,J036,v1.1,3,2026-05-12T03:00:00,0,0,0,2,urban
L002218,S0295,J033,v1.0,5,2026-04-27T02:00:00,1,1,0,3,urban
L002219,S0260,J048,v1.2,5,2026-04-15T15:00:00,1,0,0,1,urban
L002220,S0212,J049,v1.2,1,2026-06-19T21:00:00,1,0,0,1,urban
L002221,S0261,J021,v1.1,1,2026-05-21T06:00:00,1,0,0,3,urban
L002222,S0010,J026,v1.0,3,2026-04-05T07:00:00,0,0,0,2,urban
L002223,S0154,J031,v1.1,2,2026-04-22T07:00:00,0,0,0,1,urban
L002224,S0053,J001,v1.1,4,2026-06-02T00:00:00,1,1,1,2,semi_urban
L002225,S0080,J012,v1.2,4,2026-04-19T04:00:00,0,0,0,2,semi_urban
L002226,S0165,J011,v1.1,4,2026-06-03T00:00:00,0,0,0,2,semi_urban
L002227,S0127,J043,v1.1,5,2026-06-16T08:00:00,1,0,0,1,rural
L002228,S0242,J003,v1.0,1,2026-04-09T01:00:00,0,0,0,1,rural
L002229,S0165,J018,v1.2,2,2026-05-06T21:00:00,0,0,0,2,semi_urban
L002230,S0273,J019,v1.1,2,2026-05-24T04:00:00,0,0,0,2,semi_urban
L002231,S0254,J038,v1.1,4,2026-06-12T03:00:00,0,0,0,1,urban
L002232,S0164,J006,v1.2,4,2026-06-25T09:00:00,1,0,0,2,semi_urban
L002233,S0086,J031,v1.2,3,2026-06-11T03:00:00,0,0,0,3,semi_urban
L002234,S0293,J001,v1.1,5,2026-04-20T04:00:00,0,0,0,1,semi_urban
L002235,S0242,J001,v1.2,5,2026-05-02T14:00:00,0,0,0,1,rural
L002236,S0169,J044,v1.1,2,2026-05-31T02:00:00,0,0,0,3,semi_urban
L002237,S0105,J017,v1.1,2,2026-06-15T04:00:00,0,0,0,3,rural
L002238,S0282,J024,v1.0,1,2026-04-13T09:00:00,0,0,0,1,urban
L002239,S0147,J030,v1.1,3,2026-05-19T19:00:00,0,0,0,2,semi_urban
L002240,S0062,J040,v1.1,1,2026-04-26T01:00:00,1,0,0,2,urban
L002241,S0220,J018,v1.2,1,2026-04-19T12:00:00,1,0,0,2,rural
L002242,S0231,J032,v1.0,2,2026-06-24T03:00:00,0,0,0,2,semi_urban
L002243,S0019,J036,v1.2,4,2026-05-11T12:00:00,0,0,0,2,rural
L002244,S0279,J025,v1.1,1,2026-06-23T03:00:00,0,0,0,3,urban
L002245,S0068,J041,v1.1,5,2026-04-14T00:00:00,0,0,0,1,urban
L002246,S0243,J032,v1.1,3,2026-04-23T14:00:00,0,0,0,2,rural
L002247,S0142,J033,v1.2,5,2026-04-09T22:00:00,0,0,0,3,semi_urban
L002248,S0094,J015,v1.0,2,2026-04-16T15:00:00,0,0,0,2,urban
L002249,S0208,J048,v1.2,2,2026-04-25T10:00:00,1,0,0,1,urban
L002250,S0126,J017,v1.1,1,2026-04-12T20:00:00,1,0,0,2,urban
L002251,S0249,J018,v1.2,5,2026-05-22T20:00:00,0,0,0,2,urban
L002252,S0128,J011,v1.0,1,2026-05-25T17:00:00,1,0,0,1,urban
L002253,S0257,J019,v1.2,1,2026-05-24T11:00:00,1,0,0,1,urban
L002254,S0034,J039,v1.1,5,2026-04-15T17:00:00,0,0,0,2,urban
L002255,S0162,J014,v1.2,1,2026-04-10T11:00:00,0,0,0,1,rural
L002256,S0233,J030,v1.2,5,2026-06-28T07:00:00,0,0,0,2,semi_urban
L002257,S0106,J000,v1.0,5,2026-06-10T07:00:00,0,0,0,2,urban
L002258,S0101,J038,v1.1,1,2026-04-15T23:00:00,1,0,0,2,rural
L002259,S0126,J039,v1.2,2,2026-04-07T11:00:00,0,0,0,2,urban
L002260,S0114,J020,v1.0,1,2026-04-25T09:00:00,1,1,1,1,urban
L002261,S0115,J042,v1.2,4,2026-04-06T04:00:00,1,0,0,3,urban
L002262,S0284,J036,v1.2,2,2026-06-29T20:00:00,0,0,0,2,rural
L002263,S0227,J009,v1.2,3,2026-05-30T16:00:00,0,0,0,2,rural
L002264,S0106,J013,v1.2,3,2026-04-19T12:00:00,0,0,0,2,urban
L002265,S0192,J006,v1.2,3,2026-04-12T19:00:00,0,0,0,1,semi_urban
L002266,S0024,J017,v1.2,2,2026-06-27T14:00:00,0,0,0,3,rural
L002267,S0062,J024,v1.2,1,2026-04-18T14:00:00,0,0,0,2,urban
L002268,S0287,J044,v1.2,5,2026-04-21T11:00:00,0,0,0,2,urban
L002269,S0133,J018,v1.0,5,2026-04-12T09:00:00,0,0,0,2,rural
L002270,S0120,J018,v1.2,5,2026-05-26T13:00:00,0,0,0,2,semi_urban
L002271,S0267,J041,v1.2,2,2026-05-26T13:00:00,0,0,0,1,urban
L002272,S0159,J012,v1.2,3,2026-04-26T22:00:00,0,0,0,3,semi_urban
L002273,S0212,J041,v1.1,5,2026-04-01T07:00:00,0,0,0,1,urban
L002274,S0016,J029,v1.1,5,2026-05-11T03:00:00,0,0,0,2,urban
L002275,S0155,J032,v1.0,3,2026-06-08T23:00:00,1,1,0,2,urban
L002276,S0121,J004,v1.0,3,2026-04-08T09:00:00,0,0,0,2,urban
L002277,S0144,J000,v1.1,4,2026-06-25T23:00:00,0,0,0,2,urban
L002278,S0294,J011,v1.2,4,2026-04-18T09:00:00,0,0,0,3,urban
L002279,S0143,J016,v1.2,4,2026-06-23T01:00:00,1,0,0,2,urban
L002280,S0209,J009,v1.0,4,2026-04-28T13:00:00,0,0,0,2,urban
L002281,S0004,J035,v1.1,1,2026-04-30T19:00:00,1,0,0,1,rural
L002282,S0072,J006,v1.2,4,2026-04-15T07:00:00,1,1,1,3,urban
L002283,S0087,J041,v1.1,1,2026-05-06T21:00:00,1,0,0,2,rural
L002284,S0098,J024,v1.0,4,2026-04-12T07:00:00,0,0,0,1,urban
L002285,S0264,J042,v1.0,5,2026-04-22T01:00:00,0,0,0,3,semi_urban
L002286,S0085,J010,v1.1,3,2026-06-11T02:00:00,0,0,0,1,rural
L002287,S0187,J010,v1.0,2,2026-06-24T17:00:00,0,0,0,1,urban
L002288,S0072,J010,v1.1,5,2026-04-18T15:00:00,0,0,0,3,urban
L002289,S0276,J049,v1.0,3,2026-05-26T15:00:00,0,0,0,2,rural
L002290,S0239,J011,v1.2,4,2026-04-09T20:00:00,0,0,0,1,rural
L002291,S0090,J000,v1.2,4,2026-04-02T18:00:00,0,0,0,1,semi_urban
L002292,S0234,J014,v1.2,2,2026-04-09T19:00:00,0,0,0,3,urban
L002293,S0116,J025,v1.1,3,2026-05-28T15:00:00,0,0,0,3,urban
L002294,S0209,J024,v1.2,4,2026-04-20T20:00:00,0,0,0,2,urban
L002295,S0019,J034,v1.1,5,2026-05-26T13:00:00,0,0,0,2,rural
L002296,S0266,J027,v1.2,4,2026-05-06T10:00:00,0,0,0,2,semi_urban
L002297,S0141,J044,v1.1,2,2026-05-17T09:00:00,0,0,0,2,urban
L002298,S0160,J009,v1.1,5,2026-06-18T08:00:00,0,0,0,1,semi_urban
L002299,S0110,J013,v1.1,5,2026-05-25T17:00:00,1,0,0,2,semi_urban
L002300,S0127,J042,v1.0,2,2026-04-29T14:00:00,1,0,0,1,rural
L002301,S0206,J035,v1.0,5,2026-06-04T06:00:00,0,0,0,1,urban
L002302,S0076,J023,v1.1,4,2026-04-23T03:00:00,0,0,0,2,rural
L002303,S0211,J042,v1.2,2,2026-04-24T06:00:00,1,0,0,2,rural
L002304,S0031,J006,v1.0,4,2026-04-29T14:00:00,0,0,0,3,urban
L002305,S0227,J007,v1.2,3,2026-04-11T16:00:00,0,0,0,2,rural
L002306,S0208,J042,v1.2,5,2026-05-04T23:00:00,1,0,0,1,urban
L002307,S0223,J015,v1.1,5,2026-05-31T19:00:00,0,0,0,3,semi_urban
L002308,S0177,J032,v1.2,1,2026-04-22T23:00:00,0,0,0,3,semi_urban
L002309,S0255,J004,v1.2,2,2026-04-09T03:00:00,0,0,0,3,urban
L002310,S0079,J041,v1.1,2,2026-06-23T01:00:00,0,0,0,3,semi_urban
L002311,S0043,J029,v1.2,2,2026-06-11T17:00:00,1,0,0,2,semi_urban
L002312,S0172,J035,v1.2,2,2026-04-05T17:00:00,0,0,0,2,urban
L002313,S0124,J027,v1.1,5,2026-06-08T08:00:00,0,0,0,1,semi_urban
L002314,S0018,J027,v1.1,1,2026-06-05T08:00:00,1,0,0,3,urban
L002315,S0183,J009,v1.1,5,2026-04-29T04:00:00,1,0,0,2,urban
L002316,S0197,J015,v1.1,5,2026-04-17T03:00:00,1,0,0,3,semi_urban
L002317,S0082,J010,v1.1,5,2026-05-03T11:00:00,0,0,0,3,semi_urban
L002318,S0012,J048,v1.0,1,2026-06-26T06:00:00,1,0,0,2,urban
L002319,S0293,J040,v1.0,3,2026-06-02T09:00:00,0,0,0,1,semi_urban
L002320,S0192,J040,v1.2,5,2026-05-22T23:00:00,0,0,0,1,semi_urban
L002321,S0147,J008,v1.2,5,2026-06-22T10:00:00,0,0,0,2,semi_urban
L002322,S0066,J002,v1.1,4,2026-05-13T08:00:00,1,0,0,2,semi_urban
L002323,S0144,J025,v1.2,3,2026-06-02T13:00:00,0,0,0,2,urban
L002324,S0124,J030,v1.1,2,2026-06-29T10:00:00,1,0,0,1,semi_urban
L002325,S0169,J028,v1.0,5,2026-06-18T22:00:00,0,0,0,3,semi_urban
L002326,S0091,J000,v1.2,3,2026-05-20T07:00:00,1,0,0,2,urban
L002327,S0176,J002,v1.2,4,2026-05-09T18:00:00,0,0,0,2,urban
L002328,S0155,J019,v1.2,1,2026-04-29T14:00:00,0,0,0,2,urban
L002329,S0121,J049,v1.2,3,2026-05-13T10:00:00,0,0,0,2,urban
L002330,S0134,J034,v1.2,3,2026-06-10T18:00:00,0,0,0,2,urban
L002331,S0275,J018,v1.2,5,2026-04-06T18:00:00,0,0,0,2,semi_urban
L002332,S0263,J044,v1.2,5,2026-04-17T18:00:00,0,0,0,1,semi_urban
L002333,S0162,J031,v1.1,2,2026-05-27T05:00:00,0,0,0,1,rural
L002334,S0272,J003,v1.1,3,2026-05-25T21:00:00,0,0,0,1,urban
L002335,S0214,J027,v1.2,2,2026-05-08T01:00:00,0,0,0,3,urban
L002336,S0117,J045,v1.0,5,2026-04-24T10:00:00,0,0,0,3,semi_urban
L002337,S0143,J047,v1.2,5,2026-04-24T18:00:00,0,0,0,2,urban
L002338,S0232,J007,v1.2,3,2026-04-29T16:00:00,1,0,0,3,urban
L002339,S0195,J039,v1.2,2,2026-06-29T15:00:00,0,0,0,1,semi_urban
L002340,S0295,J039,v1.1,4,2026-06-29T09:00:00,0,0,0,3,urban
L002341,S0271,J023,v1.1,3,2026-04-23T06:00:00,0,0,0,1,rural
L002342,S0295,J014,v1.0,4,2026-06-15T19:00:00,0,0,0,3,urban
L002343,S0136,J019,v1.2,5,2026-06-26T04:00:00,0,0,0,3,urban
L002344,S0123,J029,v1.2,3,2026-05-22T09:00:00,1,0,0,2,urban
L002345,S0187,J030,v1.2,2,2026-06-13T01:00:00,0,0,0,1,urban
L002346,S0082,J000,v1.1,1,2026-04-26T12:00:00,1,1,1,3,semi_urban
L002347,S0001,J009,v1.2,2,2026-05-06T05:00:00,0,0,0,2,urban
L002348,S0165,J004,v1.2,1,2026-06-10T07:00:00,0,0,0,2,semi_urban
L002349,S0210,J046,v1.2,5,2026-06-14T12:00:00,0,0,0,2,urban
L002350,S0264,J002,v1.2,2,2026-06-10T10:00:00,0,0,0,3,semi_urban
L002351,S0170,J046,v1.2,2,2026-06-25T03:00:00,0,0,0,2,urban
L002352,S0084,J007,v1.0,5,2026-06-22T02:00:00,0,0,0,1,urban
L002353,S0200,J049,v1.1,3,2026-06-07T13:00:00,1,0,0,3,semi_urban
L002354,S0007,J010,v1.2,4,2026-05-21T17:00:00,0,0,0,3,semi_urban
L002355,S0284,J001,v1.1,2,2026-05-22T02:00:00,0,0,0,2,rural
L002356,S0059,J008,v1.2,4,2026-05-22T11:00:00,0,0,0,1,semi_urban
L002357,S0245,J018,v1.1,1,2026-06-03T17:00:00,1,0,0,3,urban
L002358,S0125,J004,v1.1,3,2026-04-27T13:00:00,0,0,0,2,rural
L002359,S0123,J025,v1.2,2,2026-05-05T01:00:00,1,0,0,2,urban
L002360,S0027,J020,v1.1,1,2026-05-13T21:00:00,1,0,0,1,semi_urban
L002361,S0167,J017,v1.1,2,2026-06-09T04:00:00,0,0,0,3,rural
L002362,S0005,J033,v1.1,3,2026-05-11T05:00:00,0,0,0,3,urban
L002363,S0104,J026,v1.2,2,2026-04-03T07:00:00,0,0,0,3,rural
L002364,S0090,J049,v1.1,1,2026-04-30T15:00:00,1,1,0,1,semi_urban
L002365,S0208,J046,v1.1,5,2026-06-21T08:00:00,0,0,0,1,urban
L002366,S0003,J032,v1.2,1,2026-05-29T11:00:00,0,0,0,2,semi_urban
L002367,S0170,J032,v1.1,1,2026-06-11T00:00:00,0,0,0,2,urban
L002368,S0130,J017,v1.2,1,2026-04-13T08:00:00,1,0,0,1,rural
L002369,S0101,J035,v1.1,5,2026-04-25T07:00:00,0,0,0,2,rural
L002370,S0051,J032,v1.2,1,2026-06-01T20:00:00,0,0,0,1,urban
L002371,S0088,J047,v1.2,4,2026-05-27T12:00:00,0,0,0,1,urban
L002372,S0178,J010,v1.2,1,2026-04-22T13:00:00,1,1,0,3,semi_urban
L002373,S0092,J009,v1.2,2,2026-05-26T23:00:00,0,0,0,2,semi_urban
L002374,S0090,J049,v1.1,3,2026-05-12T01:00:00,1,0,0,1,semi_urban
L002375,S0201,J015,v1.2,1,2026-04-29T13:00:00,1,0,0,3,rural
L002376,S0201,J036,v1.2,3,2026-04-29T01:00:00,0,0,0,3,rural
L002377,S0152,J031,v1.2,1,2026-06-21T12:00:00,0,0,0,1,semi_urban
L002378,S0208,J032,v1.1,5,2026-05-27T21:00:00,1,1,0,1,urban
L002379,S0003,J005,v1.0,2,2026-06-26T22:00:00,0,0,0,2,semi_urban
L002380,S0088,J030,v1.0,2,2026-06-23T06:00:00,0,0,0,1,urban
L002381,S0231,J032,v1.2,4,2026-06-18T20:00:00,0,0,0,2,semi_urban
L002382,S0293,J012,v1.2,4,2026-04-21T22:00:00,1,0,0,1,semi_urban
L002383,S0252,J047,v1.2,2,2026-04-30T04:00:00,0,0,0,2,urban
L002384,S0266,J015,v1.1,4,2026-04-26T04:00:00,0,0,0,2,semi_urban
L002385,S0022,J023,v1.0,1,2026-05-28T08:00:00,0,0,0,3,urban
L002386,S0279,J039,v1.1,1,2026-06-02T07:00:00,0,0,0,3,urban
L002387,S0033,J004,v1.1,4,2026-04-01T02:00:00,0,0,0,2,rural
L002388,S0204,J002,v1.2,4,2026-06-11T22:00:00,1,1,1,1,semi_urban
L002389,S0130,J025,v1.1,4,2026-06-15T06:00:00,0,0,0,1,rural
L002390,S0009,J003,v1.2,2,2026-06-28T19:00:00,1,0,0,2,urban
L002391,S0274,J000,v1.2,5,2026-06-22T13:00:00,0,0,0,2,rural
L002392,S0161,J031,v1.2,5,2026-05-25T04:00:00,0,0,0,3,urban
L002393,S0092,J039,v1.2,4,2026-04-17T04:00:00,0,0,0,2,semi_urban
L002394,S0069,J045,v1.0,3,2026-05-12T08:00:00,0,0,0,2,rural
L002395,S0142,J032,v1.2,5,2026-05-08T06:00:00,0,0,0,3,semi_urban
