log_id,timestamp,student_id,job_id,model_version,rank_position,offline_score,served_score,skew,feat_skill_score,feat_skill_gap,feat_verified_skills,feat_years_exp,college_tier,region,defect_probability,is_predicted_defect,estimated_user_impact,clicked,applied,defect_category,defect_rank
L004718,2026-05-21T09:00:00,S0023,J037,v1.2,4,0.5436,0.7112,0.1675,3.494,-0.19,2,1.9,3,semi_urban,0.9249,1,0.5318,0,0,false_positive,625
L000884,2026-06-09T10:00:00,S0183,J028,v1.2,2,0.7594,0.8324,0.073,4.036,1.9,2,0.8,2,urban,0.7355,1,0.5318,1,0,skew_induced,626
L003258,2026-06-18T16:00:00,S0065,J027,v1.2,1,0.7098,0.7704,0.0606,4.67,1.24,7,1.3,2,urban,0.4738,1,0.5312,0,0,false_positive,627
L005384,2026-06-06T02:00:00,S0263,J027,v1.2,3,0.6124,0.7044,0.0921,4.566,1.12,2,1.5,1,semi_urban,0.8972,1,0.5312,0,0,false_positive,628
L006282,2026-04-03T02:00:00,S0141,J045,v1.2,1,0.2636,0.3824,0.1188,2.779,-0.98,3,0.8,2,urban,0.4291,1,0.5311,0,0,skew_induced,629
L000104,2026-04-08T04:00:00,S0110,J033,v1.1,3,0.7342,0.7976,0.0634,4.232,1.6,3,1.4,2,semi_urban,0.9421,1,0.5308,0,0,false_positive,630
L004488,2026-06-20T21:00:00,S0186,J004,v1.2,3,0.617,0.7074,0.0903,3.555,0.61,7,2.2,2,urban,0.899,1,0.5307,0,0,false_positive,631
L002182,2026-04-28T16:00:00,S0271,J046,v1.2,3,0.6228,0.7008,0.078,2.469,0.53,2,2.2,1,rural,0.917,1,0.53,0,0,false_positive,632
L007977,2026-04-26T19:00:00,S0292,J028,v1.1,3,0.708,0.7877,0.0797,3.0,0.86,3,1.3,3,urban,0.914,1,0.5298,0,0,false_positive,633
L000922,2026-06-22T15:00:00,S0099,J021,v1.1,3,0.6555,0.719,0.0635,4.942,0.31,5,1.3,3,urban,0.9398,1,0.5296,0,0,false_positive,634
L001961,2026-04-28T03:00:00,S0053,J015,v1.0,2,0.7708,0.7708,0.0,4.29,1.39,3,3.7,2,semi_urban,0.8387,1,0.5292,1,0,none,635
L006083,2026-04-15T12:00:00,S0123,J016,v1.2,3,0.813,0.9206,0.1076,3.944,1.49,3,1.2,2,urban,0.8708,1,0.5291,1,0,skew_induced,636
L001765,2026-05-02T16:00:00,S0061,J004,v1.1,3,0.6569,0.7847,0.1277,3.524,0.56,2,1.2,2,urban,0.8423,1,0.5287,0,0,false_positive,637
L003049,2026-06-10T03:00:00,S0254,J041,v1.2,3,0.6541,0.7162,0.0621,4.281,0.95,4,1.8,1,urban,0.9405,1,0.5287,0,0,false_positive,638
L004690,2026-06-25T17:00:00,S0290,J001,v1.0,2,0.3642,0.3642,0.0,2.67,-1.03,3,2.0,3,rural,0.8379,1,0.5286,0,0,none,639
L007188,2026-04-27T00:00:00,S0105,J026,v1.2,3,0.6494,0.7212,0.0718,4.036,1.2,5,0.0,3,rural,0.9244,1,0.5286,0,0,false_positive,640
L007540,2026-06-08T05:00:00,S0028,J000,v1.2,3,0.6468,0.7088,0.062,3.461,0.23,4,1.6,1,semi_urban,0.9396,1,0.5281,0,0,false_positive,641
L001418,2026-05-25T16:00:00,S0039,J019,v1.1,3,0.6424,0.7209,0.0784,3.609,0.97,6,2.4,2,rural,0.9127,1,0.5279,0,0,false_positive,642
L000523,2026-04-15T11:00:00,S0277,J026,v1.2,2,0.6743,0.7229,0.0486,3.244,0.42,7,0.0,2,semi_urban,0.7618,1,0.5274,0,0,false_positive,643
L007438,2026-04-14T02:00:00,S0008,J012,v1.1,4,0.7214,0.8614,0.14,4.67,1.3,2,1.1,1,urban,0.9562,1,0.5271,1,0,skew_induced,644
L001921,2026-05-19T04:00:00,S0192,J035,v1.1,2,0.8118,0.9169,0.1051,4.403,1.55,5,0.1,1,semi_urban,0.6896,1,0.5266,0,0,false_positive,645
L004190,2026-06-16T04:00:00,S0194,J019,v1.2,3,0.6923,0.7741,0.0819,4.131,1.49,3,0.5,1,semi_urban,0.9046,1,0.5264,0,0,false_positive,646
L004230,2026-06-16T22:00:00,S0296,J038,v1.2,3,0.7337,0.8109,0.0772,3.089,1.25,7,0.9,3,semi_urban,0.9118,1,0.5263,0,0,false_positive,647
L001565,2026-04-01T19:00:00,S0260,J018,v1.2,3,0.6405,0.7045,0.064,4.172,0.84,3,1.5,1,urban,0.9331,1,0.5263,1,0,skew_induced,648
L000275,2026-04-14T15:00:00,S0109,J027,v1.2,2,0.6091,0.733,0.124,3.692,0.23,2,2.6,3,rural,0.6684,1,0.5263,0,0,false_positive,649
L006073,2026-05-15T22:00:00,S0264,J028,v1.1,3,0.625,0.7207,0.0957,3.078,0.93,4,3.1,3,semi_urban,0.8833,1,0.5262,0,0,false_positive,650
L000386,2026-04-11T23:00:00,S0188,J027,v1.2,1,0.1783,0.2874,0.1091,1.625,-1.83,5,1.4,3,semi_urban,0.4319,1,0.5261,1,1,false_negative,651
L004762,2026-06-22T17:00:00,S0178,J022,v1.2,2,0.6477,0.7158,0.0681,3.944,0.71,5,1.8,3,semi_urban,0.7332,1,0.5256,0,0,false_positive,652
L000325,2026-04-19T13:00:00,S0042,J000,v1.2,3,0.6674,0.7641,0.0966,4.208,0.96,7,0.6,3,rural,0.881,1,0.5256,0,0,false_positive,653
L003678,2026-04-19T18:00:00,S0235,J028,v1.1,3,0.7246,0.7907,0.0661,3.233,1.1,8,1.1,3,urban,0.9284,1,0.5256,0,0,false_positive,654
L000282,2026-05-18T23:00:00,S0140,J040,v1.1,3,0.6664,0.7179,0.0515,3.576,0.85,6,0.7,2,rural,0.9524,1,0.5253,1,0,skew_induced,655
L002420,2026-06-20T01:00:00,S0275,J003,v1.1,3,0.7975,0.8479,0.0504,3.755,1.83,3,0.7,2,semi_urban,0.9542,1,0.5252,0,0,false_positive,656
L006008,2026-04-05T19:00:00,S0169,J029,v1.1,3,0.7142,0.765,0.0507,4.465,1.24,3,2.1,3,semi_urban,0.9534,1,0.525,0,0,false_positive,657
L003197,2026-04-12T06:00:00,S0251,J032,v1.1,2,0.7792,0.8744,0.0952,4.018,1.27,4,1.5,3,urban,0.6975,1,0.5239,0,0,false_positive,658
L006721,2026-06-23T12:00:00,S0054,J031,v1.2,3,0.8885,0.9979,0.1094,5.055,1.7,6,1.0,3,urban,0.8594,1,0.5237,1,1,skew_induced,659
L001562,2026-06-11T07:00:00,S0177,J033,v1.2,3,0.8906,0.9347,0.0441,4.452,1.83,2,1.1,3,semi_urban,0.9617,1,0.5233,0,0,false_positive,660
L005929,2026-04-03T12:00:00,S0221,J040,v1.1,2,0.7998,0.9053,0.1055,3.873,1.12,5,1.6,2,urban,0.6841,1,0.5227,0,0,false_positive,661
L006468,2026-05-09T22:00:00,S0136,J046,v1.1,4,0.7173,0.8322,0.1149,3.047,1.09,8,0.6,3,urban,0.9869,1,0.5227,0,0,false_positive,662
L003238,2026-06-13T22:00:00,S0062,J019,v1.1,3,0.659,0.7395,0.0805,3.46,0.82,4,0.4,2,urban,0.9004,1,0.5227,0,0,false_positive,663
L005127,2026-05-07T00:00:00,S0103,J040,v1.1,3,0.6892,0.74,0.0508,3.675,0.95,5,1.4,3,urban,0.9486,1,0.5225,0,0,false_positive,664
L005224,2026-04-03T05:00:00,S0272,J019,v1.2,3,0.6578,0.7316,0.0738,3.817,1.18,8,0.2,1,urban,0.9106,1,0.5225,0,0,false_positive,665
L007130,2026-06-07T03:00:00,S0181,J007,v1.2,1,0.7968,0.8903,0.0935,3.557,1.31,3,1.0,3,urban,0.4396,1,0.5219,0,0,false_positive,666
L006436,2026-04-03T20:00:00,S0253,J016,v1.2,2,0.6664,0.7134,0.047,3.343,0.92,6,2.8,1,rural,0.7561,1,0.5219,0,0,false_positive,667
L007435,2026-06-09T23:00:00,S0263,J031,v1.2,4,0.6535,0.8111,0.1576,4.599,1.22,2,1.5,1,semi_urban,0.9214,1,0.5219,0,0,false_positive,668
L004636,2026-05-22T01:00:00,S0269,J024,v1.2,3,0.6607,0.7122,0.0515,5.026,1.4,6,0.0,1,semi_urban,0.9464,1,0.5219,1,0,skew_induced,669
L000716,2026-06-27T17:00:00,S0189,J028,v1.1,1,0.696,0.7664,0.0704,3.105,0.97,3,0.9,2,semi_urban,0.4572,1,0.5216,1,0,skew_induced,670
L004888,2026-06-23T23:00:00,S0025,J000,v1.1,3,0.6724,0.7999,0.1274,4.084,0.82,7,1.9,1,semi_urban,0.8302,1,0.5209,0,0,false_positive,671
L005187,2026-05-24T03:00:00,S0206,J038,v1.1,3,0.8483,0.9503,0.102,3.771,1.92,2,1.1,1,urban,0.8641,1,0.5202,1,0,skew_induced,672
L003849,2026-05-12T22:00:00,S0216,J046,v1.2,1,0.6478,0.7243,0.0765,3.348,1.41,8,2.5,1,urban,0.4511,1,0.5202,1,0,skew_induced,673
L002856,2026-05-08T21:00:00,S0193,J010,v1.2,2,0.7477,0.8367,0.089,4.425,1.08,4,0.0,3,urban,0.6997,1,0.52,1,1,skew_induced,674
L004348,2026-04-23T22:00:00,S0225,J019,v1.2,2,0.639,0.7172,0.0781,3.319,0.68,7,0.3,3,urban,0.7128,1,0.52,0,0,false_positive,675
L005041,2026-05-09T21:00:00,S0178,J026,v1.2,3,0.708,0.7865,0.0785,3.949,1.11,5,1.8,3,semi_urban,0.8987,1,0.5199,0,0,false_positive,676
L007846,2026-04-24T12:00:00,S0041,J003,v1.1,4,0.6785,0.7935,0.115,2.567,0.61,7,1.5,3,rural,0.9812,1,0.5198,0,0,false_positive,677
L004846,2026-05-24T07:00:00,S0196,J026,v1.1,1,0.7942,0.858,0.0638,4.112,1.28,6,1.5,2,urban,0.4609,1,0.5198,1,1,skew_induced,678
L003655,2026-05-25T07:00:00,S0040,J003,v1.1,3,0.7556,0.7969,0.0413,3.211,1.29,5,1.0,2,urban,0.9602,1,0.5197,0,0,false_positive,679
L002144,2026-04-26T19:00:00,S0130,J038,v1.2,1,0.7915,0.8869,0.0955,3.498,1.65,2,2.1,1,rural,0.4361,1,0.5194,1,0,skew_induced,680
L007377,2026-06-05T00:00:00,S0220,J036,v1.2,2,0.7234,0.7761,0.0527,3.876,1.15,8,2.3,2,rural,0.7445,1,0.5193,0,0,false_positive,681
L001616,2026-04-26T12:00:00,S0192,J010,v1.1,3,0.6894,0.7306,0.0412,4.371,1.05,5,0.1,1,semi_urban,0.9594,1,0.5192,0,0,false_positive,682
L005717,2026-06-05T02:00:00,S0149,J019,v1.1,4,0.72,0.8321,0.1121,3.286,0.63,5,0.7,1,semi_urban,0.9848,1,0.5192,1,0,skew_induced,683
L002308,2026-06-29T11:00:00,S0206,J023,v1.1,2,0.6285,0.7128,0.0843,3.762,1.22,2,1.1,1,urban,0.7042,1,0.5192,0,0,false_positive,684
L003529,2026-05-29T07:00:00,S0100,J007,v1.1,4,0.7075,0.8205,0.1129,3.396,1.14,5,1.4,3,urban,0.9822,1,0.5186,0,0,false_positive,685
L003960,2026-06-04T05:00:00,S0221,J036,v1.1,3,0.7099,0.7825,0.0726,3.856,1.12,5,1.6,2,urban,0.9053,1,0.5183,0,0,false_positive,686
L006756,2026-04-12T13:00:00,S0000,J029,v1.2,4,0.6433,0.7967,0.1534,4.077,0.8,2,0.0,3,semi_urban,0.9201,1,0.5179,0,0,false_positive,687
L003593,2026-05-16T13:00:00,S0008,J042,v1.2,1,0.9107,1.0,0.1141,4.657,2.4,2,1.1,1,urban,0.4215,1,0.5177,1,1,skew_induced,688
L004237,2026-06-29T23:00:00,S0065,J032,v1.2,2,0.9405,1.0,0.1316,4.706,1.94,7,1.3,2,urban,0.649,1,0.5173,1,1,skew_induced,689
L001748,2026-05-21T03:00:00,S0042,J041,v1.2,4,0.7247,0.8315,0.1068,4.213,0.86,7,0.6,3,rural,0.9897,1,0.5173,0,0,false_positive,690
L001251,2026-05-08T13:00:00,S0278,J028,v1.1,2,0.6938,0.7719,0.0781,3.049,0.91,8,2.0,3,rural,0.7091,1,0.5172,0,0,false_positive,691
L000348,2026-04-12T05:00:00,S0249,J028,v1.2,4,0.7091,0.8244,0.1153,3.078,0.92,8,1.8,2,urban,0.9752,1,0.5169,0,0,false_positive,692
L006866,2026-06-09T09:00:00,S0072,J038,v1.2,3,0.654,0.7185,0.0645,2.722,0.89,3,2.8,3,urban,0.9154,1,0.5168,0,0,false_positive,693
L002184,2026-06-09T21:00:00,S0282,J007,v1.2,3,0.7623,0.8145,0.0522,3.556,1.33,8,0.7,1,urban,0.9349,1,0.5163,0,0,false_positive,694
L007348,2026-04-12T03:00:00,S0150,J023,v1.2,4,0.6996,0.8078,0.1082,3.664,1.11,7,1.4,3,urban,0.9853,1,0.5162,0,0,false_positive,695
L005444,2026-04-24T22:00:00,S0036,J007,v1.1,4,0.6743,0.7838,0.1096,3.415,1.16,2,1.4,1,urban,0.9825,1,0.5159,1,0,skew_induced,696
L006846,2026-05-28T08:00:00,S0168,J040,v1.2,4,0.6924,0.8066,0.1142,3.797,1.04,7,1.3,2,urban,0.9752,1,0.5159,0,0,false_positive,697
L005854,2026-05-13T23:00:00,S0286,J038,v1.2,4,0.7216,0.8271,0.1055,3.123,1.27,8,0.6,1,urban,0.9887,1,0.5157,1,1,skew_induced,698
L004536,2026-06-26T06:00:00,S0244,J018,v1.1,3,0.6591,0.7385,0.0793,4.19,0.85,3,2.0,2,urban,0.8893,1,0.5152,0,0,false_positive,699
L001403,2026-04-03T19:00:00,S0181,J038,v1.0,2,0.8085,0.8085,0.0,3.51,1.71,3,1.0,3,urban,0.8161,1,0.5149,0,0,false_positive,700
L002778,2026-04-29T18:00:00,S0180,J007,v1.0,2,0.8088,0.8088,0.0,3.68,1.48,3,1.0,3,urban,0.8161,1,0.5149,0,0,false_positive,701
L005718,2026-04-01T00:00:00,S0200,J013,v1.1,3,0.6044,0.7438,0.1394,3.39,-0.18,7,0.8,3,semi_urban,0.8048,1,0.5146,0,0,false_positive,702
L007389,2026-05-11T15:00:00,S0087,J049,v1.2,4,0.6882,0.7968,0.1086,2.984,1.03,3,1.3,2,rural,0.9816,1,0.5146,0,0,false_positive,703
L000382,2026-05-07T15:00:00,S0283,J008,v1.2,1,0.1712,0.2744,0.1031,2.262,-1.39,6,2.5,1,urban,0.4266,1,0.5146,0,0,skew_induced,704
L002274,2026-06-10T02:00:00,S0042,J010,v1.1,4,0.7304,0.8379,0.1074,4.214,0.86,7,0.6,3,rural,0.9828,1,0.5142,0,0,false_positive,705
L001909,2026-06-04T10:00:00,S0021,J042,v1.1,4,0.7354,0.8964,0.1611,3.271,0.99,5,0.8,2,urban,0.903,1,0.5142,1,0,skew_induced,706
L004264,2026-04-22T05:00:00,S0079,J038,v1.2,4,0.5703,0.7158,0.1455,2.373,0.5,8,1.9,3,semi_urban,0.9249,1,0.5142,0,0,false_positive,707
L004631,2026-06-22T17:00:00,S0249,J038,v1.1,3,0.6832,0.7683,0.0851,3.063,1.22,8,1.8,2,urban,0.8788,1,0.5142,1,1,skew_induced,708
L000589,2026-04-24T08:00:00,S0288,J007,v1.1,2,0.8122,0.8321,0.0199,3.67,1.46,7,1.0,2,urban,0.7837,1,0.5141,1,0,none,709
L005714,2026-04-09T21:00:00,S0258,J038,v1.2,2,0.5967,0.7449,0.1481,2.354,0.48,5,0.0,1,semi_urban,0.628,1,0.5136,1,0,skew_induced,710
L005618,2026-04-19T19:00:00,S0265,J046,v1.2,2,0.8316,0.868,0.0364,4.418,2.5,6,2.2,1,semi_urban,0.7577,1,0.5128,1,0,none,711
L002155,2026-06-09T03:00:00,S0268,J046,v1.2,2,0.7749,0.8936,0.1186,3.349,1.39,7,1.2,1,urban,0.6556,1,0.5118,0,0,false_positive,712
L001343,2026-05-06T19:00:00,S0029,J040,v1.2,4,0.6921,0.8013,0.1092,3.665,0.91,5,3.5,2,urban,0.9752,1,0.5117,0,0,false_positive,713
L001253,2026-06-05T06:00:00,S0065,J048,v1.2,4,0.7262,0.8477,0.1215,4.701,1.34,7,1.3,2,urban,0.9557,1,0.5116,0,0,false_positive,714
L004839,2026-06-26T17:00:00,S0110,J002,v1.1,4,0.7043,0.824,0.1197,4.26,1.0,3,1.4,2,semi_urban,0.9578,1,0.5113,0,0,false_positive,715
L002592,2026-04-15T08:00:00,S0000,J000,v1.1,3,0.6758,0.7545,0.0788,4.039,0.8,2,0.0,3,semi_urban,0.8816,1,0.5103,1,0,skew_induced,716
L006681,2026-05-04T18:00:00,S0025,J028,v1.2,3,0.8465,0.8946,0.048,4.044,1.92,7,1.9,1,semi_urban,0.9308,1,0.5101,1,0,none,717
L002869,2026-05-11T04:00:00,S0221,J031,v1.2,4,0.6034,0.7105,0.1071,3.874,0.52,5,1.6,2,urban,0.9748,1,0.5098,1,1,skew_induced,718
L000779,2026-06-02T17:00:00,S0110,J023,v1.2,3,0.8487,0.8991,0.0504,4.225,1.7,3,1.4,2,semi_urban,0.9261,1,0.5097,0,0,false_positive,719
L007174,2026-06-24T06:00:00,S0113,J006,v1.2,3,0.7525,0.834,0.0816,3.291,1.55,5,1.5,2,rural,0.8762,1,0.5096,1,0,skew_induced,720
L004714,2026-04-22T11:00:00,S0081,J049,v1.1,3,0.8934,0.9319,0.0385,3.989,2.07,4,2.1,2,rural,0.9458,1,0.5093,0,0,false_positive,721
L006081,2026-05-11T10:00:00,S0075,J033,v1.1,3,0.8485,0.9305,0.082,4.371,1.73,6,2.5,2,urban,0.8746,1,0.509,0,0,false_positive,722
L005898,2026-05-28T05:00:00,S0099,J005,v1.2,3,0.7052,0.7487,0.0435,4.932,1.41,5,1.3,3,urban,0.9351,1,0.5082,0,0,false_positive,723
L007946,2026-06-09T15:00:00,S0218,J049,v1.1,4,0.7282,0.8327,0.1046,2.952,1.0,6,2.8,3,urban,0.9749,1,0.5077,0,0,false_positive,724
L006898,2026-05-04T00:00:00,S0178,J010,v1.2,4,0.5809,0.718,0.137,3.979,0.61,5,1.8,3,semi_urban,0.9249,1,0.5075,0,0,false_positive,725
L007245,2026-05-28T08:00:00,S0050,J005,v1.2,5,0.6184,0.8027,0.1843,4.182,0.59,2,0.8,1,semi_urban,0.9578,1,0.5071,0,0,false_positive,726
L001950,2026-05-01T19:00:00,S0168,J046,v1.2,4,0.7287,0.8331,0.1043,3.792,1.84,7,1.3,2,urban,0.9734,1,0.5067,0,0,false_positive,727
L000724,2026-05-03T06:00:00,S0266,J038,v1.1,3,0.7554,0.7997,0.0444,2.952,1.13,2,1.6,2,semi_urban,0.9306,1,0.5066,0,0,false_positive,728
L001577,2026-05-02T05:00:00,S0183,J040,v1.2,3,0.7321,0.8047,0.0727,4.036,1.3,2,0.8,2,urban,0.884,1,0.5063,1,0,skew_induced,729
L004528,2026-04-24T03:00:00,S0216,J046,v1.2,3,0.7081,0.7801,0.072,3.346,1.41,8,2.5,1,urban,0.8852,1,0.5063,0,0,false_positive,730
L004719,2026-05-17T07:00:00,S0268,J006,v1.1,3,0.6755,0.793,0.1174,3.349,1.59,7,1.2,1,urban,0.8199,1,0.5062,0,0,false_positive,731
L001690,2026-06-29T21:00:00,S0254,J038,v1.2,3,0.9419,1.0,0.1112,4.306,2.45,4,1.8,1,urban,0.8273,1,0.5057,0,0,false_positive,732
L005211,2026-04-04T21:00:00,S0127,J023,v1.2,3,0.7145,0.7784,0.0639,3.872,1.34,2,2.3,1,rural,0.8966,1,0.5056,1,1,skew_induced,733
L002222,2026-04-09T00:00:00,S0260,J009,v1.2,3,0.6574,0.7213,0.0639,4.172,0.94,3,1.5,1,urban,0.8962,1,0.5054,0,0,false_positive,734
L005529,2026-06-27T15:00:00,S0042,J020,v1.2,4,0.7394,0.8444,0.105,4.212,1.86,7,0.6,3,rural,0.9695,1,0.5052,0,0,false_positive,735
L005158,2026-05-29T07:00:00,S0184,J028,v1.2,4,0.7133,0.8147,0.1014,3.561,1.41,4,3.3,3,urban,0.975,1,0.5051,0,0,false_positive,736
L000221,2026-04-19T08:00:00,S0012,J020,v1.1,3,0.8002,0.867,0.0667,4.323,1.99,4,2.3,2,urban,0.8906,1,0.5047,0,0,false_positive,737
L002422,2026-04-23T01:00:00,S0140,J020,v1.2,3,0.7131,0.7754,0.0622,3.581,1.25,6,0.7,2,rural,0.8976,1,0.5046,0,0,false_positive,738
L004909,2026-04-17T16:00:00,S0109,J019,v1.1,4,0.7708,0.8827,0.1119,3.686,1.03,2,2.6,3,rural,0.9573,1,0.5046,0,0,false_positive,739
L005037,2026-05-15T10:00:00,S0080,J028,v1.1,3,0.7005,0.7746,0.0742,3.177,1.04,7,0.6,2,semi_urban,0.8787,1,0.5046,0,0,false_positive,740
L005434,2026-05-28T18:00:00,S0133,J028,v1.2,4,0.6771,0.8076,0.1305,3.055,0.89,6,2.7,2,rural,0.929,1,0.5045,1,1,skew_induced,741
L007843,2026-04-01T06:00:00,S0180,J026,v1.1,4,0.6789,0.7829,0.104,3.732,0.88,3,1.0,3,urban,0.9696,1,0.5045,1,0,skew_induced,742
L006264,2026-06-26T07:00:00,S0071,J006,v1.2,2,0.6682,0.8263,0.1581,3.209,1.43,5,2.5,2,urban,0.6072,1,0.5042,1,0,skew_induced,743
L000710,2026-04-20T00:00:00,S0105,J028,v1.2,3,0.8112,0.9207,0.1096,4.055,1.9,5,0.0,3,rural,0.8269,1,0.5041,1,1,skew_induced,744
L003881,2026-05-04T08:00:00,S0093,J029,v1.2,3,0.5967,0.7156,0.1189,3.689,0.43,8,1.2,2,semi_urban,0.8142,1,0.5039,0,0,false_positive,745
L007697,2026-06-05T04:00:00,S0205,J032,v1.2,3,0.8043,0.8879,0.0836,4.482,1.74,6,2.0,1,semi_urban,0.8631,1,0.5037,1,0,skew_induced,746
L006336,2026-04-10T11:00:00,S0177,J012,v1.2,4,0.7248,0.8216,0.0968,4.478,1.13,2,1.1,3,semi_urban,0.9796,1,0.5036,0,0,false_positive,747
L002456,2026-04-04T17:00:00,S0263,J032,v1.2,1,0.7506,0.788,0.0374,4.539,1.82,2,1.5,1,semi_urban,0.4686,1,0.5036,1,0,none,748
L005323,2026-05-13T21:00:00,S0221,J033,v1.2,4,0.6993,0.8177,0.1184,3.879,1.22,5,1.6,2,urban,0.9454,1,0.5036,0,0,false_positive,749
L007249,2026-05-29T11:00:00,S0228,J032,v1.1,3,0.7856,0.8509,0.0653,3.913,1.18,5,0.9,2,semi_urban,0.8907,1,0.5035,0,0,false_positive,750
L001064,2026-04-01T03:00:00,S0243,J006,v1.2,4,0.761,0.8776,0.1166,2.678,0.92,5,2.0,2,rural,0.9481,1,0.5035,0,0,false_positive,751
L005228,2026-04-10T18:00:00,S0011,J016,v1.1,3,0.7495,0.8106,0.0612,3.221,0.79,8,1.5,3,urban,0.8971,1,0.5034,0,0,false_positive,752
L003040,2026-05-17T14:00:00,S0075,J029,v1.2,4,0.6996,0.804,0.1044,4.382,1.13,6,2.5,2,urban,0.9656,1,0.5027,1,0,skew_induced,753
L002157,2026-05-16T05:00:00,S0054,J011,v1.1,3,0.6806,0.7266,0.046,5.023,0.7,6,1.0,3,urban,0.9205,1,0.5026,1,0,none,754
L000933,2026-06-26T00:00:00,S0193,J027,v1.1,3,0.7408,0.8047,0.0639,4.412,0.98,4,0.0,3,urban,0.8908,1,0.5023,0,0,false_positive,755
L006897,2026-05-11T20:00:00,S0176,J031,v1.2,4,0.7703,0.8761,0.1058,4.693,1.34,7,0.4,2,urban,0.9625,1,0.5022,1,0,skew_induced,756
L002522,2026-06-13T03:00:00,S0164,J007,v1.1,3,0.7784,0.8246,0.0461,3.973,1.75,2,2.0,2,semi_urban,0.9189,1,0.5018,0,0,false_positive,757
L003375,2026-04-23T21:00:00,S0205,J035,v1.2,1,0.7574,0.8116,0.0542,4.467,1.64,6,2.0,1,semi_urban,0.4527,1,0.5018,1,1,skew_induced,758
L006533,2026-06-23T08:00:00,S0029,J015,v1.1,4,0.6409,0.7515,0.1106,3.665,0.71,5,3.5,2,urban,0.9528,1,0.5011,0,0,false_positive,759
L003923,2026-06-12T04:00:00,S0240,J034,v1.1,4,0.6213,0.7283,0.107,3.253,0.5,4,1.5,3,rural,0.9582,1,0.501,0,0,false_positive,760
L000355,2026-06-17T15:00:00,S0189,J049,v1.2,2,0.7258,0.7837,0.0579,3.099,1.17,3,0.9,2,semi_urban,0.7115,1,0.5009,1,0,skew_induced,761
L004402,2026-06-11T08:00:00,S0196,J039,v1.1,3,0.6749,0.7195,0.0446,4.102,0.48,6,1.5,2,urban,0.9197,1,0.5009,0,0,false_positive,762
L005067,2026-06-25T05:00:00,S0182,J040,v1.2,4,0.635,0.7793,0.1443,3.422,0.65,8,0.9,2,semi_urban,0.9015,1,0.5003,1,0,skew_induced,763
L001986,2026-04-09T06:00:00,S0127,J038,v1.2,3,0.8428,0.9476,0.1048,3.892,2.04,2,2.3,1,rural,0.8272,1,0.5003,0,0,false_positive,764
L006402,2026-04-18T20:00:00,S0169,J003,v1.2,2,0.9523,1.0,0.0547,4.467,2.54,3,2.1,3,semi_urban,0.7146,1,0.5002,1,0,skew_induced,765
L007439,2026-06-28T19:00:00,S0084,J032,v1.2,4,0.6346,0.7777,0.1431,3.062,0.29,7,2.5,1,urban,0.903,1,0.5002,0,0,false_positive,766
L003690,2026-06-11T14:00:00,S0163,J042,v1.1,4,0.8323,0.9449,0.1126,3.856,1.6,6,1.8,1,urban,0.9475,1,0.4999,0,0,false_positive,767
L003435,2026-06-28T20:00:00,S0065,J034,v1.2,4,0.8223,0.9344,0.1121,4.696,1.94,7,1.3,2,urban,0.9476,1,0.4996,0,0,false_positive,768
L002363,2026-04-14T14:00:00,S0125,J028,v1.1,4,0.6527,0.7601,0.1073,2.234,0.08,2,2.3,2,rural,0.9545,1,0.4993,0,0,false_positive,769
L004985,2026-05-05T14:00:00,S0039,J023,v1.2,4,0.6488,0.7559,0.1072,3.624,1.07,6,2.4,2,rural,0.9544,1,0.4992,0,0,false_positive,770
L007064,2026-04-03T17:00:00,S0014,J046,v1.2,3,0.801,0.9338,0.1328,3.266,1.3,6,2.1,2,urban,0.7886,1,0.4991,0,0,false_positive,771
L002375,2026-06-08T19:00:00,S0036,J036,v1.1,4,0.6855,0.7829,0.0974,3.409,0.66,2,1.4,1,urban,0.9697,1,0.499,0,0,false_positive,772
L002173,2026-04-01T20:00:00,S0081,J024,v1.1,4,0.6586,0.7717,0.1131,4.027,0.37,4,2.1,2,rural,0.9449,1,0.499,0,0,false_positive,773
L006466,2026-04-05T20:00:00,S0186,J046,v1.1,3,0.8077,0.8873,0.0796,3.55,1.61,7,2.2,2,urban,0.8604,1,0.4987,0,0,false_positive,774
L005146,2026-06-09T06:00:00,S0282,J026,v1.2,4,0.6502,0.7596,0.1094,3.585,0.73,8,0.7,1,urban,0.95,1,0.4987,0,0,false_positive,775
L006502,2026-06-08T08:00:00,S0041,J046,v1.2,4,0.6284,0.7694,0.1411,2.581,0.61,7,1.5,3,rural,0.9025,1,0.4984,0,0,false_positive,776
L000566,2026-06-18T21:00:00,S0231,J039,v1.0,1,0.3248,0.3248,0.0,2.74,-0.86,6,1.0,2,semi_urban,0.4981,1,0.4981,0,0,none,777
L004860,2026-05-22T06:00:00,S0103,J036,v1.2,4,0.632,0.7452,0.1132,3.707,0.95,5,1.4,3,urban,0.9431,1,0.4981,0,0,false_positive,778
L001652,2026-06-16T01:00:00,S0104,J046,v1.2,3,0.8073,0.8713,0.064,3.532,1.6,7,1.3,3,rural,0.8829,1,0.498,0,0,false_positive,779
L000846,2026-05-16T08:00:00,S0087,J019,v1.2,4,0.628,0.7351,0.1071,2.984,0.33,3,1.3,2,rural,0.9516,1,0.4976,0,0,false_positive,780
