query_id,day,arm,candidate_id,rank,segment,impression,click,application,shortlist
227,9,control,on_227_17,7,segment_A,1,0,0,0
227,9,control,on_227_24,8,segment_A,1,0,0,0
227,9,control,on_227_33,9,segment_A,1,0,0,0
228,6,treatment,on_228_34,0,segment_B,1,0,0,0
228,6,treatment,on_228_27,1,segment_B,1,0,0,0
228,6,treatment,on_228_37,2,segment_A,1,0,0,0
228,6,treatment,on_228_1,3,segment_B,1,0,0,0
228,6,treatment,on_228_3,4,segment_B,1,0,0,0
228,6,treatment,on_228_8,5,segment_A,1,0,0,0
228,6,treatment,on_228_19,6,segment_B,1,0,0,0
228,6,treatment,on_228_5,7,segment_B,1,0,0,0
228,6,treatment,on_228_11,8,segment_B,1,0,0,0
228,6,treatment,on_228_14,9,segment_A,1,0,0,0
229,11,control,on_229_13,0,segment_A,1,0,0,0
229,11,control,on_229_10,1,segment_B,1,0,0,0
229,11,control,on_229_25,2,segment_A,1,0,0,0
229,11,control,on_229_5,3,segment_B,1,0,0,0
229,11,control,on_229_17,4,segment_A,1,0,0,0
229,11,control,on_229_26,5,segment_B,1,0,0,0
229,11,control,on_229_31,6,segment_B,1,0,0,0
229,11,control,on_229_20,7,segment_B,1,0,0,0
229,11,control,on_229_1,8,segment_B,1,1,0,0
229,11,control,on_229_12,9,segment_B,1,0,0,0
230,2,treatment,on_230_34,0,segment_B,1,1,1,1
230,2,treatment,on_230_13,1,segment_A,1,0,0,0
230,2,treatment,on_230_16,2,segment_B,1,0,0,0
230,2,treatment,on_230_32,3,segment_A,1,0,0,0
230,2,treatment,on_230_25,4,segment_A,1,0,0,0
230,2,treatment,on_230_35,5,segment_A,1,0,0,0
230,2,treatment,on_230_3,6,segment_B,1,0,0,0
230,2,treatment,on_230_2,7,segment_B,1,0,0,0
230,2,treatment,on_230_19,8,segment_A,1,0,0,0
230,2,treatment,on_230_37,9,segment_B,1,0,0,0
231,7,control,on_231_12,0,segment_B,1,1,1,1
231,7,control,on_231_3,1,segment_A,1,0,0,0
231,7,control,on_231_27,2,segment_B,1,0,0,0
231,7,control,on_231_38,3,segment_B,1,0,0,0
231,7,control,on_231_17,4,segment_A,1,0,0,0
231,7,control,on_231_20,5,segment_B,1,0,0,0
231,7,control,on_231_31,6,segment_B,1,0,0,0
231,7,control,on_231_39,7,segment_A,1,0,0,0
231,7,control,on_231_29,8,segment_B,1,0,0,0
231,7,control,on_231_1,9,segment_A,1,0,0,0
232,12,treatment,on_232_15,0,segment_A,1,0,0,0
232,12,treatment,on_232_24,1,segment_A,1,0,0,0
232,12,treatment,on_232_20,2,segment_B,1,0,0,0
232,12,treatment,on_232_38,3,segment_B,1,0,0,0
232,12,treatment,on_232_2,4,segment_A,1,0,0,0
232,12,treatment,on_232_1,5,segment_B,1,0,0,0
232,12,treatment,on_232_3,6,segment_A,1,0,0,0
232,12,treatment,on_232_27,7,segment_B,1,0,0,0
232,12,treatment,on_232_12,8,segment_B,1,0,0,0
232,12,treatment,on_232_29,9,segment_B,1,0,0,0
233,8,control,on_233_33,0,segment_A,1,0,0,0
233,8,control,on_233_21,1,segment_B,1,0,0,0
233,8,control,on_233_38,2,segment_A,1,0,0,0
233,8,control,on_233_6,3,segment_B,1,0,0,0
233,8,control,on_233_25,4,segment_B,1,0,0,0
233,8,control,on_233_15,5,segment_B,1,0,0,0
233,8,control,on_233_16,6,segment_A,1,0,0,0
233,8,control,on_233_37,7,segment_B,1,0,0,0
233,8,control,on_233_19,8,segment_B,1,0,0,0
233,8,control,on_233_35,9,segment_A,1,0,0,0
234,6,treatment,on_234_6,0,segment_B,1,0,0,0
234,6,treatment,on_234_15,1,segment_A,1,0,0,0
234,6,treatment,on_234_8,2,segment_B,1,0,0,0
234,6,treatment,on_234_7,3,segment_A,1,0,0,0
234,6,treatment,on_234_26,4,segment_A,1,0,0,0
234,6,treatment,on_234_35,5,segment_A,1,0,0,0
234,6,treatment,on_234_36,6,segment_B,1,0,0,0
234,6,treatment,on_234_23,7,segment_A,1,0,0,0
234,6,treatment,on_234_32,8,segment_A,1,0,0,0
234,6,treatment,on_234_13,9,segment_A,1,0,0,0
235,3,treatment,on_235_34,0,segment_B,1,0,0,0
235,3,treatment,on_235_7,1,segment_B,1,0,0,0
235,3,treatment,on_235_26,2,segment_B,1,0,0,0
235,3,treatment,on_235_21,3,segment_A,1,0,0,0
235,3,treatment,on_235_30,4,segment_A,1,0,0,0
235,3,treatment,on_235_29,5,segment_A,1,0,0,0
235,3,treatment,on_235_17,6,segment_A,1,1,0,0
235,3,treatment,on_235_38,7,segment_A,1,0,0,0
235,3,treatment,on_235_2,8,segment_B,1,0,0,0
235,3,treatment,on_235_19,9,segment_B,1,0,0,0
236,11,control,on_236_37,0,segment_B,1,0,0,0
236,11,control,on_236_29,1,segment_B,1,0,0,0
236,11,control,on_236_18,2,segment_A,1,0,0,0
236,11,control,on_236_19,3,segment_B,1,0,0,0
236,11,control,on_236_1,4,segment_B,1,0,0,0
236,11,control,on_236_38,5,segment_B,1,0,0,0
236,11,control,on_236_13,6,segment_A,1,0,0,0
236,11,control,on_236_31,7,segment_A,1,0,0,0
236,11,control,on_236_16,8,segment_A,1,0,0,0
236,11,control,on_236_6,9,segment_A,1,0,0,0
237,2,treatment,on_237_26,0,segment_A,1,1,0,0
237,2,treatment,on_237_32,1,segment_B,1,0,0,0
237,2,treatment,on_237_0,2,segment_B,1,0,0,0
237,2,treatment,on_237_23,3,segment_A,1,0,0,0
237,2,treatment,on_237_2,4,segment_B,1,1,0,0
237,2,treatment,on_237_34,5,segment_B,1,0,0,0
237,2,treatment,on_237_1,6,segment_A,1,0,0,0
237,2,treatment,on_237_20,7,segment_B,1,0,0,0
237,2,treatment,on_237_3,8,segment_B,1,1,0,0
237,2,treatment,on_237_6,9,segment_A,1,0,0,0
238,12,treatment,on_238_35,0,segment_B,1,1,0,0
238,12,treatment,on_238_19,1,segment_A,1,0,0,0
238,12,treatment,on_238_28,2,segment_B,1,0,0,0
238,12,treatment,on_238_13,3,segment_A,1,0,0,0
238,12,treatment,on_238_0,4,segment_B,1,0,0,0
238,12,treatment,on_238_14,5,segment_A,1,0,0,0
238,12,treatment,on_238_39,6,segment_A,1,1,0,0
238,12,treatment,on_238_1,7,segment_B,1,0,0,0
238,12,treatment,on_238_3,8,segment_B,1,0,0,0
238,12,treatment,on_238_12,9,segment_A,1,0,0,0
239,9,control,on_239_8,0,segment_A,1,0,0,0
239,9,control,on_239_38,1,segment_B,1,0,0,0
239,9,control,on_239_18,2,segment_B,1,0,0,0
239,9,control,on_239_7,3,segment_A,1,0,0,0
239,9,control,on_239_15,4,segment_B,1,1,0,0
239,9,control,on_239_35,5,segment_A,1,0,0,0
239,9,control,on_239_3,6,segment_A,1,0,0,0
239,9,control,on_239_16,7,segment_B,1,0,0,0
239,9,control,on_239_23,8,segment_A,1,0,0,0
239,9,control,on_239_26,9,segment_A,1,0,0,0
240,10,control,on_240_13,0,segment_B,1,0,0,0
240,10,control,on_240_11,1,segment_A,1,1,1,0
240,10,control,on_240_25,2,segment_A,1,0,0,0
240,10,control,on_240_36,3,segment_B,1,1,0,0
240,10,control,on_240_15,4,segment_A,1,0,0,0
240,10,control,on_240_22,5,segment_B,1,0,0,0
240,10,control,on_240_37,6,segment_B,1,0,0,0
240,10,control,on_240_39,7,segment_B,1,1,0,0
240,10,control,on_240_8,8,segment_B,1,0,0,0
240,10,control,on_240_4,9,segment_B,1,0,0,0
241,12,treatment,on_241_30,0,segment_B,1,0,0,0
241,12,treatment,on_241_10,1,segment_A,1,0,0,0
241,12,treatment,on_241_15,2,segment_A,1,0,0,0
241,12,treatment,on_241_1,3,segment_A,1,0,0,0
241,12,treatment,on_241_2,4,segment_B,1,0,0,0
241,12,treatment,on_241_17,5,segment_A,1,0,0,0
241,12,treatment,on_241_36,6,segment_A,1,0,0,0
241,12,treatment,on_241_38,7,segment_B,1,0,0,0
241,12,treatment,on_241_4,8,segment_B,1,0,0,0
241,12,treatment,on_241_27,9,segment_A,1,0,0,0
242,5,treatment,on_242_21,0,segment_B,1,0,0,0
242,5,treatment,on_242_37,1,segment_B,1,1,0,0
242,5,treatment,on_242_17,2,segment_A,1,1,0,0
242,5,treatment,on_242_35,3,segment_A,1,1,0,0
242,5,treatment,on_242_25,4,segment_B,1,0,0,0
242,5,treatment,on_242_29,5,segment_B,1,0,0,0
242,5,treatment,on_242_3,6,segment_B,1,0,0,0
242,5,treatment,on_242_14,7,segment_A,1,0,0,0
242,5,treatment,on_242_5,8,segment_A,1,0,0,0
242,5,treatment,on_242_4,9,segment_B,1,0,0,0
243,12,control,on_243_22,0,segment_A,1,0,0,0
243,12,control,on_243_35,1,segment_B,1,0,0,0
243,12,control,on_243_27,2,segment_B,1,0,0,0
243,12,control,on_243_3,3,segment_A,1,0,0,0
243,12,control,on_243_15,4,segment_A,1,0,0,0
243,12,control,on_243_12,5,segment_B,1,0,0,0
243,12,control,on_243_18,6,segment_B,1,0,0,0
243,12,control,on_243_25,7,segment_B,1,0,0,0
243,12,control,on_243_34,8,segment_B,1,0,0,0
243,12,control,on_243_2,9,segment_B,1,0,0,0
244,7,treatment,on_244_29,0,segment_A,1,0,0,0
244,7,treatment,on_244_26,1,segment_A,1,0,0,0
244,7,treatment,on_244_11,2,segment_A,1,0,0,0
244,7,treatment,on_244_4,3,segment_A,1,0,0,0
244,7,treatment,on_244_21,4,segment_B,1,1,0,0
244,7,treatment,on_244_22,5,segment_B,1,0,0,0
244,7,treatment,on_244_2,6,segment_A,1,0,0,0
244,7,treatment,on_244_14,7,segment_A,1,0,0,0
244,7,treatment,on_244_30,8,segment_A,1,0,0,0
244,7,treatment,on_244_35,9,segment_B,1,0,0,0
245,0,control,on_245_14,0,segment_A,1,1,0,0
245,0,control,on_245_33,1,segment_A,1,0,0,0
245,0,control,on_245_7,2,segment_A,1,0,0,0
245,0,control,on_245_3,3,segment_A,1,0,0,0
245,0,control,on_245_11,4,segment_B,1,1,0,0
245,0,control,on_245_8,5,segment_A,1,0,0,0
245,0,control,on_245_15,6,segment_B,1,0,0,0
245,0,control,on_245_4,7,segment_A,1,0,0,0
245,0,control,on_245_18,8,segment_B,1,0,0,0
245,0,control,on_245_16,9,segment_B,1,0,0,0
246,9,treatment,on_246_4,0,segment_B,1,0,0,0
246,9,treatment,on_246_30,1,segment_B,1,0,0,0
246,9,treatment,on_246_19,2,segment_A,1,0,0,0
246,9,treatment,on_246_24,3,segment_A,1,0,0,0
246,9,treatment,on_246_2,4,segment_A,1,0,0,0
246,9,treatment,on_246_37,5,segment_B,1,0,0,0
246,9,treatment,on_246_28,6,segment_A,1,0,0,0
246,9,treatment,on_246_27,7,segment_B,1,0,0,0
246,9,treatment,on_246_38,8,segment_B,1,0,0,0
246,9,treatment,on_246_25,9,segment_A,1,0,0,0
247,7,treatment,on_247_24,0,segment_B,1,1,0,0
247,7,treatment,on_247_15,1,segment_A,1,0,0,0
247,7,treatment,on_247_16,2,segment_A,1,1,1,0
247,7,treatment,on_247_27,3,segment_B,1,0,0,0
247,7,treatment,on_247_22,4,segment_A,1,0,0,0
247,7,treatment,on_247_7,5,segment_A,1,0,0,0
247,7,treatment,on_247_29,6,segment_B,1,0,0,0
247,7,treatment,on_247_37,7,segment_B,1,0,0,0
247,7,treatment,on_247_6,8,segment_B,1,0,0,0
247,7,treatment,on_247_30,9,segment_A,1,0,0,0
248,13,control,on_248_13,0,segment_A,1,1,1,0
248,13,control,on_248_33,1,segment_B,1,0,0,0
248,13,control,on_248_18,2,segment_B,1,1,1,0
248,13,control,on_248_6,3,segment_B,1,0,0,0
248,13,control,on_248_36,4,segment_A,1,0,0,0
248,13,control,on_248_39,5,segment_B,1,0,0,0
248,13,control,on_248_14,6,segment_B,1,0,0,0
248,13,control,on_248_7,7,segment_A,1,0,0,0
248,13,control,on_248_27,8,segment_B,1,0,0,0
248,13,control,on_248_17,9,segment_A,1,0,0,0
249,3,control,on_249_13,0,segment_B,1,1,1,0
249,3,control,on_249_36,1,segment_B,1,1,0,0
249,3,control,on_249_25,2,segment_B,1,0,0,0
249,3,control,on_249_3,3,segment_A,1,0,0,0
249,3,control,on_249_30,4,segment_A,1,1,0,0
249,3,control,on_249_8,5,segment_A,1,0,0,0
249,3,control,on_249_21,6,segment_B,1,0,0,0
249,3,control,on_249_17,7,segment_A,1,0,0,0
249,3,control,on_249_14,8,segment_B,1,0,0,0
249,3,control,on_249_24,9,segment_A,1,0,0,0
250,10,control,on_250_16,0,segment_B,1,1,1,0
250,10,control,on_250_22,1,segment_A,1,0,0,0
250,10,control,on_250_24,2,segment_A,1,1,0,0
250,10,control,on_250_11,3,segment_B,1,0,0,0
250,10,control,on_250_2,4,segment_B,1,0,0,0
250,10,control,on_250_38,5,segment_A,1,0,0,0
250,10,control,on_250_27,6,segment_A,1,0,0,0
250,10,control,on_250_33,7,segment_A,1,0,0,0
250,10,control,on_250_35,8,segment_B,1,0,0,0
250,10,control,on_250_12,9,segment_B,1,0,0,0
251,0,control,on_251_38,0,segment_A,1,0,0,0
251,0,control,on_251_3,1,segment_B,1,0,0,0
251,0,control,on_251_6,2,segment_A,1,0,0,0
251,0,control,on_251_27,3,segment_A,1,1,0,0
251,0,control,on_251_10,4,segment_A,1,0,0,0
251,0,control,on_251_8,5,segment_B,1,0,0,0
251,0,control,on_251_20,6,segment_A,1,0,0,0
251,0,control,on_251_24,7,segment_A,1,0,0,0
251,0,control,on_251_1,8,segment_B,1,0,0,0
251,0,control,on_251_14,9,segment_A,1,1,1,0
252,2,treatment,on_252_4,0,segment_A,1,0,0,0
252,2,treatment,on_252_2,1,segment_B,1,0,0,0
252,2,treatment,on_252_19,2,segment_A,1,0,0,0
252,2,treatment,on_252_29,3,segment_A,1,0,0,0
252,2,treatment,on_252_12,4,segment_A,1,1,0,0
252,2,treatment,on_252_37,5,segment_A,1,0,0,0
252,2,treatment,on_252_7,6,segment_B,1,0,0,0
252,2,treatment,on_252_9,7,segment_A,1,0,0,0
252,2,treatment,on_252_33,8,segment_B,1,0,0,0
252,2,treatment,on_252_23,9,segment_A,1,0,0,0
253,6,treatment,on_253_31,0,segment_A,1,1,0,0
253,6,treatment,on_253_26,1,segment_B,1,0,0,0
253,6,treatment,on_253_15,2,segment_B,1,0,0,0
253,6,treatment,on_253_29,3,segment_A,1,0,0,0
253,6,treatment,on_253_10,4,segment_A,1,0,0,0
253,6,treatment,on_253_2,5,segment_A,1,0,0,0
253,6,treatment,on_253_24,6,segment_A,1,0,0,0
253,6,treatment,on_253_30,7,segment_A,1,0,0,0
253,6,treatment,on_253_5,8,segment_A,1,0,0,0
253,6,treatment,on_253_8,9,segment_B,1,0,0,0
254,13,control,on_254_9,0,segment_A,1,0,0,0
254,13,control,on_254_5,1,segment_B,1,0,0,0
254,13,control,on_254_11,2,segment_B,1,0,0,0
254,13,control,on_254_7,3,segment_A,1,0,0,0
254,13,control,on_254_39,4,segment_A,1,0,0,0
254,13,control,on_254_14,5,segment_A,1,0,0,0
254,13,control,on_254_23,6,segment_B,1,0,0,0
254,13,control,on_254_20,7,segment_B,1,1,1,1
254,13,control,on_254_0,8,segment_B,1,0,0,0
254,13,control,on_254_12,9,segment_A,1,0,0,0
255,6,control,on_255_11,0,segment_B,1,1,0,0
255,6,control,on_255_5,1,segment_B,1,1,0,0
255,6,control,on_255_31,2,segment_A,1,0,0,0
255,6,control,on_255_33,3,segment_A,1,0,0,0
255,6,control,on_255_23,4,segment_A,1,0,0,0
255,6,control,on_255_26,5,segment_A,1,1,0,0
255,6,control,on_255_22,6,segment_A,1,0,0,0
255,6,control,on_255_38,7,segment_A,1,0,0,0
255,6,control,on_255_29,8,segment_A,1,0,0,0
255,6,control,on_255_6,9,segment_A,1,0,0,0
256,11,control,on_256_1,0,segment_A,1,1,1,1
256,11,control,on_256_33,1,segment_B,1,0,0,0
256,11,control,on_256_37,2,segment_A,1,0,0,0
256,11,control,on_256_20,3,segment_A,1,0,0,0
256,11,control,on_256_0,4,segment_B,1,0,0,0
256,11,control,on_256_30,5,segment_A,1,1,0,0
256,11,control,on_256_9,6,segment_B,1,0,0,0
256,11,control,on_256_19,7,segment_B,1,0,0,0
256,11,control,on_256_14,8,segment_B,1,0,0,0
256,11,control,on_256_4,9,segment_A,1,0,0,0
257,3,control,on_257_12,0,segment_B,1,0,0,0
257,3,control,on_257_0,1,segment_B,1,0,0,0
257,3,control,on_257_1,2,segment_B,1,0,0,0
257,3,control,on_257_4,3,segment_A,1,0,0,0
257,3,control,on_257_19,4,segment_B,1,0,0,0
257,3,control,on_257_14,5,segment_B,1,0,0,0
257,3,control,on_257_18,6,segment_B,1,0,0,0
257,3,control,on_257_2,7,segment_B,1,0,0,0
257,3,control,on_257_36,8,segment_A,1,1,0,0
257,3,control,on_257_32,9,segment_B,1,0,0,0
258,1,treatment,on_258_4,0,segment_B,1,0,0,0
258,1,treatment,on_258_35,1,segment_B,1,0,0,0
258,1,treatment,on_258_32,2,segment_A,1,1,0,0
258,1,treatment,on_258_12,3,segment_A,1,0,0,0
258,1,treatment,on_258_3,4,segment_B,1,0,0,0
258,1,treatment,on_258_30,5,segment_B,1,0,0,0
258,1,treatment,on_258_19,6,segment_B,1,0,0,0
258,1,treatment,on_258_25,7,segment_B,1,0,0,0
258,1,treatment,on_258_28,8,segment_B,1,0,0,0
258,1,treatment,on_258_16,9,segment_A,1,0,0,0
259,12,treatment,on_259_22,0,segment_B,1,1,0,0
259,12,treatment,on_259_23,1,segment_B,1,1,0,0
259,12,treatment,on_259_20,2,segment_A,1,1,0,0
259,12,treatment,on_259_17,3,segment_B,1,0,0,0
259,12,treatment,on_259_7,4,segment_A,1,0,0,0
259,12,treatment,on_259_37,5,segment_B,1,0,0,0
259,12,treatment,on_259_3,6,segment_B,1,0,0,0
259,12,treatment,on_259_2,7,segment_A,1,0,0,0
259,12,treatment,on_259_4,8,segment_B,1,0,0,0
259,12,treatment,on_259_30,9,segment_B,1,0,0,0
260,0,treatment,on_260_28,0,segment_A,1,0,0,0
260,0,treatment,on_260_12,1,segment_B,1,0,0,0
260,0,treatment,on_260_39,2,segment_A,1,0,0,0
260,0,treatment,on_260_37,3,segment_A,1,1,0,0
260,0,treatment,on_260_18,4,segment_A,1,0,0,0
260,0,treatment,on_260_14,5,segment_B,1,0,0,0
260,0,treatment,on_260_13,6,segment_B,1,0,0,0
260,0,treatment,on_260_24,7,segment_B,1,1,0,0
260,0,treatment,on_260_5,8,segment_A,1,0,0,0
260,0,treatment,on_260_10,9,segment_B,1,0,0,0
261,3,control,on_261_29,0,segment_B,1,0,0,0
261,3,control,on_261_11,1,segment_A,1,0,0,0
261,3,control,on_261_23,2,segment_B,1,0,0,0
261,3,control,on_261_17,3,segment_A,1,0,0,0
261,3,control,on_261_31,4,segment_A,1,0,0,0
261,3,control,on_261_22,5,segment_B,1,1,1,1
261,3,control,on_261_36,6,segment_A,1,0,0,0
261,3,control,on_261_9,7,segment_B,1,0,0,0
261,3,control,on_261_16,8,segment_A,1,0,0,0
261,3,control,on_261_14,9,segment_B,1,0,0,0
262,9,control,on_262_36,0,segment_A,1,0,0,0
262,9,control,on_262_28,1,segment_A,1,0,0,0
262,9,control,on_262_4,2,segment_B,1,0,0,0
262,9,control,on_262_19,3,segment_A,1,0,0,0
262,9,control,on_262_30,4,segment_A,1,0,0,0
262,9,control,on_262_24,5,segment_A,1,0,0,0
262,9,control,on_262_9,6,segment_B,1,0,0,0
262,9,control,on_262_32,7,segment_B,1,0,0,0
262,9,control,on_262_0,8,segment_B,1,0,0,0
262,9,control,on_262_6,9,segment_A,1,0,0,0
263,5,treatment,on_263_1,0,segment_B,1,0,0,0
263,5,treatment,on_263_22,1,segment_B,1,0,0,0
263,5,treatment,on_263_23,2,segment_B,1,0,0,0
263,5,treatment,on_263_12,3,segment_B,1,0,0,0
263,5,treatment,on_263_6,4,segment_A,1,0,0,0
263,5,treatment,on_263_36,5,segment_B,1,0,0,0
263,5,treatment,on_263_16,6,segment_A,1,0,0,0
263,5,treatment,on_263_9,7,segment_B,1,0,0,0
263,5,treatment,on_263_21,8,segment_A,1,0,0,0
263,5,treatment,on_263_19,9,segment_B,1,0,0,0
264,2,treatment,on_264_8,0,segment_B,1,0,0,0
264,2,treatment,on_264_0,1,segment_A,1,0,0,0
264,2,treatment,on_264_24,2,segment_B,1,0,0,0
264,2,treatment,on_264_11,3,segment_B,1,0,0,0
264,2,treatment,on_264_34,4,segment_B,1,0,0,0
264,2,treatment,on_264_13,5,segment_A,1,0,0,0
264,2,treatment,on_264_4,6,segment_A,1,0,0,0
264,2,treatment,on_264_32,7,segment_B,1,1,0,0
264,2,treatment,on_264_14,8,segment_A,1,0,0,0
264,2,treatment,on_264_23,9,segment_A,1,0,0,0
265,12,control,on_265_39,0,segment_A,1,0,0,0
265,12,control,on_265_1,1,segment_B,1,0,0,0
265,12,control,on_265_12,2,segment_B,1,0,0,0
265,12,control,on_265_25,3,segment_A,1,1,0,0
265,12,control,on_265_9,4,segment_A,1,0,0,0
265,12,control,on_265_24,5,segment_A,1,0,0,0
265,12,control,on_265_21,6,segment_A,1,0,0,0
265,12,control,on_265_5,7,segment_A,1,0,0,0
265,12,control,on_265_11,8,segment_B,1,0,0,0
265,12,control,on_265_23,9,segment_A,1,0,0,0
266,12,treatment,on_266_21,0,segment_B,1,1,0,0
266,12,treatment,on_266_5,1,segment_A,1,0,0,0
266,12,treatment,on_266_35,2,segment_B,1,0,0,0
266,12,treatment,on_266_11,3,segment_A,1,0,0,0
266,12,treatment,on_266_36,4,segment_A,1,0,0,0
266,12,treatment,on_266_38,5,segment_A,1,0,0,0
266,12,treatment,on_266_0,6,segment_A,1,0,0,0
266,12,treatment,on_266_28,7,segment_B,1,0,0,0
266,12,treatment,on_266_4,8,segment_B,1,0,0,0
266,12,treatment,on_266_15,9,segment_A,1,0,0,0
267,12,treatment,on_267_13,0,segment_A,1,0,0,0
267,12,treatment,on_267_12,1,segment_B,1,0,0,0
267,12,treatment,on_267_15,2,segment_B,1,1,1,0
267,12,treatment,on_267_26,3,segment_B,1,1,0,0
267,12,treatment,on_267_37,4,segment_B,1,0,0,0
267,12,treatment,on_267_34,5,segment_A,1,0,0,0
267,12,treatment,on_267_5,6,segment_A,1,0,0,0
267,12,treatment,on_267_16,7,segment_B,1,0,0,0
267,12,treatment,on_267_28,8,segment_B,1,1,0,0
267,12,treatment,on_267_1,9,segment_A,1,0,0,0
268,8,treatment,on_268_38,0,segment_A,1,0,0,0
268,8,treatment,on_268_20,1,segment_B,1,1,1,0
268,8,treatment,on_268_4,2,segment_A,1,0,0,0
268,8,treatment,on_268_17,3,segment_B,1,1,0,0
268,8,treatment,on_268_6,4,segment_B,1,0,0,0
268,8,treatment,on_268_10,5,segment_A,1,0,0,0
268,8,treatment,on_268_11,6,segment_B,1,0,0,0
268,8,treatment,on_268_3,7,segment_B,1,0,0,0
268,8,treatment,on_268_39,8,segment_A,1,0,0,0
268,8,treatment,on_268_2,9,segment_A,1,0,0,0
269,2,control,on_269_19,0,segment_A,1,1,1,0
269,2,control,on_269_22,1,segment_A,1,0,0,0
269,2,control,on_269_18,2,segment_B,1,1,0,0
269,2,control,on_269_27,3,segment_B,1,0,0,0
269,2,control,on_269_23,4,segment_A,1,1,0,0
269,2,control,on_269_37,5,segment_A,1,0,0,0
269,2,control,on_269_38,6,segment_A,1,0,0,0
269,2,control,on_269_33,7,segment_B,1,0,0,0
269,2,control,on_269_8,8,segment_A,1,0,0,0
269,2,control,on_269_0,9,segment_B,1,1,0,0
270,3,treatment,on_270_34,0,segment_A,1,0,0,0
270,3,treatment,on_270_36,1,segment_A,1,1,1,0
270,3,treatment,on_270_38,2,segment_A,1,0,0,0
270,3,treatment,on_270_8,3,segment_A,1,0,0,0
270,3,treatment,on_270_9,4,segment_A,1,0,0,0
270,3,treatment,on_270_5,5,segment_B,1,0,0,0
270,3,treatment,on_270_6,6,segment_B,1,1,0,0
270,3,treatment,on_270_17,7,segment_B,1,0,0,0
270,3,treatment,on_270_23,8,segment_A,1,0,0,0
270,3,treatment,on_270_19,9,segment_A,1,0,0,0
271,5,control,on_271_31,0,segment_B,1,0,0,0
271,5,control,on_271_11,1,segment_B,1,0,0,0
271,5,control,on_271_37,2,segment_B,1,0,0,0
271,5,control,on_271_4,3,segment_A,1,0,0,0
271,5,control,on_271_8,4,segment_B,1,0,0,0
271,5,control,on_271_16,5,segment_A,1,1,0,0
271,5,control,on_271_21,6,segment_B,1,1,0,0
271,5,control,on_271_6,7,segment_B,1,0,0,0
271,5,control,on_271_23,8,segment_A,1,0,0,0
271,5,control,on_271_26,9,segment_B,1,0,0,0
272,8,control,on_272_27,0,segment_A,1,1,1,0
272,8,control,on_272_8,1,segment_B,1,1,0,0
272,8,control,on_272_29,2,segment_B,1,0,0,0
272,8,control,on_272_28,3,segment_B,1,0,0,0
272,8,control,on_272_36,4,segment_B,1,1,0,0
272,8,control,on_272_38,5,segment_A,1,0,0,0
272,8,control,on_272_5,6,segment_B,1,0,0,0
272,8,control,on_272_18,7,segment_A,1,0,0,0
272,8,control,on_272_32,8,segment_B,1,0,0,0
272,8,control,on_272_4,9,segment_B,1,0,0,0
273,5,control,on_273_23,0,segment_B,1,0,0,0
273,5,control,on_273_39,1,segment_B,1,0,0,0
273,5,control,on_273_38,2,segment_B,1,1,0,0
273,5,control,on_273_16,3,segment_B,1,0,0,0
273,5,control,on_273_26,4,segment_B,1,0,0,0
273,5,control,on_273_33,5,segment_A,1,0,0,0
273,5,control,on_273_22,6,segment_A,1,1,0,0
273,5,control,on_273_6,7,segment_B,1,0,0,0
273,5,control,on_273_17,8,segment_B,1,0,0,0
273,5,control,on_273_5,9,segment_B,1,0,0,0
274,6,treatment,on_274_22,0,segment_A,1,0,0,0
274,6,treatment,on_274_2,1,segment_A,1,0,0,0
274,6,treatment,on_274_14,2,segment_B,1,0,0,0
274,6,treatment,on_274_34,3,segment_A,1,0,0,0
274,6,treatment,on_274_36,4,segment_B,1,0,0,0
274,6,treatment,on_274_13,5,segment_A,1,0,0,0
274,6,treatment,on_274_0,6,segment_B,1,0,0,0
274,6,treatment,on_274_9,7,segment_A,1,0,0,0
274,6,treatment,on_274_24,8,segment_A,1,0,0,0
274,6,treatment,on_274_6,9,segment_B,1,0,0,0
275,12,control,on_275_20,0,segment_B,1,0,0,0
275,12,control,on_275_12,1,segment_A,1,1,1,0
275,12,control,on_275_32,2,segment_A,1,1,1,1
275,12,control,on_275_9,3,segment_A,1,0,0,0
275,12,control,on_275_13,4,segment_B,1,0,0,0
275,12,control,on_275_6,5,segment_A,1,0,0,0
275,12,control,on_275_29,6,segment_A,1,1,0,0
275,12,control,on_275_5,7,segment_B,1,0,0,0
275,12,control,on_275_19,8,segment_A,1,0,0,0
275,12,control,on_275_11,9,segment_A,1,0,0,0
276,6,treatment,on_276_4,0,segment_B,1,0,0,0
276,6,treatment,on_276_32,1,segment_B,1,0,0,0
276,6,treatment,on_276_34,2,segment_B,1,0,0,0
276,6,treatment,on_276_27,3,segment_A,1,0,0,0
276,6,treatment,on_276_21,4,segment_B,1,1,0,0
276,6,treatment,on_276_3,5,segment_A,1,0,0,0
276,6,treatment,on_276_24,6,segment_A,1,0,0,0
276,6,treatment,on_276_1,7,segment_B,1,0,0,0
276,6,treatment,on_276_18,8,segment_B,1,1,0,0
276,6,treatment,on_276_13,9,segment_A,1,0,0,0
277,13,treatment,on_277_23,0,segment_B,1,0,0,0
277,13,treatment,on_277_38,1,segment_A,1,0,0,0
277,13,treatment,on_277_33,2,segment_A,1,0,0,0
277,13,treatment,on_277_31,3,segment_B,1,0,0,0
277,13,treatment,on_277_26,4,segment_A,1,0,0,0
