impression_id,candidate_id,job_id,years_experience,skill_match_score,profile_completeness,seniority_level,req_skill_score,recency_feature_train,recency_feature_serve,event_ts,clicked,applied,shortlisted,true_relevance
I0010365,C01401,J0002,6.1,0.339,0.872,3,0.479,230,5520.0,2025-10-14,0,0,0,0.7672
I0010366,C02130,J0093,1.6,0.405,0.717,3,0.757,3,72.0,2026-05-29,1,0,0,0.498
I0010367,C02469,J0000,6.1,0.405,0.332,4,0.534,170,4080.0,2025-12-13,0,0,0,0.6227
I0010368,C00836,J0003,3.4,0.444,0.7,1,0.462,270,6480.0,2025-09-04,0,0,0,0.7591
I0010369,C03728,J0025,9.4,0.575,0.542,3,0.501,314,7536.0,2025-07-22,0,0,0,0.7765
I0010370,C03467,J0143,1.8,0.16,0.838,1,0.714,246,5904.0,2025-09-28,0,0,0,0.3931
I0010371,C01130,J0147,0.0,0.402,0.712,2,0.622,96,2304.0,2026-02-25,0,0,0,0.5625
I0010372,C00966,J0063,0.9,0.576,0.578,4,0.497,356,8544.0,2025-06-10,0,0,0,0.6394
I0010373,C00275,J0051,11.1,0.709,0.707,3,0.624,148,3552.0,2026-01-04,0,0,0,0.8441
I0010374,C01624,J0064,3.9,0.394,0.737,1,0.487,365,8760.0,2025-06-01,0,0,0,0.7251
I0010375,C00683,J0093,8.6,0.435,0.877,3,0.757,307,7368.0,2025-07-29,0,0,0,0.6826
I0010376,C03721,J0086,3.1,0.227,0.881,3,0.489,331,7944.0,2025-07-05,0,0,0,0.633
I0010377,C03589,J0046,4.7,0.577,0.807,3,0.767,235,5640.0,2025-10-09,0,0,0,0.69
I0010378,C03314,J0037,5.7,0.343,0.714,2,0.622,5,120.0,2026-05-27,0,0,0,0.6179
I0010379,C01126,J0073,7.0,0.753,0.791,2,0.624,262,6288.0,2025-09-12,0,0,0,0.7674
I0010380,C02760,J0043,3.7,0.968,0.931,3,0.512,173,4152.0,2025-12-10,0,0,0,0.5205
I0010381,C01965,J0065,4.1,0.502,0.827,2,0.74,126,3024.0,2026-01-26,0,0,0,0.6516
I0010382,C01093,J0004,3.1,0.376,0.769,2,0.655,10,240.0,2026-05-22,0,0,0,0.5895
I0010383,C02138,J0028,6.6,0.811,0.712,3,0.898,146,3504.0,2026-01-06,0,0,0,0.7679
I0010384,C00661,J0145,5.3,0.457,0.709,4,0.701,128,3072.0,2026-01-24,0,0,0,0.6344
I0010385,C03840,J0053,0.1,0.639,0.831,2,0.651,116,2784.0,2026-02-05,1,0,0,0.7444
I0010386,C00655,J0065,3.3,0.642,0.76,2,0.74,345,8280.0,2025-06-21,0,0,0,0.7179
I0010387,C01205,J0028,6.4,0.539,0.518,3,0.898,328,7872.0,2025-07-08,0,0,0,0.5181
I0010388,C00885,J0131,3.7,0.67,0.735,2,0.716,265,6360.0,2025-09-09,1,0,0,0.7543
I0010389,C02085,J0041,3.1,0.739,0.598,4,0.655,215,5160.0,2025-10-29,0,0,0,0.6787
I0010390,C02688,J0044,3.3,0.66,0.995,2,0.579,365,8760.0,2025-06-01,1,0,0,0.7961
I0010391,C03832,J0062,2.2,0.914,0.666,4,0.382,266,6384.0,2025-09-08,0,0,0,0.3668
I0010392,C01554,J0121,0.8,0.625,0.988,3,0.82,6,144.0,2026-05-26,0,0,0,0.6715
I0010393,C00805,J0119,1.4,0.618,1.0,1,0.541,137,3288.0,2026-01-15,0,0,0,0.7682
I0010394,C00086,J0027,5.8,0.483,0.687,1,0.574,133,3192.0,2026-01-19,0,0,0,0.7445
I0010395,C02391,J0029,2.3,0.552,0.797,1,0.913,59,1416.0,2026-04-03,0,0,0,0.526
I0010396,C03916,J0038,0.8,0.544,0.819,4,0.713,314,7536.0,2025-07-22,0,0,0,0.6422
I0010397,C00254,J0029,5.6,0.369,0.662,1,0.913,246,5904.0,2025-09-28,0,0,0,0.4148
I0010398,C03984,J0075,2.8,0.821,0.606,3,0.62,378,9072.0,2025-05-19,0,0,0,0.5934
I0010399,C01051,J0037,1.3,0.343,0.854,2,0.622,11,264.0,2026-05-21,0,0,0,0.583
I0010400,C03633,J0010,2.8,0.802,0.487,4,0.566,81,1944.0,2026-03-12,0,0,0,0.5352
I0010401,C00276,J0118,3.9,0.575,0.975,2,0.57,162,3888.0,2025-12-21,0,0,0,0.8542
I0010402,C03566,J0051,7.7,0.702,0.504,3,0.624,175,4200.0,2025-12-08,0,0,0,0.7342
I0010403,C01320,J0037,5.1,0.37,0.558,2,0.622,394,9456.0,2025-05-03,0,0,0,0.5828
I0010404,C01099,J0021,5.3,0.473,0.77,2,0.438,193,4632.0,2025-11-20,0,0,0,0.799
I0010405,C00825,J0122,0.0,0.571,0.492,2,0.704,339,8136.0,2025-06-27,0,0,0,0.5618
I0010406,C00534,J0090,3.9,0.893,1.0,3,0.558,276,6624.0,2025-08-29,0,0,0,0.6286
I0010407,C03193,J0048,0.0,0.57,1.0,2,0.774,14,336.0,2026-05-18,0,0,0,0.655
I0010408,C00277,J0124,5.2,0.357,0.842,4,0.309,188,4512.0,2025-11-25,1,0,0,0.8084
I0010409,C01853,J0045,5.7,0.0,0.852,4,0.544,190,4560.0,2025-11-23,0,0,0,0.47
I0010410,C03794,J0037,0.0,0.38,0.699,2,0.622,108,2592.0,2026-02-13,0,0,0,0.5434
I0010411,C01620,J0056,3.3,0.64,0.83,3,0.397,76,1824.0,2026-03-17,0,0,0,0.6354
I0010412,C03308,J0005,0.0,0.951,0.714,1,0.566,313,7512.0,2025-07-23,0,0,0,0.4468
I0010413,C02769,J0067,2.8,0.688,0.771,4,0.443,19,456.0,2026-05-13,0,0,0,0.6089
I0010414,C03181,J0112,3.9,0.509,0.763,2,0.583,326,7824.0,2025-07-10,0,0,0,0.7458
I0010415,C03788,J0062,2.2,0.734,0.705,4,0.382,63,1512.0,2026-03-30,0,0,0,0.5047
I0010416,C00391,J0087,3.4,0.512,0.805,3,0.578,37,888.0,2026-04-25,0,0,0,0.7548
I0010417,C01206,J0059,8.9,0.787,0.833,2,0.808,58,1392.0,2026-04-04,0,0,0,0.8875
I0010418,C01285,J0123,5.7,0.602,0.743,3,0.315,49,1176.0,2026-04-13,0,0,0,0.6205
I0010419,C00267,J0149,2.5,0.352,0.789,1,0.593,66,1584.0,2026-03-27,0,0,0,0.6117
I0010420,C00424,J0081,8.6,1.0,0.778,2,0.644,184,4416.0,2025-11-29,0,0,0,0.6308
I0010421,C00439,J0103,0.0,0.657,0.821,4,0.476,332,7968.0,2025-07-04,0,0,0,0.6208
I0010422,C03798,J0091,9.3,0.434,0.755,2,0.409,213,5112.0,2025-10-31,0,0,0,0.8694
I0010423,C03428,J0132,9.1,0.404,0.451,3,0.612,246,5904.0,2025-09-28,0,0,0,0.6513
I0010424,C02353,J0135,5.4,0.713,0.94,3,0.587,268,6432.0,2025-09-06,0,0,0,0.7844
I0010425,C03383,J0134,1.4,0.286,0.692,2,0.353,79,1896.0,2026-03-14,1,1,0,0.6884
I0010426,C01375,J0010,6.7,0.244,0.817,4,0.566,239,5736.0,2025-10-05,0,0,0,0.6336
I0010427,C01901,J0064,1.0,0.271,0.877,1,0.487,28,672.0,2026-05-04,0,0,0,0.6288
I0010428,C03534,J0075,5.6,0.403,0.539,3,0.62,279,6696.0,2025-08-26,0,0,0,0.6106
I0010429,C00590,J0116,4.7,0.898,0.501,4,0.696,291,6984.0,2025-08-14,0,0,0,0.5952
I0010430,C00585,J0084,1.1,0.737,0.789,4,0.431,138,3312.0,2026-01-14,0,0,0,0.5422
I0010431,C02105,J0070,4.1,0.749,0.803,3,0.423,212,5088.0,2025-11-01,0,0,0,0.5828
I0010432,C01010,J0079,4.8,0.557,0.724,2,0.518,188,4512.0,2025-11-25,0,0,0,0.7747
I0010433,C02673,J0089,2.7,0.754,0.847,3,0.39,262,6288.0,2025-09-12,0,0,0,0.5448
I0010434,C02543,J0090,4.9,0.437,0.653,3,0.558,312,7488.0,2025-07-24,0,0,0,0.6986
I0010435,C01328,J0110,1.4,0.763,0.794,2,0.549,260,6240.0,2025-09-14,0,0,0,0.6136
I0010436,C00463,J0060,2.2,0.506,0.611,1,0.633,151,3624.0,2026-01-01,0,0,0,0.6368
I0010437,C00330,J0087,3.8,0.682,0.764,3,0.578,27,648.0,2026-05-05,0,0,0,0.7232
I0010438,C01771,J0018,6.5,0.874,0.725,4,0.73,166,3984.0,2025-12-17,1,0,0,0.7297
I0010439,C01287,J0076,6.8,0.541,0.566,4,0.695,51,1224.0,2026-04-11,0,0,0,0.6829
I0010440,C00135,J0056,0.0,0.186,0.805,3,0.397,306,7344.0,2025-07-30,0,0,0,0.5951
I0010441,C02762,J0001,3.5,0.463,0.615,3,0.47,19,456.0,2026-05-13,0,0,0,0.7445
I0010442,C03828,J0031,7.2,0.749,0.685,3,0.886,262,6288.0,2025-09-12,0,0,0,0.7352
I0010443,C03913,J0145,7.0,0.562,0.569,4,0.701,98,2352.0,2026-02-23,0,0,0,0.6977
I0010444,C00471,J0082,0.0,0.985,0.715,1,0.615,261,6264.0,2025-09-13,0,0,0,0.4576
I0010445,C00760,J0005,9.6,0.518,0.725,1,0.566,283,6792.0,2025-08-22,0,0,0,0.8499
I0010446,C01727,J0132,0.0,0.599,1.0,3,0.612,17,408.0,2026-05-15,0,0,0,0.7897
I0010447,C03658,J0018,2.0,0.638,0.619,4,0.73,44,1056.0,2026-04-18,0,0,0,0.6604
I0010448,C02298,J0093,8.2,0.551,0.802,3,0.757,308,7392.0,2025-07-28,0,0,0,0.7365
I0010449,C01826,J0006,3.0,0.573,0.762,3,0.665,111,2664.0,2026-02-10,0,0,0,0.7176
I0010450,C03702,J0125,3.8,0.341,0.593,1,0.475,364,8736.0,2025-06-02,0,0,0,0.6539
I0010451,C02652,J0093,4.0,0.486,0.639,3,0.757,134,3216.0,2026-01-18,0,0,0,0.5737
I0010452,C03939,J0128,5.2,0.311,0.321,3,0.677,345,8280.0,2025-06-21,0,0,0,0.4373
I0010453,C03454,J0045,2.6,0.384,0.73,4,0.544,304,7296.0,2025-08-01,0,0,0,0.6539
I0010454,C03993,J0133,6.5,0.62,0.731,4,0.772,350,8400.0,2025-06-16,0,0,0,0.7258
I0010455,C02229,J0134,0.0,0.587,0.861,2,0.353,257,6168.0,2025-09-17,0,0,0,0.5947
I0010456,C01498,J0071,0.0,0.554,0.652,2,0.587,294,7056.0,2025-08-11,0,0,0,0.6774
I0010457,C00245,J0088,1.5,0.819,0.677,2,0.856,396,9504.0,2025-05-01,0,0,0,0.707
I0010458,C02919,J0056,0.0,0.43,0.67,3,0.397,188,4512.0,2025-11-25,1,0,0,0.6825
I0010459,C01063,J0117,0.0,0.334,0.573,1,0.842,139,3336.0,2026-01-13,1,0,0,0.3203
I0010460,C00043,J0096,11.2,0.929,0.83,3,0.799,37,888.0,2026-04-25,0,0,0,0.8487
I0010461,C03211,J0021,0.0,0.649,0.529,2,0.438,95,2280.0,2026-02-26,0,0,0,0.5173
I0010462,C01696,J0061,3.7,0.791,0.736,1,0.484,78,1872.0,2026-03-15,0,0,0,0.5706
I0010463,C02211,J0061,2.7,0.683,0.81,1,0.484,201,4824.0,2025-11-12,0,0,0,0.6506
I0010464,C03135,J0065,10.1,0.648,0.754,2,0.74,102,2448.0,2026-02-19,0,0,0,0.8355
I0010465,C01316,J0093,7.0,0.553,0.946,3,0.757,110,2640.0,2026-02-11,0,0,0,0.7582
I0010466,C03266,J0041,8.6,0.303,0.875,4,0.655,5,120.0,2026-05-27,0,0,0,0.6609
I0010467,C02333,J0028,3.9,0.56,0.98,3,0.898,221,5304.0,2025-10-23,0,0,0,0.6209
I0010468,C02270,J0068,0.0,0.684,0.891,2,0.713,367,8808.0,2025-05-30,0,0,0,0.7476
I0010469,C01074,J0057,0.0,0.169,0.982,2,0.372,359,8616.0,2025-06-07,0,0,0,0.6506
I0010470,C03155,J0136,3.2,0.661,0.942,2,0.621,394,9456.0,2025-05-03,1,0,0,0.8084
I0010471,C00964,J0113,0.0,0.225,0.984,1,0.579,92,2208.0,2026-03-01,0,0,0,0.5448
I0010472,C02476,J0036,5.5,0.51,0.439,4,0.6,252,6048.0,2025-09-22,0,0,0,0.6702
I0010473,C03313,J0102,3.8,0.845,0.804,2,0.438,167,4008.0,2025-12-16,0,0,0,0.5209
I0010474,C00465,J0090,9.3,0.877,0.656,3,0.558,8,192.0,2026-05-24,0,0,0,0.6343
I0010475,C01600,J0135,4.5,0.593,0.564,3,0.587,214,5136.0,2025-10-30,1,0,0,0.7478
I0010476,C02710,J0111,7.3,0.909,0.585,1,0.646,206,4944.0,2025-11-07,0,0,0,0.6199
I0010477,C01095,J0083,5.3,0.371,0.666,3,0.691,150,3600.0,2026-01-02,0,0,0,0.5687
I0010478,C00111,J0037,4.0,0.445,0.582,2,0.622,316,7584.0,2025-07-20,1,0,0,0.6239
I0010479,C01636,J0031,3.8,0.488,0.793,3,0.886,14,336.0,2026-05-18,1,0,0,0.5242
I0010480,C01987,J0056,3.3,0.992,0.56,3,0.397,107,2568.0,2026-02-14,0,0,0,0.3112
I0010481,C03682,J0131,1.1,0.839,0.533,2,0.716,262,6288.0,2025-09-12,0,0,0,0.599
I0010482,C03228,J0134,1.7,0.324,0.983,2,0.353,195,4680.0,2025-11-18,0,0,0,0.8023
I0010483,C00723,J0144,0.0,0.899,1.0,2,0.591,355,8520.0,2025-06-11,0,0,0,0.5817
I0010484,C01108,J0147,1.2,0.519,0.756,2,0.622,35,840.0,2026-04-27,0,0,0,0.6777
I0010485,C00740,J0072,4.5,0.509,0.645,1,0.651,172,4128.0,2025-12-11,0,0,0,0.6747
I0010486,C03643,J0090,6.1,0.559,0.746,3,0.558,16,384.0,2026-05-16,0,0,0,0.8297
I0010487,C01415,J0012,1.5,0.497,0.905,1,0.468,242,5808.0,2025-10-02,0,0,0,0.777
I0010488,C03564,J0023,2.1,0.547,0.783,2,0.472,146,3504.0,2026-01-06,0,0,0,0.7203
I0010489,C00241,J0037,0.0,0.727,0.689,2,0.622,9,216.0,2026-05-23,0,0,0,0.6371
I0010490,C02235,J0025,3.9,0.512,0.726,3,0.501,348,8352.0,2025-06-18,0,0,0,0.7798
I0010491,C00299,J0112,6.7,0.615,0.724,2,0.583,105,2520.0,2026-02-16,0,0,0,0.8118
I0010492,C02218,J0126,6.3,0.482,0.649,2,0.635,42,1008.0,2026-04-20,0,0,0,0.6986
I0010493,C00043,J0000,11.2,0.929,0.83,4,0.534,305,7320.0,2025-07-31,0,0,0,0.6619
I0010494,C00625,J0102,0.0,0.639,0.764,2,0.438,277,6648.0,2025-08-28,0,0,0,0.5906
I0010495,C00584,J0044,1.8,0.692,0.824,2,0.579,189,4536.0,2025-11-24,0,0,0,0.7
I0010496,C02836,J0074,5.6,0.533,1.0,1,0.343,179,4296.0,2025-12-04,1,0,0,0.7596
I0010497,C02561,J0055,8.4,0.548,1.0,3,0.749,121,2904.0,2026-01-31,0,0,0,0.7992
I0010498,C02233,J0022,5.1,0.766,0.808,1,0.577,13,312.0,2026-05-19,0,0,0,0.6977
I0010499,C00785,J0118,1.8,0.51,0.558,2,0.57,237,5688.0,2025-10-07,0,0,0,0.6623
I0010500,C01063,J0046,0.0,0.334,0.573,3,0.767,126,3024.0,2026-01-26,0,0,0,0.3732
I0010501,C01511,J0065,0.4,0.692,0.677,2,0.74,143,3432.0,2026-01-09,1,0,0,0.6807
I0010502,C03915,J0088,8.8,0.869,0.94,2,0.856,30,720.0,2026-05-02,0,0,0,0.9216
I0010503,C02822,J0078,6.8,0.18,0.806,2,0.5,75,1800.0,2026-03-18,0,0,0,0.6336
I0010504,C00126,J0027,1.8,0.769,0.437,1,0.574,313,7512.0,2025-07-23,0,0,0,0.5331
I0010505,C00127,J0100,4.5,0.275,0.988,1,0.169,167,4008.0,2025-12-16,0,0,0,0.7968
I0010506,C01390,J0023,5.9,0.416,0.88,2,0.472,222,5328.0,2025-10-22,1,0,0,0.8253
I0010507,C00836,J0117,3.4,0.444,0.7,1,0.842,88,2112.0,2026-03-05,0,0,0,0.4912
I0010508,C01628,J0097,1.3,0.577,0.864,1,0.65,36,864.0,2026-04-26,0,0,0,0.731
I0010509,C03983,J0050,2.6,0.509,0.694,3,0.587,366,8784.0,2025-05-31,0,0,0,0.7015
I0010510,C00782,J0053,7.3,0.411,0.754,2,0.651,339,8136.0,2025-06-27,0,0,0,0.6838
I0010511,C02387,J0025,0.0,0.717,0.63,3,0.501,82,1968.0,2026-03-11,0,0,0,0.5422
I0010512,C01930,J0066,3.9,0.615,0.707,2,0.752,178,4272.0,2025-12-05,0,0,0,0.6856
I0010513,C02639,J0027,9.1,0.746,0.781,1,0.574,252,6048.0,2025-09-22,0,0,0,0.7698
I0010514,C02186,J0076,5.4,0.755,0.819,4,0.695,213,5112.0,2025-10-31,0,0,0,0.7968
I0010515,C02064,J0024,3.4,0.566,0.805,1,0.346,371,8904.0,2025-05-26,0,0,0,0.6463
I0010516,C01104,J0133,0.0,0.526,0.551,4,0.772,2,48.0,2026-05-30,0,0,0,0.4988
I0010517,C03863,J0017,2.4,0.811,0.371,2,0.748,293,7032.0,2025-08-12,0,0,0,0.6177
I0010518,C01069,J0107,5.7,0.641,0.697,2,0.389,389,9336.0,2025-05-08,0,0,0,0.6322
I0010519,C00577,J0066,2.1,0.855,0.716,2,0.752,247,5928.0,2025-09-27,0,0,0,0.6817
I0010520,C00383,J0050,0.0,0.913,0.869,3,0.587,29,696.0,2026-05-03,0,0,0,0.5321
I0010521,C00269,J0027,5.0,0.568,0.567,1,0.574,124,2976.0,2026-01-28,0,0,0,0.7571
I0010522,C01412,J0095,6.1,0.759,0.703,3,0.582,79,1896.0,2026-03-14,0,0,0,0.6935
I0010523,C03264,J0117,3.0,0.665,0.863,1,0.842,155,3720.0,2025-12-28,0,0,0,0.6862
I0010524,C00618,J0097,3.3,0.589,0.714,1,0.65,159,3816.0,2025-12-24,0,0,0,0.731
I0010525,C00016,J0000,4.0,0.53,0.725,4,0.534,121,2904.0,2026-01-31,0,0,0,0.7861
I0010526,C02119,J0124,2.1,0.282,0.864,4,0.309,94,2256.0,2026-02-27,0,0,0,0.777
I0010527,C02246,J0143,9.3,0.643,0.714,1,0.714,155,3720.0,2025-12-28,0,0,0,0.8255
I0010528,C02253,J0105,2.1,0.456,0.889,3,0.544,195,4680.0,2025-11-18,0,0,0,0.741
I0010529,C00005,J0001,0.0,0.262,0.698,3,0.47,31,744.0,2026-05-01,0,0,0,0.567
I0010530,C00812,J0075,0.0,0.3,0.469,3,0.62,128,3072.0,2026-01-24,0,0,0,0.4235
I0010531,C01392,J0048,1.7,0.577,1.0,2,0.774,68,1632.0,2026-03-25,0,0,0,0.6887
I0010532,C02958,J0097,2.2,0.744,0.874,1,0.65,365,8760.0,2025-06-01,0,0,0,0.7342
I0010533,C02603,J0113,1.9,0.699,0.636,1,0.579,378,9072.0,2025-05-19,1,0,0,0.6437
I0010534,C03258,J0133,6.0,0.33,0.6,4,0.772,276,6624.0,2025-08-29,0,0,0,0.476
I0010535,C02189,J0130,1.5,0.529,0.946,1,0.81,51,1224.0,2026-04-11,0,0,0,0.6109
I0010536,C01613,J0144,5.9,0.526,0.945,2,0.591,46,1104.0,2026-04-16,0,0,0,0.8373
I0010537,C02239,J0013,2.0,1.0,0.479,3,0.854,178,4272.0,2025-12-05,1,0,0,0.5828
I0010538,C01539,J0017,3.9,0.487,0.815,2,0.748,124,2976.0,2026-01-28,0,0,0,0.6286
I0010539,C00629,J0120,4.9,1.0,0.777,2,0.522,362,8688.0,2025-06-04,0,0,0,0.4819
I0010540,C02303,J0107,7.6,0.273,0.588,2,0.389,261,6264.0,2025-09-13,0,0,0,0.7295
I0010541,C01178,J0112,1.1,0.485,0.631,2,0.583,2,48.0,2026-05-30,0,0,0,0.6443
I0010542,C01057,J0035,4.4,0.801,0.637,4,0.644,328,7872.0,2025-07-08,0,0,0,0.6602
I0010543,C02840,J0068,4.0,0.3,0.982,2,0.713,221,5304.0,2025-10-23,0,0,0,0.5703
I0010544,C00264,J0096,4.2,0.535,0.749,3,0.799,152,3648.0,2025-12-31,0,0,0,0.613
I0010545,C00093,J0094,6.7,0.847,0.759,2,0.625,348,8352.0,2025-06-18,0,0,0,0.6877
I0010546,C01424,J0128,4.9,0.631,0.89,3,0.677,282,6768.0,2025-08-23,0,0,0,0.8183
I0010547,C02381,J0055,1.4,0.522,0.741,3,0.749,192,4608.0,2025-11-21,0,0,0,0.5895
I0010548,C03359,J0125,5.8,0.277,0.813,1,0.475,231,5544.0,2025-10-13,0,0,0,0.7046
I0010549,C02068,J0046,2.8,0.574,0.792,3,0.767,295,7080.0,2025-08-10,0,0,0,0.6515
I0010550,C01034,J0114,3.2,0.824,0.737,4,0.554,278,6672.0,2025-08-27,0,0,0,0.5885
I0010551,C01375,J0004,6.7,0.244,0.817,2,0.655,30,720.0,2026-05-02,0,0,0,0.5708
I0010552,C01514,J0030,3.5,0.555,0.937,2,1.0,164,3936.0,2025-12-19,0,0,0,0.5266
I0010553,C01339,J0001,7.2,0.568,0.681,3,0.47,12,288.0,2026-05-20,1,0,0,0.7616
I0010554,C02674,J0032,4.5,0.489,0.792,2,0.954,198,4752.0,2025-11-15,0,0,0,0.4885
I0010555,C03195,J0078,7.1,0.604,0.989,2,0.5,252,6048.0,2025-09-22,0,0,0,0.8425
I0010556,C02835,J0130,8.4,0.733,0.576,1,0.81,312,7488.0,2025-07-24,0,0,0,0.7671
I0010557,C01527,J0001,2.0,0.443,0.489,3,0.47,284,6816.0,2025-08-21,0,0,0,0.6695
I0010558,C01150,J0087,4.2,0.576,0.717,3,0.578,324,7776.0,2025-07-12,0,0,0,0.7887
I0010559,C00319,J0018,9.9,0.329,0.69,4,0.73,314,7536.0,2025-07-22,0,0,0,0.5962
I0010560,C03191,J0026,5.1,0.902,0.794,1,0.881,258,6192.0,2025-09-16,1,0,0,0.8122
I0010561,C03848,J0014,5.6,0.688,0.618,1,0.37,328,7872.0,2025-07-08,0,0,0,0.5617
I0010562,C00219,J0088,3.1,0.864,0.771,2,0.856,160,3840.0,2025-12-23,0,0,0,0.7811
I0010563,C00521,J0094,0.0,0.84,0.716,2,0.625,278,6672.0,2025-08-27,0,0,0,0.5672
I0010564,C00858,J0041,1.0,0.687,0.819,4,0.655,303,7272.0,2025-08-02,0,0,0,0.7421
I0010565,C03189,J0100,3.9,0.832,0.714,1,0.169,295,7080.0,2025-08-10,0,0,0,0.3168
I0010566,C00865,J0060,6.0,0.301,0.971,1,0.633,143,3432.0,2026-01-09,0,0,0,0.6581
I0010567,C00055,J0113,2.6,0.381,0.697,1,0.579,188,4512.0,2025-11-25,1,0,0,0.6178
I0010568,C01343,J0078,8.3,0.487,0.579,2,0.5,170,4080.0,2025-12-13,0,0,0,0.8114
I0010569,C01457,J0145,10.0,0.28,0.764,4,0.701,287,6888.0,2025-08-18,0,0,0,0.6047
I0010570,C01580,J0100,1.0,0.674,0.799,1,0.169,359,8616.0,2025-06-07,0,0,0,0.4031
I0010571,C02060,J0146,4.4,0.532,0.645,3,0.57,350,8400.0,2025-06-16,0,0,0,0.7464
I0010572,C00967,J0136,2.7,0.393,0.606,2,0.621,28,672.0,2026-05-04,0,0,0,0.5727
I0010573,C00119,J0031,5.9,0.783,1.0,3,0.886,88,2112.0,2026-03-05,1,0,0,0.826
I0010574,C00429,J0051,2.6,0.581,0.722,3,0.624,134,3216.0,2026-01-18,0,0,0,0.7341
I0010575,C02936,J0052,3.0,0.456,0.711,4,0.406,86,2064.0,2026-03-07,0,0,0,0.7328
I0010576,C02638,J0091,3.9,0.806,0.869,2,0.409,11,264.0,2026-05-21,0,0,0,0.548
I0010577,C01042,J0084,7.4,0.86,0.683,4,0.431,242,5808.0,2025-10-02,0,0,0,0.5322
I0010578,C03763,J0070,7.7,0.763,0.634,3,0.423,268,6432.0,2025-09-06,0,0,0,0.5862
I0010579,C02164,J0006,6.4,0.672,0.662,3,0.665,355,8520.0,2025-06-11,0,0,0,0.8069
I0010580,C03187,J0067,7.7,0.646,0.667,4,0.443,279,6696.0,2025-08-26,0,0,0,0.6921
I0010581,C03169,J0028,3.0,0.637,0.979,3,0.898,271,6504.0,2025-09-03,0,0,0,0.6597
I0010582,C01200,J0142,3.2,0.635,0.477,2,0.778,39,936.0,2026-04-23,0,0,0,0.6047
I0010583,C02364,J0128,5.6,0.494,0.535,3,0.677,169,4056.0,2025-12-14,0,0,0,0.6334
I0010584,C02372,J0027,5.7,0.532,1.0,1,0.574,367,8808.0,2025-05-30,0,0,0,0.8656
I0010585,C01822,J0061,0.0,0.432,0.763,1,0.484,289,6936.0,2025-08-16,0,0,0,0.6953
I0010586,C02541,J0095,8.4,0.791,0.732,3,0.582,297,7128.0,2025-08-08,0,0,0,0.718
I0010587,C01344,J0072,9.1,0.726,0.648,1,0.651,251,6024.0,2025-09-23,0,0,0,0.8006
I0010588,C00392,J0025,2.7,0.822,0.77,3,0.501,116,2784.0,2026-02-05,0,0,0,0.5534
I0010589,C00180,J0110,2.7,0.691,0.56,2,0.549,53,1272.0,2026-04-09,0,0,0,0.6203
I0010590,C01787,J0136,10.6,0.68,0.493,2,0.621,240,5760.0,2025-10-04,0,0,0,0.7936
I0010591,C03652,J0121,5.2,0.855,0.596,3,0.82,6,144.0,2026-05-26,0,0,0,0.7482
I0010592,C00857,J0053,5.1,0.655,0.8,2,0.651,347,8328.0,2025-06-19,0,0,0,0.8259
I0010593,C02367,J0129,3.6,0.874,0.829,1,0.574,76,1824.0,2026-03-17,0,0,0,0.6
I0010594,C00656,J0132,5.5,0.358,0.571,3,0.612,163,3912.0,2025-12-20,0,0,0,0.5919
I0010595,C02526,J0134,5.0,0.236,0.73,2,0.353,47,1128.0,2026-04-15,0,0,0,0.7248
I0010596,C00736,J0123,3.9,0.7,0.655,3,0.315,339,8136.0,2025-06-27,0,0,0,0.4961
I0010597,C01762,J0044,2.3,0.374,0.957,2,0.579,30,720.0,2026-05-02,0,0,0,0.6811
I0010598,C03233,J0075,6.5,0.569,0.752,3,0.62,277,6648.0,2025-08-28,1,1,0,0.8029
I0010599,C01490,J0097,0.0,0.455,0.452,1,0.65,372,8928.0,2025-05-25,1,0,0,0.5068
I0010600,C03736,J0122,5.4,0.389,0.736,2,0.704,99,2376.0,2026-02-22,0,0,0,0.5937
I0010601,C00186,J0016,5.7,0.34,0.808,4,0.643,98,2352.0,2026-02-23,0,0,0,0.6275
I0010602,C00335,J0010,1.7,0.894,0.622,4,0.566,103,2472.0,2026-02-18,0,0,0,0.4898
I0010603,C00675,J0145,7.9,0.361,0.957,4,0.701,138,3312.0,2026-01-14,0,0,0,0.6807
I0010604,C00975,J0104,3.2,0.915,0.758,1,0.821,350,8400.0,2025-06-16,1,0,0,0.7185
I0010605,C01702,J0040,6.8,0.335,0.734,1,0.393,116,2784.0,2026-02-05,0,0,0,0.798
I0010606,C03655,J0149,2.9,0.364,0.785,1,0.593,214,5136.0,2025-10-30,0,0,0,0.6258
I0010607,C00966,J0058,0.9,0.576,0.578,1,0.519,189,4536.0,2025-11-24,0,0,0,0.6549
I0010608,C01427,J0094,0.8,0.213,0.443,2,0.625,302,7248.0,2025-08-03,0,0,0,0.3649
I0010609,C00177,J0139,3.9,0.587,0.715,2,0.561,201,4824.0,2025-11-12,0,0,0,0.7661
I0010610,C02858,J0128,9.6,0.67,0.89,3,0.677,331,7944.0,2025-07-05,0,0,0,0.9253
I0010611,C02184,J0094,3.0,0.641,0.684,2,0.625,104,2496.0,2026-02-17,0,0,0,0.7492
I0010612,C00180,J0082,2.7,0.691,0.56,1,0.615,58,1392.0,2026-04-04,1,0,0,0.6669
I0010613,C01856,J0043,3.0,0.785,0.867,3,0.512,21,504.0,2026-05-11,0,0,0,0.6196
