impression_id,candidate_id,job_id,years_experience,skill_match_score,profile_completeness,seniority_level,req_skill_score,recency_feature_train,recency_feature_serve,event_ts,clicked,applied,shortlisted,true_relevance
I0007920,C01242,J0099,8.9,0.619,0.722,2,0.707,328,7872.0,2025-07-08,0,0,0,0.809
I0051729,C01119,J0036,3.5,0.455,0.922,4,0.6,165,3960.0,2025-12-18,0,0,0,0.7338
I0059436,C03366,J0109,0.9,0.576,0.848,2,0.714,232,5568.0,2025-10-12,0,0,0,0.6739
I0033438,C02536,J0086,4.1,0.442,0.825,3,0.489,373,8952.0,2025-05-24,0,0,0,0.7857
I0004219,C00622,J0007,6.7,0.729,0.961,3,0.673,96,2304.0,2026-02-25,0,0,0,0.8617
I0009242,C02041,J0059,13.6,0.51,0.736,2,0.808,264,6336.0,2025-09-10,0,0,0,0.7444
I0047481,C00130,J0063,1.9,0.655,0.445,4,0.497,280,6720.0,2025-08-25,0,0,0,0.5631
I0041358,C00038,J0146,7.9,0.72,0.982,3,0.57,334,8016.0,2025-07-02,0,0,0,0.8217
I0056528,C00340,J0041,2.1,0.862,0.656,4,0.655,135,3240.0,2026-01-17,0,0,0,0.5914
I0054765,C02992,J0020,0.8,0.559,0.89,4,0.849,65,1560.0,2026-03-28,0,0,0,0.5769
I0009149,C03098,J0143,0.0,0.507,0.811,1,0.714,267,6408.0,2025-09-07,0,0,0,0.5996
I0035812,C01805,J0087,11.7,0.556,1.0,3,0.578,306,7344.0,2025-07-30,1,1,1,0.9812
I0047442,C00095,J0056,10.7,0.51,0.542,3,0.397,200,4800.0,2025-11-13,0,0,0,0.771
I0007475,C02941,J0117,7.8,0.857,0.75,1,0.842,243,5832.0,2025-10-01,0,0,0,0.8497
I0032122,C02514,J0103,0.0,0.378,0.777,4,0.476,68,1632.0,2026-03-25,0,0,0,0.6669
I0041699,C02480,J0106,2.4,0.632,0.541,3,0.884,290,6960.0,2025-08-15,0,0,0,0.5324
I0002807,C00367,J0078,2.8,0.539,0.782,2,0.5,26,624.0,2026-05-06,0,0,0,0.7572
I0053092,C00925,J0075,1.6,0.886,0.854,3,0.62,186,4464.0,2025-11-27,0,0,0,0.5972
I0045153,C00688,J0011,2.9,0.604,0.723,3,0.484,33,792.0,2026-04-29,0,0,0,0.6852
I0018131,C03794,J0064,,0.38,0.699,1,0.487,390,9360.0,2025-05-07,0,0,0,0.6385
I0029658,C00571,J0052,5.2,0.606,0.674,4,0.406,29,696.0,2026-05-03,0,0,0,0.6539
I0022567,C03967,J0087,6.1,0.908,0.657,3,0.578,385,9240.0,2025-05-12,0,0,0,0.5727
I0001879,C02724,J0141,2.6,0.554,0.801,3,0.672,178,4272.0,2025-12-05,0,0,0,0.7035
I0017779,C00550,J0014,2.3,0.377,0.744,1,0.37,170,4080.0,2025-12-13,0,0,0,0.7606
I0056804,C02822,J0090,6.8,0.18,0.806,3,0.558,152,3648.0,2025-12-31,0,0,0,0.5927
I0046989,C03299,J0039,6.3,0.752,0.75,1,0.53,207,4968.0,2025-11-06,0,0,0,0.6784
I0048475,C02960,J0001,0.0,0.734,0.659,3,0.47,36,864.0,2026-04-26,0,0,0,0.5166
I0049331,C02529,J0033,7.3,0.474,0.766,1,0.649,255,6120.0,2025-09-19,0,0,0,0.733
I0009632,C02705,J0065,4.2,0.536,0.608,2,0.74,382,9168.0,2025-05-15,0,0,0,0.6155
I0044640,C02202,J0088,3.2,1.0,0.97,2,0.856,247,5928.0,1970-01-01 00:00:00,0,0,0,0.743
I0030446,C01217,J0052,8.4,0.682,0.772,4,0.406,9,216.0,2026-05-23,1,0,0,0.6821
I0052274,C01755,J0005,4.9,0.495,0.764,1,0.566,87,2088.0,2026-03-06,0,0,0,0.7651
I0006948,C01406,J0015,3.9,0.747,0.776,2,0.903,295,7080.0,2025-08-10,0,0,0,0.6917
I0021848,C00830,J0041,6.4,0.489,1.0,4,0.655,70,1680.0,2026-03-23,0,0,0,0.7901
I0019590,C01276,J0127,0.8,0.445,0.749,3,0.595,42,1008.0,2026-04-20,1,0,0,0.6358
I0026484,C02292,J0068,8.5,0.371,0.633,2,0.713,12,288.0,2026-05-20,0,0,0,0.5981
I0028041,C03681,J0098,9.9,1.0,0.746,1,0.723,185,4440.0,2025-11-28,0,0,0,0.6994
I0006702,C01451,J0060,3.6,0.499,0.713,1,0.633,109,2616.0,2026-02-12,0,0,0,0.6843
I0046529,C02882,J0107,6.2,0.753,0.715,2,0.389,270,6480.0,2025-09-04,0,0,0,0.5668
I0045435,C02612,J0056,7.2,0.63,1.0,3,0.397,23,552.0,2026-05-09,0,0,0,0.7564
I0044192,C02894,J0087,3.6,0.496,0.871,3,0.578,73,1752.0,2026-03-20,0,0,0,0.7655
I0019246,C00514,J0004,0.0,0.646,0.764,2,0.655,254,6096.0,2025-09-20,0,0,0,0.7259
I0033601,C02125,J0005,5.2,1.0,0.594,1,0.566,212,5088.0,2025-11-01,0,0,0,0.4664
I0000906,C01796,J0004,1.0,0.708,0.675,2,0.655,119,2856.0,2026-02-02,0,0,0,0.6867
I0056333,C00925,J0005,1.6,0.886,0.854,1,0.566,19,456.0,2026-05-13,0,0,0,0.5591
I0040016,C03022,J0075,0.0,0.68,1.0,3,0.62,188,4512.0,2025-11-25,0,0,0,0.7565
I0031375,C03565,J0042,,0.566,0.597,3,0.496,284,6816.0,2025-08-21,0,0,0,0.6714
I0035998,C00449,J0100,2.9,0.96,0.808,1,0.169,22,528.0,2026-05-10,0,0,0,0.2361
I0051810,C01674,J0048,8.5,0.751,0.584,2,0.774,190,4560.0,2025-11-23,0,0,0,0.8091
I0018486,C02558,J0006,6.0,0.74,0.699,3,0.665,286,6864.0,2025-08-19,0,0,0,0.7626
I0057515,C00376,J0101,2.8,0.745,0.433,2,0.588,93,2232.0,2026-02-28,0,0,0,0.5756
I0013797,C01479,J0011,3.2,0.461,0.975,3,0.484,199,4776.0,2025-11-14,0,0,0,0.8297
I0037382,C01785,J0071,8.3,1.0,0.734,2,0.587,194,4656.0,2025-11-19,1,0,0,0.5731
I0007106,C01105,J0064,9.0,0.731,0.821,1,0.487,202,4848.0,2025-11-11,0,0,0,0.7286
I0039364,C01436,J0123,3.8,0.506,0.561,3,0.315,101,2424.0,2026-02-20,0,0,0,0.6047
I0044552,C00608,J0038,6.4,0.203,0.717,4,0.713,218,5232.0,2025-10-26,0,0,0,0.4678
I0054546,C03860,J0108,4.7,0.443,0.501,4,0.437,153,3672.0,2025-12-30,0,0,0,0.7334
I0035175,C02652,J0099,4.0,0.486,0.639,2,0.707,363,8712.0,2025-06-03,0,0,0,0.6089
I0028435,C01745,J0109,5.8,0.742,0.889,2,0.714,378,9072.0,2025-05-19,0,0,0,0.8459
I0050091,C02735,J0041,0.9,0.633,1.0,4,0.655,394,9456.0,2025-05-03,0,0,0,0.7985
I0059177,C02162,J0114,0.7,0.75,1.0,4,0.554,198,4752.0,2025-11-15,0,0,0,0.6725
I0036229,C03066,J0148,8.3,0.932,0.546,4,0.719,142,3408.0,2026-01-10,0,0,0,0.6611
I0012892,C03227,J0095,11.5,0.933,0.97,3,0.582,164,3936.0,2025-12-19,0,0,0,0.7375
I0055603,C01526,J0146,1.2,0.739,0.811,3,0.57,323,7752.0,2025-07-13,0,0,0,0.6467
I0054227,C02125,J0073,5.2,1.0,0.594,2,0.624,233,5592.0,2025-10-11,0,0,0,0.5073
I0035496,C01937,J0050,6.2,0.749,0.89,3,0.587,25,600.0,2026-05-07,0,0,0,0.7585
I0022587,C03269,J0004,,0.726,0.716,2,0.655,207,4968.0,2025-11-06,0,0,0,0.7313
I0056868,C01838,J0067,0.0,0.273,0.936,4,0.443,103,2472.0,2026-02-18,0,0,0,0.6609
I0040648,C01605,J0077,2.1,0.541,0.759,4,0.837,42,1008.0,2026-04-20,0,0,0,0.5577
I0037326,C01071,J0089,1.9,0.481,0.587,3,0.39,14,336.0,2026-05-18,0,0,0,0.6504
I0047248,C01872,J0149,3.2,0.576,0.788,1,0.593,397,9528.0,2025-04-30,0,0,0,0.7812
I0004657,C00804,J0102,7.3,0.835,0.717,2,0.438,309,7416.0,2025-07-27,0,0,0,0.5627
I0028005,C00564,J0103,,0.66,0.753,4,0.476,156,3744.0,2025-12-27,0,0,0,0.7585
I0020628,C00366,J0031,5.2,0.826,0.618,3,0.886,134,3216.0,2026-01-18,0,0,0,0.7368
I0053429,C02158,J0091,5.9,0.449,0.796,2,0.409,268,6432.0,2025-09-06,1,0,0,0.8129
I0025652,C00810,J0098,4.9,0.881,0.9,1,0.723,37,888.0,2026-04-25,1,0,0,0.7421
I0045190,C03500,J0056,0.0,0.812,0.645,3,0.397,82,1968.0,2026-03-11,0,0,0,0.4062
I0029042,C03447,J0014,0.9,0.731,0.632,1,0.37,69,1656.0,2026-03-24,0,0,0,0.4558
I0034253,C03579,J0100,,0.669,0.449,1,0.169,397,9528.0,2025-04-30,0,0,0,0.4077
I0005803,C02926,J0059,5.2,0.114,0.988,2,0.808,174,4176.0,2025-12-09,0,0,0,0.3942
I0003928,C00058,J0135,1.0,0.564,0.847,3,0.587,135,3240.0,2026-01-17,0,0,0,0.7564
I0031366,C00733,J0131,2.2,0.946,0.589,2,0.716,125,3000.0,2026-01-27,0,0,0,0.558
I0014998,C03816,J0129,3.0,0.607,0.672,1,0.574,96,2304.0,2026-02-25,1,0,0,0.7338
I0040989,C03912,J0117,4.1,0.505,0.753,1,0.842,77,1848.0,2026-03-16,0,0,0,0.561
I0013274,C03041,J0078,6.3,0.615,0.66,2,0.5,167,4008.0,2025-12-16,0,0,0,0.7285
I0044684,C02807,J0142,0.6,0.632,0.752,2,0.778,137,3288.0,2026-01-15,0,0,0,0.6361
I0056355,C03050,J0050,1.8,0.62,0.743,3,0.587,272,6528.0,2025-09-02,0,0,0,0.7335
I0019321,C03177,J0096,3.7,0.886,0.808,3,0.799,228,5472.0,2025-10-16,0,0,0,0.7459
I0011453,C02192,J0105,3.0,0.419,0.584,3,0.544,167,4008.0,2025-12-16,0,0,0,0.6442
I0032605,C00864,J0122,3.0,0.559,1.0,2,0.704,363,8712.0,2025-06-03,0,0,0,0.7474
I0042521,C01821,J0022,0.0,1.0,0.754,1,0.577,370,8880.0,2025-05-27,0,0,0,0.4313
I0047432,C00108,J0132,8.5,0.718,0.805,3,0.612,274,6576.0,1970-01-01 00:00:00,0,0,0,0.8129
I0032064,C00551,J0146,4.6,0.677,0.616,3,0.57,12,288.0,2026-05-20,1,0,0,0.6929
I0033950,C03375,J0066,4.1,0.404,0.705,2,0.752,352,8448.0,2025-06-14,0,0,0,0.5397
I0012681,C01086,J0056,5.3,0.601,0.843,3,0.397,5,120.0,2026-05-27,0,0,0,0.7004
I0016871,C02626,J0079,0.0,0.627,0.933,2,0.518,304,7296.0,2025-08-01,0,0,0,0.7031
I0011634,C01337,J0139,,0.503,0.922,2,0.561,99,2376.0,1970-01-01 00:00:00,0,0,0,0.8104
I0002549,C02731,J0003,6.1,0.881,0.964,1,0.462,374,8976.0,2025-05-23,0,0,0,0.5965
I0006742,C01453,J0123,4.4,0.486,0.494,3,0.315,54,1296.0,2026-04-08,0,0,0,0.61
I0016790,C01693,J0043,8.0,0.731,0.915,3,0.512,66,1584.0,2026-03-27,0,0,0,0.7558
I0054588,C00404,J0074,4.1,0.785,0.933,1,0.343,191,4584.0,2025-11-22,0,0,0,0.5377
I0012630,C03232,J0087,0.0,0.526,0.585,3,0.578,92,2208.0,2026-03-01,0,0,0,0.6451
I0054453,C00204,J0143,2.1,0.497,0.818,1,0.714,22,528.0,1970-01-01 00:00:00,0,0,0,0.6301
I0034835,C00016,J0110,4.0,0.53,0.725,2,0.549,178,4272.0,2025-12-05,0,0,0,0.7756
I0023537,C01012,J0108,3.0,0.713,0.651,4,0.437,317,7608.0,2025-07-19,0,0,0,0.5566
I0028265,C00875,J0007,4.9,0.058,0.695,3,0.673,205,4920.0,2025-11-08,0,0,0,0.3622
I0042851,C03910,J0052,5.4,0.368,0.75,4,0.406,346,8304.0,2025-06-20,0,0,0,0.7929
I0044540,C01928,J0090,6.8,0.47,0.974,3,0.558,272,6528.0,2025-09-02,0,0,0,0.8445
I0007298,C03826,J0118,8.5,0.862,0.882,2,0.57,165,3960.0,2025-12-18,1,0,0,0.7035
I0003461,C03732,J0120,2.9,0.685,0.657,2,0.522,286,6864.0,2025-08-19,0,0,0,0.6363
I0053678,C01235,J0007,7.2,0.674,0.707,3,0.673,368,8832.0,2025-05-29,1,0,0,0.8373
I0008913,C03583,J0052,3.4,0.675,0.697,4,0.406,68,1632.0,2026-03-25,1,0,0,0.5813
I0030997,C01737,J0055,0.0,0.374,0.631,3,0.749,340,8160.0,2025-06-26,0,0,0,0.4304
I0022964,C02143,J0142,2.8,0.562,0.672,2,0.778,2,48.0,2026-05-30,0,0,0,0.6014
I0056383,C01562,J0120,3.1,0.731,0.769,2,0.522,100,2400.0,2026-02-21,0,0,0,0.6388
I0048480,C02835,J0069,8.4,0.733,0.576,2,0.698,351,8424.0,2025-06-15,0,0,0,0.7967
I0022994,C03456,J0018,3.9,0.305,0.633,4,0.73,67,1608.0,2026-03-26,0,0,0,0.4617
I0040033,C02607,J0014,0.0,0.195,0.907,1,0.37,247,5928.0,2025-09-27,1,0,0,0.6492
I0046262,C03907,J0094,0.0,0.586,0.616,2,0.625,202,4848.0,2025-11-11,0,0,0,0.663
I0059084,C01070,J0102,7.4,0.198,0.614,2,0.438,192,4608.0,2025-11-21,0,0,0,0.646
I0018600,C00541,J0075,4.0,1.0,0.559,3,0.62,47,1128.0,2026-04-15,0,0,0,0.4743
I0006036,C02440,J0131,5.9,0.954,0.86,2,0.716,42,1008.0,2026-04-20,0,0,0,0.6914
I0008659,C03025,J0065,4.6,0.307,0.726,2,0.74,328,7872.0,2025-07-08,0,0,0,0.4941
I0032109,C03163,J0031,6.9,0.522,0.547,3,0.886,266,6384.0,2025-09-08,0,0,0,0.5312
I0036204,C00950,J0002,2.4,0.514,0.654,3,0.479,13,312.0,2026-05-19,0,0,0,0.7172
I0050171,C02909,J0074,3.8,0.388,0.939,1,0.343,302,7248.0,2025-08-03,1,0,0,0.8142
I0055367,C00199,J0117,7.8,0.805,0.751,1,0.842,87,2088.0,2026-03-06,0,0,0,0.8345
I0043751,C01351,J0121,4.7,0.456,0.829,3,0.82,359,8616.0,2025-06-07,0,0,0,0.5735
I0036759,C01197,J0148,1.6,0.684,0.994,4,0.719,305,7320.0,2025-07-31,0,0,0,0.7995
I0048759,C00491,J0038,0.2,0.754,0.763,4,0.713,146,3504.0,2026-01-06,0,0,0,0.7065
I0032768,C00915,J0087,2.2,0.58,0.543,3,0.578,145,3480.0,2026-01-07,0,0,0,0.7058
I0009790,C02495,J0034,0.0,0.311,0.809,1,0.634,67,1608.0,2026-03-26,0,0,0,0.5173
I0023493,C02082,J0053,0.0,0.685,0.845,2,0.651,330,7920.0,2025-07-06,0,0,0,0.7311
I0035742,C01025,J0104,5.6,0.534,0.571,1,0.821,356,8544.0,2025-06-10,0,0,0,0.5703
I0046507,C02232,J0054,9.0,0.788,0.866,2,0.727,96,2304.0,2026-02-25,1,1,1,0.8703
I0046871,C02914,J0067,11.0,0.598,0.703,4,0.443,132,3168.0,2026-01-20,0,0,0,0.7919
I0030213,C02819,J0043,3.4,0.576,0.96,3,0.512,366,8784.0,2025-05-31,0,0,0,0.7999
I0026452,C00335,J0112,1.7,0.894,0.622,2,0.583,235,5640.0,2025-10-09,0,0,0,0.5018
I0034097,C00904,J0038,3.9,0.684,0.664,4,0.713,255,6120.0,2025-09-19,0,0,0,0.7496
I0019428,C00886,J0064,7.4,0.633,0.815,1,0.487,165,3960.0,2025-12-18,0,0,0,0.7689
I0023923,C01880,J0065,1.8,0.801,0.809,2,0.74,321,7704.0,2025-07-15,1,0,0,0.7324
I0059429,C02426,J0022,0.0,0.628,0.443,1,0.577,32,768.0,2026-04-30,0,0,0,0.6058
I0005106,C01842,J0013,5.2,0.548,0.794,3,0.854,177,4248.0,2025-12-06,0,0,0,0.613
I0013976,C00747,J0127,,0.628,0.716,3,0.595,136,3264.0,2026-01-16,0,0,0,0.7581
I0052630,C02722,J0013,5.0,0.695,1.0,3,0.854,266,6384.0,2025-09-08,0,0,0,0.7713
I0010609,C00177,J0139,3.9,0.587,0.715,2,0.561,201,4824.0,2025-11-12,0,0,0,0.7661
I0034408,C02772,J0068,5.7,0.525,0.59,2,0.713,195,4680.0,2025-11-18,0,0,0,0.6471
I0007679,C02390,J0034,6.9,0.439,0.73,1,0.634,115,2760.0,2026-02-06,0,0,0,0.702
I0023048,C02662,J0042,1.9,0.811,0.959,3,0.496,10,240.0,2026-05-22,0,0,0,0.5973
I0007173,C00922,J0038,0.1,0.265,0.469,4,0.713,60,1440.0,2026-04-02,0,0,0,0.335
I0034086,C00797,J0124,5.7,0.505,0.994,4,0.309,227,5448.0,2025-10-17,0,0,0,0.7554
I0031868,C01627,J0066,0.5,0.922,0.9,2,0.752,141,3384.0,2026-01-11,1,0,0,0.6592
I0055566,C02626,J0015,0.0,0.627,0.933,2,0.903,6,144.0,2026-05-26,0,0,0,0.5854
I0012728,C00301,J0095,3.0,0.854,0.61,3,0.582,376,9024.0,2025-05-21,0,0,0,0.5479
I0034104,C01570,J0042,6.7,1.0,0.625,3,0.496,328,7872.0,2025-07-08,0,0,0,0.4511
I0019306,C03923,J0103,10.4,0.161,0.783,4,0.476,249,5976.0,2025-09-25,0,0,0,0.6915
I0046551,C01817,J0074,4.6,0.248,0.596,1,0.343,81,1944.0,2026-03-12,0,0,0,0.6958
I0020675,C03861,J0080,3.8,0.582,0.808,1,0.569,177,4248.0,2025-12-06,0,0,0,0.7998
I0001253,C03580,J0114,3.4,0.8,0.972,4,0.554,175,4200.0,2025-12-08,0,0,0,0.675
I0005610,C00265,J0107,1.8,0.58,0.607,2,0.389,312,7488.0,2025-07-24,0,0,0,0.5838
I0033267,C02483,J0144,0.0,0.561,0.661,2,0.591,237,5688.0,2025-10-07,0,0,0,0.6821
I0059882,C03788,J0100,2.2,0.734,0.705,1,0.169,156,3744.0,2025-12-27,0,0,0,0.3546
I0035543,C00828,J0037,1.7,0.758,1.0,2,0.622,45,1080.0,2026-04-17,0,0,0,0.7317
I0004615,C03180,J0002,6.5,0.844,0.635,3,0.479,395,9480.0,2025-05-02,0,0,0,0.5486
I0055112,C03368,J0013,10.5,0.939,0.395,3,0.854,220,5280.0,2025-10-24,0,0,0,0.7459
I0037969,C00052,J0097,7.9,0.161,0.661,1,0.65,261,6264.0,2025-09-13,0,0,0,0.4922
I0048704,C03879,J0048,5.8,0.893,0.685,2,0.774,202,4848.0,2025-11-11,0,0,0,0.7242
I0058272,C00075,J0060,0.0,0.429,0.765,1,0.633,71,1704.0,2026-03-22,0,0,0,0.5887
I0040678,C03108,J0074,8.4,0.606,0.902,1,0.343,284,6816.0,2025-08-21,1,1,0,0.7279
I0017362,C00242,J0053,2.8,0.678,0.666,2,0.651,299,7176.0,2025-08-06,0,0,0,0.733
I0000588,C00322,J0117,7.5,0.69,0.688,1,0.842,14,336.0,2026-05-18,0,0,0,0.7306
I0006006,C00600,J0009,1.2,0.593,0.71,3,0.437,136,3264.0,2026-01-16,0,0,0,0.6274
I0025975,C01785,J0044,8.3,1.0,0.734,2,0.579,188,4512.0,2025-11-25,0,0,0,0.5675
I0059999,C02040,J0096,7.1,0.834,0.772,3,0.799,135,3240.0,2026-01-17,0,0,0,0.83
I0023678,C03367,J0109,,0.889,0.924,2,0.714,269,6456.0,2025-09-05,0,0,0,0.6912
I0009126,C02687,J0021,2.4,0.441,0.631,2,0.438,206,4944.0,2025-11-07,0,0,0,0.7333
I0025527,C01528,J0124,2.2,0.421,0.79,4,0.309,65,1560.0,2026-03-28,0,0,0,0.6979
I0042655,C03271,J0128,4.2,0.557,0.578,3,0.677,380,9120.0,2025-05-17,0,0,0,0.6663
I0039488,C01543,J0079,,0.542,0.638,2,0.518,308,7392.0,2025-07-28,0,0,0,0.7035
I0028868,C02705,J0051,4.2,0.536,0.608,3,0.624,226,5424.0,2025-10-18,0,0,0,0.6973
I0043373,C01604,J0102,0.0,0.925,0.672,2,0.438,381,9144.0,2025-05-16,0,0,0,0.363
I0022267,C00295,J0127,10.4,0.436,0.481,3,0.595,208,4992.0,2025-11-05,0,0,0,0.7163
I0052159,C00058,J0095,1.0,0.564,0.847,3,0.582,255,6120.0,2025-09-19,0,0,0,0.7599
I0033871,C00957,J0081,4.3,0.595,0.652,2,0.644,57,1368.0,2026-04-05,0,0,0,0.7389
I0038844,C01636,J0123,3.8,0.488,0.793,3,0.315,49,1176.0,2026-04-13,0,0,0,0.6828
I0035460,C03684,J0102,4.4,0.705,0.577,2,0.438,195,4680.0,2025-11-18,0,0,0,0.5658
I0005981,C03543,J0100,0.7,0.427,1.0,1,0.169,249,5976.0,2025-09-25,0,0,0,0.6288
I0002826,C03925,J0055,5.7,0.58,0.64,3,0.749,130,3120.0,2026-01-22,0,0,0,0.6746
I0045474,C02437,J0146,7.6,0.46,0.98,3,0.57,58,1392.0,2026-04-04,0,0,0,0.8442
I0041064,C02930,J0021,8.1,0.685,0.612,2,0.438,48,1152.0,2026-04-14,0,0,0,0.6523
I0018487,C00928,J0091,0.0,0.627,0.669,2,0.409,251,6024.0,2025-09-23,0,0,0,0.5518
I0012376,C01807,J0020,3.3,0.768,0.676,4,0.849,71,1704.0,2026-03-22,0,0,0,0.7062
I0022636,C01551,J0092,6.7,0.926,0.597,4,0.623,22,528.0,2026-05-10,1,0,0,0.5849
I0016812,C01316,J0017,7.0,0.553,0.946,2,0.748,12,288.0,2026-05-20,0,0,0,0.7646
I0012791,C03474,J0089,4.2,0.807,0.801,3,0.39,394,9456.0,2025-05-03,0,0,0,0.5198
I0020964,C01365,J0057,5.8,0.687,1.0,2,0.372,119,2856.0,2026-02-02,0,0,0,0.6749
I0041593,C00576,J0089,4.2,0.617,0.57,3,0.39,329,7896.0,2025-07-07,0,0,0,0.5886
I0016231,C03429,J0013,0.9,0.84,0.697,3,0.854,202,4848.0,2025-11-11,1,0,0,0.7187
I0022599,C02885,J0097,1.8,0.613,0.741,1,0.65,383,9192.0,2025-05-14,0,0,0,0.7302
I0036633,C00071,J0104,6.3,0.698,0.483,1,0.821,224,5376.0,2025-10-20,0,0,0,0.6729
I0051171,C02983,J0066,2.9,0.579,0.769,2,0.752,110,2640.0,2026-02-11,0,0,0,0.6608
I0036411,C02706,J0085,9.1,0.701,0.84,1,0.66,347,8328.0,2025-06-19,0,0,0,0.8788
I0052494,C03556,J0099,,0.243,0.461,2,0.707,315,7560.0,2025-07-21,0,0,0,0.3942
I0000644,C03766,J0104,4.1,0.573,0.599,1,0.821,154,3696.0,2025-12-29,0,0,0,0.5803
I0003272,C01344,J0034,9.1,0.726,0.648,1,0.634,153,3672.0,2025-12-30,0,0,0,0.7887
I0016694,C02456,J0101,2.4,0.356,0.682,2,0.588,379,9096.0,2025-05-18,1,0,0,0.5862
I0053787,C03937,J0103,,0.514,0.557,4,0.476,365,8760.0,2025-06-01,0,0,0,0.7655
I0050219,C00944,J0020,10.1,0.362,0.768,4,0.849,328,7872.0,2025-07-08,0,0,0,0.561
I0011670,C01815,J0147,13.5,0.762,0.714,2,0.622,362,8688.0,2025-06-04,1,0,0,0.8479
I0058576,C02626,J0023,0.0,0.627,0.933,2,0.472,187,4488.0,2025-11-26,0,0,0,0.6707
I0038223,C03540,J0046,7.4,0.201,0.601,3,0.767,39,936.0,2026-04-23,0,0,0,0.4125
I0037508,C03966,J0115,4.0,0.775,0.718,1,0.627,116,2784.0,2026-02-05,0,0,0,0.6826
I0027118,C02914,J0013,11.0,0.598,0.703,3,0.854,265,6360.0,2025-09-09,0,0,0,0.7207
I0045073,C03558,J0137,2.8,0.352,0.648,1,0.69,268,6432.0,2025-09-06,0,0,0,0.5087
I0029647,C00292,J0006,1.6,0.674,0.75,3,0.665,324,7776.0,2025-07-12,0,0,0,0.749
I0057639,C02973,J0097,3.3,0.911,0.693,1,0.65,138,3312.0,2026-01-14,0,0,0,0.5841
I0056717,C00631,J0074,6.1,0.661,0.745,1,0.343,27,648.0,2026-05-05,0,0,0,0.6059
I0010907,C01854,J0132,2.2,0.561,0.71,3,0.612,205,4920.0,2025-11-08,0,0,0,0.7183
I0035039,C00286,J0016,7.8,0.821,1.0,4,0.643,138,3312.0,2026-01-14,0,0,0,0.8053
I0024695,C03027,J0010,2.7,0.251,0.721,4,0.566,197,4728.0,2025-11-16,0,0,0,0.5438
I0021211,C02583,J0062,2.7,0.609,0.999,4,0.382,276,6624.0,2025-08-29,0,0,0,0.6842
I0006527,C03058,J0138,8.3,0.552,0.531,2,0.343,255,6120.0,2025-09-19,0,0,0,0.6597
I0009064,C00371,J0120,1.1,0.681,1.0,2,0.522,351,8424.0,2025-06-15,0,0,0,0.7053
I0019138,C00231,J0122,4.9,0.902,0.449,2,0.704,286,6864.0,2025-08-19,0,0,0,0.5868
I0008171,C03071,J0130,0.0,0.606,0.522,1,0.81,199,4776.0,1970-01-01 00:00:00,0,0,0,0.5202
I0001592,C01686,J0004,5.4,0.519,0.71,2,0.655,335,8040.0,2025-07-01,0,0,0,0.7125
I0040474,C02808,J0024,2.7,0.705,0.585,1,0.346,174,4176.0,2025-12-09,0,0,0,0.4744
I0053031,C00730,J0002,2.6,0.65,0.457,3,0.479,100,2400.0,2026-02-21,0,0,0,0.5692
I0054259,C00960,J0063,10.5,0.496,0.743,4,0.497,115,2760.0,2026-02-06,0,0,0,0.9033
I0055315,C01205,J0145,6.4,0.539,0.518,4,0.701,18,432.0,2026-05-14,0,0,0,0.657
I0012293,C00642,J0111,7.0,0.641,0.639,1,0.646,305,7320.0,2025-07-31,0,0,0,0.8119
I0048362,C02270,J0065,0.0,0.684,0.891,2,0.74,175,4200.0,2025-12-08,0,0,0,0.7286
I0022062,C00586,J0148,5.0,0.517,0.662,4,0.719,150,3600.0,2026-01-02,0,0,0,0.6457
I0037786,C02568,J0065,3.9,0.335,0.83,2,0.74,195,4680.0,2025-11-18,0,0,0,0.5314
I0011178,C03311,J0009,1.4,0.455,1.0,3,0.437,121,2904.0,2026-01-31,0,0,0,0.8098
I0059645,C00598,J0131,6.2,0.542,0.677,2,0.716,232,5568.0,2025-10-12,0,0,0,0.69
I0009762,C00252,J0039,0.0,0.485,0.555,1,0.53,116,2784.0,2026-02-05,0,0,0,0.6416
I0021039,C03241,J0141,5.3,0.507,0.804,3,0.672,275,6600.0,2025-08-30,0,0,0,0.7169
I0022390,C01385,J0079,11.3,0.273,0.912,2,0.518,208,4992.0,2025-11-05,0,0,0,0.7925
I0006293,C03475,J0147,2.7,0.69,0.741,2,0.622,315,7560.0,2025-07-21,0,0,0,0.7235
I0035784,C00446,J0042,0.9,0.449,0.681,3,0.496,176,4224.0,2025-12-07,0,0,0,0.691
I0023556,C00973,J0131,4.8,0.586,0.982,2,0.716,116,2784.0,2026-02-05,1,0,0,0.7833
I0050828,C03755,J0084,1.4,1.0,0.996,4,0.431,114,2736.0,2026-02-07,0,0,0,0.4203
I0008740,C01634,J0133,5.8,0.6,0.505,4,0.772,367,8808.0,2025-05-30,0,0,0,0.6361
I0058453,C00826,J0098,2.8,0.55,0.913,1,0.723,47,1128.0,2026-04-15,0,0,0,0.6997
I0049539,C02495,J0001,0.0,0.311,0.809,3,0.47,221,5304.0,2025-10-23,0,0,0,0.6329
I0000628,C00309,J0072,5.4,0.38,0.743,1,0.651,259,6216.0,2025-09-15,0,0,0,0.6267
I0020484,C03670,J0046,8.0,0.602,0.998,3,0.767,289,6936.0,2025-08-16,0,0,0,0.8173
I0058076,C02640,J0034,0.0,0.392,0.773,1,0.634,250,6000.0,2025-09-24,1,0,0,0.5642
